best_delay_chips,best_doppler_hz,label,phase,prn,projection_ratio,residual_direction_dominant_coordinate,residual_direction_phase_rad,residual_direction_weighted_norm,scenario,second,second_source_amplitude,time_s
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,3,0.9201632447548488,179,-1.312199473785161,10.580471608077753,cleanStatic,22,0.04510342628431057,21.9905584
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,20,0.6995922982550943,174,0.7332977235157793,17.829096025928244,cleanStatic,22,0.04915175014281617,21.99628708
-0.75,150.0,CLEAN_DIAGNOSTIC,train,30,0.9128380118932656,141,-2.5462033732017866,27.75912885535376,cleanStatic,22,0.093286757790163,22.08358972
0.75,-150.0,CLEAN_DIAGNOSTIC,train,6,0.7384815013367155,114,2.1387329599737095,8.023751445162052,cleanStatic,22,0.028079732994605804,21.99064888
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,7,0.9130843890028694,34,0.0684582849427527,16.830470259746562,cleanStatic,22,0.03951713053716593,22.00423164
-0.125,150.0,CLEAN_DIAGNOSTIC,train,10,0.868878828720225,166,-2.3015339516088527,17.383851534261673,cleanStatic,22,0.01937720182398709,21.99038676
-0.375,150.0,CLEAN_DIAGNOSTIC,train,13,0.8561136348727015,46,2.7820499944685686,7.583928602769899,cleanStatic,22,0.012945000279422858,21.99170792
0.75,150.0,CLEAN_DIAGNOSTIC,train,19,0.8448218663023149,58,0.9257367407908509,9.515680640984925,cleanStatic,22,0.02944875960581509,22.00355856
0.75,-150.0,CLEAN_DIAGNOSTIC,train,23,0.8763218692628643,16,-2.170223566093976,8.051546092155263,cleanStatic,22,0.02265518703145811,22.00260732
-0.75,150.0,CLEAN_DIAGNOSTIC,train,16,0.7972630056604479,171,-0.3123684425920867,6.595289182433356,cleanStatic,24,0.01031791124718233,23.99024584
0.375,150.0,CLEAN_DIAGNOSTIC,train,3,0.8102087441564876,41,-3.1113096729671352,6.137777437657412,cleanStatic,24,0.012102658047836442,23.99055744
-0.375,150.0,CLEAN_DIAGNOSTIC,train,20,0.8665780920541865,13,2.825543336806857,21.814705555223142,cleanStatic,24,0.05200511185737246,23.99029084
-0.375,-150.0,CLEAN_DIAGNOSTIC,train,30,0.8655840564069563,22,2.5164819165190444,17.794689891813032,cleanStatic,24,0.034708794661646725,24.05559388
0.75,150.0,CLEAN_DIAGNOSTIC,train,6,0.7141917147809232,82,-0.9306445403436818,6.919147221582787,cleanStatic,24,0.009338826665147269,23.99064956
0.375,150.0,CLEAN_DIAGNOSTIC,train,7,0.9039278465294627,136,-0.3722197321417812,14.291239438151361,cleanStatic,24,0.02100584427559172,23.99022932
-0.375,-150.0,CLEAN_DIAGNOSTIC,train,10,0.900023978722772,179,-3.0035262024459746,23.02722143820342,cleanStatic,24,0.06106934308416704,23.99038596
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,13,0.8140442678181087,4,3.0936117508687437,5.947984285054524,cleanStatic,24,0.008588488981816716,23.9907056
-0.375,150.0,CLEAN_DIAGNOSTIC,train,19,0.8134256431570865,181,-1.3880827460451337,7.94502913290862,cleanStatic,24,0.01303637452837321,24.00655524
0.75,-150.0,CLEAN_DIAGNOSTIC,train,23,0.9333969247516636,29,-0.49904936986262,8.930653584334417,cleanStatic,24,0.023806563014438425,23.99060784
0.125,150.0,CLEAN_DIAGNOSTIC,train,16,0.8028150604076356,57,-0.9316875984911627,7.939163692233679,cleanStatic,26,0.017648007836077596,25.9912494
0.75,150.0,CLEAN_DIAGNOSTIC,train,3,0.8439713003157673,148,-2.389342162908317,7.516720765701375,cleanStatic,26,0.02293027153855539,25.99055648
-0.75,150.0,CLEAN_DIAGNOSTIC,train,20,0.8731013472530638,180,-1.412046132653729,18.497492850611437,cleanStatic,26,0.04755796026176007,26.00129464
0.125,-75.0,CLEAN_DIAGNOSTIC,train,30,0.8082554536122863,184,-2.303753332770949,18.144342565173933,cleanStatic,26,0.04057645501319397,26.02559804
0.75,150.0,CLEAN_DIAGNOSTIC,train,6,0.7288624060527435,116,-2.919609467652349,8.895503537199133,cleanStatic,26,0.024623625888329614,25.9906502
0.75,-150.0,CLEAN_DIAGNOSTIC,train,7,0.9416947104952562,66,0.48282347525887026,16.232525737901383,cleanStatic,26,0.027015149099910426,25.99022696
0.75,-150.0,CLEAN_DIAGNOSTIC,train,10,0.7802202500612262,67,2.153811389699559,13.579339603289746,cleanStatic,26,0.02707445994111155,25.99038516
-0.75,150.0,CLEAN_DIAGNOSTIC,train,13,0.8689368503738302,69,0.9173136726155937,7.896757666965945,cleanStatic,26,0.025207249129503173,26.00470324
-0.375,150.0,CLEAN_DIAGNOSTIC,train,19,0.83606945816195,28,2.515881405815624,11.171533014644293,cleanStatic,26,0.028577751364703606,26.00355192
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,23,0.912302184437716,70,0.46992265977366066,7.639193332952909,cleanStatic,26,0.027558290076185897,25.9906084
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,16,0.9262446298272796,21,-0.8146936492495693,11.898714867514762,cleanStatic,28,0.0401562172619878,27.99225296
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,3,0.8205841876916168,3,3.0381380527933346,6.883102325612512,cleanStatic,28,0.022607715883628803,27.99555548
-0.75,150.0,CLEAN_DIAGNOSTIC,train,20,0.8122220723081486,123,0.1467610707720213,19.05177318857976,cleanStatic,28,0.04787485200156027,27.9982984
0.75,-150.0,CLEAN_DIAGNOSTIC,train,30,0.7604863502835133,81,-0.8106143233141311,14.99688100327426,cleanStatic,28,0.0582658414120058,27.9996022
0.75,150.0,CLEAN_DIAGNOSTIC,train,6,0.8124062188933174,186,-2.4445866661577207,10.470218219365435,cleanStatic,28,0.028504502172954964,27.99065088
-0.75,150.0,CLEAN_DIAGNOSTIC,train,7,0.8767496150282822,182,0.6247315951498607,12.995440511530312,cleanStatic,28,0.039773745677401384,27.9902246
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,10,0.7138492388680292,74,-0.05280946136053275,16.00973834836866,cleanStatic,28,0.05293694863664021,27.99038436
-0.75,150.0,CLEAN_DIAGNOSTIC,train,13,0.9295911403894555,108,0.805148279371548,9.20163322781058,cleanStatic,28,0.02627054327103841,27.99770092
0.75,-150.0,CLEAN_DIAGNOSTIC,train,19,0.8774226009101516,104,-2.001105707185478,10.320323466229869,cleanStatic,28,0.017917088030968212,28.0035486
-0.125,150.0,CLEAN_DIAGNOSTIC,train,23,0.7460836318168181,8,0.4840445389446601,4.996009829994464,cleanStatic,28,0.011753961862595532,27.99060896
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,16,0.8615700758024424,112,2.1657384010953495,8.767744612464583,cleanStatic,30,0.028640937295900445,29.99325652
0.75,-150.0,CLEAN_DIAGNOSTIC,train,3,0.8410081356881267,12,1.8573764386729894,8.388016966979375,cleanStatic,30,0.022256446479837284,29.99055452
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,20,0.8911745836168798,6,-1.237826208725226,25.938898120594203,cleanStatic,30,0.06738205540726803,29.99530216
0.0,150.0,CLEAN_DIAGNOSTIC,train,30,0.7455643655322102,169,-2.602031809103397,13.695120997506745,cleanStatic,30,0.012958494794954947,30.11760668
-0.375,150.0,CLEAN_DIAGNOSTIC,train,6,0.708785418603817,158,-1.7160703076386645,8.10938275481779,cleanStatic,30,0.01445401275273084,29.99065156
0.75,150.0,CLEAN_DIAGNOSTIC,train,7,0.8685434259120572,132,0.7632206839459196,11.94468478253723,cleanStatic,30,0.0224675958527314,29.99022224
0.125,-150.0,CLEAN_DIAGNOSTIC,train,10,0.77307536644986,31,2.0803782201063106,15.03478522070975,cleanStatic,30,0.021737795606240146,29.99038356
0.75,150.0,CLEAN_DIAGNOSTIC,train,13,0.7622063794247276,182,-0.5832800762656495,5.58735645939735,cleanStatic,30,0.006166262761624446,29.9906986
-0.75,150.0,CLEAN_DIAGNOSTIC,train,19,0.8840337573092596,158,-1.191905205170145,11.528566636846785,cleanStatic,30,0.03266666189420985,30.00454528
-0.75,150.0,CLEAN_DIAGNOSTIC,train,23,0.8582697607650267,141,1.7502454127825602,6.997512394860514,cleanStatic,30,0.015365017960833897,29.99060952
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,16,0.8649548427188843,55,-1.1001128641041047,9.023887057845982,cleanStatic,32,0.025137134844397543,31.99626008
0.75,-150.0,CLEAN_DIAGNOSTIC,train,3,0.9260192252965039,96,0.6954616078144599,11.300913060393569,cleanStatic,32,0.02864382438280389,31.99055356
0.375,-150.0,CLEAN_DIAGNOSTIC,train,20,0.8555048660565988,44,2.7192254765110757,21.756352509294135,cleanStatic,32,0.03389404999001011,31.99230592
-0.75,75.0,CLEAN_DIAGNOSTIC,train,30,0.7175559739031724,85,2.737158051929051,15.176984874565221,cleanStatic,32,0.029045469903941946,32.05561076
0.75,150.0,CLEAN_DIAGNOSTIC,train,6,0.8670414592767428,168,-1.2313442326743895,13.307355572485418,cleanStatic,32,0.03387817863541488,31.9906522
0.75,150.0,CLEAN_DIAGNOSTIC,train,7,0.9362767371355029,47,0.5259440907315955,16.197025641172488,cleanStatic,32,0.03006396141658895,31.99721988
-0.375,-75.0,CLEAN_DIAGNOSTIC,train,10,0.8823474023325896,7,2.8733127234712286,25.98793519256227,cleanStatic,32,0.06205107977820312,31.99038276
-0.75,150.0,CLEAN_DIAGNOSTIC,train,13,0.9299989283449288,106,0.11768974940495222,8.781971768239249,cleanStatic,32,0.01873181237259338,31.99069628
0.75,150.0,CLEAN_DIAGNOSTIC,train,19,0.7620581855596195,134,1.6858863980194032,7.5120934166568105,cleanStatic,32,0.01810681433519765,32.00754196
-0.75,150.0,CLEAN_DIAGNOSTIC,train,23,0.8431485851771715,124,1.2230893219271273,5.9600481895736,cleanStatic,32,0.015831121779141435,31.99061008
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,16,0.842797897394628,158,-1.6542109415470714,8.225778724756635,cleanStatic,34,0.02631955420693347,33.99526364
-0.75,150.0,CLEAN_DIAGNOSTIC,train,3,0.8638787585171901,149,-1.4560455027338763,8.428887762605697,cleanStatic,34,0.022640004534239182,33.9905526
0.75,150.0,CLEAN_DIAGNOSTIC,train,20,0.724223387836221,50,-0.7296487621839975,18.44345604854704,cleanStatic,34,0.036677911582876144,33.99630968
0.375,-150.0,CLEAN_DIAGNOSTIC,train,30,0.776603120782683,26,0.7271709752708355,17.469436737512083,cleanStatic,34,0.03436649823323617,34.33061556
0.75,150.0,CLEAN_DIAGNOSTIC,train,6,0.6943705428969483,180,2.5822557564303286,8.153992428394993,cleanStatic,34,0.023566703879390534,33.99065288
-0.75,150.0,CLEAN_DIAGNOSTIC,train,7,0.8873281167468128,182,-0.3480138718874707,11.844352431605838,cleanStatic,34,0.021790832612456276,34.00221752
-0.125,-150.0,CLEAN_DIAGNOSTIC,train,10,0.8357963793678731,7,1.9358446767400967,16.63445845055563,cleanStatic,34,0.03197058463082143,33.99038196
0.125,150.0,CLEAN_DIAGNOSTIC,train,13,0.8439614223211283,58,-2.1541962636941783,6.321800939998332,cleanStatic,34,0.012072178532903578,33.99069396
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,19,0.8617432003245525,22,2.8129976811745463,10.131391439158108,cleanStatic,34,0.03462176951425308,34.00853864
0.0,-150.0,CLEAN_DIAGNOSTIC,train,23,0.7051925406995654,147,1.9921225657003627,5.010107110477094,cleanStatic,34,0.01367451833139193,33.99061064
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,16,0.8479976192516236,143,-1.1938896899159377,6.939426228594261,cleanStatic,36,0.013927070796847468,35.9952672
0.75,-150.0,CLEAN_DIAGNOSTIC,train,3,0.9308112453255888,116,1.4787680594954447,9.380887443811549,cleanStatic,36,0.023064362398011556,36.0005516
0.75,150.0,CLEAN_DIAGNOSTIC,train,20,0.6649577527824636,7,0.3198983628756626,15.940132576405366,cleanStatic,36,0.04447467171837499,35.99031344
0.375,150.0,CLEAN_DIAGNOSTIC,train,30,0.8828718571661854,0,-1.5545502683566061,19.65334297454919,cleanStatic,36,0.04042859511938125,36.0586192
0.75,-150.0,CLEAN_DIAGNOSTIC,train,6,0.8264202177835968,117,-2.2186662908879566,9.232673473398282,cleanStatic,36,0.03202694318526311,35.99065356
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,7,0.9051610889620613,86,0.13470923174882585,13.059293324862718,cleanStatic,36,0.035273523867667265,35.9902152
-0.75,150.0,CLEAN_DIAGNOSTIC,train,10,0.8746358928897462,124,-0.06072064159130867,23.798052298394264,cleanStatic,36,0.08155435401549044,35.99038116
0.375,150.0,CLEAN_DIAGNOSTIC,train,13,0.8276901319011855,1,0.3216362303881724,5.952840537627785,cleanStatic,36,0.009297981787942895,36.0056916
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,19,0.9519517125873308,4,2.870327364713468,16.288248108775772,cleanStatic,36,0.041161041145283336,36.00953532
0.375,-150.0,CLEAN_DIAGNOSTIC,train,23,0.8379458222931351,84,2.808234066193637,7.05722357243842,cleanStatic,36,0.010637277278972474,36.0016112
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,16,0.8075766001141296,173,-0.10691835706567579,6.363774896593294,cleanStatic,38,0.01510353512644124,37.99327076
0.75,150.0,CLEAN_DIAGNOSTIC,train,3,0.7392824767881028,0,2.951869047331092,7.182292906715736,cleanStatic,38,0.01659649759580605,38.00155064
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,20,0.8778830577870264,4,2.5630228269914337,21.03991248850533,cleanStatic,38,0.0710739619434302,38.00631724
-0.125,150.0,CLEAN_DIAGNOSTIC,train,30,0.7653621356519972,181,-0.6721985338759363,15.223764023591762,cleanStatic,38,0.020933793525050676,38.06662344
-0.375,-150.0,CLEAN_DIAGNOSTIC,train,6,0.5848681623881176,12,2.3070459552241083,7.4726135295081315,cleanStatic,38,0.009690751170161202,37.99065424
0.75,150.0,CLEAN_DIAGNOSTIC,train,7,0.9118645545889725,130,1.1899421868069868,14.140430834301672,cleanStatic,38,0.03198592075771613,37.99021284
0.75,-150.0,CLEAN_DIAGNOSTIC,train,10,0.843175932737656,45,-0.963030069278473,17.217177360671066,cleanStatic,38,0.06276238192279589,37.99038036
-0.75,150.0,CLEAN_DIAGNOSTIC,train,13,0.7591275873077298,155,-2.5029358749855923,5.5365270287229,cleanStatic,38,0.010519292404196776,38.00168928
0.375,-150.0,CLEAN_DIAGNOSTIC,train,19,0.8332200862305519,67,-1.1067035094457418,7.679014832515292,cleanStatic,38,0.015311253926942577,37.99253204
0.75,-150.0,CLEAN_DIAGNOSTIC,train,23,0.74938398613109,15,1.8904438687618361,4.9077460818470025,cleanStatic,38,0.010874852351416879,38.00661176
0.375,150.0,CLEAN_DIAGNOSTIC,train,16,0.8629304809565898,0,-0.9998739017870545,7.442549926508178,cleanStatic,40,0.020840808670917466,39.99327432
0.75,-150.0,CLEAN_DIAGNOSTIC,train,3,0.9041910523614429,46,3.13525597439046,9.960090808896744,cleanStatic,40,0.035991960053907944,40.00254968
-0.375,150.0,CLEAN_DIAGNOSTIC,train,20,0.828732576804127,184,2.8824185854475606,19.44302265862557,cleanStatic,40,0.046899854047048196,39.997321
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,30,0.7716212131956478,180,-0.6825662719047738,17.30502845631302,cleanStatic,40,0.06189531479398443,40.19162792
-0.75,150.0,CLEAN_DIAGNOSTIC,train,6,0.8997314399835636,71,-0.23576941078897137,12.236479337382542,cleanStatic,40,0.03116565658537194,39.99365492
0.75,-150.0,CLEAN_DIAGNOSTIC,train,7,0.946828649231511,152,-0.250361359425384,16.77167720122148,cleanStatic,40,0.042600166951512725,39.99021048
-0.75,150.0,CLEAN_DIAGNOSTIC,train,10,0.8543141440931827,125,2.9311006281705225,18.6934631813789,cleanStatic,40,0.05642299020075729,39.99037956
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,13,0.932673438978159,73,0.06641623145511069,8.999195986828223,cleanStatic,40,0.03435589464782346,39.99468696
0.75,150.0,CLEAN_DIAGNOSTIC,train,19,0.7368474597813169,148,1.2414361376362715,9.06870119851894,cleanStatic,40,0.020466582151215808,39.99652872
0.75,150.0,CLEAN_DIAGNOSTIC,train,23,0.7919190508208785,90,-3.0476521611622482,6.262024956595047,cleanStatic,40,0.016472036002007983,39.99561232
0.75,-150.0,CLEAN_DIAGNOSTIC,train,16,0.8580706308303704,172,-0.2852589222883052,7.973382989847355,cleanStatic,42,0.015151981656536645,41.99327788
0.75,0.0,CLEAN_DIAGNOSTIC,train,3,0.8684261361268177,159,-1.6571608694404973,8.083973851147357,cleanStatic,42,0.026149645182479662,42.00454872
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,20,0.8419950601922097,136,1.9559111806326772,20.788214596486114,cleanStatic,42,0.05515150890427157,41.99132476
0.75,-150.0,CLEAN_DIAGNOSTIC,train,30,0.8577019469123012,172,-1.9928286625200045,16.969128433538355,cleanStatic,42,0.049764353214244376,42.04363184
0.75,75.0,CLEAN_DIAGNOSTIC,train,6,0.9314658198964416,123,-1.1167524133036908,12.334954239185318,cleanStatic,42,0.04149741356131067,41.9996556
0.75,150.0,CLEAN_DIAGNOSTIC,train,7,0.8308590569879528,80,-2.5566720228808926,10.196234006150444,cleanStatic,42,0.021495385764810738,41.99520812
-0.75,75.0,CLEAN_DIAGNOSTIC,train,10,0.6316524458812668,15,-2.617026312401248,14.220471914136214,cleanStatic,42,0.030138787492519734,41.99037876
-0.75,-150.0,CLEAN_DIAGNOSTIC,train,13,0.8381913042667144,158,0.9576640543652326,6.815065768570962,cleanStatic,42,0.019316707699036807,41.99468464
