time_s,sample_count,channel,prn,carrier_doppler_hz,carrier_doppler_rate_hz,CN0_SNV_dB_Hz,Prompt_I,Prompt_Q,carrier_lock_test,carr_error_hz,code_error_chips
0.91689084,22922271,1,G26,689.6386108398438,0.0,26.5812931060791,-676296.9375,1281876.875,-0.3805379867553711,-0.1727350503206253,0.21387864649295807
0.91789084,22947271,1,G26,701.7283325195312,0.0,26.99994468688965,-587939.25,-91939.625,-0.37960439920425415,0.024688081815838814,0.3813229501247406
0.91889084,22972271,1,G26,714.8322143554688,0.0,26.61023712158203,88179.9375,1113926.625,-0.37867268919944763,0.23742729425430298,-0.02762429602444172
0.91989084,22997271,1,G26,701.623046875,0.0,27.74471092224121,369178.1875,49878.65625,-0.37774282693862915,0.02137356624007225,-0.0945134162902832
0.92089084,23022271,1,G26,688.25537109375,0.0,27.779237747192383,315959.96875,-895003.8125,-0.3768148124217987,-0.19598783552646637,0.02043226920068264
0.92189084,23047271,1,G26,693.1317749023438,0.0,27.32350730895996,268717.5625,-238819.015625,-0.3758886754512787,-0.11563514173030853,0.6603366136550903
0.92289084,23072271,1,G26,700.68505859375,0.0,27.93757438659668,-764989.6875,-37267.42578125,-0.3749643862247467,0.007747306488454342,-0.38221248984336853
0.92389084,23097271,1,G26,704.4594116210938,0.0,28.242870330810547,-1348957.5,-624505.4375,-0.37404194474220276,0.06900547444820404,0.04693419113755226
0.92489084,23122271,1,G26,700.2379760742188,0.0,28.84418296813965,-1452970.75,133.71044921875,-0.37312135100364685,-1.4646323506894987e-05,-0.07032614201307297
0.92589084,23147271,1,G26,698.7230834960938,0.0,28.773948669433594,-496593.875,77545.859375,-0.372202605009079,-0.024653812870383263,-0.3797893226146698
0.92689084,23172271,1,G26,691.57666015625,0.0,28.71139144897461,-668146.5,814369.6875,-0.37128567695617676,-0.14064712822437286,0.17285947501659393
0.92789084,23197271,1,G26,704.9639892578125,0.0,25.26818084716797,-1550164.625,-822998.5625,-0.3703705966472626,0.0776786059141159,-0.07924669235944748
0.92889084,23222271,1,G26,696.6099853515625,0.0,18.24260711669922,556100.5,-214259.765625,-0.36945733428001404,-0.05853099375963211,-0.008395013399422169
0.92989084,23247271,1,G26,703.7136840820312,0.0,26.724994659423828,841352.6875,316205.96875,-0.36721348762512207,0.05721597373485565,0.01366905216127634
0.93089084,23272271,1,G26,713.8800048828125,0.0,26.05252456665039,93363.1640625,525942.5625,-0.36497414112091064,0.22203874588012695,-0.014365428127348423
0.93189084,23297271,1,G26,698.5238647460938,0.0,28.806791305541992,1083066.75,-198170.515625,-0.3627392649650574,-0.02880224399268627,0.12323316186666489
0.93289084,23322271,1,G26,701.4725341796875,0.0,24.014854431152344,-270540.65625,-32871.765625,-0.36050885915756226,0.019243629649281502,0.2920096516609192
0.93389084,23347271,1,G26,687.091552734375,0.0,26.540714263916016,-184287.359375,813923.25,-0.3582829236984253,-0.21456187963485718,0.44633275270462036
0.93489084,23372271,1,G26,697.4574584960938,0.0,26.685348510742188,218256.109375,-63258.00390625,-0.3560614287853241,-0.04489826783537865,0.3282671272754669
0.93589084,23397271,1,G26,702.3265380859375,0.0,26.714275360107422,-379282.96875,-83428.9296875,-0.35384437441825867,0.03445972129702568,0.4007946252822876
0.93689084,23422271,1,G26,685.3204956054688,0.0,26.298961639404297,50332.38671875,-1009386.3125,-0.351631760597229,-0.24207040667533875,-0.2090161144733429
0.93789084,23447271,1,G26,693.1363525390625,0.0,28.508270263671875,-762511.6875,660926.375,-0.3494235873222351,-0.11366095393896103,-0.24341356754302979
0.93889084,23472271,1,G26,705.495849609375,0.0,27.73318099975586,-764351.3125,-470552.0,-0.3472198247909546,0.08782610297203064,0.15491783618927002
0.93989084,23497271,1,G26,688.9447021484375,0.0,30.330751419067383,-484708.65625,1057694.875,-0.34502047300338745,-0.18160969018936157,0.01559783797711134
0.94089084,23522271,1,G26,715.0590209960938,0.0,29.582359313964844,-66273.0,-1691328.75,-0.3428255021572113,0.2437668740749359,0.04284603148698807
0.94189084,23547271,1,G26,688.537109375,0.0,30.85735511779785,316733.125,-779748.6875,-0.34063494205474854,-0.1885918229818344,-0.33344390988349915
0.94289084,23572271,1,G26,690.9932250976562,0.0,30.775325775146484,-441262.8125,588240.75,-0.33844876289367676,-0.14756937325000763,0.44978559017181396
0.94389084,23597271,1,G26,697.0426635742188,0.0,30.274568557739258,851662.5,-267259.90625,-0.3362669348716736,-0.048395443707704544,0.008360853418707848
0.94489084,23622271,1,G26,703.1173706054688,0.0,27.6702880859375,296075.15625,97454.6328125,-0.3340894877910614,0.05060895159840584,-0.1482498049736023
0.94589084,23647271,1,G26,699.5147705078125,0.0,28.512819290161133,-687003.25,35449.3671875,-0.3319163918495178,-0.008205117657780647,0.4843900501728058
0.94689084,23672271,1,G26,712.4086303710938,0.0,28.6610164642334,-430718.59375,-1365120.875,-0.32974764704704285,0.20135731995105743,0.10065580159425735
0.94789084,23697271,1,G26,713.981689453125,0.0,31.207599639892578,155860.34375,1014453.375,-0.3275832235813141,0.22573719918727875,0.12002979964017868
0.94889084,23722271,1,G26,698.6503295898438,0.0,30.176715850830078,-85052.5625,13306.861328125,-0.32542315125465393,-0.024700278416275978,-0.6230863928794861
0.94989084,23747271,1,G26,709.078125,0.0,30.455463409423828,624076.9375,803127.0625,-0.32526636123657227,0.1448630392551422,0.011914902366697788
0.95089084,23772271,1,G26,696.7930297851562,0.0,29.656797409057617,-194880.59375,71009.1015625,-0.3251098692417145,-0.05561206489801407,-0.19949407875537872
0.95189084,23797271,1,G26,699.7010498046875,0.0,27.763431549072266,586565.5625,-29701.091796875,-0.32495370507240295,-0.008052026852965355,0.3118913471698761
0.95289084,23822271,1,G26,685.8634033203125,0.0,30.095157623291016,96145.109375,-888788.375,-0.3247978389263153,-0.23285003006458282,0.24252648651599884
0.95389084,23847271,1,G26,692.7699584960938,0.0,28.877246856689453,370579.9375,-344786.125,-0.32464227080345154,-0.11926386505365372,0.10386952757835388
0.95489084,23872271,1,G26,697.7372436523438,0.0,31.29073715209961,-1103526.5,267483.75,-0.32448703050613403,-0.0378476120531559,0.20074093341827393
0.95589084,23897271,1,G26,690.0385131835938,0.0,31.110076904296875,154435.5625,-252729.046875,-0.3243320882320404,-0.16270023584365845,-0.5612255930900574
0.95689084,23922271,1,G26,687.0635986328125,0.0,30.379053115844727,-181010.5625,706059.5625,-0.32417747378349304,-0.21005810797214508,-0.0017874104669317603
0.95789084,23947271,1,G26,700.7666015625,0.0,27.665868759155273,-235164.625,-20524.685546875,-0.32402315735816956,0.013855606317520142,-0.06105608120560646
0.95889084,23972271,1,G26,701.8495483398438,0.0,25.1473331451416,-551964.75,-110353.6484375,-0.32386913895606995,0.03140558302402496,-0.2289046347141266
0.95989084,23997271,1,G26,695.87744140625,0.0,24.893409729003906,657248.75,-288239.5625,-0.3237154483795166,-0.06577800959348679,0.2825475037097931
0.96089084,24022271,1,G26,709.7175903320312,0.0,29.984344482421875,-329872.4375,-516324.28125,-0.32356205582618713,0.1595168113708496,0.25920403003692627
0.96189084,24047271,1,G26,707.94873046875,0.0,30.018798828125,586038.1875,623022.3125,-0.32340896129608154,0.12986689805984497,-0.23927798867225647
0.96289084,24072271,1,G26,694.4395141601562,0.0,27.48431968688965,-1256523.125,801530.8125,-0.3232561945915222,-0.09037119895219803,0.04467691108584404
0.96389084,24097271,1,G26,713.2000732421875,0.0,27.87824058532715,218553.375,977775.25,-0.32310372591018677,0.21500082314014435,-0.005751359276473522
0.96489084,24122271,1,G26,704.8977661132812,0.0,30.3763370513916,855860.5625,462521.65625,-0.3229515552520752,0.07885429263114929,0.23599699139595032
0.96589084,24147271,1,G26,686.0489501953125,0.0,30.003009796142578,-80897.046875,577647.375,-0.3227996826171875,-0.22785505652427673,0.3944791257381439
0.96689084,24172271,1,G26,692.7906494140625,0.0,30.942462921142578,-562201.1875,508080.1875,-0.32264813780784607,-0.116958849132061,0.7357193827629089
0.96789084,24197271,1,G26,686.557373046875,0.0,30.92318344116211,-218682.734375,1056668.0,-0.3224968910217285,-0.21752062439918518,-0.3214196562767029
0.96889084,24222271,1,G26,715.2334594726562,0.0,31.170379638671875,457.87939453125,261881.578125,-0.32234594225883484,0.2497217357158661,-0.5839173197746277
0.96989084,24247271,1,G26,694.2322998046875,0.0,29.496631622314453,-1204019.125,795666.8125,-0.32091712951660156,-0.09294004738330841,-0.00616818480193615
0.97089084,24272271,1,G26,693.168701171875,0.0,31.72724151611328,-862616.8125,710366.5,-0.3194911777973175,-0.1096431091427803,-0.031085990369319916
0.97189084,24297271,1,G26,701.2537841796875,0.0,32.68844223022461,1021072.875,144694.28125,-0.31806808710098267,0.022404370829463005,-0.13471537828445435
0.97289084,24322271,1,G26,711.0578002929688,0.0,30.935880661010742,-17151.021484375,-37422.1796875,-0.31664782762527466,0.1816040426492691,-0.15981562435626984
0.97389084,24347271,1,G26,706.7095947265625,0.0,31.869319915771484,645572.25,533480.5,-0.3152303993701935,0.10991457849740982,0.1185477003455162
0.97489084,24372271,1,G26,695.8952026367188,0.0,29.689228057861328,185500.984375,-82249.2421875,-0.3138158321380615,-0.06642225384712219,0.39920559525489807
0.97589084,24397271,1,G26,707.824462890625,0.0,31.61353302001953,675809.0,700143.5625,-0.312404066324234,0.12781445682048798,-0.39396193623542786
0.97689084,24422271,1,G26,690.5202026367188,0.0,30.915809631347656,-278817.6875,405198.25,-0.3109951317310333,-0.15407796204090118,-0.5889509916305542
0.97789084,24447271,1,G26,708.838134765625,0.0,30.834638595581055,111764.5859375,143113.703125,-0.3095890283584595,0.14447766542434692,-0.11438030004501343
0.97889084,24472271,1,G26,696.392333984375,0.0,31.006521224975586,-576622.1875,222342.34375,-0.30818572640419006,-0.05857323482632637,-0.045768801122903824
0.97989084,24497271,1,G26,701.5633544921875,0.0,30.742673873901367,-625728.75,-102361.0859375,-0.3067852258682251,0.0258070919662714,0.28634145855903625
0.98089084,24522271,1,G26,712.53515625,0.0,30.0682373046875,-113903.828125,-382527.28125,-0.3053875267505646,0.2039395272731781,-0.2960478365421295
0.98189084,24547271,1,G26,708.6749877929688,0.0,28.738353729248047,-328713.28125,-397479.15625,-0.3039926290512085,0.14002616703510284,-0.33194565773010254
0.98289084,24572271,1,G26,705.9093017578125,0.0,29.85867691040039,-1139565.375,-766730.375,-0.30260053277015686,0.09426036477088928,0.08500424027442932
0.98389084,24597271,1,G26,693.9942626953125,0.0,27.97968292236328,421094.8125,-305530.40625,-0.3012112081050873,-0.09989781677722931,0.43486735224723816
0.98489084,24622271,1,G26,712.9901733398438,0.0,26.367168426513672,-445268.53125,-1704103.25,-0.29982465505599976,0.20932351052761078,0.033284466713666916
0.98589084,24647271,1,G26,686.7050170898438,0.0,26.379669189453125,-133541.578125,676907.4375,-0.2984408736228943,-0.2189996987581253,-0.2715849280357361
0.98689084,24672271,1,G26,694.3519287109375,0.0,26.492633819580078,-1603131.0,1067151.0,-0.2970598638057709,-0.09347329288721085,0.12594221532344818
0.98789084,24697271,1,G26,707.66748046875,0.0,27.133317947387695,690256.0625,676724.9375,-0.2956816256046295,0.12342464923858643,-0.04370609670877457
0.98889084,24722271,1,G26,686.5430908203125,0.0,26.858501434326172,236837.21875,-1264449.5,-0.2943061292171478,-0.22053100168704987,0.09667433053255081
0.98989084,24747271,1,G26,690.0863647460938,0.0,26.399944305419922,302904.78125,-488467.375,-0.2946065664291382,-0.16165675222873688,0.035121530294418335
0.99089084,24772271,1,G26,694.5902099609375,0.0,26.434843063354492,754864.3125,-462655.03125,-0.2949064075946808,-0.08751127868890762,-0.09410492330789566
0.99189084,24797271,1,G26,693.9207153320312,0.0,26.26458740234375,-1067956.375,754086.1875,-0.29520562291145325,-0.09784997999668121,0.3074590265750885
0.99289084,24822271,1,G26,689.3792724609375,0.0,26.394718170166016,-157442.75,290837.125,-0.29550424218177795,-0.171031653881073,-0.047419436275959015
0.99389084,24847271,1,G26,710.2698974609375,0.0,26.109703063964844,-417885.125,-753837.9375,-0.2958022654056549,0.16944025456905365,0.2448965311050415
0.99489084,24872271,1,G26,686.9998168945312,0.0,25.926498413085938,-205684.375,793015.1875,-0.2960996925830841,-0.2096100002527237,-0.6354430913925171
0.99589084,24897271,1,G26,690.2982788085938,0.0,25.64642333984375,-225740.984375,331003.65625,-0.29639652371406555,-0.15474006533622742,0.18705959618091583
0.9968908,24922270,1,G26,701.0961303710938,0.0,25.60253143310547,186125.890625,25494.291015625,-0.29669275879859924,0.021665167063474655,-0.07339309900999069
0.99789084,24947271,1,G26,684.8717041015625,0.0,25.410245895385742,-27870.92578125,555217.25,-0.29698842763900757,-0.24201738834381104,0.33639323711395264
0.9988908,24972270,1,G26,713.9603271484375,0.0,24.82710075378418,-47264.16796875,-418452.53125,-0.29728350043296814,0.23209933936595917,-0.5066733360290527
0.9998908,24997270,1,G26,702.1015625,0.0,24.50575065612793,-290202.9375,-70854.3203125,-0.29757797718048096,0.038112737238407135,0.4692120850086212
1.0008908,25022270,1,G26,713.6659545898438,0.0,24.44049644470215,50182.44921875,327987.5625,-0.297871857881546,0.22583650052547455,-0.16631759703159332
1.0018908,25047270,1,G26,689.7609252929688,0.0,24.426654815673828,-690328.8125,1148348.375,-0.29816514253616333,-0.16385513544082642,0.016179487109184265
1.0028908,25072270,1,G26,708.7478637695312,0.0,23.973243713378906,470888.9375,612212.375,-0.2984578609466553,0.14564992487430573,-0.3164422810077667
1.0038908,25097270,1,G26,688.7583618164062,0.0,23.73448944091797,261086.0,-554393.25,-0.29874998331069946,-0.1799510419368744,0.5595887303352356
1.0048908,25122270,1,G26,690.9489135742188,0.0,24.606094360351562,-475495.9375,599289.625,-0.2990415096282959,-0.14325101673603058,0.14216339588165283
1.0058908,25147270,1,G26,698.5547485351562,0.0,24.864660263061523,205462.1875,-24346.94140625,-0.29933246970176697,-0.018772069364786148,-0.1801701784133911
1.0068908,25172270,1,G26,686.4418334960938,0.0,28.642364501953125,-258509.40625,1170566.375,-0.2996228337287903,-0.21540726721286774,-0.033220961689949036
1.0078908,25197270,1,G26,708.891357421875,0.0,27.40854835510254,403500.96875,560447.875,-0.29991263151168823,0.15068766474723816,-0.21209152042865753
1.0088908,25222270,1,G26,688.6585083007812,0.0,25.94664764404297,-237326.890625,495181.65625,-0.3002018332481384,-0.1788691282272339,-0.1846080869436264
1.0098908,25247270,1,G26,691.5191040039062,0.0,26.834606170654297,-455555.71875,492898.6875,-0.2997586727142334,-0.13126309216022491,0.39916589856147766
1.0108908,25272270,1,G26,700.19677734375,0.0,21.67158317565918,-525886.9375,-35035.26171875,-0.29931640625,0.010587460361421108,0.1965412050485611
1.0118908,25297270,1,G26,690.8262939453125,0.0,23.76047134399414,258720.46875,-319371.59375,-0.29887500405311584,-0.14163704216480255,0.09585464000701904
1.0128908,25322270,1,G26,684.3744506835938,0.0,26.231670379638672,17557.72265625,-625967.375,-0.2984344959259033,-0.24553704261779785,0.18564832210540771
1.0138908,25347270,1,G26,687.7228393554688,0.0,24.081924438476562,240691.421875,-603247.75,-0.2979948818683624,-0.18957878649234772,-0.13702844083309174
1.0148908,25372270,1,G26,714.3187866210938,0.0,23.203136444091797,6122.6953125,156670.65625,-0.2975561320781708,0.2437833845615387,0.1305808424949646
1.0158908,25397270,1,G26,708.327392578125,0.0,23.321666717529297,-326671.5625,-421766.125,-0.29711827635765076,0.14511403441429138,0.3998521864414215
1.0168908,25422270,1,G26,685.2708740234375,0.0,24.892566680908203,88591.2265625,-710469.9375,-0.29668128490448,-0.23025625944137573,-0.021804427728056908
1.0178908,25447270,1,G26,702.951171875,0.0,24.386472702026367,491644.375,189229.359375,-0.29624515771865845,0.05847570300102234,0.15397068858146667
1.0188908,25472270,1,G26,706.3916015625,0.0,28.149330139160156,645821.75,563212.6875,-0.29580992460250854,0.11414237320423126,0.5022956132888794
1.0198908,25497270,1,G26,699.978759765625,0.0,30.146604537963867,712400.0,42033.13671875,-0.2953755557537079,0.009379610419273376,-0.38646507263183594
1.0208908,25522270,1,G26,694.4979858398438,0.0,30.665037155151367,411826.46875,-225138.3125,-0.29494205117225647,-0.07962404191493988,-0.005785538349300623
1.0218908,25547270,1,G26,702.5301513671875,0.0,34.462646484375,-686981.625,-230177.28125,-0.2945094108581543,0.051454808562994,0.25388774275779724
1.0228908,25572270,1,G26,714.7474365234375,0.0,34.379905700683594,1045.977294921875,693305.5,-0.29407763481140137,0.24975988268852234,-0.24016229808330536
1.0238908,25597270,1,G26,686.5526123046875,0.0,34.03829574584961,-124082.2578125,479788.6875,-0.2936467230319977,-0.20972207188606262,0.077797070145607
1.0248908,25622270,1,G26,709.0940551757812,0.0,33.071327209472656,588830.75,900826.5625,-0.29321667551994324,0.15785866975784302,0.19824613630771637
1.0258908,25647270,1,G26,703.6865234375,0.0,34.43122863769531,857678.0,398081.53125,-0.29278749227523804,0.06916066259145737,0.3148577809333801
1.0268908,25672270,1,G26,693.1331787109375,0.0,36.700775146484375,648288.0,-487557.875,-0.2923591732978821,-0.10262700915336609,0.27269822359085083
1.0278908,25697270,1,G26,712.6464233398438,0.0,34.52228546142578,-262289.375,-1177399.375,-0.291931688785553,0.21511466801166534,0.18783648312091827
1.0288908,25722270,1,G26,689.8915405273438,0.0,34.68581771850586,-339586.09375,505032.71875,-0.2915050685405731,-0.15578597784042358,-0.5413190722465515
1.0298908,25747270,1,G26,685.7064819335938,0.0,34.24401092529297,-86241.1171875,499328.78125,-0.2928062081336975,-0.222780242562294,0.3594939112663269
1.0308908,25772270,1,G26,710.8549194335938,0.0,34.852333068847656,-344914.375,-828824.625,-0.2941047251224518,0.18723727762699127,-0.10615741461515427
1.0318908,25797270,1,G26,710.575439453125,0.0,34.41699981689453,-93097.8671875,-203411.75,-0.2954006493091583,0.18168692290782928,0.7041733264923096
1.0328908,25822270,1,G26,686.5670166015625,0.0,34.14516067504883,-133285.3125,510893.5,-0.29669398069381714,-0.20938390493392944,0.15839675068855286
1.0338908,25847270,1,G26,684.627197265625,0.0,33.708274841308594,75880.921875,-1157180.625,-0.2979847192764282,-0.2395785003900528,-0.00018598066526465118
1.0348908,25872270,1,G26,698.9267578125,0.0,34.465576171875,-504021.6875,18142.59765625,-0.29927289485931396,-0.0057264165952801704,-0.13631053268909454
1.0358908,25897270,1,G26,713.88818359375,0.0,34.93567657470703,56642.69140625,720030.5625,-0.300558477640152,0.2375054806470871,-0.005236316472291946
1.0368908,25922270,1,G26,711.0311279296875,0.0,35.01742935180664,-390008.6875,-981130.5,-0.30184149742126465,0.1897825300693512,0.014736023731529713
1.0378908,25947270,1,G26,688.8828125,0.0,35.12557601928711,270208.5,-499744.65625,-0.303121954202652,-0.17111170291900635,-0.23742735385894775
1.0388908,25972270,1,G26,684.2960205078125,0.0,33.79818344116211,9113.671875,-265512.875,-0.30439984798431396,-0.24453917145729065,0.292854905128479
1.0398908,25997270,1,G26,689.69580078125,0.0,33.379547119140625,310676.28125,-458751.46875,-0.3056751787662506,-0.1552591770887375,0.34245532751083374
1.0408908,26022270,1,G26,686.182861328125,0.0,33.864234924316406,-155360.625,626372.25,-0.3069479763507843,-0.21130529046058655,-0.05194108560681343
1.0418908,26047270,1,G26,705.8555297851562,0.0,33.97956848144531,830695.875,684629.0,-0.30821821093559265,0.10970581322908401,0.14788295328617096
1.0428908,26072270,1,G26,709.0819091796875,0.0,33.078636169433594,-715877.0,-1153652.75,-0.30948591232299805,0.16160869598388672,0.2575990557670593
1.0438908,26097270,1,G26,698.2991943359375,0.0,33.04704666137695,-481165.84375,43714.5703125,-0.3107510805130005,-0.0144198564812541,-0.020744355395436287
1.0448908,26122270,1,G26,701.0173950195312,0.0,32.786376953125,-773843.625,-147348.375,-0.3120137155056,0.029946379363536835,0.053777940571308136
1.0458908,26147270,1,G26,696.86474609375,0.0,32.74536895751953,-1083947.625,260853.078125,-0.3132738173007965,-0.03758610039949417,0.02054785192012787
1.0468908,26172270,1,G26,687.4221801757812,0.0,32.99757385253906,-366199.375,936411.0625,-0.3145314157009125,-0.1906699240207672,-0.4161921739578247
1.0478908,26197270,1,G26,708.69970703125,0.0,33.0800666809082,-652879.6875,-977662.3125,-0.3157864809036255,0.15629203617572784,-0.19834783673286438
1.0488908,26222270,1,G26,708.2267456054688,0.0,33.795379638671875,-591599.875,-791122.25,-0.31703904271125793,0.14780810475349426,-0.15431451797485352
1.0498908,26247270,1,G26,712.44873046875,0.0,34.399757385253906,-162993.734375,-743361.8125,-0.31822147965431213,0.215646430850029,0.5311658978462219
1.0508908,26272270,1,G26,714.1229858398438,0.0,33.064788818359375,14891.6416015625,284476.65625,-0.3194015622138977,0.2416762262582779,0.18929298222064972
1.0518908,26297270,1,G26,695.8470458984375,0.0,34.52896499633789,1063625.75,-395114.34375,-0.32057929039001465,-0.05660822242498398,0.33829760551452637
