fold,sample_index,class_name,binary_label,area,transmit_power_dbm,block_size,class_block,class_block_key,role
0,7467,Spoof,1,1,40,32,233,Spoof:233,train
0,7468,Spoof,1,1,40,32,233,Spoof:233,train
0,7469,Spoof,1,1,40,32,233,Spoof:233,train
0,7470,Spoof,1,1,40,32,233,Spoof:233,train
0,7471,Spoof,1,1,40,32,233,Spoof:233,train
0,7472,Spoof,1,1,40,32,233,Spoof:233,train
0,7473,Spoof,1,1,40,32,233,Spoof:233,train
0,7474,Spoof,1,1,40,32,233,Spoof:233,train
0,7475,Spoof,1,1,40,32,233,Spoof:233,train
0,7476,Spoof,1,1,40,32,233,Spoof:233,train
0,7477,Spoof,1,1,40,32,233,Spoof:233,train
0,7478,Spoof,1,1,40,32,233,Spoof:233,train
0,7479,Spoof,1,1,40,32,233,Spoof:233,train
0,7480,Spoof,1,1,40,32,233,Spoof:233,train
0,7481,Spoof,1,1,40,32,233,Spoof:233,train
0,7482,Spoof,1,1,40,32,233,Spoof:233,train
0,7483,Spoof,1,1,40,32,233,Spoof:233,train
0,7484,Spoof,1,1,40,32,233,Spoof:233,train
0,7485,Spoof,1,1,40,32,233,Spoof:233,train
0,7486,Spoof,1,1,40,32,233,Spoof:233,train
0,7487,Spoof,1,1,40,32,233,Spoof:233,train
0,7488,Spoof,1,1,40,32,234,Spoof:234,train
0,7489,Spoof,1,1,40,32,234,Spoof:234,train
0,7490,Spoof,1,1,40,32,234,Spoof:234,train
0,7491,Spoof,1,1,40,32,234,Spoof:234,train
0,7492,Spoof,1,1,40,32,234,Spoof:234,train
0,7493,Spoof,1,1,40,32,234,Spoof:234,train
0,7494,Spoof,1,1,40,32,234,Spoof:234,train
0,7495,Spoof,1,1,40,32,234,Spoof:234,train
0,7496,Spoof,1,1,40,32,234,Spoof:234,train
0,7497,Spoof,1,1,40,32,234,Spoof:234,train
0,7498,Spoof,1,1,40,32,234,Spoof:234,train
0,7499,Spoof,1,1,40,32,234,Spoof:234,train
0,7500,Spoof,1,1,40,32,234,Spoof:234,train
0,7501,Spoof,1,1,40,32,234,Spoof:234,train
0,7502,Spoof,1,1,40,32,234,Spoof:234,train
0,7503,Spoof,1,1,40,32,234,Spoof:234,train
0,7504,Spoof,1,1,40,32,234,Spoof:234,train
0,7505,Spoof,1,1,40,32,234,Spoof:234,train
0,7506,Spoof,1,1,40,32,234,Spoof:234,train
0,7507,Spoof,1,1,40,32,234,Spoof:234,train
0,7508,Spoof,1,1,40,32,234,Spoof:234,train
0,7509,Spoof,1,1,40,32,234,Spoof:234,train
0,7510,Spoof,1,1,40,32,234,Spoof:234,train
0,7511,Spoof,1,1,40,32,234,Spoof:234,train
0,7512,Spoof,1,1,40,32,234,Spoof:234,train
0,7513,Spoof,1,1,40,32,234,Spoof:234,train
0,7514,Spoof,1,1,40,32,234,Spoof:234,train
0,7515,Spoof,1,1,40,32,234,Spoof:234,train
0,7516,Spoof,1,1,40,32,234,Spoof:234,train
0,7517,Spoof,1,1,40,32,234,Spoof:234,train
0,7518,Spoof,1,1,40,32,234,Spoof:234,train
0,7519,Spoof,1,1,40,32,234,Spoof:234,train
0,7520,Spoof,1,1,40,32,235,Spoof:235,train
0,7521,Spoof,1,1,40,32,235,Spoof:235,train
0,7522,Spoof,1,1,40,32,235,Spoof:235,train
0,7523,Spoof,1,1,40,32,235,Spoof:235,train
0,7524,Spoof,1,1,40,32,235,Spoof:235,train
0,7525,Spoof,1,1,40,32,235,Spoof:235,train
0,7526,Spoof,1,1,40,32,235,Spoof:235,train
1,3044,Prn,0,1,40,32,95,Prn:95,guard
1,3045,Prn,0,1,40,32,95,Prn:95,guard
1,3046,Prn,0,1,40,32,95,Prn:95,guard
1,3047,Prn,0,1,40,32,95,Prn:95,guard
1,3048,Prn,0,1,40,32,95,Prn:95,guard
1,3049,Prn,0,1,40,32,95,Prn:95,guard
1,3050,Prn,0,1,40,32,95,Prn:95,guard
1,3051,Prn,0,1,40,32,95,Prn:95,guard
1,3052,Prn,0,1,40,32,95,Prn:95,guard
1,3053,Prn,0,1,40,32,95,Prn:95,guard
1,3054,Prn,0,1,40,32,95,Prn:95,guard
1,3055,Prn,0,1,40,32,95,Prn:95,guard
1,3056,Prn,0,1,40,32,95,Prn:95,guard
1,3057,Prn,0,1,40,32,95,Prn:95,guard
1,3058,Prn,0,1,40,32,95,Prn:95,guard
1,3059,Prn,0,1,40,32,95,Prn:95,guard
1,3060,Prn,0,1,40,32,95,Prn:95,guard
1,3061,Prn,0,1,40,32,95,Prn:95,guard
1,3062,Prn,0,1,40,32,95,Prn:95,guard
1,3063,Prn,0,1,40,32,95,Prn:95,guard
1,3064,Prn,0,1,40,32,95,Prn:95,guard
1,3065,Prn,0,1,40,32,95,Prn:95,guard
1,3066,Prn,0,1,40,32,95,Prn:95,guard
1,3067,Prn,0,1,40,32,95,Prn:95,guard
1,3068,Prn,0,1,40,32,95,Prn:95,guard
1,3069,Prn,0,1,40,32,95,Prn:95,guard
1,3070,Prn,0,1,40,32,95,Prn:95,guard
1,3071,Prn,0,1,40,32,95,Prn:95,guard
1,3072,Prn,0,1,40,32,96,Prn:96,test
1,3073,Prn,0,1,40,32,96,Prn:96,test
1,3074,Prn,0,1,40,32,96,Prn:96,test
1,3075,Prn,0,1,40,32,96,Prn:96,test
1,3076,Prn,0,1,40,32,96,Prn:96,test
1,3077,Prn,0,1,40,32,96,Prn:96,test
1,3078,Prn,0,1,40,32,96,Prn:96,test
1,3079,Prn,0,1,40,32,96,Prn:96,test
1,3080,Prn,0,1,40,32,96,Prn:96,test
1,3081,Prn,0,1,40,32,96,Prn:96,test
1,3082,Prn,0,1,40,32,96,Prn:96,test
1,3083,Prn,0,1,40,32,96,Prn:96,test
1,3084,Prn,0,1,40,32,96,Prn:96,test
1,3085,Prn,0,1,40,32,96,Prn:96,test
1,3086,Prn,0,1,40,32,96,Prn:96,test
1,3087,Prn,0,1,40,32,96,Prn:96,test
1,3088,Prn,0,1,40,32,96,Prn:96,test
1,3089,Prn,0,1,40,32,96,Prn:96,test
1,3090,Prn,0,1,40,32,96,Prn:96,test
1,3091,Prn,0,1,40,32,96,Prn:96,test
1,3092,Prn,0,1,40,32,96,Prn:96,test
1,3093,Prn,0,1,40,32,96,Prn:96,test
1,3094,Prn,0,1,40,32,96,Prn:96,test
1,3095,Prn,0,1,40,32,96,Prn:96,test
1,3096,Prn,0,1,40,32,96,Prn:96,test
1,3097,Prn,0,1,40,32,96,Prn:96,test
1,3098,Prn,0,1,40,32,96,Prn:96,test
1,3099,Prn,0,1,40,32,96,Prn:96,test
1,3100,Prn,0,1,40,32,96,Prn:96,test
1,3101,Prn,0,1,40,32,96,Prn:96,test
1,3102,Prn,0,1,40,32,96,Prn:96,test
1,3103,Prn,0,1,40,32,96,Prn:96,test
1,3104,Prn,0,1,40,32,97,Prn:97,guard
1,3105,Prn,0,1,40,32,97,Prn:97,guard
1,3106,Prn,0,1,40,32,97,Prn:97,guard
1,3107,Prn,0,1,40,32,97,Prn:97,guard
1,3108,Prn,0,1,40,32,97,Prn:97,guard
1,3109,Prn,0,1,40,32,97,Prn:97,guard
1,3110,Prn,0,1,40,32,97,Prn:97,guard
1,3111,Prn,0,1,40,32,97,Prn:97,guard
1,3112,Prn,0,1,40,32,97,Prn:97,guard
1,3113,Prn,0,1,40,32,97,Prn:97,guard
1,3114,Prn,0,1,40,32,97,Prn:97,guard
1,3115,Prn,0,1,40,32,97,Prn:97,guard
1,3116,Prn,0,1,40,32,97,Prn:97,guard
1,3117,Prn,0,1,40,32,97,Prn:97,guard
1,3118,Prn,0,1,40,32,97,Prn:97,guard
1,3119,Prn,0,1,40,32,97,Prn:97,guard
1,3120,Prn,0,1,40,32,97,Prn:97,guard
1,3121,Prn,0,1,40,32,97,Prn:97,guard
1,3122,Prn,0,1,40,32,97,Prn:97,guard
1,3123,Prn,0,1,40,32,97,Prn:97,guard
1,3124,Prn,0,1,40,32,97,Prn:97,guard
1,3125,Prn,0,1,40,32,97,Prn:97,guard
1,3126,Prn,0,1,40,32,97,Prn:97,guard
1,3127,Prn,0,1,40,32,97,Prn:97,guard
1,3128,Prn,0,1,40,32,97,Prn:97,guard
1,3129,Prn,0,1,40,32,97,Prn:97,guard
1,3130,Prn,0,1,40,32,97,Prn:97,guard
1,3131,Prn,0,1,40,32,97,Prn:97,guard
1,3132,Prn,0,1,40,32,97,Prn:97,guard
1,3133,Prn,0,1,40,32,97,Prn:97,guard
1,3134,Prn,0,1,40,32,97,Prn:97,guard
1,3135,Prn,0,1,40,32,97,Prn:97,guard
1,3136,Prn,0,1,40,32,98,Prn:98,train
1,3137,Prn,0,1,40,32,98,Prn:98,train
1,3138,Prn,0,1,40,32,98,Prn:98,train
1,3139,Prn,0,1,40,32,98,Prn:98,train
1,3140,Prn,0,1,40,32,98,Prn:98,train
1,3141,Prn,0,1,40,32,98,Prn:98,train
1,3142,Prn,0,1,40,32,98,Prn:98,train
1,3143,Prn,0,1,40,32,98,Prn:98,train
1,3144,Prn,0,1,40,32,98,Prn:98,train
1,3145,Prn,0,1,40,32,98,Prn:98,train
1,3146,Prn,0,1,40,32,98,Prn:98,train
1,3147,Prn,0,1,40,32,98,Prn:98,train
1,3148,Prn,0,1,40,32,98,Prn:98,train
1,3149,Prn,0,1,40,32,98,Prn:98,train
1,3150,Prn,0,1,40,32,98,Prn:98,train
1,3151,Prn,0,1,40,32,98,Prn:98,train
1,3152,Prn,0,1,40,32,98,Prn:98,train
1,3153,Prn,0,1,40,32,98,Prn:98,train
1,3154,Prn,0,1,40,32,98,Prn:98,train
1,3155,Prn,0,1,40,32,98,Prn:98,train
1,3156,Prn,0,1,40,32,98,Prn:98,train
1,3157,Prn,0,1,40,32,98,Prn:98,train
1,3158,Prn,0,1,40,32,98,Prn:98,train
1,3159,Prn,0,1,40,32,98,Prn:98,train
1,3160,Prn,0,1,40,32,98,Prn:98,train
1,3161,Prn,0,1,40,32,98,Prn:98,train
1,3162,Prn,0,1,40,32,98,Prn:98,train
1,3163,Prn,0,1,40,32,98,Prn:98,train
1,3164,Prn,0,1,40,32,98,Prn:98,train
1,3165,Prn,0,1,40,32,98,Prn:98,train
1,3166,Prn,0,1,40,32,98,Prn:98,train
1,3167,Prn,0,1,40,32,98,Prn:98,train
1,3168,Prn,0,1,40,32,99,Prn:99,train
1,3169,Prn,0,1,40,32,99,Prn:99,train
1,3170,Prn,0,1,40,32,99,Prn:99,train
1,3171,Prn,0,1,40,32,99,Prn:99,train
1,3172,Prn,0,1,40,32,99,Prn:99,train
1,3173,Prn,0,1,40,32,99,Prn:99,train
1,3174,Prn,0,1,40,32,99,Prn:99,train
1,3175,Prn,0,1,40,32,99,Prn:99,train
1,3176,Prn,0,1,40,32,99,Prn:99,train
1,3177,Prn,0,1,40,32,99,Prn:99,train
1,3178,Prn,0,1,40,32,99,Prn:99,train
1,3179,Prn,0,1,40,32,99,Prn:99,train
1,3180,Prn,0,1,40,32,99,Prn:99,train
1,3181,Prn,0,1,40,32,99,Prn:99,train
1,3182,Prn,0,1,40,32,99,Prn:99,train
1,3183,Prn,0,1,40,32,99,Prn:99,train
1,3184,Prn,0,1,40,32,99,Prn:99,train
1,3185,Prn,0,1,40,32,99,Prn:99,train
1,3186,Prn,0,1,40,32,99,Prn:99,train
1,3187,Prn,0,1,40,32,99,Prn:99,train
1,3188,Prn,0,1,40,32,99,Prn:99,train
1,3189,Prn,0,1,40,32,99,Prn:99,train
1,3190,Prn,0,1,40,32,99,Prn:99,train
1,3191,Prn,0,1,40,32,99,Prn:99,train
1,3192,Prn,0,1,40,32,99,Prn:99,train
1,3193,Prn,0,1,40,32,99,Prn:99,train
1,3194,Prn,0,1,40,32,99,Prn:99,train
1,3195,Prn,0,1,40,32,99,Prn:99,train
1,3196,Prn,0,1,40,32,99,Prn:99,train
1,3197,Prn,0,1,40,32,99,Prn:99,train
1,3198,Prn,0,1,40,32,99,Prn:99,train
1,3199,Prn,0,1,40,32,99,Prn:99,train
1,3200,Prn,0,1,40,32,100,Prn:100,train
1,3201,Prn,0,1,40,32,100,Prn:100,train
1,3202,Prn,0,1,40,32,100,Prn:100,train
1,3203,Prn,0,1,40,32,100,Prn:100,train
1,3204,Prn,0,1,40,32,100,Prn:100,train
1,3205,Prn,0,1,40,32,100,Prn:100,train
1,3206,Prn,0,1,40,32,100,Prn:100,train
1,3207,Prn,0,1,40,32,100,Prn:100,train
1,7403,Spoof,1,1,40,32,231,Spoof:231,guard
1,7404,Spoof,1,1,40,32,231,Spoof:231,guard
1,7405,Spoof,1,1,40,32,231,Spoof:231,guard
1,7406,Spoof,1,1,40,32,231,Spoof:231,guard
1,7407,Spoof,1,1,40,32,231,Spoof:231,guard
1,7408,Spoof,1,1,40,32,231,Spoof:231,guard
1,7409,Spoof,1,1,40,32,231,Spoof:231,guard
1,7410,Spoof,1,1,40,32,231,Spoof:231,guard
1,7411,Spoof,1,1,40,32,231,Spoof:231,guard
1,7412,Spoof,1,1,40,32,231,Spoof:231,guard
1,7413,Spoof,1,1,40,32,231,Spoof:231,guard
1,7414,Spoof,1,1,40,32,231,Spoof:231,guard
1,7415,Spoof,1,1,40,32,231,Spoof:231,guard
1,7416,Spoof,1,1,40,32,231,Spoof:231,guard
1,7417,Spoof,1,1,40,32,231,Spoof:231,guard
1,7418,Spoof,1,1,40,32,231,Spoof:231,guard
1,7419,Spoof,1,1,40,32,231,Spoof:231,guard
1,7420,Spoof,1,1,40,32,231,Spoof:231,guard
1,7421,Spoof,1,1,40,32,231,Spoof:231,guard
1,7422,Spoof,1,1,40,32,231,Spoof:231,guard
1,7423,Spoof,1,1,40,32,231,Spoof:231,guard
1,7424,Spoof,1,1,40,32,232,Spoof:232,test
1,7425,Spoof,1,1,40,32,232,Spoof:232,test
1,7426,Spoof,1,1,40,32,232,Spoof:232,test
1,7427,Spoof,1,1,40,32,232,Spoof:232,test
1,7428,Spoof,1,1,40,32,232,Spoof:232,test
1,7429,Spoof,1,1,40,32,232,Spoof:232,test
1,7430,Spoof,1,1,40,32,232,Spoof:232,test
1,7431,Spoof,1,1,40,32,232,Spoof:232,test
1,7432,Spoof,1,1,40,32,232,Spoof:232,test
1,7433,Spoof,1,1,40,32,232,Spoof:232,test
1,7434,Spoof,1,1,40,32,232,Spoof:232,test
1,7435,Spoof,1,1,40,32,232,Spoof:232,test
1,7436,Spoof,1,1,40,32,232,Spoof:232,test
1,7437,Spoof,1,1,40,32,232,Spoof:232,test
1,7438,Spoof,1,1,40,32,232,Spoof:232,test
1,7439,Spoof,1,1,40,32,232,Spoof:232,test
1,7440,Spoof,1,1,40,32,232,Spoof:232,test
1,7441,Spoof,1,1,40,32,232,Spoof:232,test
1,7442,Spoof,1,1,40,32,232,Spoof:232,test
1,7443,Spoof,1,1,40,32,232,Spoof:232,test
1,7444,Spoof,1,1,40,32,232,Spoof:232,test
1,7445,Spoof,1,1,40,32,232,Spoof:232,test
1,7446,Spoof,1,1,40,32,232,Spoof:232,test
