scenario,decision_time_s,score,phase,model,model_seed,policy_seed,alarm_primary_q99,alarm_primary_q995,alarm_matched_clean_diagnostic,threshold_source,tracked_prn_count
cleanStatic,353.0,1.2740714071154773,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,353.0,0.5739437008715927,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,353.5,1.052750744201918,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,353.5,0.5847055090303513,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,354.0,1.2459347309695492,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,354.0,0.6028022579504131,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,354.5,1.5714932136577193,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,354.5,0.5768954923730926,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,355.0,1.618866862883615,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,355.0,0.5721976786905016,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,355.5,1.497295481749178,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,355.5,0.5879555084663277,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,356.0,1.3851492386690962,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,356.0,0.5766204396449711,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,356.5,1.322007263588289,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,356.5,0.5693704462295194,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,357.0,1.2746507822776834,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,357.0,0.5644103051043695,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,357.5,1.2181657140654754,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,357.5,0.559674817869138,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,358.0,1.353871238189432,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,358.0,0.5439956017516986,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,358.5,1.2985487632285406,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,358.5,0.5536024793743798,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,359.0,1.2360891997786183,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,359.0,0.5599754311298947,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,359.5,0.9742146922858512,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,359.5,0.5759455205512455,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,360.0,1.1709079718547137,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,360.0,0.5765101664935922,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,360.5,0.9988145461552926,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,360.5,0.56529709676677,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,361.0,1.1893578622567946,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,361.0,0.5725152394095293,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,361.5,1.1751637312790628,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,361.5,0.568305697801396,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,362.0,1.3216197510996226,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,362.0,0.5616246795333305,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,362.5,1.0383626057766044,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,362.5,0.5557673401713843,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,363.0,1.2526051290907572,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,363.0,0.5716905119582648,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,363.5,1.0600874140823253,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,363.5,0.5606931161951236,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,364.0,0.9133489411254099,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,364.0,0.5584110034469588,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,364.5,0.9681570404305242,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,364.5,0.5869766761118144,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,365.0,0.9882954076801059,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,365.0,0.5986394068197873,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,365.5,0.8595049363237452,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,365.5,0.5832447000920348,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,366.0,0.8885373112764645,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,366.0,0.5722173593074747,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,366.5,0.9495483180438151,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,366.5,0.5605492145804302,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,367.0,0.8327948057971186,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,367.0,0.5639265461745323,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,367.5,0.8685047133814945,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,367.5,0.5862653196491102,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,368.0,1.1077502078542316,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,368.0,0.5887603479031817,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,368.5,1.2871843287087843,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,368.5,0.6136741203659238,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,369.0,1.4217599193496988,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,369.0,0.6392211913807594,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,369.5,1.6107903431355464,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,369.5,0.6170531776509396,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,370.0,1.5978923175359216,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,370.0,0.6075552004619469,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,370.5,1.9453127765750735,calibration,B0 Exact,NA,,False,False,True,B0 Exact clean calibration,
cleanStatic,370.5,0.618790152238462,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,371.0,1.9153562552494157,calibration,B0 Exact,NA,,False,False,True,B0 Exact clean calibration,
cleanStatic,371.0,0.5975459387379924,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,371.5,1.8263167516213237,calibration,B0 Exact,NA,,False,False,True,B0 Exact clean calibration,
cleanStatic,371.5,0.5737611980565097,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,372.0,1.6930168477824195,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,372.0,0.5592838279339734,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,372.5,1.5099549533558594,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,372.5,0.5715174682329072,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,373.0,1.3726585325359393,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,373.0,0.5941200101372143,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,373.5,1.9880378324299022,calibration,B0 Exact,NA,,True,False,True,B0 Exact clean calibration,
cleanStatic,373.5,0.5940293368074819,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,374.0,1.8808279345066885,calibration,B0 Exact,NA,,False,False,True,B0 Exact clean calibration,
cleanStatic,374.0,0.5972743105732788,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,374.5,1.866992623698127,calibration,B0 Exact,NA,,False,False,True,B0 Exact clean calibration,
cleanStatic,374.5,0.6252544494885814,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,375.0,1.790044027957857,calibration,B0 Exact,NA,,False,False,True,B0 Exact clean calibration,
cleanStatic,375.0,0.6061790877730728,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,375.5,1.7989046937865034,calibration,B0 Exact,NA,,False,False,True,B0 Exact clean calibration,
cleanStatic,375.5,0.6236002549013283,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,376.0,1.4463757092051877,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,376.0,0.6218935591933218,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,376.5,1.5411534547220014,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,376.5,0.6392646136877671,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,377.0,1.4791443751079276,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,377.0,0.620790551042618,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,377.5,1.3715359086881587,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,377.5,0.6087724965744702,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,378.0,1.1464769041334728,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,378.0,0.587228662757083,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,378.5,1.1430030126865713,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,378.5,0.5808991344040052,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,379.0,1.101160868548584,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,379.0,0.5875117731346268,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,379.5,1.1090159859979047,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,379.5,0.6043983698174956,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,380.0,1.0939396168556415,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,380.0,0.6145735270493511,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,380.5,0.8676025050936186,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,380.5,0.596863783180375,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,381.0,0.8946104878538694,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,381.0,0.5967630381533451,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,381.5,0.9331354932476149,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,381.5,0.5980893233315532,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,382.0,0.8204851871999685,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,382.0,0.6035561967532045,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,382.5,0.8592724994336319,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,382.5,0.5585977128363435,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,383.0,0.7650879418394813,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,383.0,0.5587845286327991,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,383.5,0.8569612909660778,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,383.5,0.5881511879250468,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,384.0,0.9048985955817711,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,384.0,0.5774579990427862,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,384.5,0.961819281272795,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,384.5,0.5830755190266831,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,385.0,1.0045097955410631,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,385.0,0.6098196791113635,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,385.5,0.8740159139200547,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,385.5,0.606019811656777,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,386.0,0.7737953160037069,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,386.0,0.6133863729220939,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,386.5,0.7009800542670375,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,386.5,0.6175300284123794,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,387.0,0.8088803752867448,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,387.0,0.64445963452102,calibration,primary 3-seed mean complex IG K7,mean,,True,False,True,primary clean calibration,10
cleanStatic,387.5,0.7272938487293159,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,387.5,0.6393125960092059,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,388.0,1.07372228099326,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,388.0,0.6352589486114543,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,388.5,1.0674693381021578,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,388.5,0.6030860989174982,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,389.0,1.083747338163085,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,389.0,0.6001129528287099,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,389.5,1.0749881309795266,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,389.5,0.5791867391324623,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,390.0,1.0893864328211118,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,390.0,0.5930663219431838,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,390.5,0.9348647972331879,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,390.5,0.6007499966618216,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,391.0,0.8194319784885568,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,391.0,0.6159274655673637,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,391.5,0.8977193184528844,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,391.5,0.5999870830636432,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,392.0,0.9171980978733189,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,392.0,0.5791749229421876,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,392.5,1.161731748163293,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,392.5,0.5978799557862947,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,393.0,0.9891237837398238,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,393.0,0.5954273982659971,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,393.5,1.0249881723913346,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,393.5,0.5953230141277843,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,394.0,1.0518864638799676,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,394.0,0.5895246162741414,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,394.5,0.9067398205273297,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,394.5,0.5860706031498788,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,395.0,1.153888040153801,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,395.0,0.5956896415945048,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,395.5,0.9832410027327048,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,395.5,0.5829967488867402,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,396.0,1.5918120088363779,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,396.0,0.5890356713091495,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,396.5,1.9203890353433595,calibration,B0 Exact,NA,,False,False,True,B0 Exact clean calibration,
cleanStatic,396.5,0.5814766362153764,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,397.0,1.7024694038647326,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,397.0,0.5753072724878054,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,397.5,1.520760661932205,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,397.5,0.5851199261194819,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,398.0,1.3844791054828092,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,398.0,0.5739337758975247,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,398.5,1.3005369564693199,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,398.5,0.5400258781241858,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,399.0,1.2585480519384566,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,399.0,0.5344527635048019,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,399.5,1.0645446062180999,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,399.5,0.5315274674154636,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,400.0,0.9166918352272407,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,400.0,0.553325326280533,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,400.5,0.9706642110068973,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,400.5,0.5729194758953076,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,401.0,1.0111434928416396,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,401.0,0.5942137049394453,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,401.5,0.878991186895487,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,401.5,0.592344361545106,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,402.0,0.942388724758082,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,402.0,0.5747828736373444,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,402.5,1.2350434380148345,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,402.5,0.5648421679348834,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,403.0,1.0441075511284799,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,403.0,0.5735412401273908,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
cleanStatic,403.5,0.8302284557982473,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,403.5,0.598889682833572,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,404.0,1.1509232362949586,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,404.0,0.6010119151321595,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,404.5,0.9810173998385731,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,404.5,0.6254720092509007,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,405.0,0.7641600006697136,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,405.0,0.6401321875641997,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,405.5,0.8562653350887519,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,405.5,0.6319333282593789,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,406.0,0.7628325685808213,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,406.0,0.6094617397035458,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,406.5,0.6192722188875035,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,406.5,0.606617486378914,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,407.0,0.585087731429885,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,407.0,0.5981120485410337,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,407.5,0.7219611331588806,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
cleanStatic,407.5,0.6145197118662014,calibration,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
cleanStatic,408.0,0.6592958224865144,calibration,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
