scenario,decision_time_s,score,phase,model,model_seed,policy_seed,alarm_primary_q99,alarm_primary_q995,alarm_matched_clean_diagnostic,threshold_source,tracked_prn_count
DS2,24.5,0.6700638827636919,excluded,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,9
DS2,25.0,0.49748426969360804,excluded,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,25.0,0.677099842793066,excluded,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,25.5,0.4091436572812974,excluded,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,25.5,0.677699257775236,excluded,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,26.0,0.31715534371080467,excluded,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,26.0,0.667818537801574,excluded,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,26.5,0.39322721569626884,excluded,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,26.5,0.676369847989808,excluded,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,27.0,0.43818771395461464,excluded,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,27.0,0.6899629150599628,excluded,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,27.5,0.5019275806059473,excluded,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,27.5,0.6535297863543507,excluded,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,28.0,0.3764456854544605,excluded,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,28.0,0.6266243177687406,excluded,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,28.5,0.45562105923083174,excluded,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,28.5,0.6449283051727739,excluded,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,29.0,0.3652505421515893,excluded,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,29.0,0.6612791089248162,excluded,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,29.5,0.32847791466352216,excluded,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,29.5,0.6369548725579729,excluded,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,30.0,0.282388891008733,excluded,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,30.0,0.6317870501024504,excluded,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,30.5,0.2478221232676411,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,30.5,0.6344913072884326,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,31.0,0.3291338946331439,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,31.0,0.6358645800282748,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,31.5,0.5818916438639501,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,31.5,0.6314875431867532,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,32.0,0.5547021134616283,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,32.0,0.6265618005624182,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,32.5,0.5343099656598871,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,32.5,0.606415669887371,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,33.0,0.5213660415091727,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,33.0,0.6040888780314798,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,33.5,0.438172323583767,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,33.5,0.6115017103268477,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,34.0,0.802462417446129,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,34.0,0.618427131963836,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,34.5,0.7224803803488541,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,34.5,0.6115345873144179,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,35.0,0.5822866726803821,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,35.0,0.6050042703192943,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,35.5,0.7198603390967534,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,35.5,0.6269339802017533,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,36.0,0.5470587948722563,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,36.0,0.6444351835962568,stable_pre,primary 3-seed mean complex IG K7,mean,,True,False,True,primary clean calibration,10
DS2,36.5,0.5309276634184495,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,36.5,0.6264639748960211,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,37.0,0.5188293148280945,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,37.0,0.6577097211175427,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,37.5,0.43626977857295834,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,37.5,0.6701601362667934,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,38.0,0.44783590119397615,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,38.0,0.6490026541013663,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,38.5,0.3642738766862659,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,38.5,0.6494259024854383,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,39.0,0.3277454155645296,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,39.0,0.6356837315278171,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,39.5,0.38907636385581024,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,39.5,0.6645878580499737,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,40.0,0.4350745750742707,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,40.0,0.6784310111874964,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,40.5,0.6613471541947953,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,40.5,0.679501080390256,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,41.0,0.5505503736959266,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,41.0,0.6725149130889686,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,41.5,0.556180082454358,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,41.5,0.6574620825852421,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,42.0,0.5604023640231816,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,42.0,0.6498355287260646,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,42.5,0.7553429959064784,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,42.5,0.6477282312797489,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,43.0,0.7397940420698451,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,43.0,0.6504203119418782,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,43.5,0.7281323266923702,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,43.5,0.6319255413649919,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,44.0,0.582129700030369,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,44.0,0.6223265242368875,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,44.5,0.6098840701627631,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,44.5,0.6123190658246102,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,45.0,0.6306998477620587,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,45.0,0.6205091499201575,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,45.5,0.4965596335500095,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,45.5,0.6340081780329542,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,46.0,0.7074609480515993,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,46.0,0.6465689768696137,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,46.5,0.8576135901369117,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,46.5,0.63381206910786,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,47.0,0.9859077362486652,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,47.0,0.6438545640229761,stable_pre,primary 3-seed mean complex IG K7,mean,,True,False,True,primary clean calibration,10
DS2,47.5,1.3180733087484113,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,47.5,0.6429668432695269,stable_pre,primary 3-seed mean complex IG K7,mean,,True,False,True,primary clean calibration,10
DS2,48.0,1.0430949896111386,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,48.0,0.6195944405096819,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,48.5,0.8183516972194452,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,48.5,0.6085756844712057,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,49.0,1.216184580052187,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,49.0,0.6075847453341465,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,49.5,1.0854252301791267,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,49.5,0.6324888746133946,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,50.0,0.8686089306841752,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,50.0,0.627555352419846,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,50.5,0.8068174059262968,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,50.5,0.6305740149984073,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,51.0,0.760473762357888,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,51.0,0.6418634169184424,stable_pre,primary 3-seed mean complex IG K7,mean,,True,False,False,primary clean calibration,10
DS2,51.5,0.7257160296815813,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,51.5,0.6537891590863475,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,52.0,0.7175738174011723,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,52.0,0.6314183094565781,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,52.5,0.7114671581908656,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,52.5,0.6159850830041386,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,53.0,0.6889610765563146,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,53.0,0.6224732923902786,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,53.5,0.5899468115254691,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,53.5,0.6236759524137513,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,54.0,0.6157469037840881,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,54.0,0.6251250177931068,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,54.5,0.8045077214840475,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,54.5,0.6554253871764554,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,55.0,0.7766675862530219,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,55.0,0.630016708254129,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,55.5,0.7557874848297528,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,55.5,0.6430254636224141,stable_pre,primary 3-seed mean complex IG K7,mean,,True,False,True,primary clean calibration,10
DS2,56.0,0.7222013215354799,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,56.0,0.6532252202848529,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,56.5,0.7149377862915962,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,56.5,0.6246736444073835,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,57.0,0.6915640476318625,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,57.0,0.6058428312341094,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,57.5,0.6740337436370623,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,57.5,0.6157288807418554,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,58.0,0.660886015640962,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,58.0,0.6470959183469626,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,10
DS2,58.5,0.6389318139131346,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,58.5,0.6157257304572742,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,59.0,1.0578413669967635,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,59.0,0.6082883095979054,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,59.5,0.948741733160738,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,59.5,0.5976853573120982,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,60.0,1.0385741789687657,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,60.0,0.6028038695640482,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,60.5,0.9342913421397396,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,60.5,0.5942163173570175,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,61.0,0.8740053017447911,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,61.0,0.5934701735851031,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,61.5,0.9825218554068055,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,61.5,0.6039445683272664,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,10
DS2,62.0,1.0719326144441963,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,62.0,0.6237891908504583,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,62.5,1.1466470044791286,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,62.5,0.6179644425236733,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,63.0,1.3338184281176502,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,63.0,0.6185574155952797,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,63.5,1.2835091556747042,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,63.5,0.6244278412379249,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,64.0,1.4908837612023014,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,64.0,0.6328348432556016,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,64.5,1.3803404482589388,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,64.5,0.6051232210621516,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,65.0,1.153080308811558,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,65.0,0.6251372171896423,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,65.5,1.108718840642324,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,65.5,0.638440373849057,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,66.0,1.0937167578389557,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,66.0,0.6066436267036552,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,66.5,1.1034329029656835,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,66.5,0.6076007792243961,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,67.0,1.1107200118107294,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,67.0,0.6069996215459349,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,67.5,1.116185343444514,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,67.5,0.6070993382468356,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,68.0,1.310972182341689,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,68.0,0.6068220489240236,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,68.5,1.2663744713427336,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,68.5,0.6012470192677543,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,69.0,1.232926188093517,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,69.0,0.628992283155973,stable_pre,primary 3-seed mean complex IG K7,mean,,False,False,False,primary clean calibration,11
DS2,69.5,1.2078399756566045,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,69.5,0.6528312587858002,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,11
DS2,70.0,1.3461269343827786,stable_pre,B0 Exact,NA,,False,False,False,B0 Exact clean calibration,
DS2,70.0,0.6453530430936456,stable_pre,primary 3-seed mean complex IG K7,mean,,True,True,True,primary clean calibration,11
