run_id,country_code,capital,latitude_deg,longitude_deg,altitude_m,utc,duration_seconds,time_of_day,motion_type,rinex_nav,split
normal-v3-034-sgp-singapore-epoch-a-20260718,SGP,Singapore,1.3521,103.8198,15,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-035-sgp-singapore-epoch-b-20260718,SGP,Singapore,1.3521,103.8198,15,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-036-sgp-singapore-epoch-c-20260718,SGP,Singapore,1.3521,103.8198,15,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-037-idn-jakarta-epoch-a-20260718,IDN,Jakarta,-6.2088,106.8456,8,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-038-idn-jakarta-epoch-b-20260718,IDN,Jakarta,-6.2088,106.8456,8,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-039-idn-jakarta-epoch-c-20260718,IDN,Jakarta,-6.2088,106.8456,8,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-040-phl-manila-epoch-a-20260718,PHL,Manila,14.5995,120.9842,16,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-041-phl-manila-epoch-b-20260718,PHL,Manila,14.5995,120.9842,16,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-042-phl-manila-epoch-c-20260718,PHL,Manila,14.5995,120.9842,16,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-043-ind-newdelhi-epoch-a-20260718,IND,NewDelhi,28.6139,77.209,216,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-044-ind-newdelhi-epoch-b-20260718,IND,NewDelhi,28.6139,77.209,216,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-045-ind-newdelhi-epoch-c-20260718,IND,NewDelhi,28.6139,77.209,216,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-046-pak-islamabad-epoch-a-20260718,PAK,Islamabad,33.6844,73.0479,540,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-047-pak-islamabad-epoch-b-20260718,PAK,Islamabad,33.6844,73.0479,540,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-048-pak-islamabad-epoch-c-20260718,PAK,Islamabad,33.6844,73.0479,540,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-049-bgd-dhaka-epoch-a-20260718,BGD,Dhaka,23.8103,90.4125,4,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-050-bgd-dhaka-epoch-b-20260718,BGD,Dhaka,23.8103,90.4125,4,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-051-bgd-dhaka-epoch-c-20260718,BGD,Dhaka,23.8103,90.4125,4,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-052-npl-kathmandu-epoch-a-20260718,NPL,Kathmandu,27.7172,85.324,1400,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-053-npl-kathmandu-epoch-b-20260718,NPL,Kathmandu,27.7172,85.324,1400,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-054-npl-kathmandu-epoch-c-20260718,NPL,Kathmandu,27.7172,85.324,1400,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-055-lka-colombo-epoch-a-20260718,LKA,Colombo,6.9271,79.8612,5,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,val
normal-v3-056-lka-colombo-epoch-b-20260718,LKA,Colombo,6.9271,79.8612,5,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,val
normal-v3-057-lka-colombo-epoch-c-20260718,LKA,Colombo,6.9271,79.8612,5,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,val
normal-v3-058-kaz-astana-epoch-a-20260718,KAZ,Astana,51.1605,71.4704,347,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,test
normal-v3-059-kaz-astana-epoch-b-20260718,KAZ,Astana,51.1605,71.4704,347,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,test
normal-v3-060-kaz-astana-epoch-c-20260718,KAZ,Astana,51.1605,71.4704,347,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,test
normal-v3-061-uzb-tashkent-epoch-a-20260718,UZB,Tashkent,41.2995,69.2401,455,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-062-uzb-tashkent-epoch-b-20260718,UZB,Tashkent,41.2995,69.2401,455,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-063-uzb-tashkent-epoch-c-20260718,UZB,Tashkent,41.2995,69.2401,455,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-064-kgz-bishkek-epoch-a-20260718,KGZ,Bishkek,42.8746,74.5698,800,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-065-kgz-bishkek-epoch-b-20260718,KGZ,Bishkek,42.8746,74.5698,800,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-066-kgz-bishkek-epoch-c-20260718,KGZ,Bishkek,42.8746,74.5698,800,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-067-tjk-dushanbe-epoch-a-20260718,TJK,Dushanbe,38.5598,68.787,800,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-068-tjk-dushanbe-epoch-b-20260718,TJK,Dushanbe,38.5598,68.787,800,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-069-tjk-dushanbe-epoch-c-20260718,TJK,Dushanbe,38.5598,68.787,800,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-070-tkm-ashgabat-epoch-a-20260718,TKM,Ashgabat,37.9601,58.3261,220,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-071-tkm-ashgabat-epoch-b-20260718,TKM,Ashgabat,37.9601,58.3261,220,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-072-tkm-ashgabat-epoch-c-20260718,TKM,Ashgabat,37.9601,58.3261,220,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-073-irn-tehran-epoch-a-20260718,IRN,Tehran,35.6892,51.389,1200,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-074-irn-tehran-epoch-b-20260718,IRN,Tehran,35.6892,51.389,1200,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-075-irn-tehran-epoch-c-20260718,IRN,Tehran,35.6892,51.389,1200,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-076-irq-baghdad-epoch-a-20260718,IRQ,Baghdad,33.3152,44.3661,34,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-077-irq-baghdad-epoch-b-20260718,IRQ,Baghdad,33.3152,44.3661,34,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-078-irq-baghdad-epoch-c-20260718,IRQ,Baghdad,33.3152,44.3661,34,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-079-tur-ankara-epoch-a-20260718,TUR,Ankara,39.9334,32.8597,938,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-080-tur-ankara-epoch-b-20260718,TUR,Ankara,39.9334,32.8597,938,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-081-tur-ankara-epoch-c-20260718,TUR,Ankara,39.9334,32.8597,938,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-082-sau-riyadh-epoch-a-20260718,SAU,Riyadh,24.7136,46.6753,612,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-083-sau-riyadh-epoch-b-20260718,SAU,Riyadh,24.7136,46.6753,612,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-084-sau-riyadh-epoch-c-20260718,SAU,Riyadh,24.7136,46.6753,612,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-085-are-abudhabi-epoch-a-20260718,ARE,AbuDhabi,24.4539,54.3773,27,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,val
normal-v3-086-are-abudhabi-epoch-b-20260718,ARE,AbuDhabi,24.4539,54.3773,27,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,val
normal-v3-087-are-abudhabi-epoch-c-20260718,ARE,AbuDhabi,24.4539,54.3773,27,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,val
normal-v3-088-qat-doha-epoch-a-20260718,QAT,Doha,25.2854,51.531,10,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,test
normal-v3-089-qat-doha-epoch-b-20260718,QAT,Doha,25.2854,51.531,10,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,test
normal-v3-090-qat-doha-epoch-c-20260718,QAT,Doha,25.2854,51.531,10,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,test
normal-v3-091-isr-jerusalem-epoch-a-20260718,ISR,Jerusalem,31.7683,35.2137,754,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-092-isr-jerusalem-epoch-b-20260718,ISR,Jerusalem,31.7683,35.2137,754,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-093-isr-jerusalem-epoch-c-20260718,ISR,Jerusalem,31.7683,35.2137,754,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-094-jor-amman-epoch-a-20260718,JOR,Amman,31.9539,35.9106,757,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-095-jor-amman-epoch-b-20260718,JOR,Amman,31.9539,35.9106,757,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-096-jor-amman-epoch-c-20260718,JOR,Amman,31.9539,35.9106,757,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-097-egy-cairo-epoch-a-20260718,EGY,Cairo,30.0444,31.2357,23,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-098-egy-cairo-epoch-b-20260718,EGY,Cairo,30.0444,31.2357,23,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-099-egy-cairo-epoch-c-20260718,EGY,Cairo,30.0444,31.2357,23,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-100-eth-addisababa-epoch-a-20260718,ETH,AddisAbaba,8.9806,38.7578,2355,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-101-eth-addisababa-epoch-b-20260718,ETH,AddisAbaba,8.9806,38.7578,2355,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-102-eth-addisababa-epoch-c-20260718,ETH,AddisAbaba,8.9806,38.7578,2355,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-103-ken-nairobi-epoch-a-20260718,KEN,Nairobi,-1.2921,36.8219,1795,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-104-ken-nairobi-epoch-b-20260718,KEN,Nairobi,-1.2921,36.8219,1795,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-105-ken-nairobi-epoch-c-20260718,KEN,Nairobi,-1.2921,36.8219,1795,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-106-tza-dodoma-epoch-a-20260718,TZA,Dodoma,-6.163,35.7516,1120,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-107-tza-dodoma-epoch-b-20260718,TZA,Dodoma,-6.163,35.7516,1120,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-108-tza-dodoma-epoch-c-20260718,TZA,Dodoma,-6.163,35.7516,1120,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-109-uga-kampala-epoch-a-20260718,UGA,Kampala,0.3476,32.5825,1190,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-110-uga-kampala-epoch-b-20260718,UGA,Kampala,0.3476,32.5825,1190,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-111-uga-kampala-epoch-c-20260718,UGA,Kampala,0.3476,32.5825,1190,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-112-rwa-kigali-epoch-a-20260718,RWA,Kigali,-1.9441,30.0619,1567,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-113-rwa-kigali-epoch-b-20260718,RWA,Kigali,-1.9441,30.0619,1567,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-114-rwa-kigali-epoch-c-20260718,RWA,Kigali,-1.9441,30.0619,1567,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-115-zaf-pretoria-epoch-a-20260718,ZAF,Pretoria,-25.7479,28.2293,1339,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,val
normal-v3-116-zaf-pretoria-epoch-b-20260718,ZAF,Pretoria,-25.7479,28.2293,1339,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,val
normal-v3-117-zaf-pretoria-epoch-c-20260718,ZAF,Pretoria,-25.7479,28.2293,1339,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,val
normal-v3-118-nga-abuja-epoch-a-20260718,NGA,Abuja,9.0765,7.3986,456,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,test
normal-v3-119-nga-abuja-epoch-b-20260718,NGA,Abuja,9.0765,7.3986,456,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,test
normal-v3-120-nga-abuja-epoch-c-20260718,NGA,Abuja,9.0765,7.3986,456,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,test
normal-v3-121-gha-accra-epoch-a-20260718,GHA,Accra,5.6037,-0.187,61,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-122-gha-accra-epoch-b-20260718,GHA,Accra,5.6037,-0.187,61,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-123-gha-accra-epoch-c-20260718,GHA,Accra,5.6037,-0.187,61,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-124-sen-dakar-epoch-a-20260718,SEN,Dakar,14.7167,-17.4677,22,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-125-sen-dakar-epoch-b-20260718,SEN,Dakar,14.7167,-17.4677,22,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-126-sen-dakar-epoch-c-20260718,SEN,Dakar,14.7167,-17.4677,22,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-127-mar-rabat-epoch-a-20260718,MAR,Rabat,34.0209,-6.8416,75,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-128-mar-rabat-epoch-b-20260718,MAR,Rabat,34.0209,-6.8416,75,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-129-mar-rabat-epoch-c-20260718,MAR,Rabat,34.0209,-6.8416,75,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-130-dza-algiers-epoch-a-20260718,DZA,Algiers,36.7538,3.0588,60,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-131-dza-algiers-epoch-b-20260718,DZA,Algiers,36.7538,3.0588,60,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-132-dza-algiers-epoch-c-20260718,DZA,Algiers,36.7538,3.0588,60,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-133-tun-tunis-epoch-a-20260718,TUN,Tunis,36.8065,10.1815,4,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-134-tun-tunis-epoch-b-20260718,TUN,Tunis,36.8065,10.1815,4,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-135-tun-tunis-epoch-c-20260718,TUN,Tunis,36.8065,10.1815,4,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-136-lby-tripoli-epoch-a-20260718,LBY,Tripoli,32.8872,13.1913,81,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-137-lby-tripoli-epoch-b-20260718,LBY,Tripoli,32.8872,13.1913,81,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-138-lby-tripoli-epoch-c-20260718,LBY,Tripoli,32.8872,13.1913,81,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-139-gbr-london-epoch-a-20260718,GBR,London,51.5072,-0.1276,35,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-140-gbr-london-epoch-b-20260718,GBR,London,51.5072,-0.1276,35,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-141-gbr-london-epoch-c-20260718,GBR,London,51.5072,-0.1276,35,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-142-irl-dublin-epoch-a-20260718,IRL,Dublin,53.3498,-6.2603,20,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
normal-v3-143-irl-dublin-epoch-b-20260718,IRL,Dublin,53.3498,-6.2603,20,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,train
normal-v3-144-irl-dublin-epoch-c-20260718,IRL,Dublin,53.3498,-6.2603,20,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,train
normal-v3-145-fra-paris-epoch-a-20260718,FRA,Paris,48.8566,2.3522,35,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,val
normal-v3-146-fra-paris-epoch-b-20260718,FRA,Paris,48.8566,2.3522,35,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,val
normal-v3-147-fra-paris-epoch-c-20260718,FRA,Paris,48.8566,2.3522,35,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,val
normal-v3-148-esp-madrid-epoch-a-20260718,ESP,Madrid,40.4168,-3.7038,667,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,test
normal-v3-149-esp-madrid-epoch-b-20260718,ESP,Madrid,40.4168,-3.7038,667,2026-07-18T04:00:00Z,300,epoch-b,static,data/ephemeris/brdc1990.26n,test
normal-v3-150-esp-madrid-epoch-c-20260718,ESP,Madrid,40.4168,-3.7038,667,2026-07-18T08:00:00Z,300,epoch-c,static,data/ephemeris/brdc1990.26n,test
normal-v3-151-prt-lisbon-epoch-a-20260718,PRT,Lisbon,38.7223,-9.1393,45,2026-07-18T00:00:00Z,300,epoch-a,static,data/ephemeris/brdc1990.26n,train
