source,prn,channel,tracker_row,state_row,receiver_time_s,raw_start_sample,raw_end_sample,support_length_samples,carrier_doppler_hz,code_freq_chips,aux1,residual_code_phase_chips,prompt_i,prompt_q,prompt_magnitude,cn0_db_hz,carrier_lock,state_semantics,prompt_semantics,same_prn_previous_current_next,causal_support,assignment_run_length_at_anchor
fresh_cleanStatic,7,6,20274,20273,20.31523364,507880841,507905841,25000,1853.763671875,1023001.25,0.45685529708862305,-0.01869454159963131,-5355778.5,-548404.0625,5383782.1609746395,48.26027297973633,0.9785956144332886,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,3,2,22260,22259,22.30055828,557513957,557538957,25000,768.930419921875,1023000.5625,0.08671121299266815,-0.003548224786662273,-5702184.0,-698031.3125,5744749.784201787,50.326194763183594,0.986483633518219,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",76
fresh_cleanStatic,13,8,23918,23917,24.0007056,600017640,600042640,25000,1836.082275390625,1023001.25,0.13703179359436035,-0.0056073478454709055,7104215.0,-162146.734375,7106065.179105345,51.3341064453125,0.9933903813362122,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",30
fresh_cleanStatic,6,5,26359,26358,26.40065036,660016259,660041259,25000,-521.8336181640625,1022999.4375,0.23499858379364014,-0.009616136761367619,4675825.0,-312442.59375,4686252.213124495,49.24871826171875,0.9876906871795654,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",29
fresh_cleanStatic,7,6,27576,27575,27.61722504,690430626,690455626,25000,1854.983642578125,1023001.1875,0.43993908166885376,-0.018002328118995874,-5211898.0,92020.28125,5212710.283006848,47.916412353515625,0.9775136113166809,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,23,10,30480,30479,30.60060968,765015242,765040242,25000,-437.4938049316406,1022999.75,0.5323556661605835,-0.021783988535734416,-7052078.5,480619.8125,7068437.35024438,50.5819091796875,0.9924507141113281,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",78
fresh_cleanStatic,10,7,31453,31452,32.10038272,802509568,802534568,25000,629.5436401367188,1023000.3125,0.07890066504478455,-0.0032286161998908965,1423841.375,310657.09375,1457337.3291928973,42.05644226074219,0.912443220615387,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",91
fresh_cleanStatic,19,9,34419,34418,34.50053784,862513446,862538446,25000,2612.24267578125,1023001.8125,0.18661756813526154,-0.007636404417868592,3701769.5,-488118.78125,3733812.712997163,48.175106048583984,0.9865407943725586,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,16,0,36528,36527,36.61026828,915256707,915281707,25000,-2803.960693359375,1022998.125,0.859070360660553,-0.03515309472795278,5441866.5,738139.875,5491699.32524417,50.29713439941406,0.9920933246612549,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,7,6,38359,38358,38.40021236,960005309,960030309,25000,1854.33935546875,1023001.125,0.4040631055831909,-0.016534280463303925,4540854.5,-94911.234375,4541846.291166274,48.216941833496094,0.9804880619049072,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",21
fresh_cleanStatic,3,2,40260,40259,40.30054956,1007513739,1007538739,25000,755.5587768554688,1023000.5,0.3235083222389221,-0.013237967016183138,6297384.5,-92717.3828125,6298067.009322451,50.28117752075195,0.9916132688522339,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",58
fresh_cleanStatic,13,8,42023,42022,42.10568452,1052642113,1052667113,25000,1827.9779052734375,1023001.125,0.44131481647491455,-0.018058622149320244,6398276.5,-583525.4375,6424830.278432406,51.39695358276367,0.9908064603805542,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,6,5,44464,44463,44.50565644,1112641411,1112666411,25000,-534.1220703125,1022999.5,0.16802872717380524,-0.006875732155377567,-4532962.0,-108605.078125,4534262.845980429,47.81472396850586,0.9846964478492737,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,20,3,45151,45150,45.90733212,1147683303,1147708303,25000,-2969.4453125,1022997.875,0.8831695914268494,-0.0361392246117714,2711115.25,394101.4375,2739609.7973656994,41.861934661865234,0.92487633228302,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,23,10,48680,48679,48.8006148,1220015370,1220040370,25000,-447.49505615234375,1022999.75,0.5911178588867188,-0.02418853687446594,6088451.0,94021.7734375,6089176.929050538,52.63713455200195,0.9947705268859863,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",82
fresh_cleanStatic,10,7,49453,49452,50.10037556,1252509389,1252534389,25000,619.8150024414062,1023000.0625,0.3044634759426117,-0.01245864619673036,-1780027.75,-100302.1875,1782851.4575217273,42.0338134765625,0.9316805601119995,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",69
fresh_cleanStatic,19,9,52519,52518,52.60050788,1315012697,1315037697,25000,2604.7333984375,1023001.625,0.2191285938024521,-0.008966756301754936,-4874439.5,108539.5859375,4875647.780641639,47.79780960083008,0.9769363403320312,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,3,2,54660,54659,54.70054268,1367513567,1367538567,25000,747.684326171875,1023000.4375,0.30294981598854065,-0.012396711771872864,6257668.0,173651.25,6260076.960776965,50.227378845214844,0.9877842664718628,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",61
fresh_cleanStatic,13,8,56418,56417,56.50066784,1412516696,1412541696,25000,1820.9500732421875,1023001.125,0.33068233728408813,-0.013531536122370064,6495225.5,218794.265625,6498909.541340042,51.849605560302734,0.9917891621589661,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",23
fresh_cleanStatic,16,0,58331,58330,58.41330712,1460332678,1460357678,25000,-2808.8076171875,1022998.125,0.8808998465538025,-0.03604635565349311,5463678.5,69291.0078125,5464117.860654721,49.86494445800781,0.9914215803146362,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,7,6,60167,60166,60.20818672,1505204668,1505229668,25000,1851.900634765625,1023001.5,0.41550877690315247,-0.017002644081403614,4705493.5,-209143.65625,4710139.079421314,47.14643096923828,0.9808163046836853,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,6,5,62659,62658,62.70066264,1567516566,1567541566,25000,-546.1519775390625,1022999.625,0.8403400778770447,-0.0343867033816275,-4376393.0,148433.703125,4378909.482356584,48.2388916015625,0.9864994287490845,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",93
fresh_cleanStatic,20,3,63575,63574,64.33136684,1608284171,1608309171,25000,-2967.0263671875,1022997.8125,0.880057692527771,-0.03601188377318829,2151992.5,-96820.1015625,2154169.411193749,42.95722961425781,0.9223511219024658,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,23,10,66782,66781,66.90262004,1672565501,1672590501,25000,-459.2332763671875,1022999.6875,0.13542279601097107,-0.005541499119983986,-6390065.0,73935.0078125,6390492.71102043,51.38092041015625,0.9932301640510559,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,20,3,67482,67481,68.2383742,1705959355,1705984355,25000,-2968.960205078125,1022997.875,0.9070013761520386,-0.03711441921702444,-2366533.75,-152592.859375,2371448.2011254854,41.9705810546875,0.9338719844818115,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,19,9,70633,70632,70.71447796,1767861949,1767886949,25000,2599.2109375,1023001.6875,0.2100953906774521,-0.00859711756796021,3828655.75,916070.0625,3936723.156562678,47.00990676879883,0.9801278710365295,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,3,2,72660,72659,72.7005342,1817513355,1817538355,25000,734.7997436523438,1023000.5625,0.6246826648712158,-0.025562028701890113,-6225014.5,603969.9375,6254245.374992414,51.906471252441406,0.9922237992286682,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",33
fresh_cleanStatic,13,8,74518,74517,74.60064696,1865016174,1865041174,25000,1813.60791015625,1023001.0,0.19085665047168732,-0.007809861771567464,-6675643.5,-178340.75,6678025.274151245,50.25776290893555,0.9890226125717163,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",28
fresh_cleanStatic,16,0,76537,76536,76.6193396,1915483490,1915508490,25000,-2813.9814453125,1022998.25,0.8625878691673279,-0.035297035225176215,-4806331.0,-587853.5625,4842147.198558192,49.45183563232422,0.9824109077453613,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,13,8,78233,78232,78.31564268,1957891067,1957916067,25000,1811.763427734375,1023001.1875,0.4432240426540375,-0.01813674887854524,-6115051.0,532637.3125,6138204.235708374,51.567665100097656,0.9908135533332825,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,6,5,80780,80779,80.821669,2020541725,2020566725,25000,-557.8811645507812,1022999.625,0.16475100815296173,-0.006741608782354072,-4434566.5,223264.625,4440183.232221238,47.41669845581055,0.9736942648887634,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,10,7,81953,81952,82.60036296,2065009074,2065034074,25000,601.0817260742188,1023000.125,0.7484737634658813,-0.030627550143392683,2051881.875,-201709.546875,2061772.5311619693,43.03678894042969,0.9396753907203674,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",30
fresh_cleanStatic,23,10,84880,84879,85.00062536,2125015634,2125040634,25000,-472.13739013671875,1022999.8125,0.78882896900177,-0.03227887549533516,6288905.0,172483.90625,6291269.887466302,52.450958251953125,0.9917138814926147,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",111
fresh_cleanStatic,3,2,87167,87166,87.20752748,2180188187,2180213187,25000,725.382568359375,1023000.5,0.7869627475738525,-0.032202531369977,-6280684.5,-707652.5,6320424.815571854,50.85586929321289,0.9886282682418823,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,19,9,88732,88731,88.81344816,2220336204,2220361204,25000,2591.01611328125,1023001.8125,0.20016899704933167,-0.008190929871510938,4910284.5,396085.46875,4926233.608903983,49.275997161865234,0.9859796762466431,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,16,0,91022,91021,91.10436548,2277609137,2277634137,25000,-2816.989501953125,1022998.3125,0.8388349413871765,-0.03432506918020472,5345478.0,593339.9375,5378307.106322259,49.984214782714844,0.9871849417686462,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,13,8,92618,92617,92.70062616,2317515654,2317540654,25000,1805.930908203125,1023001.25,0.4387786090373993,-0.017954842620740832,-5129579.5,-63685.59765625,5129974.8247110415,51.02483367919922,0.9891133308410645,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,16,0,94737,94736,94.81937212,2370484303,2370509303,25000,-2816.844970703125,1022998.0,0.8522660136222839,-0.03487465709614277,4869460.0,214592.921875,4874186.169374212,49.40614318847656,0.9822899103164673,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,7,6,96373,96372,96.41414416,2410353604,2410378604,25000,1850.7515869140625,1023001.25,0.437472403049469,-0.017901392606404425,4267478.0,-61833.01171875,4267925.936777982,47.24359893798828,0.9727099537849426,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,6,5,98859,98858,98.90067544,2472516886,2472541886,25000,-568.8535766601562,1022999.375,0.7616506814956665,-0.031166726845535637,-4566576.0,-378347.15625,4582222.488533098,48.42068099975586,0.9820492267608643,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",85
fresh_cleanStatic,10,7,100053,100052,100.70035612,2517508903,2517533903,25000,594.5503540039062,1023000.3125,0.7085424065589905,-0.02899356413317397,-1622139.625,-542948.8125,1710593.5741695925,40.68870162963867,0.9152474999427795,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",33
fresh_cleanStatic,23,10,102980,102979,103.10063084,2577515771,2577540771,25000,-482.80029296875,1022999.75,0.8989182710647583,-0.036783726662787196,6680987.0,656192.9375,6713134.622916025,52.07729721069336,0.9927294850349426,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",119
fresh_cleanStatic,3,2,105160,105159,105.20051928,2630012982,2630037982,25000,712.7572021484375,1023000.3125,0.45254209637641907,-0.018518028240499272,-5947059.5,115005.2421875,5948171.391467369,49.77809143066406,0.9861958026885986,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",48
fresh_cleanStatic,19,9,106819,106818,106.90041844,2672510461,2672535461,25000,2585.198974609375,1023001.5625,0.18013201653957367,-0.007371013375050388,-3938327.75,-154916.890625,3941373.454700909,47.344966888427734,0.9807353019714355,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,16,0,109220,109219,109.30239804,2732559951,2732584951,25000,-2818.697265625,1022998.1875,0.8865988850593567,-0.036279562098209706,6182463.5,292997.3125,6189402.423010195,49.52745819091797,0.9867568612098694,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,13,8,110736,110735,110.81860544,2770465136,2770490136,25000,1797.99072265625,1023001.125,0.4309520125389099,-0.01763457574593276,6904413.0,278126.9375,6910012.551937379,51.07830047607422,0.9931267499923706,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,6,5,113459,113458,113.50068076,2837517019,2837542019,25000,-577.622802734375,1022999.625,0.45835283398628235,-0.018755791091426163,-4598404.5,-153500.46875,4600965.805081224,47.84892272949219,0.9764437079429626,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",53
fresh_cleanStatic,13,8,114419,114418,114.50160124,2862540031,2862565031,25000,1795.767822265625,1023001.125,0.435340017080307,-0.01781413308922693,5205829.0,288213.6875,5213801.176387852,50.502986907958984,0.9880506992340088,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,20,3,116485,116484,117.24146652,2931036663,2931061663,25000,-2966.570068359375,1022998.375,0.8761828541755676,-0.03585334544097871,2558576.25,-691507.0,2650376.267270944,41.92283630371094,0.9356051087379456,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,10,7,118153,118152,118.8003494,2970008735,2970033735,25000,580.1654663085938,1023000.125,0.6692386865615845,-0.02738525040029347,-2296076.5,-298858.09375,2315444.547824917,42.91283416748047,0.9465017914772034,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",37
fresh_cleanStatic,19,9,121326,121325,121.40739468,3035184867,3035209867,25000,2578.243408203125,1023001.6875,0.19804564118385315,-0.008104041005324051,4772499.5,-572077.0,4806664.495409395,48.58772659301758,0.9875020980834961,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,16,0,123738,123737,123.82042404,3095510601,3095535601,25000,-2822.68115234375,1022998.0625,0.8544958233833313,-0.034965902869419606,-5734604.0,297594.28125,5742320.558193238,50.13326644897461,0.9886571764945984,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,13,8,125218,125217,125.30058896,3132514724,3132539724,25000,1791.35009765625,1023001.125,0.2511621415615082,-0.010277566134993286,6745638.0,21655.203125,6745672.759248435,51.18882369995117,0.9909313321113586,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",27
fresh_cleanStatic,6,5,127959,127958,128.00068612,3200017153,3200042153,25000,-588.0140380859375,1022999.5625,0.5593470335006714,-0.02288847082227439,4963676.0,-461407.5,4985075.356906077,48.285892486572266,0.9817168116569519,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",57
fresh_cleanStatic,13,8,128838,128837,128.92058484,3223014621,3223039621,25000,1787.7327880859375,1023001.125,0.4482085704803467,-0.01834071487344146,6822871.5,-952777.75,6889075.478350293,49.96577072143555,0.9871723651885986,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,20,3,131161,131160,131.91749416,3297937354,3297962354,25000,-2965.926025390625,1022998.0625,0.8720466494560242,-0.03568408131212518,2329873.25,313923.78125,2350926.9451643666,42.61623764038086,0.944233775138855,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,10,7,132553,132552,133.20034412,3330008603,3330033603,25000,571.1988525390625,1023000.375,0.648838996887207,-0.026550501485209464,2314651.25,-274370.78125,2330856.0090083424,42.58812713623047,0.9007113575935364,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",41
fresh_cleanStatic,20,3,135043,135042,135.79950148,3394987537,3395012537,25000,-2965.704345703125,1022998.0625,0.8674874305725098,-0.03549751842875123,-2459159.75,327112.59375,2480820.2927680826,43.0752067565918,0.946212112903595,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,3,2,137560,137559,137.60050484,3440012621,3440037621,25000,690.9187622070312,1023000.4375,0.7228421568870544,-0.029578713709556014,6308014.5,-316979.15625,6315973.615976179,51.19489288330078,0.986901581287384,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",26
fresh_cleanStatic,19,9,139433,139432,139.51436508,3487859127,3487884127,25000,2572.888916015625,1023001.5625,0.21964754164218903,-0.008987991131969728,-5047642.5,799368.3125,5110546.400027628,49.80353927612305,0.9915204048156738,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,16,0,141922,141921,142.00445664,3550111416,3550136416,25000,-2826.4912109375,1022998.25,0.8876518607139587,-0.03632265200478494,4982624.5,106723.265625,4983767.326373285,49.25067901611328,0.9868518710136414,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,7,6,143359,143358,143.400089,3585002225,3585027225,25000,1851.1173095703125,1023001.125,0.3733539581298828,-0.01527766076760292,-4983278.5,-208806.046875,4987651.20811127,47.09918212890625,0.9748737215995789,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",22
fresh_cleanStatic,6,5,146059,146058,146.10069292,3652517323,3652542323,25000,-597.6696166992188,1022999.75,0.7565000057220459,-0.03095597266914606,-4734719.5,-324679.75,4745838.775573852,48.37504577636719,0.9859746098518372,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",82
fresh_cleanStatic,7,6,146963,146962,147.00408476,3675102119,3675127119,25000,1851.1656494140625,1023001.1875,0.41505324840545654,-0.01698399863978058,4831409.5,49090.8515625,4831658.8940443,48.358543395996094,0.9767554998397827,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,23,10,150080,150079,150.20064572,3755016143,3755041143,25000,-511.88421630859375,1022999.6875,0.4338366687297821,-0.017752591061464325,-5732960.5,304308.65625,5741031.253427291,51.93851852416992,0.9915669560432434,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",53
fresh_cleanStatic,10,7,150657,150656,151.3043376,3782608440,3782633440,25000,558.9542236328125,1023000.5,0.8243774771690369,-0.033733542853306535,-1817164.875,69762.0390625,1818503.4850194606,43.62728500366211,0.965776801109314,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,19,9,153930,153929,154.01134144,3850283536,3850308536,25000,2566.67333984375,1023001.6875,0.19749216735363007,-0.008081392818831839,5529462.0,81916.1875,5530068.740189269,49.044864654541016,0.9870947003364563,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,3,2,155560,155559,155.60049704,3890012426,3890037426,25000,679.1547241210938,1023000.5,0.27312636375427246,-0.011176336267352104,5746859.5,-525853.75,5770867.896523825,50.878318786621094,0.9896790385246277,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",71
fresh_cleanStatic,7,6,157874,157873,157.91507196,3947876799,3947901799,25000,1848.3597412109375,1023001.25,0.44219228625297546,-0.018094530463086067,-4109247.25,671802.6875,4163800.164821168,48.426170349121094,0.9799805283546448,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,16,0,160118,160117,160.20048932,4005012233,4005037233,25000,-2830.939453125,1022998.125,0.8745244741439819,-0.03578547589263618,-5453936.0,196075.265625,5457459.427415463,49.419029235839844,0.9858842492103577,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,7,6,161459,161458,161.50006776,4037501694,4037526694,25000,1849.387451171875,1023001.1875,0.14089401066303253,-0.005765389608796798,4015259.75,-322628.15625,4028200.5644177324,47.57602310180664,0.980751633644104,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",30
fresh_cleanStatic,6,5,164259,164258,164.30069992,4107517498,4107542498,25000,-608.6343994140625,1022999.5,0.20857840776443481,-0.008535024274152517,4710180.0,45910.6640625,4710403.742936974,49.05349349975586,0.9827131628990173,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",24
fresh_cleanStatic,7,6,165064,165063,165.10506352,4127626588,4127651588,25000,1847.7867431640625,1023001.1875,0.42743387818336487,-0.017490614598372502,-4100656.25,-88086.90625,4101602.245917656,46.89038848876953,0.9734660983085632,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,23,10,168280,168279,168.40065168,4210016292,4210041292,25000,-522.3863525390625,1022999.6875,0.7864059209823608,-0.032179720456524195,6080201.0,400912.53125,6093404.225727543,51.2181396484375,0.9886152148246765,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",93
fresh_cleanStatic,10,7,168672,168671,169.31933124,4232983281,4233008281,25000,553.8092041015625,1023000.125,0.816412091255188,-0.03340758685622275,-1918928.0,466972.125,1974929.7796911707,43.54964065551758,0.9326907396316528,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,19,9,172032,172031,172.113312,4302832800,4302857800,25000,2559.394287109375,1023001.6875,0.182148739695549,-0.007453538723381795,5075141.0,-301085.5625,5084064.189782319,49.171722412109375,0.9856718182563782,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,3,2,173660,173659,173.70048932,4342512233,4342537233,25000,665.0101318359375,1023000.4375,0.4013117551803589,-0.016421684044936,6372582.0,369592.34375,6383290.675449663,51.14861297607422,0.9912110567092896,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",58
fresh_cleanStatic,20,3,175048,175047,175.8045768,4395114420,4395139420,25000,-2963.81591796875,1022998.375,0.8703040480613708,-0.03561278507690817,1272697.625,-547575.875,1385495.789803295,40.46994400024414,0.8790485858917236,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,16,0,178337,178336,178.41952208,4460488052,4460513052,25000,-2833.716796875,1022998.25,0.8633026480674744,-0.03532628392773569,5620803.5,-481938.8125,5641426.858925511,50.56438064575195,0.9911203384399414,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,7,6,179559,179558,179.60004652,4490001163,4490026163,25000,1848.4210205078125,1023001.25,0.29675379395484924,-0.012143180086322128,-4094744.0,-452713.15625,4119693.8754448537,47.61153793334961,0.9807434678077698,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",24
fresh_cleanStatic,6,5,182369,182368,182.410707,4560267675,4560292675,25000,-621.8142700195312,1022999.5625,0.18744038045406342,-0.007670057087973617,-4335047.5,676413.75,4387501.839138681,47.99547576904297,0.9805478453636169,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,7,6,183170,183169,183.21104228,4580276057,4580301057,25000,1848.9278564453125,1023001.375,0.42568543553352356,-0.01741907143473074,-3690003.75,67638.09375,3690623.604045825,47.83483123779297,0.9724817276000977,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
fresh_cleanStatic,23,10,186380,186379,186.50065776,4662516444,4662541444,25000,-533.468994140625,1022999.8125,0.6574810743331909,-0.026904120630606116,6913228.0,-385615.59375,6923974.3475930905,50.36398696899414,0.9893108606338501,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",79
fresh_cleanStatic,10,7,186761,186760,187.40832496,4685208124,4685233124,25000,542.1151733398438,1023000.0,0.8581149578094482,-0.03511406407356262,-2815030.75,611876.1875,2880762.1547561157,43.4130859375,0.9558001756668091,k-1,k,True,"[stamp(k-1),stamp(k-1)+25000)",20
