prn,window_bin_s,tap_E4_rel_prompt_mean,tap_E3_rel_prompt_mean,tap_E2_rel_prompt_mean,tap_E_rel_prompt_mean,tap_P_rel_prompt_mean,tap_L_rel_prompt_mean,tap_L2_rel_prompt_mean,tap_L3_rel_prompt_mean,tap_L4_rel_prompt_mean,window_start_s,window_end_s,tap_layout,label,run_id
1,264.0,1.4804788,1.4029744,1.2886107,1.1583635,1.0,1.1275856,1.2360162,1.3474585,1.4135996,264.0,264.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,264.5,1.4176693,1.332998,1.1919342,1.1427706,1.0,1.1756209,1.3523642,1.4155388,1.4591321,264.5,265.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,265.0,1.3621497,1.3096703,1.2019868,1.0845023,1.0,1.1051825,1.1870949,1.2726351,1.3506844,265.0,265.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,265.5,1.5126346,1.4085743,1.2884079,1.1217105,1.0,1.1948266,1.3030577,1.4618127,1.6114992,265.5,266.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,266.0,1.4939225,1.4400413,1.2946638,1.1935855,1.0,1.0906922,1.2107384,1.3034127,1.4017358,266.0,266.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,266.5,1.3236557,1.231651,1.174093,1.0933317,1.0,1.0390258,1.0918237,1.1953183,1.21767,266.5,267.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,267.0,1.3246297,1.2187896,1.1352834,1.0714856,1.0,1.1054071,1.2073983,1.2966766,1.3074284,267.0,267.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,267.5,1.271171,1.2509277,1.1961485,1.0756825,1.0,1.1375954,1.2583755,1.3155427,1.3546157,267.5,268.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,268.0,1.3197073,1.2521225,1.24067,1.1644208,1.0,1.0968882,1.1670974,1.2373601,1.2934192,268.0,268.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,268.5,1.6184497,1.5230002,1.381802,1.1735233,1.0,1.1997718,1.4530252,1.5732005,1.658572,268.5,269.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,269.0,1.4360201,1.3809354,1.2584976,1.127474,1.0,1.1771842,1.3210746,1.4475754,1.5065274,269.0,269.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,269.5,1.2797542,1.2338204,1.1920881,1.0931768,1.0,1.1103712,1.1965226,1.2063674,1.2111772,269.5,270.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,270.0,1.2989784,1.2825819,1.1825767,1.1149839,1.0,1.1323391,1.2361485,1.3242671,1.3953848,270.0,270.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,270.5,1.6284035,1.4689665,1.3855736,1.2071167,1.0,1.1890106,1.3028619,1.3728716,1.4505768,270.5,271.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,271.0,1.4284971,1.3327497,1.2945371,1.1134838,1.0,1.1579998,1.2574838,1.357964,1.4060652,271.0,271.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,271.5,1.360511,1.2780622,1.2102852,1.1177455,1.0,1.1313305,1.1757582,1.2245106,1.3217372,271.5,272.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,272.0,1.5297025,1.4112194,1.2926738,1.1819404,1.0,1.0956987,1.2401395,1.3808908,1.4397539,272.0,272.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,272.5,1.4814571,1.4244035,1.3141286,1.1624315,1.0,1.098655,1.2300125,1.2976723,1.3429645,272.5,273.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,273.0,1.3481678,1.304715,1.2752078,1.1612977,1.0,1.1017495,1.2502198,1.2979419,1.3712009,273.0,273.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
1,273.5,1.4159526,1.3212762,1.2190533,1.1179428,1.0,1.1281219,1.2075887,1.3523219,1.3910134,273.5,274.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,0.0,0.5374359,0.6480429,0.7645213,0.880674,1.0,0.9158988,0.7879582,0.66404116,0.5445834,0.0,0.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,0.5,0.5537774,0.67024314,0.7859132,0.9051783,1.0,0.8803713,0.75464803,0.6365136,0.5166909,0.5,1.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,1.0,0.5406428,0.65714455,0.77229816,0.8927392,1.0,0.88672245,0.7625925,0.63809943,0.51916057,1.0,1.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,1.5,0.5324808,0.6467094,0.76978433,0.88613915,1.0,0.89316165,0.7683898,0.6447288,0.524279,1.5,2.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,2.0,0.52521765,0.64501745,0.766385,0.88892245,1.0,0.88806677,0.7653176,0.6441348,0.52831215,2.0,2.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,2.5,0.5383396,0.6529421,0.7719576,0.89382374,1.0,0.8889222,0.76106864,0.6371719,0.5129003,2.5,3.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,3.0,0.53701574,0.6506111,0.7722114,0.8924406,1.0,0.8886984,0.7651883,0.6401309,0.52087826,3.0,3.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,3.5,0.5290221,0.6479516,0.768791,0.8907476,1.0,0.890575,0.76850164,0.6461864,0.53165793,3.5,4.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,4.0,0.5232115,0.64413464,0.7627587,0.8880286,1.0,0.8922207,0.7726505,0.6571722,0.5390379,4.0,4.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,4.5,0.5247289,0.6460121,0.7715965,0.8929317,1.0,0.8904313,0.7620847,0.6396258,0.5245354,4.5,5.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,5.0,0.5158302,0.6345017,0.7638489,0.88954306,1.0,0.8929365,0.77546704,0.6564025,0.53406924,5.0,5.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,5.5,0.52476037,0.64241683,0.7685947,0.8935197,1.0,0.886518,0.76388454,0.641608,0.52312535,5.5,6.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,6.0,0.50688016,0.6311033,0.7581573,0.8863736,1.0,0.89243764,0.77255213,0.65361017,0.53876096,6.0,6.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,6.5,0.51718974,0.63767964,0.7633264,0.8899546,1.0,0.88923925,0.769242,0.6508212,0.537981,6.5,7.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,7.0,0.5197233,0.63844496,0.7629777,0.88738275,1.0,0.8856464,0.7686781,0.6476642,0.53295434,7.0,7.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,7.5,0.5318403,0.64342,0.76583534,0.89201796,1.0,0.89031535,0.7681661,0.64972675,0.5335079,7.5,8.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,8.0,0.5214356,0.63642544,0.76036483,0.88862807,1.0,0.8892159,0.7669386,0.648084,0.5299784,8.0,8.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,8.5,0.5316583,0.64320135,0.7647058,0.8904904,1.0,0.88899213,0.7689632,0.6524552,0.5361395,8.5,9.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,9.0,0.5299434,0.6470846,0.7683962,0.89083344,1.0,0.8944166,0.7726568,0.6548544,0.53609383,9.0,9.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,9.5,0.53200346,0.6476394,0.7700707,0.8926487,1.0,0.88994324,0.76569027,0.6436612,0.53299475,9.5,10.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,10.0,0.53620297,0.6524157,0.77204543,0.89270115,1.0,0.8942835,0.7706459,0.6510783,0.5393041,10.0,10.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,10.5,0.5320536,0.64757323,0.7690364,0.8924942,1.0,0.8949205,0.77442795,0.660587,0.5438405,10.5,11.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,11.0,0.5292133,0.6511029,0.7709437,0.8944519,1.0,0.8904944,0.76542133,0.6419768,0.5273581,11.0,11.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,11.5,0.53459775,0.6542976,0.7730036,0.8932714,1.0,0.89397174,0.76912403,0.64647055,0.52766824,11.5,12.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,12.0,0.5405065,0.6512194,0.7722219,0.89199114,1.0,0.8947084,0.7698776,0.64615536,0.5306617,12.0,12.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,12.5,0.46550232,0.5861483,0.7332819,0.877807,1.0,0.9020275,0.8013527,0.6774635,0.5585832,12.5,13.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,13.0,0.5208064,0.6402182,0.75064194,0.88407487,1.0,0.8990535,0.77076554,0.6660227,0.5682032,13.0,13.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,13.5,0.55713195,0.6784197,0.79182786,0.90092057,1.0,0.8961533,0.7782949,0.66909456,0.53937227,13.5,14.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,14.0,0.48671,0.61135095,0.7411459,0.88695455,1.0,0.8962647,0.78523564,0.68694687,0.581928,14.0,14.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,14.5,0.5617087,0.66694146,0.7895442,0.91274905,1.0,0.8955169,0.7718437,0.65937924,0.52674437,14.5,15.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,15.0,0.51526767,0.6374102,0.7588793,0.89433587,1.0,0.89350736,0.7607751,0.6335874,0.5278686,15.0,15.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,15.5,0.5410589,0.6517933,0.7746742,0.8979348,1.0,0.8997426,0.76593035,0.6250087,0.5108046,15.5,16.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,16.0,0.54030263,0.6508656,0.7742811,0.8860272,1.0,0.9003143,0.78324294,0.6603727,0.5209894,16.0,16.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,16.5,0.5412338,0.6654393,0.77582383,0.8860315,1.0,0.8865378,0.76354516,0.6444048,0.50991726,16.5,17.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,17.0,0.53297955,0.6548136,0.7793274,0.89943445,1.0,0.8845634,0.7562561,0.62651575,0.51073873,17.0,17.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,17.5,0.5378752,0.65432554,0.78389704,0.89273435,1.0,0.88170654,0.76612604,0.6434046,0.5072655,17.5,18.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,18.0,0.51719546,0.6379444,0.7533777,0.89529985,1.0,0.9253709,0.8076471,0.6830109,0.55830413,18.0,18.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,18.5,0.51618767,0.6294483,0.7563274,0.8837943,1.0,0.8714033,0.7432805,0.6412823,0.53434837,18.5,19.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,19.0,0.49248162,0.61260134,0.7310827,0.88428116,1.0,0.9118386,0.7951695,0.69538337,0.6014599,19.0,19.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,19.5,0.48862076,0.6197258,0.7560347,0.87732285,1.0,0.8907163,0.7765815,0.6474446,0.5411902,19.5,20.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,20.0,0.5377973,0.646168,0.7516728,0.8796305,1.0,0.87995577,0.7503673,0.6407168,0.4884887,20.0,20.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,20.5,0.4764987,0.61110234,0.7354712,0.8641787,1.0,0.91700995,0.7902538,0.6676452,0.53767717,20.5,21.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,21.0,0.57242006,0.67515075,0.78213483,0.89504224,1.0,0.8915473,0.7594191,0.62323475,0.5015221,21.0,21.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,21.5,0.5511696,0.66495204,0.7744149,0.88729507,1.0,0.87627023,0.7324504,0.59157735,0.4892338,21.5,22.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,22.0,0.507756,0.62784475,0.7667342,0.8862845,1.0,0.8862368,0.77196765,0.6487838,0.5391901,22.0,22.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,22.5,0.52874595,0.6311087,0.7318649,0.86456126,1.0,0.91125166,0.77307886,0.6438669,0.5261072,22.5,23.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,23.0,0.5338665,0.66454816,0.7795734,0.8912575,1.0,0.89818084,0.7710267,0.6381386,0.5275813,23.0,23.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,23.5,0.5581405,0.684926,0.7978017,0.8987601,1.0,0.8923092,0.77908236,0.6511383,0.5252272,23.5,24.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,24.0,0.5460339,0.6612755,0.77586466,0.88513297,1.0,0.91300684,0.81246084,0.69636583,0.57255816,24.0,24.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,24.5,0.5107229,0.62256557,0.7493713,0.88057226,1.0,0.88742423,0.7712459,0.6352934,0.5250639,24.5,25.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,25.0,0.56584907,0.69854707,0.7974213,0.90581703,1.0,0.8793187,0.7619204,0.6547244,0.5485355,25.0,25.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,25.5,0.5598006,0.68237853,0.7966924,0.89867765,1.0,0.8979466,0.7528308,0.6386376,0.5369745,25.5,26.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,26.0,0.5489875,0.659466,0.74887794,0.87621516,1.0,0.8965465,0.74820703,0.6383795,0.5402963,26.0,26.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,26.5,0.57632947,0.6893256,0.79017276,0.9045987,1.0,0.87048864,0.74564743,0.63918173,0.5548459,26.5,27.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,27.0,0.5512702,0.65655655,0.7665729,0.8774085,1.0,0.88084793,0.763243,0.6458587,0.5367926,27.0,27.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,27.5,0.5645472,0.6747589,0.775744,0.87946737,1.0,0.88819146,0.7693814,0.6576268,0.54212713,27.5,28.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,28.0,0.5076184,0.6358904,0.7587762,0.87238806,1.0,0.8778913,0.76919293,0.63659614,0.5292094,28.0,28.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,28.5,0.527593,0.6532716,0.77682036,0.8950928,1.0,0.8876141,0.76660365,0.6528005,0.52795064,28.5,29.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,29.0,0.5766295,0.6818203,0.7950222,0.8938195,1.0,0.8959101,0.7910031,0.66566414,0.54416174,29.0,29.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,29.5,0.5563671,0.67810607,0.78085107,0.91129196,1.0,0.87200564,0.7509714,0.6268302,0.50009227,29.5,30.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,30.0,0.58087254,0.6733151,0.77984077,0.88850486,1.0,0.8706802,0.7290391,0.5971071,0.4954143,30.0,30.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,30.5,0.55335504,0.6590988,0.78029555,0.89427304,1.0,0.87957036,0.75330764,0.64385855,0.5074114,30.5,31.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,31.0,0.5117402,0.6415447,0.76281255,0.9083193,1.0,0.88465226,0.762883,0.63544077,0.5020229,31.0,31.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,31.5,0.5657987,0.6647331,0.77989227,0.8884392,1.0,0.88419855,0.7606935,0.670111,0.57031316,31.5,32.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,32.0,0.5248233,0.6352493,0.77197057,0.8921021,1.0,0.87877035,0.74013466,0.62199175,0.5072233,32.0,32.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,32.5,0.5016868,0.6233972,0.74974257,0.8793363,1.0,0.88364905,0.75433815,0.64596313,0.515828,32.5,33.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,33.0,0.5216791,0.6533963,0.7509442,0.88873976,1.0,0.88754356,0.7697056,0.6680701,0.54328483,33.0,33.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,33.5,0.58323586,0.688776,0.78524977,0.90525955,1.0,0.89007056,0.74993753,0.6125077,0.5079458,33.5,34.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,34.0,0.56759584,0.67914283,0.78395414,0.87878823,1.0,0.8858469,0.7644104,0.6576931,0.5286489,34.0,34.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,34.5,0.5566772,0.6583254,0.7732035,0.90402544,1.0,0.881772,0.7545381,0.6325818,0.49434105,34.5,35.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,35.0,0.54061127,0.6330269,0.76451474,0.8956901,1.0,0.87435305,0.7583351,0.66725785,0.5646212,35.0,35.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,35.5,0.5263668,0.6439949,0.76896125,0.90104187,1.0,0.86950034,0.73387885,0.61491334,0.50427556,35.5,36.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,36.0,0.49346092,0.6112517,0.73354155,0.8666838,1.0,0.8793709,0.7700833,0.6783145,0.5706026,36.0,36.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,36.5,0.5428001,0.6540682,0.77606064,0.89839035,1.0,0.88646674,0.7646338,0.6271227,0.50955844,36.5,37.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,37.0,0.49782154,0.6361561,0.7718896,0.8938808,1.0,0.87448853,0.76406723,0.6568378,0.56038505,37.0,37.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,37.5,0.51917005,0.6461418,0.7697522,0.89137465,1.0,0.8580767,0.7382189,0.63523704,0.521751,37.5,38.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,38.0,0.49818847,0.63107747,0.7462764,0.887397,1.0,0.902664,0.80939835,0.7082832,0.58086646,38.0,38.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,38.5,0.52246183,0.660457,0.7814621,0.9126353,1.0,0.8962783,0.76593924,0.63252044,0.50849795,38.5,39.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,39.0,0.5459255,0.66125333,0.76256424,0.8941154,1.0,0.89169985,0.74995595,0.62940377,0.51565194,39.0,39.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,39.5,0.53720075,0.63452804,0.75541854,0.8846266,1.0,0.89977235,0.7783935,0.64667773,0.525112,39.5,40.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,40.0,0.60508317,0.71400774,0.81692445,0.91405123,1.0,0.90362215,0.77847373,0.6474861,0.5215015,40.0,40.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,40.5,0.5147963,0.64497584,0.7800103,0.8990809,1.0,0.89658767,0.76483214,0.6407418,0.508759,40.5,41.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
10,41.0,0.53474164,0.65336746,0.78293014,0.8923567,1.0,0.91246474,0.7888842,0.68659896,0.5547533,41.0,41.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_DS1_reconstructed_method_a_magnitude,DS1
