prn,window_bin_s,tap_E4_rel_prompt_mean,tap_E3_rel_prompt_mean,tap_E2_rel_prompt_mean,tap_E_rel_prompt_mean,tap_P_rel_prompt_mean,tap_L_rel_prompt_mean,tap_L2_rel_prompt_mean,tap_L3_rel_prompt_mean,tap_L4_rel_prompt_mean,window_start_s,window_end_s,tap_layout,label,run_id
10,2.5,0.545891,0.65897185,0.77283984,0.88848764,1.0,0.8832276,0.756385,0.6347108,0.51617104,2.5,3.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,3.0,0.5436266,0.6589141,0.77306867,0.8933526,1.0,0.8869124,0.7613471,0.6436286,0.52516985,3.0,3.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,3.5,0.54368603,0.6589768,0.7751165,0.8953094,1.0,0.8832077,0.76039547,0.6368528,0.5157978,3.5,4.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,4.0,0.541429,0.6571353,0.7798058,0.8972205,1.0,0.88138777,0.7570595,0.6350279,0.5150649,4.0,4.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,4.5,0.5327513,0.652697,0.7748388,0.8995082,1.0,0.88009185,0.7568825,0.6366793,0.52114356,4.5,5.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,5.0,0.542412,0.6562535,0.7755989,0.89804757,1.0,0.88608605,0.7579078,0.6336887,0.51038045,5.0,5.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,5.5,0.53553337,0.6506339,0.7730052,0.8928624,1.0,0.88633054,0.7630129,0.63998824,0.5211583,5.5,6.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,6.0,0.530541,0.64795184,0.7702206,0.8915324,1.0,0.88802874,0.7652978,0.643006,0.52940714,6.0,6.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,6.5,0.5234563,0.6431547,0.7623924,0.88784,1.0,0.89125943,0.7712051,0.6557117,0.5378933,6.5,7.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,7.0,0.51936316,0.6417978,0.76680005,0.8895369,1.0,0.8905074,0.7640357,0.64156526,0.5257387,7.0,7.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,7.5,0.5094465,0.6279117,0.7578326,0.8830995,1.0,0.8951709,0.7775149,0.65861624,0.5359026,7.5,8.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,8.0,0.51729685,0.6341103,0.7594018,0.88491976,1.0,0.8920659,0.76947176,0.6488039,0.5291826,8.0,8.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,8.5,0.5007489,0.6235928,0.75053596,0.8787184,1.0,0.90076333,0.7801439,0.6611603,0.5437019,8.5,9.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,9.0,0.5097165,0.6300471,0.75659007,0.8838068,1.0,0.89279187,0.77350825,0.65484697,0.5405183,9.0,9.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,9.5,0.51799995,0.6361057,0.7600413,0.8844959,1.0,0.8861777,0.76816624,0.6464873,0.53313655,9.5,10.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,10.0,0.53092605,0.6433482,0.76498586,0.89176375,1.0,0.88725954,0.765577,0.6476601,0.53124815,10.0,10.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,10.5,0.52455366,0.640249,0.7657394,0.89360416,1.0,0.88396937,0.76320314,0.64391935,0.5254039,10.5,11.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,11.0,0.5361899,0.64883596,0.7709119,0.8954372,1.0,0.8833437,0.76309925,0.6462967,0.52930135,11.0,11.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,11.5,0.529852,0.6468018,0.76772344,0.8909351,1.0,0.8906516,0.76776844,0.65031695,0.5309885,11.5,12.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,12.0,0.5304073,0.6461912,0.7689808,0.8906198,1.0,0.89075947,0.7659408,0.6447841,0.5340247,12.0,12.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,12.5,0.5336081,0.6482276,0.7687457,0.8900175,1.0,0.8953433,0.77195436,0.6523261,0.54142654,12.5,13.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,13.0,0.558056,0.68029207,0.80321044,0.918154,1.0,0.8766833,0.7550961,0.6264211,0.49181002,13.0,13.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,13.5,0.50405186,0.6312883,0.7622601,0.9010551,1.0,0.89128596,0.7609926,0.6492129,0.5401726,13.5,14.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,14.0,0.5047029,0.62756324,0.7572901,0.8908322,1.0,0.8971203,0.7792504,0.66807973,0.5378735,14.0,14.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,14.5,0.54194427,0.64794385,0.7652648,0.8879539,1.0,0.8924817,0.7530146,0.6158263,0.5031562,14.5,15.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,15.0,0.46422336,0.5880144,0.735035,0.8791086,1.0,0.90293264,0.79550844,0.6771974,0.553957,15.0,15.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,15.5,0.5230707,0.64162725,0.7506584,0.8852108,1.0,0.89997447,0.7690316,0.6715594,0.5676487,15.5,16.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,16.0,0.5607696,0.68536305,0.79302114,0.90134466,1.0,0.89573866,0.7770159,0.6651627,0.5339246,16.0,16.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,16.5,0.48087513,0.6056103,0.7389096,0.8871152,1.0,0.90065485,0.78978723,0.69272155,0.579792,16.5,17.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,17.0,0.5589379,0.6578905,0.7887465,0.9116784,1.0,0.88887,0.76478076,0.65706,0.527519,17.0,17.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,17.5,0.5071746,0.62828463,0.7552623,0.88495016,1.0,0.88772196,0.7599297,0.6366714,0.5263631,17.5,18.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,18.0,0.54152286,0.65059364,0.7702654,0.889089,1.0,0.89949715,0.7629215,0.6252468,0.5079159,18.0,18.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,18.5,0.5425748,0.65612566,0.780016,0.8883038,1.0,0.8995189,0.78750277,0.6668232,0.5255211,18.5,19.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,19.0,0.539554,0.6650563,0.77456987,0.8886587,1.0,0.88410497,0.75657386,0.6411928,0.51021445,19.0,19.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,19.5,0.52842575,0.6522198,0.77605104,0.89619607,1.0,0.8845806,0.7579929,0.6238982,0.50926584,19.5,20.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,20.0,0.5406664,0.64897484,0.7850108,0.8992689,1.0,0.8839823,0.76965433,0.6467722,0.5097254,20.0,20.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,20.5,0.51615286,0.6387312,0.75765383,0.89433044,1.0,0.92163223,0.8040456,0.67655516,0.55732065,20.5,21.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,21.0,0.52401924,0.6268795,0.75452334,0.8856108,1.0,0.86470294,0.7379837,0.6394128,0.5292428,21.0,21.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,21.5,0.48863193,0.609689,0.72165895,0.8800934,1.0,0.9077133,0.7952297,0.6908367,0.5975673,21.5,22.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,22.0,0.48302197,0.61752313,0.75450814,0.8830235,1.0,0.8968193,0.7827769,0.656105,0.5534487,22.0,22.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,22.5,0.5360945,0.64067054,0.74721587,0.8777378,1.0,0.8783199,0.754189,0.63760495,0.48754734,22.5,23.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,23.0,0.47928774,0.61431575,0.73983717,0.868166,1.0,0.91780967,0.79102486,0.66257906,0.54088706,23.0,23.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,23.5,0.56517905,0.67522985,0.784095,0.8921339,1.0,0.8884713,0.75886273,0.61970407,0.50462306,23.5,24.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,24.0,0.55205965,0.6616669,0.77261925,0.8822589,1.0,0.87645966,0.731283,0.59305954,0.4832953,24.0,24.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,24.5,0.50932175,0.63083565,0.76703733,0.8859093,1.0,0.8837345,0.7710814,0.6495258,0.5396168,24.5,25.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,25.0,0.52775216,0.6322623,0.7327682,0.8684283,1.0,0.9106004,0.7721015,0.65395683,0.5235083,25.0,25.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,25.5,0.54103607,0.6679606,0.78206897,0.8873376,1.0,0.89811003,0.7702911,0.6372462,0.5213879,25.5,26.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,26.0,0.5485357,0.6807042,0.7935978,0.89954054,1.0,0.88487357,0.7730989,0.64995664,0.5180223,26.0,26.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,26.5,0.5428143,0.6567045,0.77767694,0.88480675,1.0,0.9124976,0.8129464,0.6962256,0.5682723,26.5,27.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,27.0,0.5134106,0.6163276,0.7527335,0.8789556,1.0,0.89254236,0.77185816,0.6389981,0.51916075,27.0,27.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,27.5,0.564528,0.70195717,0.79717064,0.9075298,1.0,0.87194055,0.7580428,0.6502743,0.5414216,27.5,28.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,28.0,0.5557517,0.6705886,0.7883794,0.89268637,1.0,0.89531195,0.753573,0.63904935,0.5407186,28.0,28.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,28.5,0.5484403,0.665351,0.7464084,0.87062746,1.0,0.8897802,0.74768835,0.63790125,0.538499,28.5,29.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,29.0,0.57639045,0.68472296,0.7948906,0.89780265,1.0,0.86247844,0.74395674,0.636855,0.54434913,29.0,29.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,29.5,0.5549072,0.65454084,0.7671872,0.8802431,1.0,0.8813352,0.7697253,0.6482888,0.5402086,29.5,30.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,30.0,0.56899065,0.6796899,0.7766926,0.88309723,1.0,0.8953901,0.769222,0.6595984,0.54444903,30.0,30.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,30.5,0.5085725,0.633887,0.7588746,0.872909,1.0,0.8795174,0.76407576,0.63310206,0.5297775,30.5,31.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,31.0,0.5221151,0.6508806,0.7745812,0.89550567,1.0,0.8889463,0.76771545,0.65787596,0.53139853,31.0,31.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,31.5,0.57342035,0.6825129,0.7957088,0.89185584,1.0,0.89213866,0.7861281,0.66467756,0.54247236,31.5,32.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,32.0,0.55289906,0.67076284,0.77748305,0.9108448,1.0,0.8782441,0.7555731,0.6309107,0.50453275,32.0,32.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,32.5,0.5738838,0.67449325,0.7780049,0.88930565,1.0,0.8636616,0.73101133,0.5966048,0.49871013,32.5,33.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,33.0,0.5499156,0.6615206,0.78577363,0.8959198,1.0,0.87497866,0.7571608,0.64792603,0.5100919,33.0,33.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,33.5,0.5099784,0.63712484,0.76008505,0.90625054,1.0,0.88849103,0.7667752,0.63666403,0.5038882,33.5,34.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,34.0,0.5633914,0.6710134,0.7832243,0.8903395,1.0,0.89020014,0.76908416,0.6790404,0.5757215,34.0,34.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,34.5,0.5281954,0.6379451,0.7776798,0.8976128,1.0,0.8755123,0.74086183,0.6256332,0.50777614,34.5,35.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,35.0,0.5048232,0.6248648,0.7549651,0.8779823,1.0,0.8859727,0.7557,0.64237654,0.5137897,35.0,35.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,35.5,0.526299,0.64778554,0.752479,0.8891278,1.0,0.89121115,0.7690409,0.6681898,0.5410131,35.5,36.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,36.0,0.58493704,0.691211,0.7824669,0.9111363,1.0,0.887189,0.74998754,0.6137272,0.50571233,36.0,36.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,36.5,0.57316214,0.68950576,0.79200816,0.88392484,1.0,0.89491034,0.770355,0.66233015,0.5303217,36.5,37.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,37.0,0.5562614,0.6601075,0.7656089,0.8992315,1.0,0.87884766,0.7517668,0.6263143,0.48860916,37.0,37.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,37.5,0.53597295,0.62933874,0.7689173,0.89234954,1.0,0.8730071,0.76185626,0.66559273,0.55967647,37.5,38.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,38.0,0.5246356,0.6443577,0.77152014,0.9003556,1.0,0.8717,0.7468616,0.61731356,0.50324094,38.0,38.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,38.5,0.48939428,0.61240095,0.7271976,0.8659904,1.0,0.87758756,0.77387613,0.6828882,0.5819314,38.5,39.0,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
10,39.0,0.54003143,0.6540143,0.7779146,0.8963696,1.0,0.87758046,0.7690097,0.63260984,0.51083636,39.0,39.5,"E4,E3,E2,E,P,L,L2,L3,L4",texbat_cleanStatic_reconstructed_method_a_magnitude,cleanStatic
