dataset,prn,channel,loop_sequence,raw_sample_start,raw_sample_end,receiver_timestamp_s,sample_count,selection_origin,source_dump,record_index,code_frequency_chips_s,carrier_doppler_hz,residual_code_phase_chips,residual_carrier_phase_rad,carrier_phase_accumulator_rad
OAKBAT.cleanStatic,10,10,31,150157318,150162318,30.0314636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,31,1023000.6851519766,1189.6927490234375,0.09507333032878289,1.640257477760315,-138457.9123695004
OAKBAT.cleanStatic,10,10,32,150162318,150167318,30.0324636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,32,1023000.6538295535,1190.4012451171875,0.09441949786429019,2.8365838527679443,-138465.39188111338
OAKBAT.cleanStatic,10,10,33,150167318,150172318,30.0334636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,33,1023000.6508986037,1189.91552734375,0.09376859898996558,4.029858112335205,-138472.86834087156
OAKBAT.cleanStatic,10,10,34,150172318,150177318,30.0344636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,34,1023000.6362297582,1189.2728271484375,0.0931323678871792,5.2190937995910645,-138480.34076242533
OAKBAT.cleanStatic,10,10,35,150177318,150182318,30.0354636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,35,1023000.7210522811,1190.6593017578125,0.09241132332824946,0.1338561624288559,-138487.821895456
OAKBAT.cleanStatic,10,10,36,150182318,150187318,30.0364636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,36,1023000.6829888482,1189.4659423828125,0.0917283310415752,1.3243056535720825,-138495.29553038857
OAKBAT.cleanStatic,10,10,37,150187318,150192318,30.0374636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,37,1023000.6551159283,1189.44091796875,0.09107321261403618,2.5145986080169678,-138502.7690080881
OAKBAT.cleanStatic,10,10,38,150192318,150197318,30.0384636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,38,1023000.5556016748,1189.5819091796875,0.09051760207998852,3.7057769298553467,-138510.24337166155
OAKBAT.cleanStatic,10,10,39,150197318,150202318,30.0394636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,39,1023000.6495675085,1189.5421142578125,0.0898680428858125,4.896705150604248,-138517.71748519613
OAKBAT.cleanStatic,10,10,40,150202318,150207318,30.0404636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,40,1023000.7094139025,1189.4200439453125,0.08915863424070246,6.086866855621338,-138525.1908317403
OAKBAT.cleanStatic,10,10,41,150207318,150212318,30.0414636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,41,1023000.668882881,1189.6812744140625,0.0884897478274225,0.9954847097396851,-138532.66581964394
OAKBAT.cleanStatic,10,10,42,150212318,150217318,30.0424636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,42,1023000.7461372925,1188.791259765625,0.08774361721739404,2.181694746017456,-138540.1352154206
OAKBAT.cleanStatic,10,10,43,150217318,150222318,30.0434636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,43,1023000.6308635384,1189.806640625,0.0871127437919441,3.3742854595184326,-138547.61099102336
OAKBAT.cleanStatic,10,10,44,150222318,150227318,30.0444636,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,44,1023000.7216933192,1190.7503662109375,0.08639105820741332,4.572804927825928,-138555.09269622885
OAKBAT.cleanStatic,10,10,671,153357316,153362316,30.6714632,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,671,1023000.6834835694,1188.7608642578125,0.05989763921068362,0.5986741781234741,-143238.37483059173
OAKBAT.cleanStatic,10,10,1322,156612313,156617313,31.3224626,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,1322,1023000.769579062,1188.544677734375,0.18232646502631905,6.217381000518799,-148100.89579632922
OAKBAT.cleanStatic,10,10,1973,159867311,159872311,31.9734622,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,1973,1023000.729989044,1188.4210205078125,0.08001788994166453,4.364260196685791,-152962.2281393519
OAKBAT.cleanStatic,10,10,2624,163122308,163127308,32.6244616,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,2624,1023000.7780655714,1188.245361328125,0.17543622680673926,1.7995344400405884,-157822.84885795118
OAKBAT.cleanStatic,10,10,3275,166377306,166382306,33.2754612,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,3275,1023000.8242110581,1188.080322265625,0.06669859933388127,4.7398457527160645,-162682.69144651704
OAKBAT.cleanStatic,10,10,3927,169637303,169642303,33.9274606,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,3927,1023000.8239958215,1187.037109375,0.16674724119672982,1.7310596704483032,-167549.15130528255
OAKBAT.cleanStatic,10,10,4578,172892301,172897301,34.5784602,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,4578,1023000.7345457773,1187.7818603515625,0.06763963886023781,2.9887006282806396,-172407.31120557716
OAKBAT.cleanStatic,10,10,5229,176147298,176152298,35.2294596,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,5229,1023000.7235469366,1187.3607177734375,0.1752391575997902,3.520587682723999,-177264.7453570674
OAKBAT.cleanStatic,10,10,5880,179402296,179407296,35.8804592,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,5880,1023000.7489611078,1186.9241943359375,0.0834282095417321,3.187544584274292,-182121.3145747442
OAKBAT.cleanStatic,10,10,6531,182657293,182662293,36.5314586,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,6531,1023000.8528331212,1186.8204345703125,0.19587719293972713,2.1152312755584717,-186977.14450762092
OAKBAT.cleanStatic,10,10,7182,185912291,185917291,37.1824582,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,7182,1023000.8044616989,1187.8289794921875,0.10282836161820907,0.2027639001607895,-191832.13430750003
OAKBAT.cleanStatic,10,10,7834,189172289,189177289,37.8344578,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,7834,1023000.6959892176,1187.994140625,0.008555150876950987,4.95168924331665,-196693.785497015
OAKBAT.cleanStatic,10,10,8485,192427286,192432286,38.4854572,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,8485,1023000.7653938773,1186.455078125,0.12399922143607459,1.4624515771865845,-201547.19852800795
OAKBAT.cleanStatic,10,10,9136,195682284,195687284,39.1364568,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,9136,1023000.7560744989,1186.332275390625,0.032206063767870094,3.3952577114105225,-206399.75042170167
OAKBAT.cleanStatic,10,10,9787,198937281,198942281,39.7874562,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,9787,1023000.7779558753,1185.83056640625,0.1444252705216076,4.56650972366333,-211251.5407617307
OAKBAT.cleanStatic,10,10,10438,202192279,202197279,40.4384558,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,10438,1023000.770738072,1185.619384765625,0.05217742417215124,4.887110233306885,-216102.48044938777
OAKBAT.cleanStatic,10,10,11089,205447276,205452276,41.0894552,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,11089,1023000.748997125,1185.271728515625,0.16457434195032475,4.443274021148682,-220952.65568802133
OAKBAT.cleanStatic,10,10,11741,208707274,208712274,41.7414548,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,11741,1023000.7439196786,1185.7357177734375,0.0719920405855296,4.364638805389404,-225809.479313524
OAKBAT.cleanStatic,10,10,12392,211962271,211967271,42.3924542,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,12392,1023000.748474795,1185.8089599609375,0.18521406798244353,2.2356250286102295,-230657.96937653524
OAKBAT.cleanStatic,10,10,13043,215217269,215222269,43.0434538,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,13043,1023000.7686496897,1183.5816650390625,0.09274639390643918,5.713071346282959,-235505.78269993624
OAKBAT.cleanStatic,10,10,13694,218472267,218477267,43.6944534,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,13694,1023000.6427758166,1185.646240234375,0.0007778180977515561,2.040361166000366,-240352.72906846218
OAKBAT.cleanStatic,10,10,14345,221727264,221732264,44.3454528,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,14345,1023000.8391416654,1184.2991943359375,0.11434780931256569,3.80061411857605,-245198.82522602077
OAKBAT.cleanStatic,10,10,14997,224987262,224992262,44.9974524,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,14997,1023000.8213688273,1185.3314208984375,0.021829876248505426,5.994848728179932,-250051.6385480027
OAKBAT.cleanStatic,11,2,20,150103604,150108604,30.0207208,5000,legacy_stage0a+temporal,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,20,1023001.3955855308,2221.73876953125,0.09928147842895554,6.063704967498779,-249040.11263221773
OAKBAT.cleanStatic,11,2,21,150108604,150113604,30.0217208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,21,1023001.2880694437,2221.86181640625,0.09799339855106919,1.1745185852050781,-249054.07300173715
OAKBAT.cleanStatic,11,2,22,150113604,150118604,30.0227208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,22,1023001.3657254142,2221.089599609375,0.09662768057540767,2.5636656284332275,-249068.02851927534
OAKBAT.cleanStatic,11,2,23,150118604,150123604,30.0237208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,23,1023001.3319303063,2221.10400390625,0.09529574707685763,3.9529030323028564,-249081.9841273184
OAKBAT.cleanStatic,11,2,24,150123604,150128604,30.0247208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,24,1023001.337161474,2222.893798828125,0.09395858608995002,5.353387355804443,-249095.95098097462
OAKBAT.cleanStatic,11,2,25,150128604,150133604,30.0257208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,25,1023001.2789102404,2222.39990234375,0.0926796704993255,0.4675827622413635,-249109.91473138772
OAKBAT.cleanStatic,11,2,26,150133604,150138604,30.0267208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,26,1023001.3459467236,2221.418212890625,0.09133372984909119,1.8587945699691772,-249123.87231366406
OAKBAT.cleanStatic,11,2,27,150138604,150143604,30.0277208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,27,1023001.4290188547,2222.114013671875,0.08990471841082362,3.254377603530884,-249137.83426778566
OAKBAT.cleanStatic,11,2,28,150143604,150148604,30.0287208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,28,1023001.3596276182,2222.12939453125,0.08854508469416664,4.650058269500732,-249151.79631854803
OAKBAT.cleanStatic,11,2,29,150148604,150153604,30.0297208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,29,1023001.4378184855,2220.8642578125,0.08710727297636223,6.037789821624756,-249165.75042022197
OAKBAT.cleanStatic,11,2,30,150153604,150158604,30.0307208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,30,1023001.3522022241,2222.75,0.08575506346206502,1.154184341430664,-249179.71637036352
OAKBAT.cleanStatic,11,2,31,150158604,150163604,30.0317208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,31,1023001.3508690735,2222.92529296875,0.08440419427687208,2.5548651218414307,-249193.68342190326
OAKBAT.cleanStatic,11,2,32,150163604,150168604,30.0327208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,32,1023001.3713665137,2220.2177734375,0.08303282945434586,3.93853497505188,-249207.63346159607
OAKBAT.cleanStatic,11,2,33,150168604,150173604,30.0337208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,33,1023001.3873505382,2222.03173828125,0.08164548021345264,5.333602428436279,-249221.5948987661
OAKBAT.cleanStatic,11,2,34,150173604,150178604,30.0347208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,34,1023001.4446597032,2222.732666015625,0.08020082508403094,0.44988828897476196,-249235.560739995
OAKBAT.cleanStatic,11,2,35,150178604,150183604,30.0357208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,35,1023001.4198962427,2222.987060546875,0.07878092689981799,1.8509572744369507,-249249.5281796319
OAKBAT.cleanStatic,11,2,36,150183604,150188604,30.0367208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,36,1023001.4079721898,2221.39990234375,0.07737295379146474,3.242053270339966,-249263.48564685966
OAKBAT.cleanStatic,11,2,37,150188604,150193604,30.0377208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,37,1023001.3360650761,2221.96435546875,0.07603688327678944,4.636697292327881,-249277.446660651
OAKBAT.cleanStatic,11,2,38,150193604,150198604,30.0387208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,38,1023001.34449159,2221.884033203125,0.07469239231287327,6.0308356285095215,-249291.40716976268
OAKBAT.cleanStatic,11,2,39,150198604,150203604,30.0397208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,39,1023001.4689052427,2221.0625,0.07322349615387186,1.136627197265625,-249305.36251702902
OAKBAT.cleanStatic,11,2,40,150203604,150208604,30.0407208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,40,1023001.3859886402,2222.485595703125,0.07183750157876026,2.5345451831817627,-249319.32680586935
OAKBAT.cleanStatic,11,2,41,150208604,150213604,30.0417208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,41,1023001.4274274613,2222.5458984375,0.0704100770274962,3.9328415393829346,-249333.29147360293
OAKBAT.cleanStatic,11,2,42,150213604,150218604,30.0427208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,42,1023001.3489145058,2222.510986328125,0.06906115711807997,5.330918788909912,-249347.25592197728
OAKBAT.cleanStatic,11,2,43,150218604,150223604,30.0437208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,43,1023001.3302967044,2221.396240234375,0.0677308591567436,0.43880659341812134,-249361.21336619536
OAKBAT.cleanStatic,11,2,44,150223604,150228604,30.0447208,5000,legacy_stage0a,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,44,1023001.338766641,2221.913330078125,0.06639209307651353,1.8331292867660522,-249375.17405938474
OAKBAT.cleanStatic,11,2,671,153358600,153363600,30.67172,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,671,1023001.4035076407,2222.384521484375,0.009511300921464036,5.902566432952881,-258125.43743620627
OAKBAT.cleanStatic,11,2,1322,156613595,156618595,31.322719,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,1322,1023001.463636828,2220.064453125,0.09896102722205552,4.784158229827881,-267209.8049660247
OAKBAT.cleanStatic,11,2,1973,159868590,159873590,31.973718,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,1973,1023001.3650392668,2221.103515625,0.1770983130328963,2.1254189014434814,-276292.6321673242
OAKBAT.cleanStatic,11,2,2624,163123586,163128586,32.6247172,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,2624,1023001.518040515,2220.130126953125,0.04591499430023069,4.335479259490967,-285374.04496963305
OAKBAT.cleanStatic,11,2,3275,166378581,166383581,33.2757162,5000,temporal_extension,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_2.bin,3275,1023001.4760126042,2220.058349609375,0.11918509886433278,5.225776195526123,-294454.13802508276
