domain,case_id,config,status,exit_code,terminal_drain_status,native_trace_status,target_tracking_pass,tracked_prns,input_sha256,config_sha256,receiver_sha256,output_set_sha256,dump_count,output_bytes,manifest_path,manifest_sha256,common_support_status,common_valid_epochs
OAK,OAK.negative.cn0_reduction,C2,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",ed7e8822d9f5c0370a013c016246ffeba86844f1ea87f70a72cc72430bb4ea1a,e6e509ed81e87ff8d22f368e2b367fcf9376879e3c998e06f5bdb17769b6e8fb,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,c649ecd335e33efd8cb0a2fd2bb626fa6044dac4abf847451aa56de2e8f9d29e,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.cn0_reduction/C2/manifest.json,7fc4d3d278650295680b8282bd87d453b652b0f4e7c87e6f28643cde23f97fc6,PASS,14852
OAK,OAK.negative.cn0_reduction,C3,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",ed7e8822d9f5c0370a013c016246ffeba86844f1ea87f70a72cc72430bb4ea1a,a8e29aef92fed96be1d797ccea9b7af22f1acfd2a42f7626bda414fbc4534b56,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,1af2b93a10951032c7ccca3180574886dfb36fd8f9c02aab78390140beb891b3,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.cn0_reduction/C3/manifest.json,d00a79d8e57a0ea25d3de01c612ab520e17e23cdbd140fffca25c59a482d67aa,PASS,14852
OAK,OAK.negative.common_receiver_clock_drift,C0,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",5c7c425486197d013f8a9eae57c211102e9c2a3614a40e1568319e030c448b52,b6decebafd9787ec52de68b98fab5acec3d5dcf305709e89823121925f818a4f,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,51bd378a46bfc418648b802d980ed7e6917262d31234471d0688d6286cbd2668,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.common_receiver_clock_drift/C0/manifest.json,6df0d828f62276557cd5b15335eabcf11feeb724d174d45f0bbbe99ca2e75382,PASS,14894
OAK,OAK.negative.common_receiver_clock_drift,C1,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",5c7c425486197d013f8a9eae57c211102e9c2a3614a40e1568319e030c448b52,8c3a6e59045495152e1efd5cee889d2a19a391bafbe8f965572baa9f64da5987,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,4ed4676353be08da9751151d4cc3eb073d2b43921d6335a364cce0c907786c48,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.common_receiver_clock_drift/C1/manifest.json,e8834baa17930880a7abc2e5e5eec4371a2b32b49ae7427b27c1073daac6c869,PASS,14894
OAK,OAK.negative.common_receiver_clock_drift,C2,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",5c7c425486197d013f8a9eae57c211102e9c2a3614a40e1568319e030c448b52,2f14c225347f31c952023114fcfdc4c3b4c688bf1b4a25b5df252e04f53fdc49,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,316aedeb03805d8d79c4e4321d97830fe7a073096ef843a017531ba9fb279079,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.common_receiver_clock_drift/C2/manifest.json,565bc5a4c4da61e0704e983ef49a0a73bf1846b80ea67168fb25a61bf10bf7e2,PASS,14894
OAK,OAK.negative.common_receiver_clock_drift,C3,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",5c7c425486197d013f8a9eae57c211102e9c2a3614a40e1568319e030c448b52,42159a5468dbf41c27c6946a167b002dea5792b44893ade9cc2e65d92c258855,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,658cdada505131ad1746ca3898ea80047091f942387506045c11745c0edab3c9,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.common_receiver_clock_drift/C3/manifest.json,422b4cbd4f19935fb3816021cfd2e2a46d738e4ca85ab8cc603753541a376469,PASS,14894
OAK,OAK.negative.empirical_awgn_0p5sigma,C0,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",50594652871a3c15e8913f18a325bad710084e693ebd7c5e63b5e31dc33c0f2c,73e0d1798e842b368b48260fefa1a6876fdd44af42f77f5e71005c46f6d7779f,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,282fe3a7efa82f686cbe07b195740753b366012e16f593e6153b4cd46bcb838c,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.empirical_awgn_0p5sigma/C0/manifest.json,d213bf8885cde0843cdd353ca2f074b94b72ce4fc2d5e004512c3296d1f9b032,PASS,14905
OAK,OAK.negative.empirical_awgn_0p5sigma,C1,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",50594652871a3c15e8913f18a325bad710084e693ebd7c5e63b5e31dc33c0f2c,afb562c1e91e28044b2713314458023f1728e55cf3deeb580954e4d36b4d036f,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,e8558dac7e164d219d8cac048a7b94d1b5c29b99043717272812c5ba5e3aac84,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.empirical_awgn_0p5sigma/C1/manifest.json,afbb1f10700fbc817a513212b174a271534b8a1ad0387d35e3c37802518d6047,PASS,14905
OAK,OAK.negative.empirical_awgn_0p5sigma,C2,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",50594652871a3c15e8913f18a325bad710084e693ebd7c5e63b5e31dc33c0f2c,7ba4a4059bf49721faa369f755c04c3f65f2d1a978f17a23a561ec0729124329,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,4856bda48ec78b5eef528038aaa245faa9a8ba4f2162763450ecac40118d159f,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.empirical_awgn_0p5sigma/C2/manifest.json,d63c4b34f3460ac85f62eb208441756fa33077d7892cb5790d5c58f47b4cfe3d,PASS,14905
OAK,OAK.negative.empirical_awgn_0p5sigma,C3,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",50594652871a3c15e8913f18a325bad710084e693ebd7c5e63b5e31dc33c0f2c,8c5c68691e72d316ef097f56b21115a533ca300f0ad05e4053083e83b5e1073b,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,5e210d7a639639b483d09111aaa0d835ad2f2722f1fff40b1a50c84b280380f0,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.empirical_awgn_0p5sigma/C3/manifest.json,0b9387a39ae9acae62951319ac468975f4ad0b29dadb3f4c1adca52dc0cb58eb,PASS,14905
OAK,OAK.negative.empirical_awgn_1sigma,C0,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",16fa54d887d43d3cd84c323cfeb6f275d3758c49e49a1736ed34b1b93bd84887,847c313c807eafa979afd60009ba1925ec525ee484a115f488e7500e2848a5ce,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,4a1ec882260a2e77fb31d6d9f358ef4d16e07b793838d8d1cf3d28de04441905,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.empirical_awgn_1sigma/C0/manifest.json,f2d9236a704d28f3ff366dac8e8ae0ab72757db022c662489a6a4426c7261a19,PASS,14877
OAK,OAK.negative.empirical_awgn_1sigma,C1,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",16fa54d887d43d3cd84c323cfeb6f275d3758c49e49a1736ed34b1b93bd84887,351300471157da6ea9efb0218fc137834a12fd886e30d41d86201a9a57caec18,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,c12e64fc540a1c5e6c2179dfc426ab77b192989bfeeb1ecf751ff2e2a30fbd1e,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.empirical_awgn_1sigma/C1/manifest.json,e623e8ac794afd86faeb33f609bffc5777d4c9d6b41be60cef7cdd8d971cc997,PASS,14877
OAK,OAK.negative.empirical_awgn_1sigma,C2,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",16fa54d887d43d3cd84c323cfeb6f275d3758c49e49a1736ed34b1b93bd84887,a6f3e676561901af9b7a1793a34bd663ac2e46ea295ff1e99189ef341de941cb,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,15851561cd0323ec30c2445aec708332701256c73a385e4ff087e2d562e04439,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.empirical_awgn_1sigma/C2/manifest.json,faf5d5e767e30309cc01e86e28d5d6caa2432414e1b6e903fe5071f31edc2dc1,PASS,14877
OAK,OAK.negative.empirical_awgn_1sigma,C3,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",16fa54d887d43d3cd84c323cfeb6f275d3758c49e49a1736ed34b1b93bd84887,78d5d7a81634444536afa31c63920b68c36868c4c5e9ab63d8a0853034173b74,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,79153274d8c1b7012993730deb320a21786b0747b18842b225b5322e56d647d0,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.empirical_awgn_1sigma/C3/manifest.json,238ecfc72bb64faa0cdf97f59b6f56bc7c2ed85802249aa16146295d00982f44,PASS,14877
OAK,OAK.negative.empirical_awgn_2sigma,C0,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",66ee90d5b0f1df385fbd6f8ca4e1a6a1807bdca6e2830838dd4eb3e9721859b5,90b25e25f3dd1dcd631f1cee80788335bfcac03029b8aa2e747636560fa0944c,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,e657de01ea893072c7ed0836db0688812549dcaf4afa0f785cd5127475fe241a,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.empirical_awgn_2sigma/C0/manifest.json,c60efa16e8466fc7f1577bde02a96de464ed46971123b4c1938b3bc05700baf7,PASS,13370
OAK,OAK.negative.empirical_awgn_2sigma,C1,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",66ee90d5b0f1df385fbd6f8ca4e1a6a1807bdca6e2830838dd4eb3e9721859b5,dc39a47416acc4474e75f409c8bdd517543f45c99cf899660f40d6ac5a66d88f,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,9082cbda8fd6d97b8d7dd708578efc56c2e488316bd584612ff7ea64d16fc5d3,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.empirical_awgn_2sigma/C1/manifest.json,3524fb409c2f914cde02939ed6da08298627387990b7495fece8603ca48423b3,PASS,13370
OAK,OAK.negative.empirical_awgn_2sigma,C2,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",66ee90d5b0f1df385fbd6f8ca4e1a6a1807bdca6e2830838dd4eb3e9721859b5,292807d61dc7eda81e8376dd0953d6b203157c7f8f5ef4e09c2967db7c0fe9fc,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,140b3d17a84e622f52d3af283c8b07a5f766906730f769289ebc7e7a2ac73cdd,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.empirical_awgn_2sigma/C2/manifest.json,81dcc24cc64764106679dedb05d2c251794b036cd38e0afc51ddcd738253b8e6,PASS,13370
OAK,OAK.negative.empirical_awgn_2sigma,C3,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",66ee90d5b0f1df385fbd6f8ca4e1a6a1807bdca6e2830838dd4eb3e9721859b5,ac0b3e3a92bf6d115f5de7a67faacad867bedf1353299d91a3fcc5f90a41c5fd,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,6976b43f7d5edc1f93b78183a42985f160f25ee1e682407c7565b6032ee3c298,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.empirical_awgn_2sigma/C3/manifest.json,2b645f832c80c2eaaae8b453f30e3a5a008a39d12a13535b49be31bb242aea5b,PASS,13370
OAK,OAK.negative.gain,C0,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",54e55055281eb552781c47d42477d1e6865c4a837dad73b0b75a0598166bca56,2a2f7e409acc6859458782e3795ff2d190ed0c202856dbb4f27ba81f0269c0c8,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,bf9df4232ad7ea9686adbda0fa5417042aebad90ef483b31361a098f8c600609,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.gain/C0/manifest.json,b86d52cd97ff2fb4655d9a953a47211cde85457c13e06f0dc488c932bfa01289,PASS,14894
OAK,OAK.negative.gain,C1,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",54e55055281eb552781c47d42477d1e6865c4a837dad73b0b75a0598166bca56,0486b190a452090f81a7b4af3653db8f95d65b03cc7966e6ffb96466ec41734e,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,3f423fdc464dda1734f2b36dbe5b4db196d9363a862349a1e0296499f6a1abe8,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.gain/C1/manifest.json,e73cdab3c4adf65a416a93faf03d95b7ef92800412112d1163c279b91749c902,PASS,14894
OAK,OAK.negative.gain,C2,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",54e55055281eb552781c47d42477d1e6865c4a837dad73b0b75a0598166bca56,41659dcc91d20da8e9794c16fe68089bf683bf7eca31241ed7460d49cfa19f05,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,97cdf7cca6700ddfdb1fe161ea745b00bd47c15b7c575854909b8c0b6f71c3e1,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.gain/C2/manifest.json,36490cc3af8b3ab30bd818f2ba4cda13f5345e07eae7c4ac5261290c8a0f812a,PASS,14894
OAK,OAK.negative.gain,C3,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",54e55055281eb552781c47d42477d1e6865c4a837dad73b0b75a0598166bca56,5350f67ecf0de775458f186b6aa91b9b04967ef7182e19be5c6b9519c6f25416,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,05b7256c1b4cc59f6a55114f05f296cac7bba6c1c538c280aff80ec0da14bb98,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.gain/C3/manifest.json,54092b8df10b383e2402c9044f09136ae548c5bc19d80b53b26cffeb038145ef,PASS,14894
OAK,OAK.negative.global_phase,C0,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",e78c4409f88fedf352b72d6b9cdf58a9c67d19512183998159721499f764d25a,c2704ab30d07575a1a0d4a3565dca76c61c05de7678038162e40896e6fd33460,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,66ebb9b4da1c84da07c80e52d22279ad6d410916a703364ad027b07c58ffc11f,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.global_phase/C0/manifest.json,8be86d6dae9d18347d65e3276080627dabb9d608519297d1d85c0b413adef518,PASS,14844
OAK,OAK.negative.global_phase,C1,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",e78c4409f88fedf352b72d6b9cdf58a9c67d19512183998159721499f764d25a,cb3f28355b6e438958384f477df6a3d1b09fecf364d287761656331e7947a7e2,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,564d1f3ae12a2ce583939169a6bdba17f892cd6ddbe6723baff1c7150095c627,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.global_phase/C1/manifest.json,f68c10bcebce35c5cd67d7d511e5967137ed017fdb634adab2b9cb9bcf843bef,PASS,14844
OAK,OAK.negative.global_phase,C2,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",e78c4409f88fedf352b72d6b9cdf58a9c67d19512183998159721499f764d25a,10c2a7bbb7a55ad104ced47b25a7f2bec8714c16e16c030feac302b1ca70b419,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,02e486a52b321d3b36a8a77f0c5f3fd401dfc65d861b1a362749ec8a11a76598,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.global_phase/C2/manifest.json,d9f5aa33648ac5d3bd56ccc3561632d1d6344b7c771e4b5efa90de388d52bf88,PASS,14844
OAK,OAK.negative.global_phase,C3,PASS,0,PASS,PASS,True,"8,10,11,12,14,18,20,21,24,25,27",e78c4409f88fedf352b72d6b9cdf58a9c67d19512183998159721499f764d25a,22e79b284753007da578c13fea62c71423404596cd8affaa4be749f14e9e3dc3,2f6e8e969e525bb48b4d94f016af8fd24f433b0be26b51837f316f60a6b911e0,7263b71b978673416dd509ff8d3a17c8e577ae741b8febfe65651d531cef5fad,11,68632960,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/crid-stage0-r4b-phase-a-physical-identifiability-execution/replays/OAK/OAK.negative.global_phase/C3/manifest.json,69463fb152968fe10c64aac2f904223b68b37aee7298cf497443c0166cf161b1,PASS,14844
