window_start_s,window_end_s,combined_score,diagnostic_threshold,diagnostic_alarm
43.0,44.0,0.0952594091809664,1.7693133951565987,0
43.5,44.5,1.1533821582533308,1.7693133951565987,0
44.0,45.0,0.5155116068073117,1.7693133951565987,0
44.5,45.5,1.3967579746649381,1.7693133951565987,0
45.0,46.0,1.2608782010303268,1.7693133951565987,0
45.5,46.5,0.6805986570029687,1.7693133951565987,0
46.0,47.0,0.054245515567565274,1.7693133951565987,0
46.5,47.5,1.4861362954399617,1.7693133951565987,0
47.0,48.0,1.305647652887223,1.7693133951565987,0
47.5,48.5,0.006382734408301101,1.7693133951565987,0
48.0,49.0,0.6012975171904187,1.7693133951565987,0
48.5,49.5,0.047437439161050886,1.7693133951565987,0
49.0,50.0,0.18828695865113784,1.7693133951565987,0
49.5,50.5,0.29489204650694495,1.7693133951565987,0
50.0,51.0,0.7322589178605866,1.7693133951565987,0
50.5,51.5,0.8580128179202269,1.7693133951565987,0
51.0,52.0,0.0,1.7693133951565987,0
51.5,52.5,1.4029547990521474,1.7693133951565987,0
52.0,53.0,0.11011145303577771,1.7693133951565987,0
52.5,53.5,0.898025391501377,1.7693133951565987,0
53.0,54.0,0.0,1.7693133951565987,0
53.5,54.5,0.737366506835973,1.7693133951565987,0
54.0,55.0,0.15613575414533434,1.7693133951565987,0
54.5,55.5,1.4985657627868534,1.7693133951565987,0
55.0,56.0,0.7034104040222225,1.7693133951565987,0
55.5,56.5,1.534678594117482,1.7693133951565987,0
56.0,57.0,1.2889305146758823,1.7693133951565987,0
56.5,57.5,1.3124687372282637,1.7693133951565987,0
57.0,58.0,0.030596940679198277,1.7693133951565987,0
57.5,58.5,0.0,1.7693133951565987,0
58.0,59.0,0.43256315084809044,1.7693133951565987,0
58.5,59.5,0.01231889744173152,1.7693133951565987,0
59.0,60.0,0.10959860037840002,1.7693133951565987,0
59.5,60.5,1.1178529041350356,1.7693133951565987,0
60.0,61.0,0.45748517033262487,1.7693133951565987,0
60.5,61.5,0.8184472572793954,1.7693133951565987,0
61.0,62.0,0.18291887416737918,1.7693133951565987,0
61.5,62.5,1.234092865630924,1.7693133951565987,0
62.0,63.0,1.092984797047888,1.7693133951565987,0
62.5,63.5,1.6256687329874218,1.7693133951565987,0
63.0,64.0,1.1644942527062179,1.7693133951565987,0
63.5,64.5,0.1952655746970605,1.7693133951565987,0
64.0,65.0,2.73758582014634,1.7693133951565987,1
64.5,65.5,1.3056188712841872,1.7693133951565987,0
65.0,66.0,2.3040161920690707,1.7693133951565987,1
65.5,66.5,2.6337995740475413,1.7693133951565987,1
66.0,67.0,1.2900208414335403,1.7693133951565987,0
66.5,67.5,2.6482403149318774,1.7693133951565987,1
67.0,68.0,0.9856071768049043,1.7693133951565987,0
67.5,68.5,2.2146581006003703,1.7693133951565987,1
68.0,69.0,0.7920176007748498,1.7693133951565987,0
68.5,69.5,1.1840661635696046,1.7693133951565987,0
69.0,70.0,2.753695217117984,1.7693133951565987,1
69.5,70.5,1.2320924930552788,1.7693133951565987,0
70.0,71.0,1.507184782091854,1.7693133951565987,0
70.5,71.5,0.3734673381874813,1.7693133951565987,0
71.0,72.0,0.24464636089519282,1.7693133951565987,0
71.5,72.5,1.178533249523836,1.7693133951565987,0
72.0,73.0,0.6391596421057784,1.7693133951565987,0
72.5,73.5,0.6734682436272653,1.7693133951565987,0
73.0,74.0,1.808391753320958,1.7693133951565987,1
73.5,74.5,0.8780642019355999,1.7693133951565987,0
74.0,75.0,1.7031686899533351,1.7693133951565987,0
74.5,75.5,1.9681479030728173,1.7693133951565987,1
75.0,76.0,1.8167113972456073,1.7693133951565987,1
75.5,76.5,2.0722125346846374,1.7693133951565987,1
76.0,77.0,0.0,1.7693133951565987,0
76.5,77.5,0.4155737562901285,1.7693133951565987,0
77.0,78.0,1.2527354239500186,1.7693133951565987,0
77.5,78.5,0.32362481437972707,1.7693133951565987,0
78.0,79.0,1.4084211152689428,1.7693133951565987,0
78.5,79.5,1.7007087263828577,1.7693133951565987,0
79.0,80.0,1.468773503228501,1.7693133951565987,0
79.5,80.5,0.3952274709118339,1.7693133951565987,0
80.0,81.0,1.1743034099571887,1.7693133951565987,0
80.5,81.5,0.48753850760390616,1.7693133951565987,0
81.0,82.0,0.386409585805047,1.7693133951565987,0
81.5,82.5,0.0,1.7693133951565987,0
82.0,83.0,0.7559090538094957,1.7693133951565987,0
82.5,83.5,0.8161526245747772,1.7693133951565987,0
83.0,84.0,1.4211131367932561,1.7693133951565987,0
83.5,84.5,0.29219946316541906,1.7693133951565987,0
84.0,85.0,1.3660717204347734,1.7693133951565987,0
84.5,85.5,0.0,1.7693133951565987,0
85.0,86.0,0.8349224646215565,1.7693133951565987,0
85.5,86.5,2.4975029862201312,1.7693133951565987,1
86.0,87.0,0.6558317224785213,1.7693133951565987,0
86.5,87.5,0.46490170964315214,1.7693133951565987,0
87.0,88.0,0.18110692620315252,1.7693133951565987,0
87.5,88.5,1.0823323905777054,1.7693133951565987,0
88.0,89.0,0.9907997398676521,1.7693133951565987,0
88.5,89.5,2.541776141202118,1.7693133951565987,1
89.0,90.0,1.8561200954860833,1.7693133951565987,1
89.5,90.5,1.5228808688471445,1.7693133951565987,0
90.0,91.0,0.44885410009592225,1.7693133951565987,0
90.5,91.5,0.2744100494443113,1.7693133951565987,0
91.0,92.0,0.948499288115737,1.7693133951565987,0
91.5,92.5,0.7430333965122039,1.7693133951565987,0
92.0,93.0,0.4421343355508984,1.7693133951565987,0
92.5,93.5,0.5472249363442492,1.7693133951565987,0
93.0,94.0,0.0,1.7693133951565987,0
93.5,94.5,0.0,1.7693133951565987,0
94.0,95.0,0.5576779071486054,1.7693133951565987,0
94.5,95.5,1.525374339720256,1.7693133951565987,0
95.0,96.0,0.10018480670881695,1.7693133951565987,0
95.5,96.5,0.9122245218399817,1.7693133951565987,0
96.0,97.0,0.831588930941305,1.7693133951565987,0
96.5,97.5,2.1302433028532803,1.7693133951565987,1
97.0,98.0,1.5027047064789585,1.7693133951565987,0
97.5,98.5,0.8815276708149316,1.7693133951565987,0
98.0,99.0,1.1500299016528208,1.7693133951565987,0
98.5,99.5,1.2033216296447322,1.7693133951565987,0
99.0,100.0,0.0,1.7693133951565987,0
99.5,100.5,2.8581644854124644,1.7693133951565987,1
100.0,101.0,2.2497598063601,1.7693133951565987,1
100.5,101.5,1.0867925390106548,1.7693133951565987,0
101.0,102.0,1.6498135363756583,1.7693133951565987,0
101.5,102.5,1.260798543834012,1.7693133951565987,0
102.0,103.0,1.025942171445402,1.7693133951565987,0
102.5,103.5,1.054172170650856,1.7693133951565987,0
103.0,104.0,0.0,1.7693133951565987,0
103.5,104.5,0.2393739889451168,1.7693133951565987,0
104.0,105.0,1.5187325499198323,1.7693133951565987,0
104.5,105.5,1.9583828935196528,1.7693133951565987,1
105.0,106.0,1.2920067503037038,1.7693133951565987,0
105.5,106.5,0.5472551165976929,1.7693133951565987,0
106.0,107.0,0.0,1.7693133951565987,0
106.5,107.5,0.0,1.7693133951565987,0
107.0,108.0,0.8965299567734984,1.7693133951565987,0
107.5,108.5,0.6980702258590845,1.7693133951565987,0
108.0,109.0,1.0109763853013303,1.7693133951565987,0
108.5,109.5,0.3101414362200249,1.7693133951565987,0
109.0,110.0,0.5933445152381409,1.7693133951565987,0
109.5,110.5,0.20369573261629423,1.7693133951565987,0
110.0,111.0,0.0,1.7693133951565987,0
110.5,111.5,0.19172112597419597,1.7693133951565987,0
111.0,112.0,0.14245212277988958,1.7693133951565987,0
111.5,112.5,0.16420891334077173,1.7693133951565987,0
112.0,113.0,1.4136088433881935,1.7693133951565987,0
112.5,113.5,0.8779502482031845,1.7693133951565987,0
113.0,114.0,0.015645388584816292,1.7693133951565987,0
113.5,114.5,1.3225302444865148,1.7693133951565987,0
114.0,115.0,0.8114004228563559,1.7693133951565987,0
114.5,115.5,0.2382422826669298,1.7693133951565987,0
115.0,116.0,0.40330454834003665,1.7693133951565987,0
115.5,116.5,0.4240594878798646,1.7693133951565987,0
116.0,117.0,0.6048518997947215,1.7693133951565987,0
116.5,117.5,0.3262040584862057,1.7693133951565987,0
117.0,118.0,0.7824511269848529,1.7693133951565987,0
117.5,118.5,0.08859755182589217,1.7693133951565987,0
118.0,119.0,1.8239523588958353,1.7693133951565987,1
118.5,119.5,0.6069663514441783,1.7693133951565987,0
119.0,120.0,1.9630489818018073,1.7693133951565987,1
119.5,120.5,9.982996873866046,1.7693133951565987,1
120.0,121.0,14.593296710610382,1.7693133951565987,1
120.5,121.5,11.774156721514522,1.7693133951565987,1
121.0,122.0,10.701547759070337,1.7693133951565987,1
121.5,122.5,19.303179593839847,1.7693133951565987,1
122.0,123.0,15.009064951394878,1.7693133951565987,1
122.5,123.5,11.656817785747567,1.7693133951565987,1
123.0,124.0,15.621253236799882,1.7693133951565987,1
123.5,124.5,14.700688045346283,1.7693133951565987,1
124.0,125.0,10.493684412020437,1.7693133951565987,1
124.5,125.5,7.0980529156101655,1.7693133951565987,1
125.0,126.0,2.8609509533290094,1.7693133951565987,1
125.5,126.5,1.5573776350940156,1.7693133951565987,0
126.0,127.0,1.138430986376772,1.7693133951565987,0
126.5,127.5,3.631930197092606,1.7693133951565987,1
127.0,128.0,2.628483341293896,1.7693133951565987,1
127.5,128.5,2.3558423226421823,1.7693133951565987,1
128.0,129.0,2.231277524890748,1.7693133951565987,1
128.5,129.5,3.354465270955345,1.7693133951565987,1
129.0,130.0,2.612656552816432,1.7693133951565987,1
129.5,130.5,2.68509911083935,1.7693133951565987,1
130.0,131.0,2.348859524711613,1.7693133951565987,1
130.5,131.5,2.5335892310017347,1.7693133951565987,1
131.0,132.0,1.7872266673456105,1.7693133951565987,1
131.5,132.5,2.283856165084833,1.7693133951565987,1
132.0,133.0,4.599167938313773,1.7693133951565987,1
132.5,133.5,2.6166818748734877,1.7693133951565987,1
133.0,134.0,1.975730308945703,1.7693133951565987,1
133.5,134.5,2.7865987107106953,1.7693133951565987,1
134.0,135.0,4.2571938283998465,1.7693133951565987,1
134.5,135.5,3.1430907077045855,1.7693133951565987,1
135.0,136.0,3.422221738640608,1.7693133951565987,1
135.5,136.5,3.9437615185791186,1.7693133951565987,1
136.0,137.0,3.4799857576755446,1.7693133951565987,1
136.5,137.5,2.9758144507036617,1.7693133951565987,1
137.0,138.0,3.3791257147659772,1.7693133951565987,1
137.5,138.5,2.7134307388352,1.7693133951565987,1
138.0,139.0,2.3181607292714874,1.7693133951565987,1
138.5,139.5,4.978029097635875,1.7693133951565987,1
139.0,140.0,4.453712623763125,1.7693133951565987,1
139.5,140.5,2.75742670509998,1.7693133951565987,1
140.0,141.0,2.3211814731084455,1.7693133951565987,1
140.5,141.5,3.1614338381960314,1.7693133951565987,1
141.0,142.0,1.8548717013932026,1.7693133951565987,1
141.5,142.5,2.8618942103867497,1.7693133951565987,1
142.0,143.0,3.124464025706901,1.7693133951565987,1
142.5,143.5,2.2756481653525773,1.7693133951565987,1
143.0,144.0,2.0230306403737206,1.7693133951565987,1
143.5,144.5,1.5467396012829975,1.7693133951565987,0
144.0,145.0,2.436049243194035,1.7693133951565987,1
144.5,145.5,2.484524614269468,1.7693133951565987,1
145.0,146.0,1.9656725065576206,1.7693133951565987,1
145.5,146.5,3.8208066926741835,1.7693133951565987,1
146.0,147.0,4.069717002302631,1.7693133951565987,1
146.5,147.5,3.0017842400838806,1.7693133951565987,1
147.0,148.0,3.43969388318511,1.7693133951565987,1
147.5,148.5,1.7370019296832353,1.7693133951565987,0
148.0,149.0,1.8770163259719195,1.7693133951565987,1
148.5,149.5,1.4498571350523866,1.7693133951565987,0
149.0,150.0,1.9326160562043635,1.7693133951565987,1
149.5,150.5,1.6688532934952414,1.7693133951565987,0
150.0,151.0,0.8146878568509401,1.7693133951565987,0
150.5,151.5,1.6168862163632325,1.7693133951565987,0
151.0,152.0,2.408107352879707,1.7693133951565987,1
151.5,152.5,3.204946548949466,1.7693133951565987,1
152.0,153.0,2.787757901926383,1.7693133951565987,1
152.5,153.5,4.0748520380880375,1.7693133951565987,1
153.0,154.0,4.776198628278123,1.7693133951565987,1
153.5,154.5,6.126004161025584,1.7693133951565987,1
154.0,155.0,4.172626509029435,1.7693133951565987,1
154.5,155.5,4.824139039137868,1.7693133951565987,1
155.0,156.0,8.275380690200794,1.7693133951565987,1
155.5,156.5,10.424571729717588,1.7693133951565987,1
156.0,157.0,9.817457187845784,1.7693133951565987,1
156.5,157.5,7.323356330676994,1.7693133951565987,1
157.0,158.0,10.416446902778837,1.7693133951565987,1
157.5,158.5,11.292326508624983,1.7693133951565987,1
158.0,159.0,8.76962771529017,1.7693133951565987,1
158.5,159.5,9.402071637496633,1.7693133951565987,1
159.0,160.0,11.825046509054651,1.7693133951565987,1
159.5,160.5,8.222819850187166,1.7693133951565987,1
160.0,161.0,7.283925356282936,1.7693133951565987,1
160.5,161.5,7.106814796882839,1.7693133951565987,1
161.0,162.0,9.092743041267838,1.7693133951565987,1
161.5,162.5,29.24058974141647,1.7693133951565987,1
162.0,163.0,24.839434515519194,1.7693133951565987,1
162.5,163.5,17.340041549599,1.7693133951565987,1
163.0,164.0,12.174372672411824,1.7693133951565987,1
163.5,164.5,5.22560339418251,1.7693133951565987,1
164.0,165.0,5.40656657784648,1.7693133951565987,1
164.5,165.5,5.825472994911712,1.7693133951565987,1
165.0,166.0,7.637799997947389,1.7693133951565987,1
165.5,166.5,8.061532575415843,1.7693133951565987,1
166.0,167.0,8.499159216176693,1.7693133951565987,1
166.5,167.5,7.380208725333397,1.7693133951565987,1
167.0,168.0,10.826411675591702,1.7693133951565987,1
167.5,168.5,13.649901591654944,1.7693133951565987,1
168.0,169.0,15.81438816734912,1.7693133951565987,1
168.5,169.5,15.793219340713588,1.7693133951565987,1
169.0,170.0,11.423181914378327,1.7693133951565987,1
169.5,170.5,10.179319516927233,1.7693133951565987,1
170.0,171.0,12.907798902197062,1.7693133951565987,1
170.5,171.5,16.428178963000228,1.7693133951565987,1
171.0,172.0,18.118771595355135,1.7693133951565987,1
171.5,172.5,22.629910884422173,1.7693133951565987,1
172.0,173.0,24.69943635375736,1.7693133951565987,1
172.5,173.5,21.420149777193124,1.7693133951565987,1
173.0,174.0,20.33822058143175,1.7693133951565987,1
173.5,174.5,18.891476980205674,1.7693133951565987,1
174.0,175.0,19.15465413642877,1.7693133951565987,1
174.5,175.5,22.419280866592942,1.7693133951565987,1
175.0,176.0,22.552348257074623,1.7693133951565987,1
175.5,176.5,18.462563255246078,1.7693133951565987,1
176.0,177.0,12.75177073878725,1.7693133951565987,1
176.5,177.5,8.431644881249301,1.7693133951565987,1
177.0,178.0,8.929618154611024,1.7693133951565987,1
177.5,178.5,12.772465737811537,1.7693133951565987,1
178.0,179.0,9.079738187827818,1.7693133951565987,1
178.5,179.5,8.908263917432635,1.7693133951565987,1
179.0,180.0,28.87509602944841,1.7693133951565987,1
179.5,180.5,24.99829376393791,1.7693133951565987,1
180.0,181.0,18.57409659053431,1.7693133951565987,1
180.5,181.5,10.774545994000015,1.7693133951565987,1
181.0,182.0,6.1650400058900665,1.7693133951565987,1
181.5,182.5,5.493725099395849,1.7693133951565987,1
182.0,183.0,7.960296721439085,1.7693133951565987,1
182.5,183.5,7.406989333344795,1.7693133951565987,1
183.0,184.0,5.832248443488408,1.7693133951565987,1
183.5,184.5,4.694337023319415,1.7693133951565987,1
184.0,185.0,3.7777919678363325,1.7693133951565987,1
184.5,185.5,3.430481051930707,1.7693133951565987,1
185.0,186.0,3.2618747189392545,1.7693133951565987,1
185.5,186.5,3.381859232843985,1.7693133951565987,1
186.0,187.0,5.119118808553321,1.7693133951565987,1
186.5,187.5,4.3968936845082105,1.7693133951565987,1
187.0,188.0,3.9048680107797873,1.7693133951565987,1
187.5,188.5,4.589880959620573,1.7693133951565987,1
188.0,189.0,4.256323066961204,1.7693133951565987,1
188.5,189.5,4.042080301652278,1.7693133951565987,1
189.0,190.0,3.2165345043653866,1.7693133951565987,1
189.5,190.5,3.0625776090594945,1.7693133951565987,1
190.0,191.0,3.3156260629442302,1.7693133951565987,1
190.5,191.5,4.466762551413233,1.7693133951565987,1
191.0,192.0,3.509798014915442,1.7693133951565987,1
191.5,192.5,1.756694392946594,1.7693133951565987,0
192.0,193.0,2.789420747982838,1.7693133951565987,1
192.5,193.5,4.684889052930593,1.7693133951565987,1
193.0,194.0,2.2422863936396094,1.7693133951565987,1
193.5,194.5,2.197913769127636,1.7693133951565987,1
194.0,195.0,3.171360152634647,1.7693133951565987,1
194.5,195.5,3.936019445692719,1.7693133951565987,1
195.0,196.0,2.7182424650424872,1.7693133951565987,1
195.5,196.5,2.028944122096828,1.7693133951565987,1
196.0,197.0,2.476721572592747,1.7693133951565987,1
196.5,197.5,4.4398507006226104,1.7693133951565987,1
197.0,198.0,3.5762950952842476,1.7693133951565987,1
197.5,198.5,3.387292071970716,1.7693133951565987,1
198.0,199.0,2.450183505320971,1.7693133951565987,1
198.5,199.5,1.8553561959390996,1.7693133951565987,1
199.0,200.0,1.2592495838926494,1.7693133951565987,0
199.5,200.5,0.8849522646199464,1.7693133951565987,0
200.0,201.0,1.7304012033601617,1.7693133951565987,0
200.5,201.5,1.4869404719251393,1.7693133951565987,0
201.0,202.0,2.7607782303862876,1.7693133951565987,1
201.5,202.5,7.385535569237698,1.7693133951565987,1
202.0,203.0,6.342464657245641,1.7693133951565987,1
202.5,203.5,4.689875051161474,1.7693133951565987,1
203.0,204.0,4.275592309058568,1.7693133951565987,1
203.5,204.5,6.380371917019254,1.7693133951565987,1
204.0,205.0,5.664122346798223,1.7693133951565987,1
204.5,205.5,3.6649571151860982,1.7693133951565987,1
205.0,206.0,3.284677358428595,1.7693133951565987,1
205.5,206.5,4.3183952505580105,1.7693133951565987,1
206.0,207.0,1.8469357203606596,1.7693133951565987,1
206.5,207.5,2.9198169226767314,1.7693133951565987,1
207.0,208.0,2.351103885184992,1.7693133951565987,1
207.5,208.5,1.86564855737231,1.7693133951565987,1
208.0,209.0,2.3846080719913103,1.7693133951565987,1
208.5,209.5,0.9102844529453471,1.7693133951565987,0
209.0,210.0,2.0938080388523708,1.7693133951565987,1
209.5,210.5,2.710802068294253,1.7693133951565987,1
210.0,211.0,2.2816535408835428,1.7693133951565987,1
210.5,211.5,1.4185601061638962,1.7693133951565987,0
211.0,212.0,3.029827687058376,1.7693133951565987,1
211.5,212.5,2.523277729802919,1.7693133951565987,1
212.0,213.0,1.9993048951156012,1.7693133951565987,1
212.5,213.5,1.531946994394965,1.7693133951565987,0
213.0,214.0,0.7686363736481108,1.7693133951565987,0
213.5,214.5,1.4916347043779454,1.7693133951565987,0
214.0,215.0,1.614571274978562,1.7693133951565987,0
214.5,215.5,0.5633004212169027,1.7693133951565987,0
215.0,216.0,1.4887170697858916,1.7693133951565987,0
215.5,216.5,2.2946204073932925,1.7693133951565987,1
216.0,217.0,2.3911412532434833,1.7693133951565987,1
216.5,217.5,2.3921602299344062,1.7693133951565987,1
217.0,218.0,2.85950702382136,1.7693133951565987,1
217.5,218.5,1.450137954166315,1.7693133951565987,0
218.0,219.0,4.2645615729643955,1.7693133951565987,1
218.5,219.5,4.630599275478437,1.7693133951565987,1
219.0,220.0,2.765050154207774,1.7693133951565987,1
219.5,220.5,3.1793010013629175,1.7693133951565987,1
220.0,221.0,3.090877046924365,1.7693133951565987,1
220.5,221.5,1.8138797587367375,1.7693133951565987,1
221.0,222.0,2.5297542626978,1.7693133951565987,1
221.5,222.5,4.112979328790252,1.7693133951565987,1
222.0,223.0,2.2572718559366614,1.7693133951565987,1
222.5,223.5,1.3420828398469336,1.7693133951565987,0
223.0,224.0,1.8143227402810735,1.7693133951565987,1
223.5,224.5,1.6959310132659458,1.7693133951565987,0
224.0,225.0,2.3769360401909485,1.7693133951565987,1
224.5,225.5,3.603844542752382,1.7693133951565987,1
225.0,226.0,2.824348991191911,1.7693133951565987,1
225.5,226.5,1.4897805445174142,1.7693133951565987,0
226.0,227.0,1.3752745063120733,1.7693133951565987,0
226.5,227.5,4.106359516981369,1.7693133951565987,1
227.0,228.0,4.8834615017744865,1.7693133951565987,1
227.5,228.5,4.881069502425653,1.7693133951565987,1
228.0,229.0,5.176840534801279,1.7693133951565987,1
228.5,229.5,4.851666498297831,1.7693133951565987,1
229.0,230.0,3.031606747042408,1.7693133951565987,1
229.5,230.5,1.7093362497926607,1.7693133951565987,0
230.0,231.0,2.8230818715370494,1.7693133951565987,1
230.5,231.5,3.5197483412914403,1.7693133951565987,1
231.0,232.0,3.83586122492477,1.7693133951565987,1
231.5,232.5,2.560052208872854,1.7693133951565987,1
232.0,233.0,1.2039343151213562,1.7693133951565987,0
232.5,233.5,1.9800892460776545,1.7693133951565987,1
233.0,234.0,3.932434506110491,1.7693133951565987,1
233.5,234.5,3.591279915374794,1.7693133951565987,1
234.0,235.0,3.2570397811512697,1.7693133951565987,1
234.5,235.5,2.682071092416329,1.7693133951565987,1
235.0,236.0,2.9391205735563783,1.7693133951565987,1
235.5,236.5,5.1534097800769665,1.7693133951565987,1
236.0,237.0,4.152997424166825,1.7693133951565987,1
236.5,237.5,5.091746538398881,1.7693133951565987,1
237.0,238.0,4.461486727500585,1.7693133951565987,1
237.5,238.5,2.7513165174555088,1.7693133951565987,1
238.0,239.0,2.034936019611092,1.7693133951565987,1
238.5,239.5,40.89979400315665,1.7693133951565987,1
239.0,240.0,36.74100142899821,1.7693133951565987,1
239.5,240.5,31.831711246182007,1.7693133951565987,1
240.0,241.0,25.243403599520555,1.7693133951565987,1
240.5,241.5,17.934463565091747,1.7693133951565987,1
241.0,242.0,10.143433344737863,1.7693133951565987,1
241.5,242.5,5.8792160154872635,1.7693133951565987,1
242.0,243.0,4.607613036308463,1.7693133951565987,1
242.5,243.5,3.85993154105285,1.7693133951565987,1
243.0,244.0,6.670105888120624,1.7693133951565987,1
243.5,244.5,9.17692301978315,1.7693133951565987,1
244.0,245.0,7.252457578594276,1.7693133951565987,1
244.5,245.5,4.617579689007934,1.7693133951565987,1
245.0,246.0,4.058880041533127,1.7693133951565987,1
245.5,246.5,2.578505112981532,1.7693133951565987,1
246.0,247.0,3.2224797606537665,1.7693133951565987,1
246.5,247.5,3.675081967556327,1.7693133951565987,1
247.0,248.0,3.6962616457183497,1.7693133951565987,1
247.5,248.5,3.0906968740960625,1.7693133951565987,1
248.0,249.0,3.0365009302241965,1.7693133951565987,1
248.5,249.5,3.9046927956889705,1.7693133951565987,1
249.0,250.0,3.0821161157700505,1.7693133951565987,1
249.5,250.5,1.8921299056353047,1.7693133951565987,1
250.0,251.0,3.024464279948151,1.7693133951565987,1
250.5,251.5,3.6573260270287764,1.7693133951565987,1
251.0,252.0,1.9764125940246053,1.7693133951565987,1
251.5,252.5,1.6359160674415163,1.7693133951565987,0
252.0,253.0,3.806230916465358,1.7693133951565987,1
252.5,253.5,5.247998326050871,1.7693133951565987,1
253.0,254.0,2.7489209848618366,1.7693133951565987,1
