available,cn0_db_hz,dataset,prn,prompt_power,raw_sample_end,raw_sample_start,residual_norm,slot,split,tau_chips,timestamp_s
True,44.60847091674805,OAKBAT.cleanStatic,10,1935820164656.9731,212507271,212502271,2.3254782670517518,25,fit,0.050000000000000155,42.5004542
True,45.56077194213867,OAKBAT.cleanStatic,11,2384654313061.2915,212503516,212498516,2.899169828166805,25,fit,0.015000000000000124,42.4997032
True,45.41340255737305,OAKBAT.cleanStatic,12,2207312309707.035,212502840,212497840,3.147606604848674,25,fit,-0.02249999999999991,42.499568
True,45.85980987548828,OAKBAT.cleanStatic,14,1273924459831.2588,212506335,212501335,2.4079696240754465,25,fit,-0.04999999999999993,42.500267
True,44.953330993652344,OAKBAT.cleanStatic,18,1682621239865.8284,212506291,212501291,2.733109372469904,25,fit,-0.017499999999999905,42.5002582
True,45.894710540771484,OAKBAT.cleanStatic,20,843845710319.0139,212504813,212499813,2.829589912356649,25,fit,0.030000000000000138,42.4999626
True,46.07512283325195,OAKBAT.cleanStatic,21,1189582493562.0977,212507459,212502459,2.7425288698964656,25,fit,-0.052499999999999936,42.5004918
True,44.68209457397461,OAKBAT.cleanStatic,24,1713056022133.165,212503038,212498038,2.1364545266664634,25,fit,-0.027499999999999913,42.4996076
True,45.088287353515625,OAKBAT.cleanStatic,27,1702806446764.969,212505381,212500381,2.6575034545951546,25,fit,0.04250000000000015,42.5000762
True,45.75617218017578,OAKBAT.cleanStatic,8,1407707751829.0247,215004038,214999038,2.594652295234883,26,fit,0.04000000000000015,42.9998076
True,44.71213150024414,OAKBAT.cleanStatic,10,1355146910345.3833,215007269,215002269,2.4065225182372783,26,fit,0.027500000000000135,43.0004538
True,45.14752960205078,OAKBAT.cleanStatic,11,1607068189859.7854,215003513,214998513,2.753065818406661,26,fit,0.04250000000000015,42.9997026
True,45.551780700683594,OAKBAT.cleanStatic,12,1524260194883.9307,215002836,214997836,2.1879488230223636,26,fit,0.03500000000000014,42.9995672
True,45.85553741455078,OAKBAT.cleanStatic,14,1518781964792.2656,215006332,215001332,2.4322959397466577,26,fit,0.04250000000000015,43.0002664
True,45.312774658203125,OAKBAT.cleanStatic,18,2083017098177.4543,215006297,215001297,2.035411110675197,26,fit,-0.03249999999999992,43.0002594
True,45.621158599853516,OAKBAT.cleanStatic,20,1646503333308.04,215004815,214999815,3.126831067680766,26,fit,0.060000000000000164,42.999963
True,46.24175262451172,OAKBAT.cleanStatic,21,885136473001.5011,215007464,215002464,3.3472526314505515,26,fit,-0.08249999999999996,43.0004928
True,44.7249755859375,OAKBAT.cleanStatic,24,2041724970400.8884,215003042,214998042,3.058412945296112,26,fit,0.04750000000000015,42.9996084
True,45.44083786010742,OAKBAT.cleanStatic,27,1418444296774.633,215005385,215000385,2.915029294780629,26,fit,-0.039999999999999925,43.000077
False,45.7569580078125,OAKBAT.cleanStatic,8,1492189641746.8992,217504040,217499040,1.6189319082765843,27,fit,0.015000000000000124,43.499808
True,44.14834976196289,OAKBAT.cleanStatic,10,1693124069208.1443,217507267,217502267,2.7655970790006283,27,fit,0.04750000000000015,43.5004534
True,45.81260299682617,OAKBAT.cleanStatic,11,2028989511063.493,217503509,217498509,2.493979879254709,27,fit,-0.009999999999999898,43.4997018
True,45.4503288269043,OAKBAT.cleanStatic,12,1563749722936.246,217502832,217497832,2.1294633868401007,27,fit,0.04750000000000015,43.4995664
True,45.50046920776367,OAKBAT.cleanStatic,14,950260277707.8811,217506328,217501328,2.6756415116927204,27,fit,0.06500000000000017,43.5002656
True,45.816001892089844,OAKBAT.cleanStatic,18,1728715466642.2656,217506303,217501303,2.7691148723234997,27,fit,-0.05749999999999994,43.5002606
True,46.07206344604492,OAKBAT.cleanStatic,20,1399464409028.5156,217504816,217499816,3.1505149133549333,27,fit,0.037500000000000144,43.4999632
True,45.9930534362793,OAKBAT.cleanStatic,21,961513894459.9965,217507468,217502468,2.815167021064396,27,fit,0.07250000000000018,43.5004936
True,45.3956413269043,OAKBAT.cleanStatic,24,957283393708.0065,217503045,217498045,2.588637701005274,27,fit,0.04000000000000015,43.499609
True,45.58199691772461,OAKBAT.cleanStatic,27,1399655322264.696,217505388,217500388,2.626908888252895,27,fit,0.06250000000000017,43.5000776
True,45.263851165771484,OAKBAT.cleanStatic,8,1666825017324.2354,220004041,219999041,3.301067630376417,28,fit,-0.03749999999999992,43.9998082
True,44.74341583251953,OAKBAT.cleanStatic,10,1565195036617.6213,220007265,220002265,1.96661594765019,28,fit,-0.07499999999999996,44.000453
True,45.509029388427734,OAKBAT.cleanStatic,11,891869038874.0664,220003506,219998506,2.594055902462205,28,fit,-0.07249999999999995,43.9997012
True,45.576908111572266,OAKBAT.cleanStatic,12,1169066490362.7822,220002828,219997828,1.953085434034424,28,fit,-0.04749999999999993,43.9995656
True,45.42274475097656,OAKBAT.cleanStatic,14,899132282947.7974,220006325,220001325,2.3567018045632397,28,fit,-0.04749999999999993,44.000265
False,45.55708312988281,OAKBAT.cleanStatic,18,1679964937943.4026,220006309,220001309,1.330542691982701,28,fit,-0.03499999999999992,44.0002618
True,45.952823638916016,OAKBAT.cleanStatic,20,1636206042823.1782,220004817,219999817,2.7513993845411693,28,fit,-0.04499999999999993,43.9999634
True,45.78531265258789,OAKBAT.cleanStatic,21,1664832174027.8323,220007473,220002473,2.902491049562919,28,fit,-0.017499999999999905,44.0004946
True,45.485355377197266,OAKBAT.cleanStatic,24,1105119855734.4226,220003048,219998048,3.057315237143107,28,fit,0.06750000000000017,43.9996096
True,45.72434616088867,OAKBAT.cleanStatic,27,1031957005212.4883,220005392,220000392,3.227774226808365,28,fit,-0.027499999999999913,44.0000784
False,45.65275955200195,OAKBAT.cleanStatic,8,1279728115369.001,222504043,222499043,1.7754816851398938,29,fit,0.007500000000000118,44.4998086
True,45.15412521362305,OAKBAT.cleanStatic,10,1024856404012.8564,222507263,222502263,2.9025324166107103,29,fit,-0.08749999999999997,44.5004526
True,45.11062240600586,OAKBAT.cleanStatic,11,850231448249.4532,222503502,222498502,2.968950279000142,29,fit,0.027500000000000135,44.4997004
True,45.995174407958984,OAKBAT.cleanStatic,12,1076036687176.9088,222502825,222497825,2.8111587036788825,29,fit,-0.03499999999999992,44.499565
True,45.818504333496094,OAKBAT.cleanStatic,14,1102929483375.4045,222506321,222501321,2.4614451248597393,29,fit,-0.04249999999999993,44.5002642
True,45.95380401611328,OAKBAT.cleanStatic,18,1637075370684.1523,222506315,222501315,2.4191072731267522,29,fit,-0.002499999999999891,44.500263
True,45.560577392578125,OAKBAT.cleanStatic,20,1261616454523.094,222504819,222499819,1.8892369318335298,29,fit,-0.05749999999999994,44.4999638
True,45.614524841308594,OAKBAT.cleanStatic,21,820624233436.7432,222507477,222502477,2.9027023425911334,29,fit,-0.017499999999999905,44.5004954
True,45.32466506958008,OAKBAT.cleanStatic,24,1620351392248.516,222503052,222498052,2.567878466971707,29,fit,-0.039999999999999925,44.4996104
True,45.66679763793945,OAKBAT.cleanStatic,27,1483951743839.0173,222505395,222500395,2.8837167023583823,29,fit,-0.04749999999999993,44.500079
True,45.792640686035156,OAKBAT.cleanStatic,8,1113007707926.4885,225004045,224999045,2.223848381696936,30,fit,-0.05749999999999994,44.999809
True,45.25171661376953,OAKBAT.cleanStatic,10,1629286530248.544,225007262,225002262,2.9763455226569757,30,fit,0.02250000000000013,45.0004524
True,45.55538558959961,OAKBAT.cleanStatic,11,1549900366923.9036,225003499,224998499,3.0484995113875897,30,fit,-0.06999999999999995,44.9996998
True,46.01881790161133,OAKBAT.cleanStatic,12,1403994258848.383,225002821,224997821,2.394994343347261,30,fit,-0.03249999999999992,44.9995642
True,45.92589569091797,OAKBAT.cleanStatic,14,1418793768447.3906,225006318,225001318,1.8951853599505193,30,fit,0.02250000000000013,45.0002636
True,46.08616638183594,OAKBAT.cleanStatic,18,1359981510025.8054,225006321,225001321,2.7147955956187597,30,fit,0.02000000000000013,45.0002642
True,45.82932662963867,OAKBAT.cleanStatic,20,1844145805203.5203,225004820,224999820,1.940895889395131,30,fit,0.050000000000000155,44.999964
True,45.3966178894043,OAKBAT.cleanStatic,21,1765962760577.9106,225007482,225002482,2.0638700291429055,30,fit,-0.03749999999999992,45.0004964
True,45.26393127441406,OAKBAT.cleanStatic,24,1708486441020.2031,225003055,224998055,2.549781307779041,30,fit,0.07250000000000018,44.999611
True,45.933021545410156,OAKBAT.cleanStatic,27,1189739297107.2432,225005398,225000398,2.889861500005021,30,fit,0.04000000000000015,45.0000796
True,45.67861557006836,OAKBAT.cleanStatic,8,1570136365862.1023,227504046,227499046,2.10236058973138,31,fit,0.025000000000000133,45.4998092
True,45.23928451538086,OAKBAT.cleanStatic,10,838110297874.4396,227507260,227502260,4.132663676699878,31,fit,-0.06749999999999995,45.500452
True,46.10757827758789,OAKBAT.cleanStatic,11,2311463802787.879,227503495,227498495,2.571759232566674,31,fit,-0.03249999999999992,45.499699
True,45.76823806762695,OAKBAT.cleanStatic,12,1398128204804.8652,227502817,227497817,2.088607262235846,31,fit,-0.017499999999999905,45.4995634
True,45.83784103393555,OAKBAT.cleanStatic,14,1344472059656.3245,227506315,227501315,3.038077107468727,31,fit,-0.08499999999999996,45.500263
True,46.04974365234375,OAKBAT.cleanStatic,18,1244858142646.3733,227506327,227501327,2.519827888397488,31,fit,0.030000000000000138,45.5002654
True,45.64979553222656,OAKBAT.cleanStatic,20,1541057537263.4412,227504821,227499821,2.51197725972044,31,fit,-0.06749999999999995,45.4999642
True,45.657779693603516,OAKBAT.cleanStatic,21,991856850390.2032,227507486,227502486,2.6672597770961146,31,fit,-0.02249999999999991,45.5004972
True,45.49197769165039,OAKBAT.cleanStatic,24,1762603284523.032,227503059,227498059,2.832949608646643,31,fit,0.02000000000000013,45.4996118
True,45.95187759399414,OAKBAT.cleanStatic,27,1386219653419.368,227505402,227500402,2.655249078876252,31,fit,0.06500000000000017,45.5000804
True,45.59124755859375,OAKBAT.cleanStatic,8,1189444719162.4727,230004048,229999048,2.9612994359349183,32,fit,0.08500000000000019,45.9998096
True,45.57704162597656,OAKBAT.cleanStatic,10,1964160973992.837,230007258,230002258,3.115591497573667,32,fit,0.050000000000000155,46.0004516
True,45.90311813354492,OAKBAT.cleanStatic,11,1335560645520.7227,230003492,229998492,3.2722615489947833,32,fit,0.04500000000000015,45.9996984
True,45.727073669433594,OAKBAT.cleanStatic,12,941507405158.2914,230002813,229997813,1.9588780056352442,32,fit,0.06500000000000017,45.9995626
True,45.752906799316406,OAKBAT.cleanStatic,14,1498030598443.6917,230006311,230001311,3.029881343236579,32,fit,0.02000000000000013,46.0002622
True,45.6780891418457,OAKBAT.cleanStatic,18,1976692016140.6406,230006333,230001333,3.781386667048135,32,fit,0.025000000000000133,46.0002666
True,45.43793487548828,OAKBAT.cleanStatic,20,1325896500109.545,230004823,229999823,2.524771436169528,32,fit,0.027500000000000135,45.9999646
True,45.58759307861328,OAKBAT.cleanStatic,21,1183244388089.3923,230007491,230002491,2.4587227122150623,32,fit,0.07750000000000018,46.0004982
True,45.50450134277344,OAKBAT.cleanStatic,24,1394479583501.7344,230003062,229998062,3.284752359911847,32,fit,0.04000000000000015,45.9996124
True,45.354068756103516,OAKBAT.cleanStatic,27,1605039752288.5605,230005405,230000405,2.0186683514285773,32,fit,-0.06499999999999995,46.000081
True,45.966583251953125,OAKBAT.cleanStatic,8,1098906263586.3701,232504050,232499050,2.285929024088167,33,fit,0.05250000000000016,46.49981
True,45.629878997802734,OAKBAT.cleanStatic,10,1666488290397.4614,232507256,232502256,2.605429674784605,33,fit,-0.03249999999999992,46.5004512
True,46.25511169433594,OAKBAT.cleanStatic,11,1041078965231.5361,232503488,232498488,2.1225007679137233,33,fit,0.017500000000000127,46.4996976
True,45.766788482666016,OAKBAT.cleanStatic,12,1313614990405.0437,232502809,232497809,2.553721247722565,33,fit,-0.09999999999999998,46.4995618
True,45.56193161010742,OAKBAT.cleanStatic,14,1418858295179.9531,232506308,232501308,2.32048803053858,33,fit,0.04250000000000015,46.5002616
True,45.29404830932617,OAKBAT.cleanStatic,18,1544736724857.6248,232506339,232501339,2.4999375464654165,33,fit,0.04500000000000015,46.5002678
True,45.62120056152344,OAKBAT.cleanStatic,20,1342422156267.5195,232504824,232499824,2.176454358312329,33,fit,0.06250000000000017,46.4999648
True,45.82743835449219,OAKBAT.cleanStatic,21,2520870906329.3013,232507495,232502495,2.0019708352997787,33,fit,0.03500000000000014,46.500499
True,45.78602981567383,OAKBAT.cleanStatic,24,1228342389439.4104,232503066,232498066,2.1047957146317984,33,fit,-0.019999999999999907,46.4996132
True,45.238059997558594,OAKBAT.cleanStatic,27,1696693020195.5728,232505409,232500409,3.1599734005688664,33,fit,-0.02249999999999991,46.5000818
True,45.83203125,OAKBAT.cleanStatic,8,1041648001008.73,235004051,234999051,2.03000361835143,34,fit,0.02000000000000013,46.9998102
True,46.31122970581055,OAKBAT.cleanStatic,10,1094537957473.6415,235007254,235002254,1.8777335165175393,34,fit,0.017500000000000127,47.0004508
True,45.64696502685547,OAKBAT.cleanStatic,11,1182908796813.2112,235003484,234998484,2.64221358971861,34,fit,-0.05499999999999994,46.9996968
True,45.470176696777344,OAKBAT.cleanStatic,12,1288552839011.8933,235002805,234997805,2.9788263635409264,34,fit,0.05250000000000016,46.999561
True,45.457462310791016,OAKBAT.cleanStatic,14,1397104668459.5278,235006304,235001304,2.1046330159505904,34,fit,0.025000000000000133,47.0002608
True,45.51219940185547,OAKBAT.cleanStatic,18,1501877400528.3884,235006345,235001345,2.1702339488101634,34,fit,-0.03249999999999992,47.000269
True,45.75541687011719,OAKBAT.cleanStatic,20,1450612189554.0588,235004825,234999825,2.480666431768062,34,fit,0.04000000000000015,46.999965
True,46.04649353027344,OAKBAT.cleanStatic,21,1254632453497.5356,235007499,235002499,2.5694184134197897,34,fit,0.04000000000000015,47.0004998
False,45.97068405151367,OAKBAT.cleanStatic,24,965815037107.0509,235003069,234998069,1.7575496089197837,34,fit,-0.04249999999999993,46.9996138
True,45.613162994384766,OAKBAT.cleanStatic,27,1686341732229.5977,235005412,235000412,2.5675410899460465,34,fit,0.06750000000000017,47.0000824
True,45.765743255615234,OAKBAT.cleanStatic,8,1685047189962.7659,237504053,237499053,2.6853608604265458,35,fit,-0.04249999999999993,47.4998106
True,46.06161880493164,OAKBAT.cleanStatic,10,703372989112.5215,237507252,237502252,2.7032572639462944,35,fit,0.04750000000000015,47.5004504
True,45.70262145996094,OAKBAT.cleanStatic,11,1200044161801.5,237503481,237498481,2.530300589582317,35,fit,-0.027499999999999913,47.4996962
True,45.84025192260742,OAKBAT.cleanStatic,12,1460341685719.1887,237502801,237497801,2.1022615661172024,35,fit,0.04000000000000015,47.4995602
True,45.56571578979492,OAKBAT.cleanStatic,14,1437058550854.6423,237506301,237501301,2.0158439193264552,35,fit,-0.0124999999999999,47.5002602
False,45.807586669921875,OAKBAT.cleanStatic,18,1937684613628.24,237506351,237501351,1.7205108754911074,35,fit,-0.05749999999999994,47.5002702
True,45.77942657470703,OAKBAT.cleanStatic,20,1166393705617.6953,237504827,237499827,2.913599177131281,35,fit,-0.05999999999999994,47.4999654
True,45.67228317260742,OAKBAT.cleanStatic,21,1171649629497.2659,237502504,237497504,2.1196562509857673,35,fit,-0.039999999999999925,47.4995008
True,45.4500617980957,OAKBAT.cleanStatic,24,1617727563425.563,237503073,237498073,2.1533618807636463,35,fit,-0.03499999999999992,47.4996146
True,45.734527587890625,OAKBAT.cleanStatic,27,1439045378143.8523,237505416,237500416,2.1228139393391707,35,fit,-0.03249999999999992,47.5000832
True,45.59013748168945,OAKBAT.cleanStatic,8,931310130026.8225,240004054,239999054,2.308082671834801,36,fit,0.030000000000000138,47.9998108
True,46.06172180175781,OAKBAT.cleanStatic,10,2012220835844.6353,240007250,240002250,1.9880615495441547,36,fit,-0.062499999999999944,48.00045
True,45.84524154663086,OAKBAT.cleanStatic,11,1746339656698.2942,240003477,239998477,3.3543163781465775,36,fit,-0.04749999999999993,47.9996954
True,45.94176483154297,OAKBAT.cleanStatic,12,1114811367078.283,240002797,239997797,2.7964799714814603,36,fit,0.0975000000000002,47.9995594
True,45.78541946411133,OAKBAT.cleanStatic,14,1740183278400.7815,240006298,240001298,2.8942497671849696,36,fit,0.037500000000000144,48.0002596
True,45.755577087402344,OAKBAT.cleanStatic,18,1588802948928.696,240006357,240001357,2.0641994925899483,36,fit,0.030000000000000138,48.0002714
True,45.94040298461914,OAKBAT.cleanStatic,20,2493159937357.9106,240004828,239999828,2.606178554004354,36,fit,0.03500000000000014,47.9999656
True,46.107337951660156,OAKBAT.cleanStatic,21,1170101526783.9106,240002508,239997508,2.6591360360528853,36,fit,-0.07249999999999995,47.9995016
True,45.54034423828125,OAKBAT.cleanStatic,24,937604940172.8165,240003076,239998076,2.665841770799473,36,fit,0.08750000000000019,47.9996152
True,45.38240432739258,OAKBAT.cleanStatic,27,1315527037657.407,240005419,240000419,2.015769700184557,36,fit,-0.062499999999999944,48.0000838
True,45.36980056762695,OAKBAT.cleanStatic,8,1155681868677.7554,242504056,242499056,3.242293806835307,37,fit,0.02000000000000013,48.4998112
True,45.98054122924805,OAKBAT.cleanStatic,10,1283149230361.2832,242507248,242502248,3.318605541861822,37,fit,-0.04749999999999993,48.5004496
False,45.590301513671875,OAKBAT.cleanStatic,11,1259048151296.2217,242503474,242498474,1.5921030659037514,37,fit,0.01000000000000012,48.4996948
True,46.08051681518555,OAKBAT.cleanStatic,12,1254815058392.251,242502793,242497793,2.5332899653567025,37,fit,-0.052499999999999936,48.4995586
True,45.563411712646484,OAKBAT.cleanStatic,14,1185239859410.2898,242506294,242501294,2.747163635046837,37,fit,0.06500000000000017,48.5002588
True,45.72611618041992,OAKBAT.cleanStatic,18,1649938569729.2383,242506363,242501363,2.2545847423337495,37,fit,0.04750000000000015,48.5002726
True,45.617095947265625,OAKBAT.cleanStatic,20,1436719718229.4028,242504829,242499829,2.292164041510464,37,fit,-0.04499999999999993,48.4999658
True,45.58477783203125,OAKBAT.cleanStatic,21,902011286137.7604,242502513,242497513,2.5222564324776653,37,fit,0.04000000000000015,48.4995026
True,45.44507598876953,OAKBAT.cleanStatic,24,1389331564113.0195,242503080,242498080,2.6880114999659055,37,fit,-0.052499999999999936,48.499616
True,45.48255157470703,OAKBAT.cleanStatic,27,1076634808108.794,242505422,242500422,2.087996933540236,37,fit,0.060000000000000164,48.5000844
True,45.21047592163086,OAKBAT.cleanStatic,8,951795679350.251,245004058,244999058,2.836806385202419,38,fit,0.04000000000000015,48.9998116
True,46.16515350341797,OAKBAT.cleanStatic,10,1225408410870.6362,245007247,245002247,1.8558563434301603,38,fit,-0.03249999999999992,49.0004494
True,45.42145538330078,OAKBAT.cleanStatic,11,1415009198389.153,245003470,244998470,3.1957210991568505,38,fit,0.012500000000000122,48.999694
True,45.72709655761719,OAKBAT.cleanStatic,12,1594632995736.1104,245002789,244997789,2.765931685554989,38,fit,0.06750000000000017,48.9995578
True,45.54046630859375,OAKBAT.cleanStatic,14,1253635660198.061,245006291,245001291,2.9423164481331106,38,fit,0.05500000000000016,49.0002582
True,45.42176818847656,OAKBAT.cleanStatic,18,1219658857637.6216,245006369,245001369,2.434288444631672,38,fit,0.037500000000000144,49.0002738
True,45.6026496887207,OAKBAT.cleanStatic,20,838587561714.4277,245004830,244999830,2.992126058703149,38,fit,-0.08499999999999996,48.999966
True,44.99702835083008,OAKBAT.cleanStatic,21,897097109697.2812,245002517,244997517,2.732241090518045,38,fit,0.02250000000000013,48.9995034
True,45.56412124633789,OAKBAT.cleanStatic,24,1345438512045.0002,245003083,244998083,2.6473115680438175,38,fit,-0.04249999999999993,48.9996166
True,45.3067741394043,OAKBAT.cleanStatic,27,1517377713629.754,245005426,245000426,3.694161635041538,38,fit,0.04250000000000015,49.0000852
True,44.664405822753906,OAKBAT.cleanStatic,8,1387218089841.059,247504059,247499059,2.8165607436517717,39,fit,-0.06999999999999995,49.4998118
True,45.84830856323242,OAKBAT.cleanStatic,10,1135085494176.7383,247507245,247502245,1.8186596939102373,39,fit,-0.014999999999999902,49.500449
True,45.790016174316406,OAKBAT.cleanStatic,11,1796329950207.2717,247503467,247498467,3.193475294232938,39,fit,-0.039999999999999925,49.4996934
True,45.992610931396484,OAKBAT.cleanStatic,12,764825218586.1641,247502785,247497785,2.884953052543263,39,fit,-0.09999999999999998,49.499557
True,45.82635498046875,OAKBAT.cleanStatic,14,1289456306865.821,247506287,247501287,2.1220249498599664,39,fit,-0.06749999999999995,49.5002574
True,45.45156478881836,OAKBAT.cleanStatic,18,1417879879920.5977,247506375,247501375,2.7804714037572236,39,fit,0.025000000000000133,49.500275
True,45.63816452026367,OAKBAT.cleanStatic,20,1374589101324.1562,247504832,247499832,2.0599056297717646,39,fit,-0.03749999999999992,49.4999664
True,44.9527702331543,OAKBAT.cleanStatic,21,1225177113227.4414,247502522,247497522,2.9932025205265154,39,fit,-0.04999999999999993,49.4995044
True,45.56855773925781,OAKBAT.cleanStatic,24,1057204348827.8672,247503087,247498087,2.1784960364863313,39,fit,0.050000000000000155,49.4996174
True,45.19949722290039,OAKBAT.cleanStatic,27,2169554224306.266,247505429,247500429,2.719737167512898,39,fit,-0.05499999999999994,49.5000858
True,45.1535758972168,OAKBAT.cleanStatic,8,1842399506266.795,250004061,249999061,3.297628609086851,40,fit,-0.03249999999999992,49.9998122
True,45.824737548828125,OAKBAT.cleanStatic,10,1780383697392.3445,250007243,250002243,2.701274811909608,40,fit,0.050000000000000155,50.0004486
True,45.58666229248047,OAKBAT.cleanStatic,11,1094366971552.9592,250003463,249998463,2.2274134652052586,40,fit,-0.07499999999999996,49.9996926
True,45.44826126098633,OAKBAT.cleanStatic,12,1312970513937.126,250002782,249997782,3.362305346159425,40,fit,0.06250000000000017,49.9995564
True,45.661136627197266,OAKBAT.cleanStatic,14,2088699317699.7383,250006284,250001284,2.5451527795028697,40,fit,0.05250000000000016,50.0002568
True,45.766944885253906,OAKBAT.cleanStatic,18,2161743605348.0725,250006381,250001381,3.3791689350034155,40,fit,-0.04249999999999993,50.0002762
True,45.52583312988281,OAKBAT.cleanStatic,20,1557064088090.1497,250004833,249999833,2.152887321685277,40,fit,-0.03749999999999992,49.9999666
True,45.17367172241211,OAKBAT.cleanStatic,21,1641737093161.9163,250002526,249997526,2.468537549487616,40,fit,-0.03499999999999992,49.9995052
True,45.78106689453125,OAKBAT.cleanStatic,24,1885410202659.5237,250003090,249998090,3.25292214486937,40,fit,0.027500000000000135,49.999618
True,45.991336822509766,OAKBAT.cleanStatic,27,1511072803243.1416,250005433,250000433,2.7573289257497446,40,fit,0.04500000000000015,50.0000866
True,45.18383026123047,OAKBAT.cleanStatic,8,1368934836175.1414,252504063,252499063,3.222668821778613,41,fit,0.03250000000000014,50.4998126
True,46.30177688598633,OAKBAT.cleanStatic,10,1783462758706.0056,252507241,252502241,2.7817920090801778,41,fit,-0.027499999999999913,50.5004482
True,45.78192138671875,OAKBAT.cleanStatic,11,1791432761573.881,252503460,252498460,2.1856032486201316,41,fit,0.030000000000000138,50.499692
True,45.682899475097656,OAKBAT.cleanStatic,12,1609705330062.0098,252502778,252497778,2.749050863839338,41,fit,0.03500000000000014,50.4995556
True,45.4782600402832,OAKBAT.cleanStatic,14,1928048989301.4941,252506281,252501281,1.990526838885814,41,fit,-0.08499999999999996,50.5002562
True,45.73283386230469,OAKBAT.cleanStatic,18,1568256852580.355,252506387,252501387,2.2072877766129433,41,fit,-0.029999999999999916,50.5002774
True,45.31410598754883,OAKBAT.cleanStatic,20,1479179618092.6562,252504834,252499834,2.456417493925872,41,fit,-0.07749999999999996,50.4999668
True,44.99237060546875,OAKBAT.cleanStatic,21,1430105122864.0625,252502531,252497531,3.0771536351199127,41,fit,-0.04999999999999993,50.4995062
True,46.0818977355957,OAKBAT.cleanStatic,24,1810012007798.0044,252503093,252498093,2.079389275942366,41,fit,0.04500000000000015,50.4996186
True,45.53250503540039,OAKBAT.cleanStatic,27,2429416439837.303,252505436,252500436,2.1681460055963346,41,fit,0.012500000000000122,50.5000872
True,45.13886642456055,OAKBAT.cleanStatic,8,1405768036439.6409,255004064,254999064,2.619861303185528,42,fit,0.037500000000000144,50.9998128
