dataset,scenario,model,status,reason,valid_epochs,valid_prns,roc_auc,pauc_fpr_le_0p05,pr_auc,clean_holdout_fpr,pre_onset_fpr,attack_detection_rate,transition_detection_rate,established_detection_rate,onset_delay_s,pull_off_delay_s,persistent_alarm_ratio
TEXBAT,DS7,shuffled-action TRACE,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
TEXBAT,DS7,action norm only,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
TEXBAT,DS7,complex residual norm only,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
TEXBAT,DS7,fixed complex 9-tap detector,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
TEXBAT,DS7,B0 exact,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS3,TRACE Full,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS3,no-action predictor,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS3,zero-action counterfactual,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS3,wrong shifted-action negative control,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS3,shuffled-action TRACE,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS3,action norm only,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS3,complex residual norm only,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS3,fixed complex 9-tap detector,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS3,B0 exact,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS4,TRACE Full,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS4,no-action predictor,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS4,zero-action counterfactual,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS4,wrong shifted-action negative control,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS4,shuffled-action TRACE,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS4,action norm only,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS4,complex residual norm only,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS4,fixed complex 9-tap detector,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
OAKBAT,OS4,B0 exact,UNAVAILABLE,"Same final receiver build and authenticated TEXBAT cleanStatic raw slice produced different per-channel dump SHA-256 values and acquisition/session timing across repetitions; the preregistered deterministic-reproduction gate failed. All other Phase-A source-binding, schema, causal, cadence, finite-data, reassignment, and multi-PRN checks passed.",,,,,,,,,,,,,
