scenario,physical_recording_id,event_id,target_index,availability_time_s,source_start_s,source_end_s,role,phase,label,valid,tracked_prn_count,row_level,prn,prn_target_index,pair_sequence_index,B0,total,amp_only,shift_only,amp_shift,amp_shift_width,TOPI,NC_TOPI,NC_TOPI_time_shuffle,NC_TOPI_conditioning_removed,B0_median,B0_top25_mean,total_median,total_top25_mean,amp_only_median,amp_only_top25_mean,shift_only_median,shift_only_top25_mean,amp_shift_median,amp_shift_top25_mean,amp_shift_width_median,amp_shift_width_top25_mean,TOPI_median,TOPI_top25_mean,NC_TOPI_median,NC_TOPI_top25_mean,NC_TOPI_time_shuffle_median,NC_TOPI_time_shuffle_top25_mean,NC_TOPI_conditioning_removed_median,NC_TOPI_conditioning_removed_top25_mean
cleanStatic,cleanStatic,cleanStatic@7,1,7.58273364,6.58273364,7.58273364,normal_train,normal,,True,7,prn,G13,13,4144,0.01822211348045283,0.2208308292934556,0.01577630266862986,0.04105170344467291,0.05747562112438566,0.05748160330061315,0.16335520816907026,0.1365272113556095,0.11560866063650548,0.16335520816907026,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@7,1,7.58420332,6.58420332,7.58420332,normal_train,normal,,True,7,prn,G16,13,5091,0.049644487132938536,0.29810960946569515,0.037007234777905414,0.04898487688427556,0.08611111302440067,0.10533603672761116,0.21199849644129437,0.17718176148235115,0.1500341648437967,0.21199849644129437,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@7,1,7.58359512,6.58359512,7.58359512,normal_train,normal,,True,7,prn,G19,13,6056,0.014222319045083557,0.19461088865303075,0.003010421902252466,0.012663229597036458,0.01564586541042647,0.04320842266116716,0.17896502324260444,0.1495734101615922,0.1266559350617387,0.17896502324260444,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@7,1,7.62360144,6.62360144,7.62360144,normal_train,normal,,True,7,prn,G23,13,7939,0.015900490236049652,0.046248007927936985,0.004389576567468155,0.0002905986088127959,0.004686967536459179,0.02554803431727105,0.041561040391477844,0.034735427228090525,0.029413302876425854,0.041561040391477844,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@7.5,2,8.04056928,7.04056928,8.04056928,normal_train,normal,,True,8,prn,G03,14,20,0.019549077914072132,0.19169553474517279,0.05308800154752994,0.006849742661893582,0.05973596277897898,0.06639926919072342,0.13195957196619337,0.11028771334659788,0.09338954995171489,0.13195957196619337,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@7.5,2,8.04064176,7.04064176,8.04064176,normal_train,normal,,True,8,prn,G06,14,967,0.017114849946753503,0.23111855113896096,0.015713697030119808,0.0038038241339555033,0.019312235447672115,0.03964686717716319,0.21180631569128863,0.17702114277806497,0.14989815596255376,0.21180631569128863,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@7.5,2,8.04025756,7.04025756,8.04025756,normal_train,normal,,True,8,prn,G07,14,1914,0.021971157637353356,0.6852801741558291,0.14521476349788842,0.00012357863406060478,0.14527835386138838,0.25625795402623175,0.5400018202944411,0.4513167561541642,0.382166494017762,0.5400018202944411,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@7.5,2,7.78039548,6.78039548,7.78039548,normal_train,normal,,True,8,prn,G10,12,3060,0.0926842675547173,1.1966879419820386,0.028925403597304986,0.6737179522092941,0.7064970952594974,0.734060075230639,0.49019084672253965,0.40968629090666997,0.3469146033422725,0.49019084672253965,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@7.5,2,8.08273364,7.08273364,8.08273364,normal_train,normal,,True,8,prn,G13,14,4145,0.01828382340575197,0.12205184801285707,0.0005322982260632279,0.002076281768809992,0.0026300916480011182,0.003382301069132687,0.11942175636485601,0.0998089963241825,0.08451637054577942,0.11942175636485601,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@7.5,2,8.08420332,7.08420332,8.08420332,normal_train,normal,,True,8,prn,G16,14,5092,0.020193734957344153,0.11181225776299249,0.012064954033251096,7.91428192062476e-05,0.012135833691153716,0.04056458389930857,0.09967642407183877,0.08330646062011472,0.07054233539989127,0.09967642407183877,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@7.5,2,8.08359512,7.08359512,8.08359512,normal_train,normal,,True,8,prn,G19,14,6057,0.018619407584707037,0.10054636187251886,0.03220683997852441,0.010691484016702698,0.043146370886884826,0.043960267105068083,0.05739999098563387,0.04797313038831848,0.04062273956719226,0.05739999098563387,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@7.5,2,8.12360144,7.12360144,8.12360144,normal_train,normal,,True,8,prn,G23,14,7940,0.016691397558973104,0.05157726446138643,0.00022814611337175234,0.026089258978749315,0.02633403434215241,0.04288609034764879,0.025243230119234107,0.02109750801590606,0.01786497080156339,0.025243230119234107,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8,3,8.54056928,7.54056928,8.54056928,normal_train,normal,,True,8,prn,G03,15,21,0.020590190269344652,0.10507174332802988,0.02556147913416772,0.041088260189748885,0.06610264997292774,0.07382871772859825,0.03896909335510183,0.03210208491035471,0.02772435150419027,0.03896909335510183,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8,3,8.54064176,7.54064176,8.54064176,normal_train,normal,,True,8,prn,G06,15,968,0.022433769422441126,0.1823387749997786,0.008965012311149335,0.025727829809186024,0.03438926283152197,0.03472051481811582,0.14794951216825653,0.12187832441447155,0.10525788328840377,0.14794951216825653,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8,3,8.54025756,7.54025756,8.54025756,normal_train,normal,,True,8,prn,G07,15,1915,0.031371707593011396,0.5419868963797881,0.1380903152648154,0.018442743974248436,0.15838151397391112,0.15992081667605232,0.3836053824058774,0.31600767423167025,0.2729139824683016,0.3836053824058774,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8,3,8.28039548,7.28039548,8.28039548,normal_train,normal,,True,8,prn,G10,13,3061,0.07071678216530039,0.627289748962226,0.034194935723782134,0.2662012569695376,0.2977565923512348,0.321377794785658,0.3295331566109901,0.2714638823620016,0.23444458876465943,0.3295331566109901,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8,3,8.58273364,7.58273364,8.58273364,normal_train,normal,,True,8,prn,G13,15,4146,0.01671466761719132,0.1773428565866002,0.058100861764637406,0.026077137902776312,0.08574110402281725,0.08735474192648172,0.0916017525637832,0.07545998599310205,0.06516957331638057,0.0916017525637832,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8,3,8.58420332,7.58420332,8.58420332,normal_train,normal,,True,8,prn,G16,15,5093,0.01711465172930101,0.09785742269188134,0.006068189007655319,0.019945447227119467,0.02607056053781921,0.06657110126389751,0.07178686215406227,0.05913681191702475,0.05107237629590664,0.07178686215406227,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8,3,8.58359512,7.58359512,8.58359512,normal_train,normal,,True,8,prn,G19,15,6058,0.02002415218546964,0.12519866258099507,0.013086917365663505,0.020203374989243142,0.033421032918790575,0.03537336303211637,0.09177762966220447,0.07560487059423603,0.06529470013043641,0.09177762966220447,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8,3,8.62360144,7.62360144,8.62360144,normal_train,normal,,True,8,prn,G23,15,7941,0.012793020889391929,0.07231477231415431,0.01543484076760435,0.0108929460443401,0.026316162349655357,0.050683126456287954,0.04599860996449897,0.037892882684819024,0.03272546322130327,0.04599860996449897,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8.5,4,9.04056928,8.04056928,9.04056928,normal_train,normal,,True,8,prn,G03,16,22,0.010617751845086593,0.1291582517878795,0.033240859461356874,0.012733498881870892,0.04585074686445242,0.10076237256000317,0.08330750492342696,0.06902453496832008,0.05943579327765736,0.08330750492342696,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8.5,4,9.04064176,8.04064176,9.04064176,normal_train,normal,,True,8,prn,G06,16,969,0.021552699156179893,0.15213127932516599,0.016625166408405997,1.2552540770509146e-05,0.016644352214777933,0.07545519517340747,0.13548692711038812,0.11225785896093207,0.09666323579081929,0.13548692711038812,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8.5,4,9.04025756,8.04025756,9.04025756,normal_train,normal,,True,8,prn,G07,16,1916,0.026992787953229378,0.611446570955222,0.17806666294373674,0.0011800335539419653,0.1798835758151066,0.18174247861094361,0.4315629951401155,0.3575720467977312,0.30789889805259807,0.4315629951401155,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8.5,4,8.78039548,7.78039548,8.78039548,normal_train,normal,,True,8,prn,G10,14,3062,0.06648349738193156,0.526547361282758,0.05606647146451971,0.2662181184931411,0.3273030618421025,0.3303098145364559,0.1992442994406553,0.16508410768778803,0.14215097432327836,0.1992442994406553,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8.5,4,9.08273364,8.08273364,9.08273364,normal_train,normal,,True,8,prn,G13,16,4147,0.014426945244346671,0.08902964933864202,0.001468564583136408,0.011481218081382756,0.013076313466381556,0.026783340018767563,0.07595333587226054,0.06293122921751458,0.05418895661083077,0.07595333587226054,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8.5,4,9.08420332,8.08420332,9.08420332,normal_train,normal,,True,8,prn,G16,16,5094,0.015430148298190428,0.20416445394211585,0.03079726174346567,0.008522845415347344,0.039487586982256684,0.058311860987421645,0.16467686695985934,0.13644321928008857,0.11748881725884071,0.16467686695985934,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8.5,4,9.08359512,8.08359512,9.08359512,normal_train,normal,,True,8,prn,G19,16,6059,0.014589935105631112,0.1330812080387312,0.05358884595191655,0.0024118904151147176,0.056114732699044975,0.06812298096883031,0.07696647533968608,0.06377066716084727,0.05491178161924615,0.07696647533968608,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@8.5,4,9.12360144,8.12360144,9.12360144,normal_train,normal,,True,8,prn,G23,16,7942,0.016655845191296557,0.1194378402552727,0.0001467028187809729,0.028049379878528985,0.028191340607217067,0.07985934544560035,0.09124649964805581,0.07560239874526478,0.06509987419952831,0.09124649964805581,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9,5,9.54056928,8.54056928,9.54056928,normal_train,normal,,True,9,prn,G03,17,23,0.016375192716065246,0.151329741341537,0.04900782508482885,0.013376081559609922,0.06202474200945417,0.08727112701644668,0.0893049993320826,0.07632527390737137,0.06227671687315519,0.0893049993320826,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9,5,9.54064176,8.54064176,9.54064176,normal_train,normal,,True,9,prn,G06,17,970,0.020903696229457328,0.11669150005989032,0.002396112019338092,0.03189878856881574,0.03411640763102115,0.03458496648860012,0.08257509242886903,0.07057350198418014,0.05758362566965347,0.08257509242886903,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9,5,9.54025756,8.54025756,9.54025756,normal_train,normal,,True,9,prn,G07,17,1917,0.04377272042931378,0.5701457405057645,0.0644944158852358,0.025547361888399987,0.09180481938461903,0.10252936298783144,0.47834092112114535,0.4088181187921447,0.33357037496560427,0.47834092112114535,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9,5,9.28039548,8.28039548,9.28039548,normal_train,normal,,True,9,prn,G10,15,3063,0.10203078339205278,1.068011016813411,0.0032378946855203352,0.8589659368407419,0.864910787132037,0.8981988892569004,0.20310022968137273,0.17358133113508542,0.141631662228743,0.20310022968137273,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9,5,9.58273364,8.58273364,9.58273364,normal_train,normal,,True,9,prn,G13,17,4148,0.015774362554231307,0.1613960391649954,0.008510995301977761,0.010513836900495918,0.01934296907186926,0.01952262176171363,0.14205307009312623,0.12140685925010514,0.09906051053486738,0.14205307009312623,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9,5,9.58420332,8.58420332,9.58420332,normal_train,normal,,True,9,prn,G16,17,5095,0.01823885733627617,0.2769739460713856,0.0013369208732154434,0.0052570767255486215,0.0066233234312389885,0.013350742068245939,0.2703506226401466,0.23105744894871372,0.18852863007181214,0.2703506226401466,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9,5,9.58359512,8.58359512,9.58359512,normal_train,normal,,True,9,prn,G19,17,6060,0.015400950601527198,0.055979528639528174,0.012357910155776877,0.00014639824936724227,0.012506586230677028,0.0360995953987735,0.04347294240885104,0.03715451835542339,0.030315795826520855,0.04347294240885104,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9,5,9.62360144,8.62360144,9.62360144,normal_train,normal,,True,9,prn,G23,17,7943,0.007646066557600982,0.058045491615110835,0.008621642405153642,0.006485129551751159,0.015105630801630805,0.025558316885669015,0.042939860813480064,0.03669891565584361,0.029944052118626538,0.042939860813480064,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9,5,9.33954804,8.33954804,9.33954804,normal_train,normal,,True,9,prn,G30,12,8939,0.02695328333816314,0.33845889305209065,0.005496654237616969,0.01784630081873357,0.023140897457814027,0.07427975223071394,0.31531799559427703,0.2694891950243888,0.21988656495718772,0.31531799559427703,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9.5,6,10.04056928,9.04056928,10.04056928,normal_train,normal,,True,9,prn,G03,18,24,0.010039278828609704,0.08643226596462027,0.003543181231265773,0.0016044264803323092,0.005113061361295222,0.022025951627878796,0.08131920460332503,0.06955496481189624,0.05725989458445493,0.08131920460332503,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9.5,6,10.04064176,9.04064176,10.04064176,normal_train,normal,,True,9,prn,G06,18,971,0.017437826434023345,0.0801441864087624,0.0008376179276673112,0.013711892056715072,0.01451330641834203,0.01571826695999389,0.0656308799904203,0.0561362296959901,0.04621315823326214,0.0656308799904203,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9.5,6,10.04025756,9.04025756,10.04025756,normal_train,normal,,True,9,prn,G07,18,1918,0.05046193567898951,1.320778501590372,0.12913732944804623,0.01086298418002211,0.14144223470931516,0.2183238682119393,1.1793362668810565,1.0087247279955678,0.8304147913231402,1.1793362668810565,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9.5,6,9.78039548,8.78039548,9.78039548,normal_train,normal,,True,9,prn,G10,16,3064,0.03459186695695112,0.3183974666068209,0.002064443712195527,0.009453669240478246,0.011819992739616668,0.012823010281088258,0.3065774738672041,0.26222570069360357,0.21587267019194142,0.3065774738672041,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9.5,6,10.08273364,9.08273364,10.08273364,normal_train,normal,,True,9,prn,G13,18,4149,0.01746106013270465,0.18677217460426107,0.06689971193348787,0.028549402084653196,0.0972699229019249,0.10427044530443498,0.08950225170233633,0.07655419157268711,0.06302188422213835,0.08950225170233633,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9.5,6,10.08420332,9.08420332,10.08420332,normal_train,normal,,True,9,prn,G16,18,5096,0.020033513107721036,0.11345696596892339,0.0016424628564356714,0.028230633752740056,0.029822921943643065,0.051720491670013156,0.08363404402528044,0.07153492237941916,0.05888985963302707,0.08363404402528044,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9.5,6,10.08359512,9.08359512,10.08359512,normal_train,normal,,True,9,prn,G19,18,6061,0.028343588991122822,0.195469456988328,0.0006020643592960942,0.06026438642555446,0.06085672592998127,0.1237278883562202,0.13461273105834692,0.11513865411828847,0.09478586058146664,0.13461273105834692,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9.5,6,10.12360144,9.12360144,10.12360144,normal_train,normal,,True,9,prn,G23,18,7944,0.013454191086942622,0.11165067504521424,0.0008517686778297276,0.02090702351551007,0.021788987812826545,0.0678993873043436,0.08986168723238777,0.0768616284907783,0.06327497622741617,0.08986168723238777,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@9.5,6,9.83954804,8.83954804,9.83954804,normal_train,normal,,True,9,prn,G30,13,8940,0.029559187419672284,0.8898435860294475,0.45070044676261106,0.0115884125314365,0.46641779073688094,0.4849574762167279,0.4234257952925671,0.362169876546228,0.2981499452811916,0.4234257952925671,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10,7,10.54056928,9.54056928,10.54056928,normal_train,normal,,True,9,prn,G03,19,25,0.016400472053563694,0.03508585871746683,0.009556903638428116,0.0059890736637526485,0.015425346642034881,0.01945972550070199,0.019660512075431926,0.017007538375654604,0.013781919118684621,0.019660512075431926,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10,7,10.54064176,9.54064176,10.54064176,normal_train,normal,,True,9,prn,G06,19,972,0.015001822176485964,0.09357231640944243,0.009701789203347399,0.0009506802638779977,0.010621428586747734,0.025673767090770582,0.08295088782269475,0.07175756168131786,0.05814815109643294,0.08295088782269475,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10,7,10.54025756,9.54025756,10.54025756,normal_train,normal,,True,9,prn,G07,19,1919,0.020091189385340553,1.0486950698928246,0.19258816511403473,0.04169180133314466,0.2317070049037067,0.315819632037713,0.8169880649891182,0.706744352051622,0.572704484471741,0.8169880649891182,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10,7,10.28039548,9.28039548,10.28039548,normal_train,normal,,True,9,prn,G10,17,3065,0.015237023349314668,0.27447867353393,0.12799100282488285,8.684937633266565e-05,0.12812896325546694,0.1352440874981823,0.14634971027846275,0.1266013979837911,0.10259040366609522,0.14634971027846275,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10,7,10.58273364,9.58273364,10.58273364,normal_train,normal,,True,9,prn,G13,19,4150,0.015434919810852418,0.10033550711158971,0.009516228442037616,0.009097367725548429,0.018904084270411924,0.018966979686929786,0.08143142284117794,0.0704431320833267,0.0570830138610144,0.08143142284117794,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10,7,10.58420332,9.58420332,10.58420332,normal_train,normal,,True,9,prn,G16,19,5097,0.023508562878296314,0.2964911496823621,0.012984230240863827,0.0046989932072521385,0.01761544699854937,0.09449379614851694,0.27887570268381284,0.2412444394751804,0.1954904513070884,0.27887570268381284,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10,7,10.58359512,9.58359512,10.58359512,normal_train,normal,,True,9,prn,G19,19,6062,0.018109929872710206,0.16618921477437124,0.03290123866987008,0.0015127716084262688,0.03453938585711877,0.053341794349909766,0.13164982891725244,0.11388510680026853,0.09228586148544557,0.13164982891725244,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10,7,10.62360144,9.62360144,10.62360144,normal_train,normal,,True,9,prn,G23,19,7945,0.023038106885058383,0.28941850496130483,0.005566003886662605,0.02387411982964201,0.029493629677635542,0.1693838102069464,0.2599248752836696,0.22485082149505145,0.1822060175416373,0.2599248752836696,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10,7,10.33954804,9.33954804,10.33954804,normal_train,normal,,True,9,prn,G30,14,8941,0.060568932372299385,0.5850324812872741,0.10513910222840507,0.09465961726835176,0.20361208045391446,0.20589971619683312,0.38142040083335915,0.32995183846392273,0.2673737639351969,0.38142040083335915,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10.5,8,11.04056928,10.04056928,11.04056928,normal_train,normal,,True,9,prn,G03,20,26,0.014057741675490143,0.0674089999562109,0.006198904748351137,0.007634593278843886,0.013747369478707692,0.024183940367663286,0.0536616304775032,0.045358571586766795,0.03747160969940913,0.0536616304775032,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10.5,8,11.04064176,10.04064176,11.04064176,normal_train,normal,,True,9,prn,G06,20,973,0.014726094914794983,0.05863043217745658,0.003946401471813182,0.004846390545033234,0.008748628647679203,0.009261256900128887,0.04988180352977734,0.042163596896873795,0.03483217815668195,0.04988180352977734,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10.5,8,11.04025756,10.04025756,11.04025756,normal_train,normal,,True,9,prn,G07,20,1920,0.03833752536409019,0.3615803123359196,0.00913715961083951,0.05179762999363092,0.06219751697241423,0.08290012818912283,0.29938279536350515,0.2530593244093641,0.20905729398741357,0.29938279536350515,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10.5,8,10.78039548,9.78039548,10.78039548,normal_train,normal,,True,9,prn,G10,18,3066,0.01886967934378171,0.5664584399026547,0.008674453560867164,0.0003261545057851806,0.009025951536883828,0.01895648410662415,0.5574324883657709,0.471181013385876,0.3892519189585473,0.5574324883657709,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10.5,8,11.08273364,10.08273364,11.08273364,normal_train,normal,,True,9,prn,G13,20,4151,0.014663676164425094,0.24731669627447442,0.09311646744503588,0.01219320433919788,0.10649107019659856,0.10957738181952412,0.14082562607787635,0.1190356905830979,0.0983377293814693,0.14082562607787635,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10.5,8,11.08420332,10.08420332,11.08420332,normal_train,normal,,True,9,prn,G16,20,5098,0.021841135973218653,0.30299453181280994,0.0008724448196533334,0.05420758474979223,0.05507524889645048,0.1147969361369207,0.24791928291635976,0.2095587562628384,0.17312061753870642,0.24791928291635976,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10.5,8,11.08359512,10.08359512,11.08359512,normal_train,normal,,True,9,prn,G19,20,6063,0.02114601406859573,0.1255203327185357,0.037153094740700866,0.017177962569770472,0.05421324126026343,0.06774765630548454,0.07130709145827219,0.06027375209760226,0.049793334197041156,0.07130709145827219,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10.5,8,11.12360144,10.12360144,11.12360144,normal_train,normal,,True,9,prn,G23,20,7946,0.018619223566701378,0.19167024687586748,0.0011197087906388362,0.05075049663278375,0.05179693186277621,0.09739190816751665,0.13987331501309158,0.11823073051720838,0.09767273601070313,0.13987331501309158,,,,,,,,,,,,,,,,,,,,
cleanStatic,cleanStatic,cleanStatic@10.5,8,10.83954804,9.83954804,10.83954804,normal_train,normal,,True,9,prn,G30,15,8942,0.059672249281948274,1.1004595050655543,0.014705113642655898,0.10785966983806135,0.1229011962092017,0.5780664635322341,0.9775583088563516,0.8263008063291821,0.6826233769254644,0.9775583088563516,,,,,,,,,,,,,,,,,,,,
