physical_recording_id,window_end_s,decision_time_s,window_start_s,tracked_prn_count,min_p,median_p,mean_q,max_q,mean_neg_log_p,median_neg_log_p,score_A2,score_A0,min_residual_age_s,median_residual_age_s,max_residual_age_s,prn_set_hash,producer_chain_id,score_B0_Exact,score_B0_Enhanced,scenario
texbat-cleanStatic-cmte-reconstructed,312.5,312.5,311.04025756,10,0.035820895522388,0.48208955223880595,7.497957386811791,33.468999502872315,0.9981300063829975,0.7297979500636855,0.9981300063829975,0.1757581977287623,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,1.0817271801130608,1.6923948833042881,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,313.0,313.0,311.54025756,10,0.0985074626865671,0.5738805970149254,6.0323479580195976,20.06770549993093,0.8146682518670596,0.5878638372641583,0.8146682518670596,0.1804718736599765,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.9319289523490529,0.7921068894182706,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,313.5,313.5,312.04025756,10,0.0283582089552238,0.3619402985074627,9.630309484605903,38.858274173430544,1.2048595307758845,1.0164482072352858,1.2048595307758845,0.1264309935739067,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.9611243416190025,0.9970595516338876,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,314.0,314.0,312.54025756,10,0.0373134328358208,0.4097014925373134,7.466288246859721,33.00636179036917,1.005753988353979,0.9022602146021301,1.005753988353979,0.164863423591289,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,1.1610902088545774,1.5856290919908909,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,314.5,314.5,313.04025756,10,0.0283582089552238,0.5022388059701492,9.711233714478576,39.43352168349352,1.1420295920942627,0.7005304524390498,1.1420295920942627,0.1788565532475292,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,1.1329952839981459,1.1954401022770427,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,315.0,315.0,313.54025756,10,0.0611940298507462,0.4320895522388059,7.058465997354292,28.002945569933708,0.9720826599197624,0.8427163064377741,0.9720826599197624,0.1315152639378938,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.9703800302628667,0.6678681941614591,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,315.5,315.5,314.04025756,10,0.0686567164179104,0.5895522388059702,6.957852356965771,24.76174382017348,0.8835297081174701,0.5290204468002604,0.8835297081174701,0.1463761817468653,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.9899626500543629,0.9659998778196848,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,316.0,316.0,314.54025756,10,0.0238805970149253,0.5208955223880597,10.923224887285635,42.40158555970713,1.1952056300621956,0.6758469315749978,1.1952056300621956,0.2288245218586395,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.860755368104438,0.602831838066381,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,316.5,316.5,315.04025756,10,0.026865671641791,0.4611940298507463,9.050737297628519,39.9668173084919,1.1233725063049682,0.7938118364833856,1.1233725063049682,0.242019826721047,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.7662000933425859,0.5197161281087938,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,317.0,317.0,315.54025756,10,0.0328358208955223,0.4313432835820895,10.295718319005122,37.47598086839242,1.182515104606643,0.8437569270952701,1.182515104606643,0.2494109175234141,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.8368276973641523,0.9289618613065184,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,317.5,317.5,316.04025756,10,0.0477611940298507,0.35820895522388063,9.012224931862455,29.87767903081066,1.1858762488538606,1.0278903541520799,1.1858762488538606,0.2283508378042865,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,1.101453947781418,1.6724576734588308,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,318.0,318.0,316.54025756,10,0.1865671641791045,0.4253731343283582,6.038979555218179,13.368410525137868,0.8879707051006844,0.8937168986199019,0.8879707051006844,0.1691173527969788,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.9467240281003209,0.7871225869569062,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,318.5,318.5,317.04025756,10,0.2104477611940298,0.5246268656716417,5.120185778856259,11.621643546307132,0.7805014366910894,0.6504887231605585,0.7805014366910894,0.1467713830491059,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.830676588339498,0.565788815331425,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,319.0,319.0,317.54025756,10,0.1134328358208955,0.5962686567164179,5.786816723948882,18.613222226981364,0.7709160127303349,0.5201821982486723,0.7709160127303349,0.1844371877917036,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.7436410085188808,0.5104553724250547,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,319.5,319.5,318.04025756,10,0.0477611940298507,0.6932835820895522,5.78152339138913,30.115317050467755,0.7289926132485369,0.3715722889658571,0.7289926132485369,0.1919416107059211,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.6783643236534179,0.49662201169846215,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,320.0,320.0,318.54025756,10,0.0253731343283582,0.5380597014925372,9.866273297484522,42.12773035074608,1.113537288559657,0.6198098020522362,1.113537288559657,0.1543129034794645,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.7919185773265303,0.9890090432200478,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,320.5,320.5,319.04025756,10,0.0194029850746268,0.5291044776119402,8.758616709842482,50.43812255729021,0.9896626191967861,0.6468203281286313,0.9896626191967861,0.2281654906803004,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.8561165603521105,1.046285090084332,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,321.0,321.0,319.54025756,10,0.0343283582089552,0.4305970149253731,7.806941596423295,35.057142333138216,1.0062879198630115,0.8530372168407603,1.0062879198630115,0.2310311118764173,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.8859960292977384,1.0039939013939683,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,321.5,321.5,320.04025756,10,0.0283582089552238,0.49776119402985075,9.172434080279036,39.40386353840341,1.0772229613011177,0.6993471909642367,1.0772229613011177,0.1924998483192497,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.9476423565597705,1.1158520156439242,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,322.0,322.0,320.54025756,10,0.0731343283582089,0.5902985074626865,8.101959014562599,23.955740686446283,1.0477225600325213,0.5295501537774072,1.0477225600325213,0.1960350516536322,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.9938771020062946,1.1438165442064134,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,322.5,322.5,321.04025756,10,0.0567164179104477,0.48507462686567165,6.671612237655694,29.227046193759072,0.9141250684717992,0.724822452366922,0.9141250684717992,0.2401039167677199,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.8636912070683869,0.6472860046630631,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,323.0,323.0,321.54025756,10,0.0343283582089552,0.508955223880597,7.4792232924352735,37.00512983654599,0.9336769546600141,0.6757436506850378,0.9336769546600141,0.2335918614044233,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.7655933779186442,0.5232696574021481,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,323.5,323.5,322.04025756,10,0.0477611940298507,0.48880597014925375,8.077403744343433,30.196255072468745,0.9900033781001353,0.7545992646498738,0.9900033781001353,0.157966841042465,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.8573403680254499,0.9956709546459693,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,324.0,324.0,322.54025756,10,0.0925373134328358,0.44701492537313436,6.332884717892253,20.515200032313302,0.905470672250732,0.8153343014060992,0.905470672250732,0.1593227058112932,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.9261506106055541,1.1137712789569245,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,324.5,324.5,323.04025756,10,0.0373134328358208,0.4888059701492537,9.240114891025243,32.768489185098666,1.1656579343468034,0.7331507133732503,1.1656579343468034,0.1884216320079219,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.9567905853113784,1.077475649018551,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,325.0,325.0,323.54025756,10,0.0253731343283582,0.4388059701492537,9.02984515564983,41.319807367616086,1.0907979404329124,0.8442509268462839,1.0907979404329124,0.2139552803838849,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.8354179116008879,0.6308170684910201,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,325.5,325.5,324.04025756,10,0.0238805970149253,0.45746268656716416,10.125245550547078,42.29478357102086,1.2189356312242086,0.7908671680207326,1.2189356312242086,0.2430470430002854,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.8887410610578788,0.9567370964020749,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,326.0,326.0,324.54025756,10,0.0149253731343283,0.5261194029850746,10.350625844136191,59.35932508035776,1.051033966799015,0.7342136594860385,1.051033966799015,0.1699538409029018,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.7843807684107631,0.6006324303369011,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,326.5,326.5,325.04025756,10,0.2477611940298507,0.5888059701492537,4.460199375529337,9.310557858534311,0.7184648805580947,0.5423685324796652,0.7184648805580947,0.2111203413840011,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.8321941853417278,0.8925807364571106,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,327.0,327.0,325.54025756,10,0.0835820895522388,0.5044776119402985,7.030107471951449,21.33912612251817,0.9944012679511081,0.6881863518137591,0.9944012679511081,0.1446011085003436,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,1.0643925916466213,1.5595093881966964,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,327.5,327.5,326.04025756,10,0.0671641791044776,0.41641791044776116,7.025747795776056,24.948878421731614,1.0394740096766002,0.8765864928178515,1.0394740096766002,0.2168395476670007,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,1.2385413963752914,1.726241551131593,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,328.0,328.0,326.54025756,10,0.0641791044776119,0.5776119402985074,5.8305063666274375,25.55144835809213,0.8151149068571929,0.549604740938928,0.8151149068571929,0.1536115596774233,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,1.0471894278451344,0.7930085440192807,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,328.5,328.5,327.04025756,10,0.0149253731343283,0.4955223880597015,9.57447996453688,55.24751469136853,1.0431934785495005,0.7021835710897926,1.0431934785495005,0.1802714787932103,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.9036754514475166,0.5595840046162799,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,329.0,329.0,327.54025756,10,0.0149253731343283,0.3820895522388059,13.00096598524461,89.22222383478783,1.1779276386990722,0.963391300913818,1.1779276386990722,0.2895382176827131,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.7955815612029915,0.5013441573904523,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,329.5,329.5,328.04025756,10,0.0253731343283582,0.3455223880597014,8.775814562413487,41.57927602592565,1.1224234766009094,1.062718831140564,1.1224234766009094,0.2142508563879755,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.717319738166501,0.4943442079398116,CLEAN_THRESHOLD
texbat-cleanStatic-cmte-reconstructed,330.0,330.0,328.54025756,10,0.0731343283582089,0.6089552238805971,7.455318148870522,23.93004279137956,0.9211331770145831,0.5008396270930537,0.9211331770145831,0.256544203073098,0.16045195999998896,0.4161007799999936,0.45974244000001363,61a7711d7dd99a09d6f523148726230a5e277ede3c6c7fca21bbb1fae1914fb2,epochfix-8d05354a609c20a8d636,0.8001674309820885,0.9226188812642728,CLEAN_THRESHOLD
