dataset,prn,subframe_start_bit,tow_s,subframe_id,word_position,previous_d29,previous_d30,d29,d30,parity_valid,transmitted_word_hex
OAKBAT.cleanStatic,10,2724,381702,2,5,1,1,0,1,True,0x3196fd41
OAKBAT.cleanStatic,10,2724,381702,2,6,0,1,0,1,True,0x02a23f75
OAKBAT.cleanStatic,10,2724,381702,2,7,0,1,1,0,True,0x0be1ab76
OAKBAT.cleanStatic,10,2724,381702,2,8,1,0,1,1,True,0x0499286f
OAKBAT.cleanStatic,10,2724,381702,2,9,1,1,0,0,True,0x3ca8dc6c
OAKBAT.cleanStatic,10,2724,381702,2,10,0,0,0,0,True,0x17bb003c
OAKBAT.cleanStatic,10,3024,381708,3,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,3024,381708,3,2,0,1,0,0,True,0x20efb4f4
OAKBAT.cleanStatic,10,3024,381708,3,3,0,0,1,1,True,0x000cf693
OAKBAT.cleanStatic,10,3024,381708,3,4,1,1,1,1,True,0x1e0fdd17
OAKBAT.cleanStatic,10,3024,381708,3,5,1,1,1,1,True,0x3ff7363b
OAKBAT.cleanStatic,10,3024,381708,3,6,1,1,1,1,True,0x2b8b4a4f
OAKBAT.cleanStatic,10,3024,381708,3,7,1,1,0,0,True,0x39691ae0
OAKBAT.cleanStatic,10,3024,381708,3,8,0,0,0,1,True,0x0afbc81d
OAKBAT.cleanStatic,10,3024,381708,3,9,0,1,1,0,True,0x0015c3ca
OAKBAT.cleanStatic,10,3024,381708,3,10,1,0,0,0,True,0x1a4038ac
OAKBAT.cleanStatic,10,3324,381714,4,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,3324,381714,4,2,0,1,0,0,True,0x20ef93b0
OAKBAT.cleanStatic,10,3324,381714,4,3,0,0,0,1,True,0x1faaaa89
OAKBAT.cleanStatic,10,3324,381714,4,4,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,10,3324,381714,4,5,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,10,3324,381714,4,6,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,10,3324,381714,4,7,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,10,3324,381714,4,8,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,10,3324,381714,4,9,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,10,3324,381714,4,10,0,1,0,0,True,0x1555559c
OAKBAT.cleanStatic,10,3624,381720,5,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,3624,381720,5,2,0,1,0,0,True,0x20ef728c
OAKBAT.cleanStatic,10,3624,381720,5,3,0,0,1,1,True,0x1613a5cf
OAKBAT.cleanStatic,10,3624,381720,5,4,1,1,0,1,True,0x1c40f369
OAKBAT.cleanStatic,10,3624,381720,5,5,0,1,0,0,True,0x00b5bff8
OAKBAT.cleanStatic,10,3624,381720,5,6,0,0,0,0,True,0x28434ec4
OAKBAT.cleanStatic,10,3624,381720,5,7,0,0,1,1,True,0x0b5e64cb
OAKBAT.cleanStatic,10,3624,381720,5,8,1,1,0,1,True,0x39387021
OAKBAT.cleanStatic,10,3624,381720,5,9,0,1,1,1,True,0x11bccf4b
OAKBAT.cleanStatic,10,3624,381720,5,10,1,1,0,0,True,0x007ffab0
OAKBAT.cleanStatic,10,3924,381726,1,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,3924,381726,1,2,0,1,0,0,True,0x20ef5670
OAKBAT.cleanStatic,10,3924,381726,1,3,0,0,1,1,True,0x03140003
OAKBAT.cleanStatic,10,3924,381726,1,4,1,1,0,1,True,0x35555569
OAKBAT.cleanStatic,10,3924,381726,1,5,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,10,3924,381726,1,6,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,10,3924,381726,1,7,0,1,0,1,True,0x3ffffedd
OAKBAT.cleanStatic,10,3924,381726,1,8,0,1,0,0,True,0x25a844ec
OAKBAT.cleanStatic,10,3924,381726,1,9,0,0,0,0,True,0x003fe490
OAKBAT.cleanStatic,10,3924,381726,1,10,0,0,0,0,True,0x36bf84dc
OAKBAT.cleanStatic,10,4224,381732,2,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,4224,381732,2,2,0,1,0,0,True,0x20ef35e0
OAKBAT.cleanStatic,10,4224,381732,2,3,0,0,0,0,True,0x1a7ce7f0
OAKBAT.cleanStatic,10,4224,381732,2,4,0,0,1,1,True,0x0be07863
OAKBAT.cleanStatic,10,4224,381732,2,5,1,1,0,1,True,0x3196fd41
OAKBAT.cleanStatic,10,4224,381732,2,6,0,1,0,1,True,0x02a23f75
OAKBAT.cleanStatic,10,4224,381732,2,7,0,1,1,0,True,0x0be1ab76
OAKBAT.cleanStatic,10,4224,381732,2,8,1,0,1,1,True,0x0499286f
OAKBAT.cleanStatic,10,4224,381732,2,9,1,1,0,0,True,0x3ca8dc6c
OAKBAT.cleanStatic,10,4224,381732,2,10,0,0,0,0,True,0x17bb003c
OAKBAT.cleanStatic,10,4524,381738,3,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,4524,381738,3,2,0,1,0,0,True,0x20ef1468
OAKBAT.cleanStatic,10,4524,381738,3,3,0,0,1,1,True,0x000cf693
OAKBAT.cleanStatic,10,4524,381738,3,4,1,1,1,1,True,0x1e0fdd17
OAKBAT.cleanStatic,10,4524,381738,3,5,1,1,1,1,True,0x3ff7363b
OAKBAT.cleanStatic,10,4524,381738,3,6,1,1,1,1,True,0x2b8b4a4f
OAKBAT.cleanStatic,10,4524,381738,3,7,1,1,0,0,True,0x39691ae0
OAKBAT.cleanStatic,10,4524,381738,3,8,0,0,0,1,True,0x0afbc81d
OAKBAT.cleanStatic,10,4524,381738,3,9,0,1,1,0,True,0x0015c3ca
OAKBAT.cleanStatic,10,4524,381738,3,10,1,0,0,0,True,0x1a4038ac
OAKBAT.cleanStatic,10,4824,381744,4,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,4824,381744,4,2,0,1,0,0,True,0x20eef350
OAKBAT.cleanStatic,10,4824,381744,4,3,0,0,1,1,True,0x1fe6665f
OAKBAT.cleanStatic,10,4824,381744,4,4,1,1,0,0,True,0x199999a8
OAKBAT.cleanStatic,10,4824,381744,4,5,0,0,1,1,True,0x26666657
OAKBAT.cleanStatic,10,4824,381744,4,6,1,1,0,0,True,0x199999a8
OAKBAT.cleanStatic,10,4824,381744,4,7,0,0,1,1,True,0x26666657
OAKBAT.cleanStatic,10,4824,381744,4,8,1,1,1,1,True,0x1999bfe7
OAKBAT.cleanStatic,10,4824,381744,4,9,1,1,1,1,True,0x3fffffff
OAKBAT.cleanStatic,10,4824,381744,4,10,1,1,0,0,True,0x3f03ff60
OAKBAT.cleanStatic,10,5124,381750,5,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,5124,381750,5,2,0,1,0,0,True,0x20eed2d8
OAKBAT.cleanStatic,10,5124,381750,5,3,0,0,0,1,True,0x1ce38c79
OAKBAT.cleanStatic,10,5124,381750,5,4,0,1,1,0,True,0x3fffffd6
OAKBAT.cleanStatic,10,5124,381750,5,5,1,0,0,1,True,0x00000029
OAKBAT.cleanStatic,10,5124,381750,5,6,0,1,1,0,True,0x3fffffd6
OAKBAT.cleanStatic,10,5124,381750,5,7,1,0,0,1,True,0x00000029
OAKBAT.cleanStatic,10,5124,381750,5,8,0,1,0,0,True,0x3f03ffec
OAKBAT.cleanStatic,10,5124,381750,5,9,0,0,1,0,True,0x0003f006
OAKBAT.cleanStatic,10,5124,381750,5,10,1,0,0,0,True,0x2aaaaa30
OAKBAT.cleanStatic,10,5424,381756,1,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,5424,381756,1,2,0,1,0,0,True,0x20eeb6dc
OAKBAT.cleanStatic,10,5424,381756,1,3,0,0,1,1,True,0x03140003
OAKBAT.cleanStatic,10,5424,381756,1,4,1,1,0,1,True,0x35555569
OAKBAT.cleanStatic,10,5424,381756,1,5,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,10,5424,381756,1,6,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,10,5424,381756,1,7,0,1,0,1,True,0x3ffffedd
OAKBAT.cleanStatic,10,5424,381756,1,8,0,1,0,0,True,0x25a844ec
OAKBAT.cleanStatic,10,5424,381756,1,9,0,0,0,0,True,0x003fe490
OAKBAT.cleanStatic,10,5424,381756,1,10,0,0,0,0,True,0x36bf84dc
OAKBAT.cleanStatic,10,5724,381762,2,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,5724,381762,2,2,0,1,0,0,True,0x20ee95b4
OAKBAT.cleanStatic,10,5724,381762,2,3,0,0,0,0,True,0x1a7ce7f0
OAKBAT.cleanStatic,10,5724,381762,2,4,0,0,1,1,True,0x0be07863
OAKBAT.cleanStatic,10,5724,381762,2,5,1,1,0,1,True,0x3196fd41
OAKBAT.cleanStatic,10,5724,381762,2,6,0,1,0,1,True,0x02a23f75
OAKBAT.cleanStatic,10,5724,381762,2,7,0,1,1,0,True,0x0be1ab76
OAKBAT.cleanStatic,10,5724,381762,2,8,1,0,1,1,True,0x0499286f
OAKBAT.cleanStatic,10,5724,381762,2,9,1,1,0,0,True,0x3ca8dc6c
OAKBAT.cleanStatic,10,5724,381762,2,10,0,0,0,0,True,0x17bb003c
OAKBAT.cleanStatic,10,6024,381768,3,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,6024,381768,3,2,0,1,0,0,True,0x20ee7488
OAKBAT.cleanStatic,10,6024,381768,3,3,0,0,1,1,True,0x000cf693
OAKBAT.cleanStatic,10,6024,381768,3,4,1,1,1,1,True,0x1e0fdd17
OAKBAT.cleanStatic,10,6024,381768,3,5,1,1,1,1,True,0x3ff7363b
OAKBAT.cleanStatic,10,6024,381768,3,6,1,1,1,1,True,0x2b8b4a4f
OAKBAT.cleanStatic,10,6024,381768,3,7,1,1,0,0,True,0x39691ae0
OAKBAT.cleanStatic,10,6024,381768,3,8,0,0,0,1,True,0x0afbc81d
OAKBAT.cleanStatic,10,6024,381768,3,9,0,1,1,0,True,0x0015c3ca
OAKBAT.cleanStatic,10,6024,381768,3,10,1,0,0,0,True,0x1a4038ac
OAKBAT.cleanStatic,10,6324,381774,4,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,6324,381774,4,2,0,1,0,0,True,0x20ee53cc
OAKBAT.cleanStatic,10,6324,381774,4,3,0,0,0,1,True,0x1e6aaaa9
OAKBAT.cleanStatic,10,6324,381774,4,4,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,10,6324,381774,4,5,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,10,6324,381774,4,6,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,10,6324,381774,4,7,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,10,6324,381774,4,8,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,10,6324,381774,4,9,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,10,6324,381774,4,10,0,1,0,0,True,0x1555559c
OAKBAT.cleanStatic,10,6624,381780,5,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,6624,381780,5,2,0,1,0,0,True,0x20ee32bc
OAKBAT.cleanStatic,10,6624,381780,5,3,0,0,0,0,True,0x10538584
OAKBAT.cleanStatic,10,6624,381780,5,4,0,0,1,1,True,0x2385f7bf
OAKBAT.cleanStatic,10,6624,381780,5,5,1,1,0,0,True,0x00b17ff8
OAKBAT.cleanStatic,10,6624,381780,5,6,0,0,0,1,True,0x2843443d
OAKBAT.cleanStatic,10,6624,381780,5,7,0,1,0,1,True,0x13f5a035
OAKBAT.cleanStatic,10,6624,381780,5,8,0,1,0,0,True,0x3849af70
OAKBAT.cleanStatic,10,6624,381780,5,9,0,0,0,0,True,0x2c3adfd8
OAKBAT.cleanStatic,10,6624,381780,5,10,0,0,0,0,True,0x353fede4
OAKBAT.cleanStatic,10,6924,381786,1,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,6924,381786,1,2,0,1,0,0,True,0x20ee1640
OAKBAT.cleanStatic,10,6924,381786,1,3,0,0,1,1,True,0x03140003
OAKBAT.cleanStatic,10,6924,381786,1,4,1,1,0,1,True,0x35555569
OAKBAT.cleanStatic,10,6924,381786,1,5,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,10,6924,381786,1,6,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,10,6924,381786,1,7,0,1,0,1,True,0x3ffffedd
OAKBAT.cleanStatic,10,6924,381786,1,8,0,1,0,0,True,0x25a844ec
OAKBAT.cleanStatic,10,6924,381786,1,9,0,0,0,0,True,0x003fe490
OAKBAT.cleanStatic,10,6924,381786,1,10,0,0,0,0,True,0x36bf84dc
OAKBAT.cleanStatic,10,7224,381792,2,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,7224,381792,2,2,0,1,0,0,True,0x20edf5cc
OAKBAT.cleanStatic,10,7224,381792,2,3,0,0,0,0,True,0x1a7ce7f0
OAKBAT.cleanStatic,10,7224,381792,2,4,0,0,1,1,True,0x0be07863
OAKBAT.cleanStatic,10,7224,381792,2,5,1,1,0,1,True,0x3196fd41
OAKBAT.cleanStatic,10,7224,381792,2,6,0,1,0,1,True,0x02a23f75
OAKBAT.cleanStatic,10,7224,381792,2,7,0,1,1,0,True,0x0be1ab76
OAKBAT.cleanStatic,10,7224,381792,2,8,1,0,1,1,True,0x0499286f
OAKBAT.cleanStatic,10,7224,381792,2,9,1,1,0,0,True,0x3ca8dc6c
OAKBAT.cleanStatic,10,7224,381792,2,10,0,0,0,0,True,0x17bb003c
OAKBAT.cleanStatic,10,7524,381798,3,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,7524,381798,3,2,0,1,0,0,True,0x20edd444
OAKBAT.cleanStatic,10,7524,381798,3,3,0,0,1,1,True,0x000cf693
OAKBAT.cleanStatic,10,7524,381798,3,4,1,1,1,1,True,0x1e0fdd17
OAKBAT.cleanStatic,10,7524,381798,3,5,1,1,1,1,True,0x3ff7363b
OAKBAT.cleanStatic,10,7524,381798,3,6,1,1,1,1,True,0x2b8b4a4f
OAKBAT.cleanStatic,10,7524,381798,3,7,1,1,0,0,True,0x39691ae0
OAKBAT.cleanStatic,10,7524,381798,3,8,0,0,0,1,True,0x0afbc81d
OAKBAT.cleanStatic,10,7524,381798,3,9,0,1,1,0,True,0x0015c3ca
OAKBAT.cleanStatic,10,7524,381798,3,10,1,0,0,0,True,0x1a4038ac
OAKBAT.cleanStatic,10,7824,381804,4,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,7824,381804,4,2,0,1,0,0,True,0x20edb3f8
OAKBAT.cleanStatic,10,7824,381804,4,3,0,0,1,1,True,0x1652e40f
OAKBAT.cleanStatic,10,7824,381804,4,4,1,1,1,1,True,0x1c7c20df
OAKBAT.cleanStatic,10,7824,381804,4,5,1,1,0,1,True,0x00af3fe1
OAKBAT.cleanStatic,10,7824,381804,4,6,0,1,0,0,True,0x17bcd828
OAKBAT.cleanStatic,10,7824,381804,4,7,0,0,0,1,True,0x16a9186d
OAKBAT.cleanStatic,10,7824,381804,4,8,0,1,1,0,True,0x36bb3a8a
OAKBAT.cleanStatic,10,7824,381804,4,9,1,0,0,0,True,0x1b3210b0
OAKBAT.cleanStatic,10,7824,381804,4,10,0,0,0,0,True,0x3f800f40
OAKBAT.cleanStatic,10,8124,381810,5,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,8124,381810,5,2,0,1,0,0,True,0x20ed9270
OAKBAT.cleanStatic,10,8124,381810,5,3,0,0,0,1,True,0x10a88bf5
OAKBAT.cleanStatic,10,8124,381810,5,4,0,1,1,1,True,0x1c7d7247
OAKBAT.cleanStatic,10,8124,381810,5,5,1,1,0,0,True,0x00aebfc0
OAKBAT.cleanStatic,10,8124,381810,5,6,0,0,0,1,True,0x28435235
OAKBAT.cleanStatic,10,8124,381810,5,7,0,1,0,1,True,0x14b8d8ad
OAKBAT.cleanStatic,10,8124,381810,5,8,0,1,0,1,True,0x10c35151
OAKBAT.cleanStatic,10,8124,381810,5,9,0,1,1,1,True,0x1124d483
OAKBAT.cleanStatic,10,8124,381810,5,10,1,1,0,0,True,0x0dc00cf8
OAKBAT.cleanStatic,10,8424,381816,1,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,8424,381816,1,2,0,1,0,0,True,0x20ed7638
OAKBAT.cleanStatic,10,8424,381816,1,3,0,0,1,1,True,0x03140003
OAKBAT.cleanStatic,10,8424,381816,1,4,1,1,0,1,True,0x35555569
OAKBAT.cleanStatic,10,8424,381816,1,5,0,1,1,0,True,0x1555556a
OAKBAT.cleanStatic,10,8424,381816,1,6,1,0,0,1,True,0x2aaaaa95
OAKBAT.cleanStatic,10,8424,381816,1,7,0,1,0,1,True,0x3ffffedd
OAKBAT.cleanStatic,10,8424,381816,1,8,0,1,0,0,True,0x25a844ec
OAKBAT.cleanStatic,10,8424,381816,1,9,0,0,0,0,True,0x003fe490
OAKBAT.cleanStatic,10,8424,381816,1,10,0,0,0,0,True,0x36bf84dc
OAKBAT.cleanStatic,10,8724,381822,2,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,8724,381822,2,2,0,1,0,0,True,0x20ed5550
OAKBAT.cleanStatic,10,8724,381822,2,3,0,0,0,0,True,0x1a7ce7f0
OAKBAT.cleanStatic,10,8724,381822,2,4,0,0,1,1,True,0x0be07863
OAKBAT.cleanStatic,10,8724,381822,2,5,1,1,0,1,True,0x3196fd41
OAKBAT.cleanStatic,10,8724,381822,2,6,0,1,0,1,True,0x02a23f75
OAKBAT.cleanStatic,10,8724,381822,2,7,0,1,1,0,True,0x0be1ab76
OAKBAT.cleanStatic,10,8724,381822,2,8,1,0,1,1,True,0x0499286f
OAKBAT.cleanStatic,10,8724,381822,2,9,1,1,0,0,True,0x3ca8dc6c
OAKBAT.cleanStatic,10,8724,381822,2,10,0,0,0,0,True,0x17bb003c
OAKBAT.cleanStatic,10,9024,381828,3,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,9024,381828,3,2,0,1,0,0,True,0x20ed3420
OAKBAT.cleanStatic,10,9024,381828,3,3,0,0,1,1,True,0x000cf693
OAKBAT.cleanStatic,10,9024,381828,3,4,1,1,1,1,True,0x1e0fdd17
OAKBAT.cleanStatic,10,9024,381828,3,5,1,1,1,1,True,0x3ff7363b
OAKBAT.cleanStatic,10,9024,381828,3,6,1,1,1,1,True,0x2b8b4a4f
OAKBAT.cleanStatic,10,9024,381828,3,7,1,1,0,0,True,0x39691ae0
OAKBAT.cleanStatic,10,9024,381828,3,8,0,0,0,1,True,0x0afbc81d
OAKBAT.cleanStatic,10,9024,381828,3,9,0,1,1,0,True,0x0015c3ca
OAKBAT.cleanStatic,10,9024,381828,3,10,1,0,0,0,True,0x1a4038ac
OAKBAT.cleanStatic,10,9324,381834,4,1,0,0,0,1,True,0x22c3260d
OAKBAT.cleanStatic,10,9324,381834,4,2,0,1,0,0,True,0x20ed1364
OAKBAT.cleanStatic,10,9324,381834,4,3,0,0,1,0,True,0x1689ad46
