run_id,domain,split,b0_rows,m1_rows,b0_sha256,m1_sha256,run_manifest_sha256,iq_sha256,iq_source_sha256,generator_sha256,receiver_manifest_sha256,receiver_config_sha256,tracked_rows,leaf_sha256
syn-oak-r4-011,SYN-OAK,train,2190,240,9f9faf6327e87bbc16c47548963e5234b7cf3ce83be7efd1c11615b0420f2d36,42ce802f8e3b66625f14f99d5fe71a6217855a0153df6dd2016b150e8187cf8c,ccfd0c674fd4fa161f57a26c9c1072f780a996a5fef10ec848c037b9bc4562a7,c0a1961efeb7aeaefded0fb86737edce75152c56861a171344218e28222ec5c3,9521cdf471f076fe4ac684324efab5f1f2dd31256948889a599fbe9e427d26d5,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,10e596f0104f10226c7bc6c043d71bd40756eb619d4ea5a2108bb3d7b74534c2,98de3e052439acd70850f08c8a9580ad19201c1976dee597277886b04ca15ee7,262058,92a43047b8e3a69ad33fa078b43ffba622a334585c2599d3341805cdaf0332c6
syn-oak-r4-012,SYN-OAK,train,1064,240,1987a1e665b478e289ee4bd245b85bfb9d6fb5f2ab5eaa010d85f099eabb4d3e,93eab683f188688a7e678f576b693b3a4598cdd40fb8a32711bd177057870638,6e573762840247aafefef41bc24b45e80330ff02b6b1cc6b78096d43640d98a5,67534538a7243115b26e634a75645621191a32aab1ccda583abfd01c6c4899f1,9e58000edb046a63ea5ebbf150c91c511409ca19a635a64b1bd8e0a86ca316e8,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,fd2dffae0b85947a5fe29ae1ae7bba126789ddd793c762a2b7226e49f68bccd5,62e564c17bd998369e1e4100ce0c30f1c35b3fa2fb5189def4edccda770fdee8,269462,ce540b7afb9182f372446fbae457810e6b54af3252daf7e2c55a33cb132d7155
syn-oak-r4-013,SYN-OAK,train,1059,240,3a2cf3f7f959088c8ecb3ff3a72dea983d8e7762cc127f8c92de5f6935d42465,df11bc35f8db0e85baf28aa75d61afaf17ba44152ddbe022a90a98611248effd,cda74ef0d398d3f2f8e40cc5728f3f7a9b7c1369fc2709a53c116f6ef453e1ca,3772262aa9d6afb6d3e5c9a04f416e1cd18f8ba20937d57c0aaab7baa6129abc,c4a137fe7b69af432a215d7a728e2be5dc6fd9cf36a1abfd0b15a2a122ea7c3a,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,21c16fa57446f6f8b19f3e99d73471edd999079133a37cb646dacd2613f73b0a,f3222adc7be1415f0812b3517364e9a851dfba601f56626f5e1aa53f0511be16,348363,bccbe23d6f99f3aed29529d5474ea31519972727de5fa7ba701b6bb8b2dec373
syn-oak-r4-014,SYN-OAK,train,2159,240,c8c2895a560b543c16790e6bd19abb5395f258bf3f4039cf307acf935ffc90c9,cd6871c480dacbafe653cbb2d98d0ae3eae95d54aacf1277c037eb2e52e54a7d,cca6363477a4ce92d3a0a6b4ffcbf4237f7c6ae992b82532459ea44a1efe75e2,4d75fb5d53f4f2f62938378ceff59c2a504b83419f9ac3cd7b6d977551511beb,29dfbc8cc3915aead2bc25099a77edd093d91e6c8000f0504dea6f9e77a4f174,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,72c08a14b338efef97c643f0aa2f2b8a62d5a38ff1938571610a7577743d14e4,f30747727dd329a57bbe59d54d4c74237949bd2fa821ecf117068d60d45649b8,284906,f1aaee3f6631e227098adbc1cabb3291a669e1851997ec7a7a1028951151eba2
syn-oak-r4-015,SYN-OAK,train,961,240,91bd48a9c146557b0737ba4e2b7daef01ec8bd059bc769689158bae1495d75ee,706e8f8ee0c0906f20738193e985b37f9ffc61f1c51d9fd927976bdf35c3e0d8,2ce108a851051a174e146662926f33724d3528fa2979364bbf27f1ee160834a9,002af1418652c7e52c90fca615f7f318bb5cd54cb9b9389a58a376418845b71a,1ef39cb90123b0b704bbcf562ab8e65bbddc4e4fcf6466e7160be44e2be486e6,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,dc96cd8af080bf62e0870363aa5626c740b5714cb5a5e3e0bae810d882f71c79,f05314a5b481b8a4d42726265d0bd962b427a0203b9ea7ff096290759cb7ff68,423082,13b8d22f13fb7a2d3e078de920f64dffce9428fa561d27da42d4acb4e749e718
syn-oak-r4-016,SYN-OAK,train,1340,240,a5158f7393e6d9f5214d4e0198248ccc3fc7daceda7864491a92db0ddb21f7cf,8ed3c0f2450726891451d17654f7adadbeac9ea9a2c97c95e31dd7f87fe4a199,21babb1b04b82721d2358eb596d75dda70d0820d7bfd0e1c0e53d01c4cd99ebc,943ec76837d3490fb0f5ae3bf26bf45902f4a3387a4bfb538f79e306671086ac,78f1561a40428709d178a6abae9c3a025d23eadc6c625fbc491fa0cb09a24b0d,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,d7fa45c9c1a230f0613a71783962630d7e4f176cd97dd0b176f547a5f3095a3d,7100520525900c97c7c30fe88e95a17235de1cb392c9eb3757d1336533823e16,377470,d0f2d68b00de78c4aa2a6bd5c58f79e4779f0a20fc28e89dedbff84bb548f3ec
syn-oak-r4-017,SYN-OAK,train,1670,240,454cc75839ad54a4d0f17393f3c8d301de949a199c2cbaa6e752776b1f8891c2,e484095e283dbe90881e5da25fef5faabd52082d980f589d17a982260549e073,049656bddd9aa37e4fb609e629a0f29203d569181fee879d002db7f36861c148,6bb7a474ca13af49af5d4a53f245fafada5a35dfdfbdeff17d05b61deed005cf,2e31d2b128955d13e5c2c6cedb309153cb1ebe6160d105a634fbcd5ef7991f99,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,7d0cab6a1d1323736341f0d258b19dc6d15c3f02977a2e46ed98d52b69f828e8,c220cb47f7ad7aee3400ea7ab7bb1200d2c45c6fdc8cef4bc3dfde15d0285261,260284,0cfb6d178b3ac8d32802662d8915e68b016b3db8d3daf9a3ccb83f9965702407
syn-oak-r4-018,SYN-OAK,train,1627,240,932b77a02cef85b18727a2ddc8289982b825096c8a035676281b3c1f639c62f0,2d95fdf4f0e573606e18918f63dc7c0d29b357a602103ad9dc7ecff4e39e1bd8,20fe991bfdf3e2703b7fdd7fbef9e60859fe0043efd4493a7f0069c56b5592cc,c06fe2345b28b83192f738319951a2b034b0719eacaf25e283d90718e2b3ebe1,277810cb560a82c1c8f112cb91d969db238330716a55e71f2a90d09766f838f4,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,0646300a7d70ab61f48083401e5268ec213529fac467b802aa6f5a3fb808883b,d6cc0df53061ae9cd1359cb9ae6bd9cc18ded2165f977bf1f667cafe420ac0f0,371115,1224035a32b8febeeee1151e62137b477c2d4a63887a3f90811bb5f0e7574e3a
syn-oak-r4-019,SYN-OAK,train,1712,240,11d5964443d858dd00a77712748f6f8b18b84a624110873eb31059038ab73f4d,aeda10b6e85c493977be8a6da19da2491f878b3d1fa870364732a1a1599645b7,3c236228f6745ca567bcbe0b45e6f5abd142ccf9df557c06fe68740cfe3dbcec,cf481a309dce924a9b37c7593f40dbb0d67bfdf42b06f6f29c3a1666fc992977,1ed92ff1ee7dd789f4454aa60edb0336604d6257c881ac52bfe8b711344553e9,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,2b00d3298941c1f670ac9fba02447990b87790b341dd4897af346c635e27b4cd,f173004677d3bf8f29e91a30a61e378081fff1631059de2b72f542148c043ed4,361369,38fab5639c5f7a2bfcd0c6bbe046c566dceb8287822b56f53932c7da02f42be6
syn-oak-r4-020,SYN-OAK,train,1031,240,4307328dce6000d8279facf2b123cb73c2dbafa1ceb5791ccd1f972c590d2e17,5150ed9f1d464dd7c1197688b023a691a24f7795a16cfce940b58b2edffe1fe0,c76b4465f4b76d128732e67ea790095828851e5e4650a45d6b793166ebab357c,672767364a0faba1f20827159bdc240fa27150624a575e9c9668e1d77d704498,0df8859aeb898c3a9d43adc6cf47cc9b695c164b7e0a4a912b8d70f29b5e79e3,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,731cf1e12e1d0e4575d7efc148975f83f4b6a175ed9f035494b8da1150ec9ad2,5194b38dec527b29525e6ad8e1dc9b8c28ca51bcd8f06d2f9b2cb4133e7d2569,325095,438eee8e29b6c64c9af707545bb653866f175c152cb348fefe84c2d1ab6e2467
syn-oak-r4-021,SYN-OAK,train,1426,240,e4844d47111c157d3db91adf8a09cf1f3cf5a31ae398e903030e6f90115d2150,3cee5fd02b7dad02b5c65fd000c6020477154d199f23320513c0cae0de52c0d7,e69308ca7afdee3c28d8cdfb636830ecfcb6a5027e9c093526a61cc9975ccf78,16b5f423074d90ba316474335899ed5c8b839584cae46fc250708eedd7b0d1ec,abbf18c7c9e5ae9f7684e9ec0cd2e38f9584f8202dce37d32943b963993fdad2,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,def0fa1e87e29c62a3101cc90672b61a9445c3016fa2d7e9d53f413bf355ab43,9ecc8b692426ca994c1eff4e74d08453c0e2dda806545a79a4333a8e0f81b445,321672,d609169b68dbb5679b3f375b0e467b3137eb9cf8e2a495913328e18f204bf11f
syn-oak-r4-022,SYN-OAK,train,1426,240,89e598c04b0b1d54751e9e53c296e0f7caba3efa8dfaf0535d0fd8c2d4a45fd9,9e9f703cbe9b60b124948fec2a998e058c39c9417a8f477e8725b02d7f92a348,f28ade9545515eddb4659385656092a73c4e943702731c4bad21164a45377c7b,e7ee565608d0779a360a3b1278d5156971b310aa3bddab2bd33befaa6089ceb4,19e9c7f3224ff4aa0aa98c46588ad259c818c0c1f04f7a6503599685b3b77adc,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,7dd68530dd0956f855bab7501a8398e597c57822028f74327adc1a03d91ba5f8,d780c8faf37306bb4f6bd84c0979c42946dffc0266def17ff24cf14abae963e6,322248,767058d88b5ef4863b1c42244a78511a372989c590e6db184452464efbc2fd9e
syn-oak-r4-023,SYN-OAK,train,1369,240,ffb41b3201191e76eb293885d318043f4aa272555770114b1c306d6e8d27e28b,a15dd14ece54e9220ed146b9985e519221a4a15c9f14092280d0b3500720f86e,354fec5e0fee32b400edac9a2a97b683cf2e0d79583f669f03b0598a6525deca,35e71e6f13f4b4cc6f053b4ce473d9d166b18d0fd67644901cb69471263bae6b,4d498b0849ef25977563a57e20f73a374e528aa56fab2c35cb7fb54909b8c8cb,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,abf148984fbcf63793ced4cba5eb7e9825c7f4c95e7ea06c6ae54d01f56503cd,8ebc848bfd65a05000f52684a73b5724f685f477899bdfa93fab3d50c7a81c1d,296501,c0a58f6c788076bd756490a3d310562246e1a156c5d698e8725bf4ead87a3db4
syn-oak-r4-024,SYN-OAK,train,1571,240,45b0e4d1b8b3bd501f155344fc6335e8b5e45335dc1d1ab7364c7e0aadb32010,89d55cd91749da95287d07daa54e81c3e34dfcd382bb5596a66b7091fb0b4762,33f385d1c68dbfc3a05aa4b6b97c4d0df1702ced330f4e627412bdfed1fd2572,142cecbb24e3494ad00158a08fb86d3f850e8d4d2040261c845ee6f590165d8f,20fe837309f888abef0d1a171329bbdb26820bba9db9a559e9e6b644dcea2e99,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,95553d533b62b61444b5f5218409e4f549b0fe65b3857e35a4e36e27ec0f12a4,33e8d96baea52addb1625b9721e2473157b73a57e4eb63c91a89f324c9b897f7,400176,09e2ee0abfc461fd14a0b281aa7de7fe6a1e1ae24abd90ee937d1020e21b74a0
syn-oak-r4-025,SYN-OAK,validation,1180,240,4ed5faf3b1eca7a78c605599411e6fbaa51674d91eeed4e7e20d24a3eb3de683,ccd308f6a5e02203838a4479d7ff5882862532f127b4152d926af4c810136a55,6b4c851f9a0d876ce7e54db9b536e5ecb680e9459cd7e10b1f1003a2cd6c0da7,a0b5f6b0ee9add1afadc29c683ade4d33d71e9606bdedb3bd6ff49c2e31d516f,a8422769367ac549810ebfc80b60f99dc8ca103cf78134064c698b54f98304c2,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,4373b81545c6ce9e14b261c255749be0a0e36915abb655a05d1b0db78a2c2aa7,63d469078cc7a16e6de8097a70c6d04d74a6167f065ad9fa3938c8d00eae7bce,273724,755fe87e81581c7b9caeece5498eaced067ce7ce7f461d518d15a0ebc205c936
syn-oak-r4-026,SYN-OAK,validation,1481,240,1e95284077c35aa4c220d8377d8b77149a5f8f2da901022341b30fd8eff53044,7ee1586b0fe80c7901a1faf768ba566051a37cac7df1c327fd71a0993eab18bf,0b2e249db17f8a4e068a36aac0d1abbe4010b9a0ce979951db539ff29984aec6,4e38101e5ceaeda8420017acd2e2c94f018ed40cd0abcfeabd1e3b841ba0365a,001a3c60512a53c6485d35d2d9c6adbf9b8491a1db1f0c1aba22bce69725dc41,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,ec13136650ac3ada27f8ce14c7d1297080d12e495b7a4611b019d227a14fc2f8,23a5dfd80ef99ae253473d021dbebff73a2036115d6fdeac757191168edb8847,400988,b51f659a7917d2af472c5cf919ae2965a39ec16162e0dde1617f839a6a4d2499
syn-oak-r4-027,SYN-OAK,validation,1443,240,c20743359453b89b2158b3db36fb1510c5498ebf6e2eff040e55e5fbc73ba21e,663b94cdd7d17e19cf83c067038ae4fbaa052289db3de230c5bd4c1b57141a17,55741a9c0d4984f682b098966eca5939f12112738b2454a87df0edf2ab9759be,025d136a05c17239b971e2d2987561dfd95dcaa0e3478b19f2d64d7822200364,678cd846930140ed7e8256347ac3feb1e9ad458f2dfdddb8438b309000f6f46c,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,8416d3db7854a3e87477330f6c0118a6d6a9150c98d9e17abe7baa1d62ce70cf,f282bb8a09fa9d4bb84037ed7d41abe40b7a48fd5760528e91bee279bc344dcb,439534,7890317f75118f0604fd4ea85ff14d49202b0ebebd7f485c4672ade45e2b67f7
syn-oak-r4-028,SYN-OAK,synthetic_test,1410,240,769ecdaa5cb98200fcd9e8eb6de9b32eb43924952d6ad20daae3fae4800ae6a6,3f70f453ba7050988acd0e7f8bce357f4a39a30929b6a8566a712cca7e2a0b3b,c4f9bdfbd8db5d84f743422fa16d66b2ec8c30e8ff726202f22a4b868c234d82,7a1b5f5966507ac85b94f7a4474b46939b7f41e90a3938665d18bfa34f290016,37efcdc44b7cd0c97f68eefdf53b748b51d514bacfde1b607969a6492d009f94,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,5bc7f6f8b1c68eacef3ea7391682b376b839d8889d7af229a03428130accd8ea,4a88b9d71555723467a342cd6c0745c1033ce667896f4b46dab6254553d97a35,422180,e148f5296a0145cdedf05aeed3cb9e8529f1d85e43be5401223a924bd1319ec8
syn-oak-r4-029,SYN-OAK,synthetic_test,1329,240,cd8b0219deb17064f4ec8cda368b6bd225d0317464a40024026f8913ed9e59af,f7540eb5aca7dcf63c98cc6ca99684a2f3ab19e6750073f7d420fb55d8c8f3c3,5e72d33b08abf6381751e99c44d499dda75327f23f9f32109f2184c65c0c0248,c1b502cf4332b704dd6ab0ee5f25f1a5a631353f7a7164c18e0e83976865ec4e,05a6266d398afe2c7ab2809bb7cd843505a166a5aa3784b9e90a14362dedf244,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,d1bfaeef111e3f12f82d9b49d0a2ecc0f01f2f080fbada3525f7dc812a06ca88,769ca09d48091529a21eb3908558dd17750d7d5200f7a7d12d8ca13a7080d80a,373874,fb7e4d4c6d6b803210ff2b87f4bf2f4057488a07c7ca9ad323f3d8931eabc7e2
syn-oak-r4-030,SYN-OAK,synthetic_test,2143,240,2ffe1e1b5fb7266ab0f6a03e2d31aae69dfefbea2f00e5e297f4dfb4f8b330d9,81da4c0f09919cde019da99f5fc5e5b19bdf1edd4c42a3a70e5f3cb511e6a5f1,ff83db584dc0b0f8947b8c50062839042983148bfe487944d5a6cca5981da707,af48233fd5312d7f5e825530ce7da2fc2be8a4763fd2ff12e6f83632c0e46bd1,61d188be57b650226e182eb77dcfbc1e71fae66a28436f53e15b49deb27008e8,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,94a563f4edbd250dd3d709f285e83b5e956a090998d5f12cfe290088d1a8644f,618d7f88b127f9ee6583f49f37c4b0836658409791e34d4e7e6d518d4528ef17,312015,843756e9b380f837bbccda740bc919b5c34a40b853d74d031a81d2ce0966bc1a
syn-tex-r4-001,SYN-TEX,train,1326,240,d2eb788fc4099cd46efa37fabc23270ff53faf5c056996cffc269b6bc4348563,b35cedc20e2abd88448c05187e4fd484ebedd015958a363311b20b4d13f38d21,a9ff70697f3f09c65b8fcfde2216d41dee011d58c542cd883278f45c88f5c74c,859f14b10e4b5610301f4103a8a5002636d5e1c0d928bdba48d0cd5214882c2d,a432e17a162959836e567a1523e09be7f5d2197c907eeddfd7759d3f58fbddaf,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,c8196468ced7f344845929b1ca8c9231d4b99028d37d662902933ff7b99b9784,15fbcb287d7d73ee9ce1ce777f1fbeaa6e6fabd0d8c0af34dbf09c9077f2232d,271166,7eb857c88b8d32a67a1b362bad8a9c66aa4d16c67eccc08b1c1868f68e2076ae
syn-tex-r4-002,SYN-TEX,train,1130,240,dba27ca1658ccc5c0ffc617b3240a66068946691c20cf5b8c4c4780e6bd27fd2,127f105cefa00714b3f6fa1c5517164c313e34b3d5d4b08afd19eb5ce0f75285,5df3c08b3237217702dfee59bf25f86b02b98378a3d6c5d9b167b9d94af07cc6,ba44917c65255f03925775f9f8ee8baceb40703d8f1dd31fc73d434e5b0de57c,0b66b9ccd5e0baefb3fc9a1f506c8daa68196cb7c18a7f26b3f3bf2bf841ecd6,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,8231515bde73ead88152c7959a92a880630cef000f6ff5c32e9b498f829054ca,91836f1fe468936d8ca55257f1fc88b686408750cd334b196f317b8861acc591,275281,6529e627058e90fdd047f6857a8b00d0e90cd45254c61d82a872024b06fd2a0f
syn-tex-r4-003,SYN-TEX,train,1629,240,514403b65f989b928017ca8f01dbd768d0396ac152072397df6f9510595f391b,894d7c1907f8072123f16208d9814dd160144aaf889bfccebfa55f8ef01aca34,46b268456c99d9cfe876597d05a098f9ad7fab91ff65609e995bda308ea829d6,0326a00a776fe0abd326b36c895f8ef5c189899d40f0a75e06778eda78207690,d93c2e83fbb4531585431b9e4e1cd259296254a126a4d71669a99f22a485ee5f,27cd471d2023b8a26262584b14f71ebed602159da47b54172b22da9299011e28,a4b2bea3bb0f4b85ff1233838952ccf93e5d705f1c7d944b4d865b332dcd1402,762679e3e879dd8059aa42f8226d393784db6e6dc77a0408bcf8eb04fbd84a77,222769,8a0e09589a567638e5dc5efb2da21ccb45f03b1617e13f105ca3a8ab99efe4b5
