run_id,domain,split,label,location_id,latitude_deg,longitude_deg,altitude_m,utc,duration_s,impairment_seed,rinex_nav,sample_rate_hz,sample_format,impairments_json
syn-oak-r4-011,SYN-OAK,train,normal,MYS-KualaLumpur,3.139,101.6869,66.0,2026-07-18T06:40:00Z,120,18243145340589719972,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.2992641799830613,""attack"":false,""awgn_cn0_dbhz"":49.580322056180954,""cfo_drift_hz_s"":0.05081585986182406,""cfo_hz"":-2.911302674801668,""clipping_fullscale"":30000,""dc_i"":-8.786637348853272,""dc_q"":4.2028351861592945,""frontend_bw_hz"":1683516.4149824765,""iq_gain_imbalance_db"":0.13559512311599609,""iq_phase_imbalance_deg"":-0.8171992974307283,""phase_noise_std_rad"":6.688840946336454e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-012,SYN-OAK,train,normal,SGP-Singapore,1.3521,103.8198,15.0,2026-07-18T07:20:00Z,120,1362177237972872311,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.15353003608005156,""attack"":false,""awgn_cn0_dbhz"":44.61001681656311,""cfo_drift_hz_s"":-0.035778284860091956,""cfo_hz"":10.528797949963788,""clipping_fullscale"":30000,""dc_i"":0.7624039611806435,""dc_q"":7.006193598285989,""frontend_bw_hz"":2189592.720641451,""iq_gain_imbalance_db"":-0.20573723036044467,""iq_phase_imbalance_deg"":-0.5037387217021491,""phase_noise_std_rad"":0.0001337006647366912,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-013,SYN-OAK,train,normal,IDN-Jakarta,-6.2088,106.8456,8.0,2026-07-18T08:00:00Z,120,2089422141648432980,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.7126332272017293,""attack"":false,""awgn_cn0_dbhz"":43.28163944506691,""cfo_drift_hz_s"":-0.0767896266419663,""cfo_hz"":-31.22774111372787,""clipping_fullscale"":30000,""dc_i"":2.1211959125707267,""dc_q"":-4.743462871660761,""frontend_bw_hz"":1933748.842449523,""iq_gain_imbalance_db"":0.22137460335029052,""iq_phase_imbalance_deg"":-0.4235791979345154,""phase_noise_std_rad"":0.00012205742644307917,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-014,SYN-OAK,train,normal,PHL-Manila,14.5995,120.9842,16.0,2026-07-18T08:40:00Z,120,10873061072244220693,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":-0.27627399288106036,""attack"":false,""awgn_cn0_dbhz"":49.09198117760309,""cfo_drift_hz_s"":0.010628405534032076,""cfo_hz"":-24.185062616559065,""clipping_fullscale"":30000,""dc_i"":-4.6493234485984205,""dc_q"":5.2948521740630135,""frontend_bw_hz"":1796625.0625847192,""iq_gain_imbalance_db"":0.08472995313172504,""iq_phase_imbalance_deg"":-1.0827812758822284,""phase_noise_std_rad"":5.0332481152888235e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-015,SYN-OAK,train,normal,IND-NewDelhi,28.6139,77.209,216.0,2026-07-18T09:20:00Z,120,1534718663448674970,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":-0.4043741754197731,""attack"":false,""awgn_cn0_dbhz"":43.49735792000144,""cfo_drift_hz_s"":0.027294848712475506,""cfo_hz"":-17.736680613510075,""clipping_fullscale"":30000,""dc_i"":-8.25467461499861,""dc_q"":3.6759363674581387,""frontend_bw_hz"":1986671.0081671625,""iq_gain_imbalance_db"":-0.18879206699632417,""iq_phase_imbalance_deg"":-0.5537718970372807,""phase_noise_std_rad"":6.302565036803833e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-016,SYN-OAK,train,normal,PAK-Islamabad,33.6844,73.0479,540.0,2026-07-18T10:00:00Z,120,6153468895994334148,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.13197082945865068,""attack"":false,""awgn_cn0_dbhz"":44.364804390953054,""cfo_drift_hz_s"":-0.05680643231510374,""cfo_hz"":-8.983183049033709,""clipping_fullscale"":30000,""dc_i"":9.893095405616442,""dc_q"":-2.7453227168867826,""frontend_bw_hz"":2167876.4337525344,""iq_gain_imbalance_db"":0.07783497475748574,""iq_phase_imbalance_deg"":0.8808568030320651,""phase_noise_std_rad"":5.7697344422119826e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-017,SYN-OAK,train,normal,BGD-Dhaka,23.8103,90.4125,4.0,2026-07-18T00:10:00Z,120,11485214066095272010,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.18246943938781723,""attack"":false,""awgn_cn0_dbhz"":48.445539576031386,""cfo_drift_hz_s"":0.022665871810313404,""cfo_hz"":18.619471569957057,""clipping_fullscale"":30000,""dc_i"":-1.7397184238587897,""dc_q"":-7.408162583540603,""frontend_bw_hz"":1979341.4064683418,""iq_gain_imbalance_db"":0.07281333718862193,""iq_phase_imbalance_deg"":1.1318459236049556,""phase_noise_std_rad"":0.00010296281746902243,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-018,SYN-OAK,train,normal,NPL-Kathmandu,27.7172,85.324,1400.0,2026-07-18T00:20:00Z,120,9947349669737102241,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":-0.7476257457294615,""attack"":false,""awgn_cn0_dbhz"":46.65966238681175,""cfo_drift_hz_s"":-0.036591266843692946,""cfo_hz"":6.420827884215598,""clipping_fullscale"":30000,""dc_i"":-6.837758841219738,""dc_q"":4.992717896717412,""frontend_bw_hz"":1857748.7002352045,""iq_gain_imbalance_db"":0.05220026315459203,""iq_phase_imbalance_deg"":-1.1752357093580772,""phase_noise_std_rad"":5.7269979127262704e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-019,SYN-OAK,train,normal,LKA-Colombo,6.9271,79.8612,5.0,2026-07-18T00:30:00Z,120,7961495547190850721,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.32895191747259966,""attack"":false,""awgn_cn0_dbhz"":45.51066441172476,""cfo_drift_hz_s"":-0.01713334438680854,""cfo_hz"":-30.91474728299911,""clipping_fullscale"":30000,""dc_i"":-5.650438462918683,""dc_q"":-10.132503397068588,""frontend_bw_hz"":2239614.1247347025,""iq_gain_imbalance_db"":-0.2096951280392571,""iq_phase_imbalance_deg"":0.3382523400176003,""phase_noise_std_rad"":7.972275659745565e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-020,SYN-OAK,train,normal,KAZ-Astana,51.1605,71.4704,347.0,2026-07-18T00:50:00Z,120,16736787203125429262,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.07451383710114656,""attack"":false,""awgn_cn0_dbhz"":47.68894867511724,""cfo_drift_hz_s"":-0.07297645562605089,""cfo_hz"":17.61533658281244,""clipping_fullscale"":30000,""dc_i"":-2.0960680719026605,""dc_q"":-3.788989023568522,""frontend_bw_hz"":2202756.83040979,""iq_gain_imbalance_db"":-0.11114805281998974,""iq_phase_imbalance_deg"":-0.0753594050847588,""phase_noise_std_rad"":5.7362014639328186e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-021,SYN-OAK,train,normal,UZB-Tashkent,41.2995,69.2401,455.0,2026-07-18T01:00:00Z,120,15437924334983563243,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":-0.4359203362735977,""attack"":false,""awgn_cn0_dbhz"":45.63716974687307,""cfo_drift_hz_s"":0.045736982733482465,""cfo_hz"":-10.742906340882989,""clipping_fullscale"":30000,""dc_i"":-7.063927601648809,""dc_q"":7.071364147178251,""frontend_bw_hz"":1985991.1483283967,""iq_gain_imbalance_db"":0.018228563127278885,""iq_phase_imbalance_deg"":0.513291029928953,""phase_noise_std_rad"":4.686862402237506e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-022,SYN-OAK,train,normal,KGZ-Bishkek,42.8746,74.5698,800.0,2026-07-18T01:10:00Z,120,2306868879352582596,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.27791749420209166,""attack"":false,""awgn_cn0_dbhz"":45.4623243862178,""cfo_drift_hz_s"":-0.0381655548861503,""cfo_hz"":-34.626861042362016,""clipping_fullscale"":30000,""dc_i"":-4.232099364854523,""dc_q"":-6.1500492058335645,""frontend_bw_hz"":1986594.1865372234,""iq_gain_imbalance_db"":0.19575250247246367,""iq_phase_imbalance_deg"":0.7698625254442775,""phase_noise_std_rad"":9.927132298279988e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-023,SYN-OAK,train,normal,TJK-Dushanbe,38.5598,68.787,800.0,2026-07-18T01:30:00Z,120,13080200128173008210,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.13435927053102292,""attack"":false,""awgn_cn0_dbhz"":46.43336196941614,""cfo_drift_hz_s"":-0.0018097164336409038,""cfo_hz"":-10.190841720456682,""clipping_fullscale"":30000,""dc_i"":9.306257971680886,""dc_q"":3.6443829933109946,""frontend_bw_hz"":2012639.22329311,""iq_gain_imbalance_db"":0.24628543460185937,""iq_phase_imbalance_deg"":-0.17909992694115262,""phase_noise_std_rad"":0.00010874884981913583,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-024,SYN-OAK,train,normal,TKM-Ashgabat,37.9601,58.3261,220.0,2026-07-18T01:40:00Z,120,259831312285482478,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.6648160624652317,""attack"":false,""awgn_cn0_dbhz"":49.565103949490734,""cfo_drift_hz_s"":-0.018170328204311803,""cfo_hz"":14.076250340482076,""clipping_fullscale"":30000,""dc_i"":-4.222011150241734,""dc_q"":2.048462012639309,""frontend_bw_hz"":1630477.381158442,""iq_gain_imbalance_db"":0.06570517071918708,""iq_phase_imbalance_deg"":-1.1388511841765363,""phase_noise_std_rad"":3.8474901350139286e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-025,SYN-OAK,validation,normal,IRN-Tehran,35.6892,51.389,1200.0,2026-07-18T01:50:00Z,120,7364694948190408449,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.19777085981525444,""attack"":false,""awgn_cn0_dbhz"":44.133140327017,""cfo_drift_hz_s"":-0.008212087137182106,""cfo_hz"":19.149614338998013,""clipping_fullscale"":30000,""dc_i"":-3.41190856513235,""dc_q"":-5.46087127235763,""frontend_bw_hz"":1701085.3646267278,""iq_gain_imbalance_db"":-0.11786611877324243,""iq_phase_imbalance_deg"":0.10933124035404718,""phase_noise_std_rad"":6.80569237865291e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-026,SYN-OAK,validation,normal,IRQ-Baghdad,33.3152,44.3661,34.0,2026-07-18T02:10:00Z,120,6910475383586519901,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.6091124336430005,""attack"":false,""awgn_cn0_dbhz"":47.67486416917338,""cfo_drift_hz_s"":-0.026178468615156533,""cfo_hz"":4.220665466652498,""clipping_fullscale"":30000,""dc_i"":-7.111040269233768,""dc_q"":-6.816269271649296,""frontend_bw_hz"":1973403.0931565985,""iq_gain_imbalance_db"":0.24873329133666638,""iq_phase_imbalance_deg"":0.36744846921307217,""phase_noise_std_rad"":0.0001129972500761667,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-027,SYN-OAK,validation,normal,TUR-Ankara,39.9334,32.8597,938.0,2026-07-18T02:20:00Z,120,85987056896013729,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.44065496813128946,""attack"":false,""awgn_cn0_dbhz"":46.603561981368586,""cfo_drift_hz_s"":0.03637388925798185,""cfo_hz"":18.19954486292997,""clipping_fullscale"":30000,""dc_i"":8.422440594252272,""dc_q"":-11.027738089861252,""frontend_bw_hz"":1931786.6087493086,""iq_gain_imbalance_db"":0.18762503093198912,""iq_phase_imbalance_deg"":-0.20311159923846,""phase_noise_std_rad"":5.039401579238115e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-028,SYN-OAK,synthetic_test,normal,SAU-Riyadh,24.7136,46.6753,612.0,2026-07-18T02:30:00Z,120,14723410441828193447,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":0.3773013937452583,""attack"":false,""awgn_cn0_dbhz"":49.3420653727852,""cfo_drift_hz_s"":0.003911178716767785,""cfo_hz"":-18.155192011488055,""clipping_fullscale"":30000,""dc_i"":-11.825798148845415,""dc_q"":-4.927473549698361,""frontend_bw_hz"":1915182.2022429048,""iq_gain_imbalance_db"":-0.014427417250038266,""iq_phase_imbalance_deg"":-0.008136120739680175,""phase_noise_std_rad"":9.463891773213249e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-029,SYN-OAK,synthetic_test,normal,ARE-AbuDhabi,24.4539,54.3773,27.0,2026-07-18T02:50:00Z,120,5242047489318924763,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":-0.4381283632221804,""attack"":false,""awgn_cn0_dbhz"":49.61288024315105,""cfo_drift_hz_s"":-0.03360095707171468,""cfo_hz"":23.552420327055408,""clipping_fullscale"":30000,""dc_i"":-10.409258433041144,""dc_q"":-0.023765462418731786,""frontend_bw_hz"":2128339.6186686275,""iq_gain_imbalance_db"":0.016382066141890583,""iq_phase_imbalance_deg"":-0.6733485047214943,""phase_noise_std_rad"":4.92262686368518e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-oak-r4-030,SYN-OAK,synthetic_test,normal,QAT-Doha,25.2854,51.531,10.0,2026-07-18T03:00:00Z,120,11575268996277302291,data/ephemeris/brdc1990.26n,5000000,s16le_iq,"{""agc_gain_db"":-0.47227179468722796,""attack"":false,""awgn_cn0_dbhz"":49.4567859035661,""cfo_drift_hz_s"":0.006771380378357325,""cfo_hz"":-24.969832262452986,""clipping_fullscale"":30000,""dc_i"":4.0592317604225805,""dc_q"":-11.62058004943886,""frontend_bw_hz"":1974205.7208658806,""iq_gain_imbalance_db"":-0.0022274830687391,""iq_phase_imbalance_deg"":0.1405428536118385,""phase_noise_std_rad"":5.135078502488687e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-001,SYN-TEX,train,normal,KOR-Seoul,37.5665,126.978,50.0,2026-07-18T00:00:01Z,120,5210641460314349830,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":-0.15305109005750617,""attack"":false,""awgn_cn0_dbhz"":48.73197842150091,""cfo_drift_hz_s"":-0.0017374850953269794,""cfo_hz"":15.601662762678174,""clipping_fullscale"":30000,""dc_i"":6.522884778136465,""dc_q"":-7.630866793090263,""frontend_bw_hz"":8461356.579048827,""iq_gain_imbalance_db"":0.2163459082377175,""iq_phase_imbalance_deg"":-0.8184421446189383,""phase_noise_std_rad"":0.00013701024113111317,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-002,SYN-TEX,train,normal,JPN-Tokyo,35.6762,139.6503,40.0,2026-07-18T00:40:01Z,120,2479654810474494798,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.4283044489384582,""attack"":false,""awgn_cn0_dbhz"":44.42639426331516,""cfo_drift_hz_s"":-0.03983503974316493,""cfo_hz"":1.0876082947947623,""clipping_fullscale"":30000,""dc_i"":-0.7367235649070416,""dc_q"":9.781045932106501,""frontend_bw_hz"":8303467.163707634,""iq_gain_imbalance_db"":0.0776818340943699,""iq_phase_imbalance_deg"":0.0782149100271321,""phase_noise_std_rad"":3.620366122563122e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-003,SYN-TEX,train,normal,CHN-Beijing,39.9042,116.4074,45.0,2026-07-18T01:20:01Z,120,2016072080503206265,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.7468375417130786,""attack"":false,""awgn_cn0_dbhz"":48.84244872141802,""cfo_drift_hz_s"":0.058200851466398626,""cfo_hz"":23.21931482867525,""clipping_fullscale"":30000,""dc_i"":-11.672877316060864,""dc_q"":-11.370545030626513,""frontend_bw_hz"":9412261.94196113,""iq_gain_imbalance_db"":0.058147186237199,""iq_phase_imbalance_deg"":-0.17699912365554393,""phase_noise_std_rad"":2.4458126634178308e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-004,SYN-TEX,train,normal,TWN-Taipei,25.033,121.5654,20.0,2026-07-18T02:00:01Z,120,5532994899275015033,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.047452355208305486,""attack"":false,""awgn_cn0_dbhz"":44.33459144646108,""cfo_drift_hz_s"":0.014580792357104452,""cfo_hz"":-30.957369060215527,""clipping_fullscale"":30000,""dc_i"":-3.5619542546394545,""dc_q"":7.270265669057942,""frontend_bw_hz"":10417812.890150256,""iq_gain_imbalance_db"":0.07124014559633407,""iq_phase_imbalance_deg"":0.6510040958172916,""phase_noise_std_rad"":5.860540189125339e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-005,SYN-TEX,train,normal,MNG-Ulaanbaatar,47.8864,106.9057,1350.0,2026-07-18T02:40:01Z,120,14620574396426994464,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.49179030995061934,""attack"":false,""awgn_cn0_dbhz"":49.1908064594903,""cfo_drift_hz_s"":0.07033690410619088,""cfo_hz"":18.4859438538085,""clipping_fullscale"":30000,""dc_i"":10.429843229831107,""dc_q"":-7.924833033959441,""frontend_bw_hz"":10920387.074129699,""iq_gain_imbalance_db"":0.018549657037120637,""iq_phase_imbalance_deg"":-0.41752441321380784,""phase_noise_std_rad"":5.730232310025822e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-006,SYN-TEX,train,normal,THA-Bangkok,13.7563,100.5018,5.0,2026-07-18T03:20:01Z,120,7779192584014238606,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.3193167133938224,""attack"":false,""awgn_cn0_dbhz"":46.496537778737526,""cfo_drift_hz_s"":0.005466980260708493,""cfo_hz"":22.994892269313198,""clipping_fullscale"":30000,""dc_i"":3.5610729161333055,""dc_q"":7.981993548363533,""frontend_bw_hz"":8959042.593099974,""iq_gain_imbalance_db"":0.032022565152249605,""iq_phase_imbalance_deg"":-1.059805959021549,""phase_noise_std_rad"":8.181604198626546e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
syn-tex-r4-007,SYN-TEX,train,normal,VNM-Hanoi,21.0278,105.8342,20.0,2026-07-18T04:00:01Z,120,4651327278196787131,data/ephemeris/brdc1990.26n,25000000,s16le_iq,"{""agc_gain_db"":0.11739078201125852,""attack"":false,""awgn_cn0_dbhz"":44.60583718482154,""cfo_drift_hz_s"":-0.024079943622898642,""cfo_hz"":18.655854585029296,""clipping_fullscale"":30000,""dc_i"":1.1535206243545257,""dc_q"":-8.539820541149695,""frontend_bw_hz"":11285756.357591383,""iq_gain_imbalance_db"":-0.08946357805815902,""iq_phase_imbalance_deg"":-0.32303758827381923,""phase_noise_std_rad"":8.225167244971873e-05,""profile"":""open_sky_normal"",""quantization_bits"":16,""spoofing"":false}"
