dataset,prn,candidate_epoch_phase,receiver_flag_phase,receiver_flag_match,valid_subframe_pair_count_diagnostic,selected,selection_basis
OAKBAT.cleanStatic,24,5,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,6,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,7,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,8,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,9,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,10,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,11,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,12,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,13,2,False,0,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,14,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,15,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,16,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,17,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,18,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,24,19,2,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,0,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,1,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,2,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,3,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,4,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,5,14,False,0,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,6,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,7,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,8,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,9,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,10,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,11,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,12,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,13,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,14,14,True,1,True,authenticated_receiver_data_symbol_boundary_only
OAKBAT.cleanStatic,27,15,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,16,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,17,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,18,14,False,1,False,not_receiver_flag_phase
OAKBAT.cleanStatic,27,19,14,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,0,0,True,1,True,authenticated_receiver_data_symbol_boundary_only
TEXBAT.cleanStatic,3,1,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,2,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,3,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,4,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,5,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,6,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,7,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,8,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,9,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,10,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,11,0,False,0,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,12,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,13,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,14,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,15,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,16,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,17,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,18,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,3,19,0,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,0,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,1,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,2,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,3,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,4,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,5,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,6,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,7,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,8,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,9,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,10,19,False,0,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,11,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,12,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,13,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,14,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,15,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,16,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,17,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,18,19,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,13,19,19,True,1,True,authenticated_receiver_data_symbol_boundary_only
TEXBAT.cleanStatic,16,0,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,1,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,2,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,3,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,4,4,True,1,True,authenticated_receiver_data_symbol_boundary_only
TEXBAT.cleanStatic,16,5,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,6,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,7,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,8,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,9,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,10,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,11,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,12,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,13,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,14,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,15,4,False,0,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,16,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,17,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,18,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,16,19,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,0,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,1,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,2,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,3,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,4,4,True,1,True,authenticated_receiver_data_symbol_boundary_only
TEXBAT.cleanStatic,19,5,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,6,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,7,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,8,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,9,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,10,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,11,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,12,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,13,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,14,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,15,4,False,0,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,16,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,17,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,18,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,19,19,4,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,0,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,1,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,2,11,False,0,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,3,11,False,0,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,4,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,5,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,6,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,7,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,8,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,9,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,10,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,11,11,True,1,True,authenticated_receiver_data_symbol_boundary_only
TEXBAT.cleanStatic,30,12,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,13,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,14,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,15,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,16,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,17,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,18,11,False,1,False,not_receiver_flag_phase
TEXBAT.cleanStatic,30,19,11,False,1,False,not_receiver_flag_phase
