row_type,dataset,scenario,prn,block_start_s,block_end_s,valid_prn_count,pair_count,pairs_1ms,pairs_20ms,pre_onset_pairs_1ms,pre_onset_pairs_20ms,post_onset_pairs_1ms,post_onset_pairs_20ms
block_support,TEXBAT,cleanStatic,,42.5,43.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,43.0,43.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,43.5,44.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,44.0,44.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,44.5,45.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,45.0,45.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,45.5,46.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,46.0,46.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,46.5,47.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,47.0,47.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,47.5,48.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,48.0,48.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,48.5,49.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,49.0,49.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,49.5,50.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,50.0,50.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,50.5,51.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,51.0,51.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,51.5,52.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,52.0,52.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,52.5,53.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,53.0,53.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,53.5,54.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,54.0,54.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,54.5,55.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,55.0,55.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,55.5,56.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,56.0,56.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,56.5,57.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,57.0,57.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,57.5,58.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,58.0,58.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,58.5,59.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,59.0,59.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,59.5,60.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,60.0,60.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,60.5,61.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,61.0,61.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,61.5,62.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,62.0,62.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,62.5,63.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,63.0,63.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,63.5,64.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,64.0,64.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,64.5,65.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,65.0,65.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,65.5,66.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,66.0,66.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,66.5,67.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,67.0,67.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,67.5,68.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,68.0,68.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,68.5,69.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,69.0,69.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,69.5,70.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,70.0,70.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,70.5,71.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,71.0,71.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,71.5,72.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,72.0,72.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,72.5,73.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,73.0,73.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,73.5,74.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,74.0,74.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,74.5,75.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,75.0,75.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,75.5,76.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,76.0,76.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,76.5,77.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,77.0,77.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,77.5,78.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,78.0,78.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,78.5,79.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,79.0,79.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,79.5,80.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,80.0,80.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,80.5,81.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,81.0,81.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,81.5,82.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,82.0,82.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,82.5,83.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,83.0,83.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,83.5,84.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,84.0,84.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,84.5,85.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,85.0,85.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,85.5,86.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,86.0,86.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,86.5,87.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,87.0,87.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,87.5,88.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,88.0,88.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,88.5,89.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,89.0,89.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,89.5,90.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,90.0,90.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,90.5,91.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,91.0,91.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,91.5,92.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,92.0,92.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,92.5,93.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,93.0,93.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,93.5,94.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,94.0,94.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,94.5,95.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,95.0,95.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,95.5,96.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,96.0,96.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,96.5,97.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,97.0,97.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,97.5,98.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,98.0,98.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,98.5,99.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,99.0,99.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,99.5,100.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,100.0,100.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,100.5,101.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,101.0,101.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,101.5,102.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,102.0,102.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,102.5,103.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,103.0,103.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,103.5,104.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,104.0,104.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,104.5,105.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,105.0,105.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,105.5,106.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,106.0,106.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,106.5,107.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,107.0,107.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,107.5,108.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,108.0,108.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,108.5,109.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,109.0,109.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,109.5,110.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,110.0,110.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,110.5,111.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,111.0,111.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,111.5,112.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,112.0,112.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,112.5,113.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,113.0,113.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,113.5,114.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,114.0,114.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,114.5,115.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,115.0,115.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,115.5,116.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,116.0,116.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,116.5,117.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,117.0,117.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,117.5,118.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,118.0,118.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,118.5,119.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,119.0,119.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,119.5,120.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,120.0,120.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,120.5,121.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,121.0,121.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,121.5,122.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,122.0,122.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,122.5,123.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,123.0,123.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,123.5,124.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,124.0,124.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,124.5,125.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,125.0,125.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,125.5,126.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,126.0,126.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,126.5,127.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,127.0,127.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,127.5,128.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,128.0,128.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,128.5,129.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,129.0,129.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,129.5,130.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,130.0,130.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,130.5,131.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,131.0,131.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,131.5,132.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,132.0,132.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,132.5,133.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,133.0,133.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,133.5,134.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,134.0,134.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,134.5,135.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,135.0,135.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,135.5,136.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,136.0,136.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,136.5,137.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,137.0,137.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,137.5,138.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,138.0,138.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,138.5,139.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,139.0,139.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,139.5,140.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,140.0,140.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,140.5,141.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,141.0,141.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,141.5,142.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,142.0,142.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,142.5,143.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,143.0,143.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,143.5,144.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,144.0,144.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,144.5,145.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,145.0,145.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,145.5,146.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,146.0,146.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,146.5,147.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,147.0,147.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,147.5,148.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,148.0,148.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,148.5,149.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,149.0,149.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,149.5,150.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,150.0,150.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,150.5,151.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,151.0,151.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,151.5,152.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,152.0,152.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,152.5,153.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,153.0,153.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,153.5,154.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,154.0,154.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,154.5,155.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,155.0,155.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,155.5,156.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,156.0,156.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,156.5,157.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,157.0,157.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,157.5,158.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,158.0,158.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,158.5,159.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,159.0,159.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,159.5,160.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,160.0,160.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,160.5,161.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,161.0,161.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,161.5,162.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,162.0,162.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,162.5,163.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,163.0,163.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,163.5,164.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,164.0,164.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,164.5,165.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,165.0,165.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,165.5,166.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,166.0,166.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,166.5,167.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,167.0,167.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,167.5,168.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,168.0,168.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,168.5,169.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,169.0,169.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,169.5,170.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,170.0,170.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,170.5,171.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,171.0,171.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,171.5,172.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,172.0,172.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,172.5,173.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,173.0,173.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,173.5,174.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,174.0,174.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,174.5,175.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,175.0,175.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,175.5,176.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,176.0,176.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,176.5,177.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,177.0,177.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,177.5,178.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,178.0,178.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,178.5,179.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,179.0,179.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,179.5,180.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,180.0,180.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,180.5,181.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,181.0,181.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,181.5,182.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,182.0,182.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,182.5,183.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,183.0,183.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,183.5,184.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,184.0,184.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,184.5,185.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,185.0,185.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,185.5,186.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,186.0,186.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,186.5,187.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,187.0,187.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,187.5,188.0,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,188.0,188.5,10,250,,,,,,
block_support,TEXBAT,cleanStatic,,188.5,189.0,10,250,,,,,,
