recording_id,decision_time_s,tracked_prn_count,score,selected_tap_histogram_json,model,phase,alarm_q99,alarm_q995
cleanStatic,385.0,10,-0.7225007609308018,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,385.5,10,-0.2829688223838055,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,386.0,10,-0.8172316600851377,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,386.5,10,-0.5683710465619858,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,387.0,10,-0.7946824307760206,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,387.5,10,-0.3956742173767242,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,388.0,10,-0.31079096286238084,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,388.5,10,-0.42612425536974247,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,389.0,10,-0.7217990263977998,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,389.5,10,-0.7742094680693339,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,390.0,10,-0.4324231051701459,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,390.5,10,-0.2714435464519026,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,391.0,10,0.24459215379641341,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,True,True
cleanStatic,391.5,10,-0.5069430849212386,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,392.0,10,-0.6305944901101845,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,392.5,10,-0.8603201955113321,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,393.0,10,-0.40074224973743094,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,393.5,10,-0.39372066418026286,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,394.0,10,-0.6855259182485234,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,394.5,10,-0.6308166266008491,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,395.0,10,-0.7372871530731966,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,395.5,10,-0.671220592376265,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,396.0,10,-0.2817888701766585,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,396.5,10,-0.025294592840403002,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,True,True
cleanStatic,397.0,10,-0.21897553981461748,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,397.5,10,-0.49450051476746515,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,398.0,10,-0.8049723950087884,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,398.5,10,-0.6591391913829483,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,399.0,10,-0.17478815494232708,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,399.5,10,-0.13070827677183727,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,400.0,10,-0.6233808412794284,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,400.5,10,-0.519064935491427,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,401.0,10,-0.18186497477702024,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,401.5,10,-0.7495439253197106,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,402.0,10,-0.5375883825488863,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,402.5,10,-0.5111871336802158,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,403.0,10,-0.6452096087558667,"{""0"":10,""1"":10,""2"":10,""3"":10,""4"":10,""5"":10,""6"":10,""7"":10,""8"":10}",magnitude all9,calibration,False,False
cleanStatic,403.5,11,-0.14427779532197826,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,404.0,11,-0.6238479527792422,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,404.5,11,-0.0067405710216494885,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,True,True
cleanStatic,405.0,11,-0.701327569988049,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,405.5,11,-0.22064640744939168,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,406.0,11,-0.8327186758616011,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,406.5,11,-0.41604663592431823,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,407.0,11,-0.4800159563131321,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,407.5,11,-0.8571276027650988,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,408.0,11,-0.7188940099327692,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,408.5,11,-0.20143114237909743,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,409.0,11,-0.6721175212729866,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,409.5,11,-0.33989732620470436,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,calibration,False,False
cleanStatic,420.0,11,-0.3935872027473264,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,420.5,11,-0.4698250022466657,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,421.0,11,-0.7286448973562543,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,421.5,11,-0.42457726890300973,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,422.0,11,-0.2801345600055245,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,422.5,11,-0.5331078743678771,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,423.0,11,-0.7191478890447742,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,423.5,11,-0.4800799383012826,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,424.0,11,-0.757333734075117,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,424.5,11,-0.43496226185431097,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,425.0,11,-0.4123877983598703,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,425.5,11,-0.7622515717691507,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,426.0,11,-0.34767378066152305,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,426.5,11,-0.494279343967828,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,427.0,11,-0.38921344653043943,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,427.5,11,-0.6891658856728037,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,428.0,11,-0.583870388253193,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,428.5,11,-0.5758704006519905,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,429.0,11,-0.2457285796422115,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,429.5,11,-0.6632797913983783,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
cleanStatic,430.0,11,-0.45085983035617566,"{""0"":11,""1"":11,""2"":11,""3"":11,""4"":11,""5"":11,""6"":11,""7"":11,""8"":11}",magnitude all9,clean_test,False,False
