dataset,prn,trace_path,trace_sha256,trace_record_count,sample_rate_hz,channel,tracking_session_id,trace_row_index,loop_sequence,raw_interval_start_sample,raw_interval_end_sample,data_symbol_boundary,phase_mod20,subset,matches_fitted_phase
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12139,12139,210697272,210702272,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12159,12159,210797272,210802272,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12179,12179,210897272,210902272,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12199,12199,210997272,211002272,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12219,12219,211097272,211102272,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12239,12239,211197272,211202272,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12259,12259,211297272,211302272,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12279,12279,211397272,211402272,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12299,12299,211497272,211502272,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12319,12319,211597272,211602272,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12339,12339,211697272,211702272,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12359,12359,211797272,211802272,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12379,12379,211897271,211902271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12399,12399,211997271,212002271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12419,12419,212097271,212102271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12439,12439,212197271,212202271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12459,12459,212297271,212302271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12479,12479,212397271,212402271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12499,12499,212497271,212502271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12519,12519,212597271,212602271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12539,12539,212697271,212702271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12559,12559,212797271,212802271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12579,12579,212897271,212902271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12599,12599,212997271,213002271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12619,12619,213097271,213102271,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12639,12639,213197270,213202270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12659,12659,213297270,213302270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12679,12679,213397270,213402270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12699,12699,213497270,213502270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12719,12719,213597270,213602270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12739,12739,213697270,213702270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12759,12759,213797270,213802270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12779,12779,213897270,213902270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12799,12799,213997270,214002270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12819,12819,214097270,214102270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12839,12839,214197270,214202270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12859,12859,214297270,214302270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12879,12879,214397270,214402270,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12899,12899,214497269,214502269,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12919,12919,214597269,214602269,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12939,12939,214697269,214702269,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12959,12959,214797269,214802269,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12979,12979,214897269,214902269,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,12999,12999,214997269,215002269,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,13019,13019,215097269,215102269,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,13039,13039,215197269,215202269,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,13059,13059,215297269,215302269,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,13079,13079,215397269,215402269,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,13099,13099,215497269,215502269,1,19,fit,True
OAKBAT.cleanStatic,10,/home/ubuntu/ssd_data/gnss-early-detection/artifacts/mctd-stage0-static/dumps/phase_a/oakbat_cleanstatic/slow/rep1/trace_native_1ms_ch_10.bin,059ca9a4ba66faf8208318ac2f320e15762c281c01e5a877225cec05e627ed09,14998,5000000,10,1,13119,13119,215597269,215602269,1,19,fit,True
