scenario,event_index,window_start_s,window_end_s,availability_s,prn,a,z,activation,degree
clean-reference,2,271.0,272.0,272.0,7,0.9061899514146988,0.9415857577668435,0.0007339619269304845,10
clean-reference,2,271.0,272.0,272.0,10,0.48321435912623645,-1.1573959331641714,9.00279038561926e-05,10
clean-reference,2,271.0,272.0,272.0,11,0.980983194031245,1.3127410908869337,0.001063459652600462,10
clean-reference,2,271.0,272.0,272.0,13,0.8061781783357295,0.4452855352539091,0.0004469488313263227,10
clean-reference,2,271.0,272.0,272.0,16,0.6434082898102845,-0.3624466887293388,0.00019932957130943882,10
clean-reference,2,271.0,272.0,272.0,19,0.7550017003763283,0.19132646006958964,0.0003467434906963101,10
clean-reference,2,271.0,272.0,272.0,20,0.9528916015850135,1.1733388670027631,0.0009252082624041256,10
clean-reference,2,271.0,272.0,272.0,23,0.706017603810632,-0.05175310223308318,0.0002719397545869739,10
clean-reference,2,271.0,272.0,272.0,30,0.754675481457942,0.18970762543843894,0.0003461828185850708,10
clean-reference,3,271.5,272.5,272.5,3,0.6918733822516194,-0.12194264183325991,0.0002535115653584098,10
clean-reference,3,271.5,272.5,272.5,6,0.6791834246879669,-0.18491551561230515,0.0002380431698447516,10
clean-reference,3,271.5,272.5,272.5,7,1.1706508330674543,2.253951196049721,0.002721209983060451,10
clean-reference,3,271.5,272.5,272.5,10,0.5914586484307853,-0.6202425239832006,0.0001540394987470032,10
clean-reference,3,271.5,272.5,272.5,11,0.9764218205866797,1.2901056492203327,0.001039682914460255,10
clean-reference,3,271.5,272.5,272.5,13,0.793360117099828,0.38167695750637554,0.0004194159229827965,10
clean-reference,3,271.5,272.5,272.5,16,0.9879736118609901,1.3474304661230019,0.0011009563976843053,10
clean-reference,3,271.5,272.5,272.5,19,0.4813479715781964,-1.1666577283195902,8.919800732574748e-05,10
clean-reference,3,271.5,272.5,272.5,20,0.8490172319761141,0.6578708259594215,0.0005527597969400369,10
clean-reference,3,271.5,272.5,272.5,23,1.138450343954508,2.094158909404009,0.0023202763345830687,10
clean-reference,3,271.5,272.5,272.5,30,0.7903048378016377,0.3665153845350245,0.00041310748855284224,10
clean-reference,4,272.0,273.0,273.0,3,0.6208930641699079,-0.4741766496252887,0.00017826134491991902,10
clean-reference,4,272.0,273.0,273.0,6,0.6617058888380956,-0.2716463540348961,0.00021827177935614263,10
clean-reference,4,272.0,273.0,273.0,7,1.372232823693626,3.254285293950111,0.007365031727129982,10
clean-reference,4,272.0,273.0,273.0,10,0.512462202767965,-1.0122559075398707,0.0001040889298384708,10
clean-reference,4,272.0,273.0,273.0,11,0.8706900571723457,0.7654204437317266,0.0006154848921044554,10
clean-reference,4,272.0,273.0,273.0,13,1.0182169979514204,1.4975107895102635,0.0012790035760589168,10
clean-reference,4,272.0,273.0,273.0,16,1.0007539796664935,1.410851993313207,0.001172957923516785,10
clean-reference,4,272.0,273.0,273.0,19,0.6659259227240943,-0.2507047819363835,0.00022288990133660736,10
clean-reference,4,272.0,273.0,273.0,20,0.8715731512707547,0.7698027257776032,0.0006181863680983325,10
clean-reference,4,272.0,273.0,273.0,23,0.8283319412074495,0.5552217668018872,0.0004988614546051217,10
clean-reference,4,272.0,273.0,273.0,30,0.9363847974815063,1.0914252052673654,0.0008525040568090123,10
clean-reference,5,272.5,273.5,273.5,3,0.6873228852628979,-0.1445241099796521,0.0002478524568552158,10
clean-reference,5,272.5,273.5,273.5,6,0.6466461332502921,-0.3463791561752569,0.00020255752008841005,10
clean-reference,5,272.5,273.5,273.5,7,1.0370354754216895,1.5908959407611531,0.0014040224324827174,10
clean-reference,5,272.5,273.5,273.5,10,0.4017934040366042,-1.5614407459312942,6.010570587993768e-05,10
clean-reference,5,272.5,273.5,273.5,11,1.1832307326556748,2.3163779161509077,0.0028959930448104695,10
clean-reference,5,272.5,273.5,273.5,13,0.6630506151551774,-0.26497325995966425,0.0002197328770214245,10
clean-reference,5,272.5,273.5,273.5,16,0.7808912453973955,0.3198012041836523,0.00039426075138044485,10
clean-reference,5,272.5,273.5,273.5,19,0.7943188838181376,0.38643475872303173,0.00042141533226245845,10
clean-reference,5,272.5,273.5,273.5,20,0.6364695092547377,-0.39687981822667473,0.0001925841515894796,10
clean-reference,5,272.5,273.5,273.5,23,0.7943514196743856,0.38659621524158344,0.00042148334932778805,10
clean-reference,5,272.5,273.5,273.5,30,0.5695347778561863,-0.7290379338588634,0.0001381623612630598,10
clean-reference,6,273.0,274.0,274.0,3,0.9044265760358482,0.9328351520535904,0.000727571987108235,10
clean-reference,6,273.0,274.0,274.0,6,0.7269821976745752,0.05228197563072674,0.00030174606348551457,10
clean-reference,6,273.0,274.0,274.0,7,0.8697434142671294,0.7607228059433417,0.0006126021146724661,10
clean-reference,6,273.0,274.0,274.0,10,0.5912548410030285,-0.6212539016303665,0.00015388380935872729,10
clean-reference,6,273.0,274.0,274.0,11,1.5064649410615405,3.920401168782922,0.014237954252596755,10
clean-reference,6,273.0,274.0,274.0,13,0.8813374130261313,0.8182570740275991,0.0006488578320931931,10
clean-reference,6,273.0,274.0,274.0,16,1.1276746568158256,2.0406854456305483,0.0021997278454362274,10
clean-reference,6,273.0,274.0,274.0,19,0.6191457423837541,-0.4828475907012466,0.00017672260526231263,10
clean-reference,6,273.0,274.0,274.0,20,0.9481291456411512,1.1497055699230225,0.0009036184233636889,10
clean-reference,6,273.0,274.0,274.0,23,0.8635253451929208,0.729866148070735,0.0005939989803907826,10
clean-reference,6,273.0,274.0,274.0,30,0.4782352826337746,-1.1821041919525297,8.783092007547505e-05,10
clean-reference,7,273.5,274.5,274.5,3,0.9987030144445506,1.4006742465872009,0.0011610941915129924,10
clean-reference,7,273.5,274.5,274.5,6,0.7908756171423948,0.36934783020719414,0.0004142787663287396,10
clean-reference,7,273.5,274.5,274.5,7,0.8882130858988304,0.8523770368239018,0.0006713637408913551,10
clean-reference,7,273.5,274.5,274.5,10,0.8439089004343715,0.632521149588472,0.0005389310838583396,10
clean-reference,7,273.5,274.5,274.5,11,2.058370479869982,6.6591871465144665,0.1826168400680927,10
clean-reference,7,273.5,274.5,274.5,13,0.7491957043927868,0.16251468111766973,0.0003368990584088706,10
clean-reference,7,273.5,274.5,274.5,16,0.9075242442386915,0.9482070764882113,0.0007388342449788548,10
clean-reference,7,273.5,274.5,274.5,19,0.9087042627166747,0.9540628214186608,0.0007431701371431232,10
clean-reference,7,273.5,274.5,274.5,20,0.8641452788401112,0.7329425179577171,0.0005958280642008724,10
clean-reference,7,273.5,274.5,274.5,23,0.9430296925297031,1.1243999520343406,0.0008810585967171934,10
clean-reference,7,273.5,274.5,274.5,30,0.6794560001091416,-0.18356288243707114,0.0002383652959934942,10
clean-reference,8,274.0,275.0,275.0,3,1.0670714538908705,1.7399470208362737,0.0016293264634883783,10
clean-reference,8,274.0,275.0,275.0,6,0.647920925706152,-0.3400531031514641,0.00020384270930048727,10
clean-reference,8,274.0,275.0,275.0,7,1.0599722475126672,1.7047177913496057,0.0015730145746590376,10
clean-reference,8,274.0,275.0,275.0,10,0.5783361892609044,-0.6853616515161801,0.00014432960949011176,10
clean-reference,8,274.0,275.0,275.0,11,2.2208343777928414,7.465400917224917,0.33347627533215685,10
clean-reference,8,274.0,275.0,275.0,13,0.8527515155893142,0.6764019021627621,0.000563092707250708,10
clean-reference,8,274.0,275.0,275.0,16,0.7472690131088892,0.15295363361822073,0.0003336943698767601,10
clean-reference,8,274.0,275.0,275.0,19,0.9728992152197888,1.2726250089557836,0.0010216849263586052,10
clean-reference,8,274.0,275.0,275.0,20,0.6971357517127506,-0.09582856491911067,0.00026021723833859873,10
clean-reference,8,274.0,275.0,275.0,23,0.7622002258192495,0.2270485522703335,0.00035934925426489046,10
clean-reference,8,274.0,275.0,275.0,30,0.6130775890260488,-0.5129603041244328,0.00017148123268031712,10
clean-reference,9,274.5,275.5,275.5,3,0.9830774143000298,1.3231334872357947,0.0010745572362826476,10
clean-reference,9,274.5,275.5,275.5,6,0.5900178682647576,-0.627392277407002,0.00015294224995885373,10
clean-reference,9,274.5,275.5,275.5,7,1.052344569227099,1.6668660633595875,0.0015146745415153744,10
clean-reference,9,274.5,275.5,275.5,10,0.5779752797437572,-0.6871526353989051,0.0001440713860330649,10
clean-reference,9,274.5,275.5,275.5,11,1.059892465250606,1.704321878416613,0.0015723929001675895,10
clean-reference,9,274.5,275.5,275.5,13,0.9758666002154593,1.2873504136585874,0.0010368252517560337,10
clean-reference,9,274.5,275.5,275.5,16,1.0304357901792287,1.5581455439477465,0.001358846427468656,10
clean-reference,9,274.5,275.5,275.5,19,0.8013232382284153,0.421193293097134,0.00043631415111737646,10
clean-reference,9,274.5,275.5,275.5,20,0.6271148484754565,-0.4433015552218219,0.00018385000006850726,10
clean-reference,9,274.5,275.5,275.5,23,0.840390442739468,0.6150610918060331,0.0005296079277518659,10
clean-reference,9,274.5,275.5,275.5,30,0.6824706104894829,-0.16860312563552146,0.0002419571194771094,10
clean-reference,10,275.0,276.0,276.0,3,0.922453446572153,1.022292018809823,0.000795604122245888,10
clean-reference,10,275.0,276.0,276.0,6,0.6441405483379962,-0.3588129158338885,0.00020005506213551324,10
clean-reference,10,275.0,276.0,276.0,7,0.6949359277994832,-0.10674501069376752,0.00025739276677309,10
clean-reference,10,275.0,276.0,276.0,10,0.5812858922351714,-0.67072399239459,0.00014645748325409235,10
clean-reference,10,275.0,276.0,276.0,11,0.9509942747944914,1.1639235383936768,0.000916545949992202,10
clean-reference,10,275.0,276.0,276.0,13,0.8091481413929784,0.46002373337588404,0.0004535818230174674,10
clean-reference,10,275.0,276.0,276.0,16,0.7830323409714327,0.33042621539085354,0.00039847043142589934,10
clean-reference,10,275.0,276.0,276.0,19,0.8171918627630836,0.49994004105561196,0.00047204462010188707,10
clean-reference,10,275.0,276.0,276.0,20,1.189036432881502,2.3451882274294236,0.0029803887342789537,10
clean-reference,10,275.0,276.0,276.0,23,0.6774748666867287,-0.19339409458441476,0.0002360339082880014,10
clean-reference,10,275.0,276.0,276.0,30,0.8483741624046126,0.6546796459452896,0.0005509996228724257,10
clean-reference,11,275.5,276.5,276.5,3,0.7404905806639925,0.11931621847075843,0.00032265999981004816,10
clean-reference,11,275.5,276.5,276.5,6,0.7740373767510613,0.285789443072646,0.0003810817499608324,10
clean-reference,11,275.5,276.5,276.5,7,0.7082037421579808,-0.040904569957022824,0.00027490514677434424,10
clean-reference,11,275.5,276.5,276.5,10,0.4241893226509637,-1.45030283636827,6.717059793275606e-05,10
clean-reference,11,275.5,276.5,276.5,11,0.716150797090324,-0.001467961547628941,0.00028595992192770845,10
clean-reference,11,275.5,276.5,276.5,13,0.8313302744494799,0.5701007496393644,0.0005063357141236528,10
clean-reference,11,275.5,276.5,276.5,16,0.8586081281800355,0.7054648618770346,0.0005796883524014187,10
clean-reference,11,275.5,276.5,276.5,19,0.5786699755111631,-0.6837052646211658,0.00014456883867573477,10
clean-reference,11,275.5,276.5,276.5,20,0.8461448234265061,0.6436167340817294,0.0005449408599553629,10
clean-reference,11,275.5,276.5,276.5,23,0.7531540731261368,0.1821577613538199,0.0003435799214717851,10
clean-reference,11,275.5,276.5,276.5,30,1.004892196261888,1.4313875538164622,0.0011972651601344743,10
clean-reference,12,276.0,277.0,277.0,3,0.7703133024428503,0.2673090297081071,0.0003741064877415727,10
clean-reference,12,276.0,277.0,277.0,6,0.9644440838083976,1.23066711268355,0.0009797451800377013,10
clean-reference,12,276.0,277.0,277.0,7,0.8352270799858271,0.5894383275588326,0.0005162172000873504,10
clean-reference,12,276.0,277.0,277.0,10,0.5965241393875712,-0.5951054405019885,0.00015796006014907697,10
clean-reference,12,276.0,277.0,277.0,11,1.076929417997635,1.7888663593210397,0.001710874034695126,10
clean-reference,12,276.0,277.0,277.0,13,0.8305914946207905,0.5664346153225864,0.0005044837527007721,10
clean-reference,12,276.0,277.0,277.0,16,0.7611809725880809,0.22199059169376648,0.0003575369169825415,10
clean-reference,12,276.0,277.0,277.0,19,0.9619333096531202,1.2182076018321624,0.0009676255056752633,10
clean-reference,12,276.0,277.0,277.0,20,0.8570276457609725,0.6976218474787256,0.0005751622356849298,10
clean-reference,12,276.0,277.0,277.0,23,0.7033906943876268,-0.0647889248269832,0.0002684187471981191,10
clean-reference,12,276.0,277.0,277.0,30,0.9956037448605882,1.3852943754300966,0.0011433935959207799,10
clean-reference,13,276.5,277.5,277.5,3,1.0023227817466827,1.418637044987692,0.0011821142620816118,10
clean-reference,13,276.5,277.5,277.5,6,0.4894430361360023,-1.1264866342812578,9.285379300555399e-05,10
clean-reference,13,276.5,277.5,277.5,7,0.7264254076930428,0.0495189510065226,0.0003009137329675769,10
clean-reference,13,276.5,277.5,277.5,10,0.6964134976827123,-0.09941269131526805,0.0002592864976323898,10
clean-reference,13,276.5,277.5,277.5,11,1.5634439685139072,4.203154919992305,0.018803125744427742,10
clean-reference,13,276.5,277.5,277.5,13,0.6880428273698508,-0.140951456312218,0.0002487393108555563,10
clean-reference,13,276.5,277.5,277.5,16,0.7730257877137565,0.28076951542963136,0.00037917426423721167,10
clean-reference,13,276.5,277.5,277.5,19,0.73819793133357,0.10793913417554873,0.0003190110374960892,10
clean-reference,13,276.5,277.5,277.5,20,0.9398853394439515,1.1087963576966462,0.0008674294492986932,10
clean-reference,13,276.5,277.5,277.5,23,0.610017724170071,-0.528144632550269,0.00016889751078782308,10
clean-reference,13,276.5,277.5,277.5,30,0.6883784412983072,-0.1392859997140251,0.00024915381724184934,10
clean-reference,14,277.0,278.0,278.0,3,0.7944451581922553,0.3870613849495538,0.00042167937352803413,10
clean-reference,14,277.0,278.0,278.0,6,0.5257270880199194,-0.946430002254147,0.00011117043246684373,10
clean-reference,14,277.0,278.0,278.0,7,0.7839093804284314,0.3347784517752378,0.00040020775275454953,10
clean-reference,14,277.0,278.0,278.0,10,0.719375279509249,0.014533268034991071,0.0002905710965663176,10
clean-reference,14,277.0,278.0,278.0,11,1.6877188640800105,4.819858898168235,0.03428880082523222,10
clean-reference,14,277.0,278.0,278.0,13,0.7692200730648142,0.26188396856906904,0.0003720831855660706,10
clean-reference,14,277.0,278.0,278.0,16,0.7935020308562475,0.3823811928850746,0.0004197112705299585,10
clean-reference,14,277.0,278.0,278.0,19,0.9792433974191449,1.3041074928701208,0.001054327328873552,10
clean-reference,14,277.0,278.0,278.0,20,0.9785437061689581,1.3006353324187323,0.001050676722942478,10
clean-reference,14,277.0,278.0,278.0,23,0.7966385467407656,0.3979458957543315,0.00042629224954832064,10
clean-reference,14,277.0,278.0,278.0,30,0.8303997479280516,0.5654830880839152,0.0005040041927990965,10
clean-reference,15,277.5,278.5,278.5,3,0.910744695604663,0.9641883023011134,0.0007507276400736416,10
clean-reference,15,277.5,278.5,278.5,6,0.8471334116395499,0.6485225220205144,0.0005476193248861792,10
clean-reference,15,277.5,278.5,278.5,7,0.5513186543627717,-0.8194339528952047,0.00012622240209348372,10
clean-reference,15,277.5,278.5,278.5,10,0.7309474513165762,0.07195922166146607,0.0003077405518899579,10
clean-reference,15,277.5,278.5,278.5,11,1.1105998922317961,1.955953326585738,0.0020213796078892106,10
clean-reference,15,277.5,278.5,278.5,13,0.5308300255394685,-0.9211070932760004,0.00011402121291142068,10
clean-reference,15,277.5,278.5,278.5,16,0.7039364053178369,-0.06208087908643686,0.0002691464266531601,10
clean-reference,15,277.5,278.5,278.5,19,0.8258856029700952,0.5430820139091735,0.0004928449776752824,10
clean-reference,15,277.5,278.5,278.5,20,0.5349066032843972,-0.9008774105135331,0.00011635104391657202,10
clean-reference,15,277.5,278.5,278.5,23,0.70561190616362,-0.053766343537445055,0.00027139297340896836,10
clean-reference,15,277.5,278.5,278.5,30,0.7774550875180541,0.3027495524870052,0.00038759753101459297,10
clean-reference,16,278.0,279.0,279.0,3,0.8011476494954795,0.4203219484089638,0.0004359343023465755,10
clean-reference,16,278.0,279.0,279.0,6,0.6644799495697622,-0.25788030513879817,0.0002212966267347683,10
clean-reference,16,278.0,279.0,279.0,7,0.5271574484915724,-0.939331955709221,0.00011196224385490957,10
clean-reference,16,278.0,279.0,279.0,10,0.6536914022481192,-0.3114175865156112,0.00020976298673584435,10
clean-reference,16,278.0,279.0,279.0,11,0.868742571443221,0.7557562055030713,0.0006095689578579345,10
clean-reference,16,278.0,279.0,279.0,13,0.7605462695448868,0.21884092989026904,0.00035641296893297114,10
clean-reference,16,278.0,279.0,279.0,16,0.771116800748839,0.27129632416129196,0.0003756005768991319,10
clean-reference,16,278.0,279.0,279.0,19,0.6255539303159395,-0.45104748358648616,0.00018243167116566345,10
clean-reference,16,278.0,279.0,279.0,20,0.5423322539863407,-0.8640282278401301,0.00012071793120605238,10
clean-reference,16,278.0,279.0,279.0,23,0.7029168995072796,-0.06714009306750737,0.0002677885596940004,10
clean-reference,16,278.0,279.0,279.0,30,0.6404164677542679,-0.37729336034016747,0.00019639262768862508,10
clean-reference,17,278.5,279.5,279.5,3,0.9020103074464803,0.9208446173231698,0.000718906338355147,10
clean-reference,17,278.5,279.5,279.5,6,0.6951504980062331,-0.10568022363844236,0.00025766691056738466,10
clean-reference,17,278.5,279.5,279.5,7,0.7909467608973189,0.36970087525691353,0.00041442499059334096,10
clean-reference,17,278.5,279.5,279.5,10,0.5804059393250904,-0.6750906865509793,0.00014581943556785524,10
clean-reference,17,278.5,279.5,279.5,11,0.9845806429886108,1.3305931363317216,0.0010825943179527196,10
clean-reference,17,278.5,279.5,279.5,13,0.9312266951498324,1.0658285454327987,0.0008309776112977103,10
clean-reference,17,278.5,279.5,279.5,16,1.1007253433597053,1.9069516875630612,0.0019249024312464195,10
clean-reference,17,278.5,279.5,279.5,19,1.0413694517065772,1.61240294267039,0.001434502016325834,10
clean-reference,17,278.5,279.5,279.5,20,0.8944798799851597,0.8834754885734984,0.0006925554613378768,10
clean-reference,17,278.5,279.5,279.5,23,0.7454969726510695,0.14416002816115733,0.0003307738237448536,10
clean-reference,17,278.5,279.5,279.5,30,1.013364836495771,1.4734323361845134,0.0012486129489052,10
clean-reference,18,279.0,280.0,280.0,3,0.6554853098670603,-0.30251546706468263,0.0002116382612753051,10
clean-reference,18,279.0,280.0,280.0,6,0.5306812037208216,-0.9218456093470122,0.00011393704709022006,10
clean-reference,18,279.0,280.0,280.0,7,0.9634041269273956,1.2255064119424721,0.0009747069482318454,10
clean-reference,18,279.0,280.0,280.0,10,0.4665616381249473,-1.240033695539005,8.288789592792378e-05,10
clean-reference,18,279.0,280.0,280.0,11,1.1011861017198448,1.909238163141105,0.0019293002081164576,10
clean-reference,18,279.0,280.0,280.0,13,1.1695489621746997,2.2484832521025337,0.0027064113252323377,10
clean-reference,18,279.0,280.0,280.0,16,0.6777210607859154,-0.19217237655616573,0.00023632238320310734,10
clean-reference,18,279.0,280.0,280.0,19,0.735362095589208,0.09386653184476385,0.0003145545647907592,10
clean-reference,18,279.0,280.0,280.0,20,0.7131022677773942,-0.01659603827065277,0.00028166766544247666,10
clean-reference,18,279.0,280.0,280.0,23,0.6273946435803344,-0.4419130949582561,0.0001841053987561992,10
clean-reference,18,279.0,280.0,280.0,30,0.8280981930076717,0.5540618105288384,0.0004982834207786893,10
clean-reference,19,279.5,280.5,280.5,3,0.4370946532258214,-1.3862611916826235,7.161272798123919e-05,10
clean-reference,19,279.5,280.5,280.5,6,0.5656112959680444,-0.7485078909865387,0.00013549872509084932,10
clean-reference,19,279.5,280.5,280.5,7,0.6056612017335342,-0.5497635178881841,0.0001652859183538898,10
clean-reference,19,279.5,280.5,280.5,10,0.5958067772505,-0.598665291280453,0.00015739883394704125,10
clean-reference,19,279.5,280.5,280.5,11,1.2534896405379392,2.6650319849868898,0.0040991301049731746,10
clean-reference,19,279.5,280.5,280.5,13,0.6301710738564901,-0.4281352873919439,0.00018665904546917475,10
clean-reference,19,279.5,280.5,280.5,16,0.6122057423108153,-0.5172867719536346,0.00017074105365292447,10
clean-reference,19,279.5,280.5,280.5,19,0.5778452232115782,-0.6877980302746538,0.000143978446480897,10
clean-reference,19,279.5,280.5,280.5,20,0.4397211188226844,-1.3732275715395588,7.255214204138392e-05,10
clean-reference,19,279.5,280.5,280.5,23,0.555218296549367,-0.8000822983314975,0.0001286884845093644,10
clean-reference,19,279.5,280.5,280.5,30,0.7671996718913132,0.25185789342707365,0.00036837265791224183,10
clean-reference,20,280.0,281.0,281.0,3,0.411560668922489,-1.5129714948924209,6.309055295005312e-05,10
clean-reference,20,280.0,281.0,281.0,6,0.6952014163362314,-0.10542754560134542,0.0002577320087805711,10
clean-reference,20,280.0,281.0,281.0,7,0.7230618398134088,0.032827521230734145,0.0002959342121778733,10
clean-reference,20,280.0,281.0,281.0,10,0.5386245684067362,-0.8824273134829046,0.00011851740084121714,10
clean-reference,20,280.0,281.0,281.0,11,0.6018031633026837,-0.5689087172256929,0.00016215209418450337,10
clean-reference,20,280.0,281.0,281.0,13,0.5505502782513134,-0.8232469563382021,0.00012574209245077908,10
clean-reference,20,280.0,281.0,281.0,16,0.6112465990254485,-0.5220464418534315,0.00016993045132681042,10
clean-reference,20,280.0,281.0,281.0,19,0.6681999446653122,-0.23942013453257668,0.00022541881038893065,10
clean-reference,20,280.0,281.0,281.0,20,0.7417304766049488,0.12546910040100487,0.00032465076234986006,10
clean-reference,20,280.0,281.0,281.0,23,0.6320808261116511,-0.4186582984335281,0.00018843608503715144,10
clean-reference,20,280.0,281.0,281.0,30,0.6617623767184907,-0.2713660375606821,0.0002183329597475469,10
clean-reference,21,280.5,281.5,281.5,3,0.553492489377184,-0.8086464748999158,0.00012759121951752238,10
clean-reference,21,280.5,281.5,281.5,6,0.5946267981434367,-0.6045208408359413,0.0001564800142182958,10
clean-reference,21,280.5,281.5,281.5,7,0.7281791450519185,0.058221728836008964,0.00030354314843077015,10
clean-reference,21,280.5,281.5,281.5,10,0.613379238652613,-0.5114633925891624,0.00017173807301744124,10
clean-reference,21,280.5,281.5,281.5,11,1.0474494161360006,1.6425742675684192,0.0014783774185417803,10
clean-reference,21,280.5,281.5,281.5,13,0.6628023042090467,-0.26620548266728217,0.00021946234331545643,10
clean-reference,21,280.5,281.5,281.5,16,0.49212606634687783,-1.1131723168796954,9.409822756021314e-05,10
clean-reference,21,280.5,281.5,281.5,19,0.7495345335460181,0.1641960930051458,0.0003374658096652496,10
clean-reference,21,280.5,281.5,281.5,20,0.4251631417584946,-1.445470338904463,6.749596329806361e-05,10
clean-reference,21,280.5,281.5,281.5,23,0.7542735204132109,0.18771292671647882,0.000345493214737459,10
clean-reference,21,280.5,281.5,281.5,30,0.622239424437762,-0.4674954472033399,0.00017945611813352167,10
clean-reference,22,281.0,282.0,282.0,3,0.6337169641320552,-0.4105390976775601,0.00018997197144126018,10
clean-reference,22,281.0,282.0,282.0,6,0.720445273972789,0.019843027816204332,0.0002921176107670529,10
clean-reference,22,281.0,282.0,282.0,7,0.8519898633193905,0.6726222652319969,0.0005609696299209468,10
clean-reference,22,281.0,282.0,282.0,10,0.4714674457762048,-1.215689027366766,8.493036359589336e-05,10
clean-reference,22,281.0,282.0,282.0,11,0.6906791566954092,-0.12786888822436984,0.00025201401379056586,10
clean-reference,22,281.0,282.0,282.0,13,0.6916698635953216,-0.12295258647574124,0.0002532557267660571,10
clean-reference,22,281.0,282.0,282.0,16,0.7666774194636359,0.2492662585816488,0.0003674195568451547,10
clean-reference,22,281.0,282.0,282.0,19,0.7279734834420746,0.057201149962286646,0.00030323361062561477,10
clean-reference,22,281.0,282.0,282.0,20,0.6316038439559554,-0.4210252832665992,0.00018799067088270182,10
clean-reference,22,281.0,282.0,282.0,23,0.7622021734969795,0.2270582174613507,0.00035935272621275693,10
clean-reference,22,281.0,282.0,282.0,30,0.7139744692770139,-0.012267809853028376,0.0002828890839424044,10
clean-reference,23,281.5,282.5,282.5,3,0.6828975133290041,-0.16648465530224907,0.00024247011736510602,10
clean-reference,23,281.5,282.5,282.5,6,0.6594358062284708,-0.2829114528287145,0.00021582725165964005,10
clean-reference,23,281.5,282.5,282.5,7,0.7172270533298792,0.0038728717835671855,0.00028749083166348493,10
clean-reference,23,281.5,282.5,282.5,10,0.4983880970054314,-1.0820975032498141,9.706793113300807e-05,10
clean-reference,23,281.5,282.5,282.5,11,1.1130799416435775,1.968260368417086,0.002046359301358824,10
clean-reference,23,281.5,282.5,282.5,13,0.6669473019541482,-0.2456362712646893,0.00022402223529704275,10
clean-reference,23,281.5,282.5,282.5,16,0.7061147591183473,-0.051270976985695334,0.00027207085953944923,10
clean-reference,23,281.5,282.5,282.5,19,0.8812676692783556,0.8179109763985467,0.0006486334484298983,10
clean-reference,23,281.5,282.5,282.5,20,0.8683614920249699,0.7538651301401362,0.0006084180069784279,10
clean-reference,23,281.5,282.5,282.5,23,0.7778722996695557,0.30481993357565806,0.0003884005248960977,10
clean-reference,23,281.5,282.5,282.5,30,0.8246136657246301,0.536770129632826,0.0004897455127230261,10
clean-reference,24,282.0,283.0,283.0,3,1.1451709792173372,2.127509510775077,0.002398775035864026,10
clean-reference,24,282.0,283.0,283.0,6,0.8132864909554245,0.48055995371722887,0.00046298862609876735,10
clean-reference,24,282.0,283.0,283.0,7,0.7936726978337243,0.383228113765384,0.00042006673395426073,10
