scenario,event_index,window_start_s,window_end_s,availability_s,prn_i,prn_j,e
clean-calibration,0,340.0,341.0,341.0,13,20,1.219060981056924
clean-calibration,0,340.0,341.0,341.0,13,23,0.34463535442898624
clean-calibration,0,340.0,341.0,341.0,13,30,0.41439735995721205
clean-calibration,0,340.0,341.0,341.0,16,19,0.5782648051106596
clean-calibration,0,340.0,341.0,341.0,16,20,0.49568260421924215
clean-calibration,0,340.0,341.0,341.0,16,23,0.5608782857726933
clean-calibration,0,340.0,341.0,341.0,16,30,0.9281593778482364
clean-calibration,0,340.0,341.0,341.0,19,20,0.9594590037900141
clean-calibration,0,340.0,341.0,341.0,19,23,0.3822046098077731
clean-calibration,0,340.0,341.0,341.0,19,30,0.684296243051027
clean-calibration,0,340.0,341.0,341.0,20,23,0.7491938678714642
clean-calibration,0,340.0,341.0,341.0,20,30,0.9885486751149826
clean-calibration,0,340.0,341.0,341.0,23,30,0.5924711413419588
clean-calibration,1,340.5,341.5,341.5,3,6,1.0300882784999876
clean-calibration,1,340.5,341.5,341.5,3,7,0.5646096236288872
clean-calibration,1,340.5,341.5,341.5,3,8,201959.6457366259
clean-calibration,1,340.5,341.5,341.5,3,10,0.41475458303252477
clean-calibration,1,340.5,341.5,341.5,3,13,0.2808611344575333
clean-calibration,1,340.5,341.5,341.5,3,16,0.6785635968439561
clean-calibration,1,340.5,341.5,341.5,3,19,0.8742574605178154
clean-calibration,1,340.5,341.5,341.5,3,20,0.5325443314325409
clean-calibration,1,340.5,341.5,341.5,3,23,0.6097719315765509
clean-calibration,1,340.5,341.5,341.5,3,30,0.22892383394574015
clean-calibration,1,340.5,341.5,341.5,6,7,1.1627632152920968
clean-calibration,1,340.5,341.5,341.5,6,8,201908.93159414723
clean-calibration,1,340.5,341.5,341.5,6,10,0.6175897978352826
clean-calibration,1,340.5,341.5,341.5,6,13,0.5217947147775849
clean-calibration,1,340.5,341.5,341.5,6,16,0.7866061784485359
clean-calibration,1,340.5,341.5,341.5,6,19,0.621926540483867
clean-calibration,1,340.5,341.5,341.5,6,20,0.2619310380627129
clean-calibration,1,340.5,341.5,341.5,6,23,0.3749711297600055
clean-calibration,1,340.5,341.5,341.5,6,30,0.6003465031438406
clean-calibration,1,340.5,341.5,341.5,7,8,201368.6837207193
clean-calibration,1,340.5,341.5,341.5,7,10,0.7052211471182732
clean-calibration,1,340.5,341.5,341.5,7,13,1.3225494489285206
clean-calibration,1,340.5,341.5,341.5,7,16,0.4412833880791539
clean-calibration,1,340.5,341.5,341.5,7,19,0.8981100337708774
clean-calibration,1,340.5,341.5,341.5,7,20,0.3512892300063567
clean-calibration,1,340.5,341.5,341.5,7,23,0.5179345479125694
clean-calibration,1,340.5,341.5,341.5,7,30,0.503454820249436
clean-calibration,1,340.5,341.5,341.5,8,10,201838.49845288042
clean-calibration,1,340.5,341.5,341.5,8,13,201792.94934129837
clean-calibration,1,340.5,341.5,341.5,8,16,201510.8722875786
clean-calibration,1,340.5,341.5,341.5,8,19,201706.7677244464
clean-calibration,1,340.5,341.5,341.5,8,20,201343.8814855517
clean-calibration,1,340.5,341.5,341.5,8,23,201890.27794637036
clean-calibration,1,340.5,341.5,341.5,8,30,201347.2433785635
clean-calibration,1,340.5,341.5,341.5,10,13,2.2954246560150735
clean-calibration,1,340.5,341.5,341.5,10,16,0.8394132462584857
clean-calibration,1,340.5,341.5,341.5,10,19,0.821336230859508
clean-calibration,1,340.5,341.5,341.5,10,20,0.49680869492899815
clean-calibration,1,340.5,341.5,341.5,10,23,1.2513587485481978
clean-calibration,1,340.5,341.5,341.5,10,30,0.15471628498983953
clean-calibration,1,340.5,341.5,341.5,13,16,0.5400985856037798
clean-calibration,1,340.5,341.5,341.5,13,19,1.197167879503043
clean-calibration,1,340.5,341.5,341.5,13,20,0.8937793339742759
clean-calibration,1,340.5,341.5,341.5,13,23,1.3419718281786885
clean-calibration,1,340.5,341.5,341.5,13,30,0.2773658725773035
clean-calibration,1,340.5,341.5,341.5,16,19,1.0297060695383864
clean-calibration,1,340.5,341.5,341.5,16,20,0.9711298842606109
clean-calibration,1,340.5,341.5,341.5,16,23,0.6236668554147948
clean-calibration,1,340.5,341.5,341.5,16,30,0.5371367045451211
clean-calibration,1,340.5,341.5,341.5,19,20,0.4370781600076453
clean-calibration,1,340.5,341.5,341.5,19,23,0.3165493167133933
clean-calibration,1,340.5,341.5,341.5,19,30,0.6604719221480759
clean-calibration,1,340.5,341.5,341.5,20,23,0.39711591766700705
clean-calibration,1,340.5,341.5,341.5,20,30,0.9162026570889262
clean-calibration,1,340.5,341.5,341.5,23,30,0.3486796090180869
clean-calibration,2,341.0,342.0,342.0,3,6,0.6329474989145689
clean-calibration,2,341.0,342.0,342.0,3,7,1.1240507465950749
clean-calibration,2,341.0,342.0,342.0,3,8,201886.68430625595
clean-calibration,2,341.0,342.0,342.0,3,10,1.3859872709789642
clean-calibration,2,341.0,342.0,342.0,3,13,0.5791972597328886
clean-calibration,2,341.0,342.0,342.0,3,16,1.0328419831409008
clean-calibration,2,341.0,342.0,342.0,3,19,1.1746025121928254
clean-calibration,2,341.0,342.0,342.0,3,20,0.5342866081126385
clean-calibration,2,341.0,342.0,342.0,3,23,0.7831621946868269
clean-calibration,2,341.0,342.0,342.0,3,30,0.33064524972548126
clean-calibration,2,341.0,342.0,342.0,6,7,1.0115617253436167
clean-calibration,2,341.0,342.0,342.0,6,8,201822.71862043248
clean-calibration,2,341.0,342.0,342.0,6,10,0.5849786020072718
clean-calibration,2,341.0,342.0,342.0,6,13,0.47235151824261645
clean-calibration,2,341.0,342.0,342.0,6,16,0.7603069129284484
clean-calibration,2,341.0,342.0,342.0,6,19,0.7476284351537266
clean-calibration,2,341.0,342.0,342.0,6,20,1.0354715788733007
clean-calibration,2,341.0,342.0,342.0,6,23,0.9887031848134221
clean-calibration,2,341.0,342.0,342.0,6,30,0.5229417637522477
clean-calibration,2,341.0,342.0,342.0,7,8,201250.52950450405
clean-calibration,2,341.0,342.0,342.0,7,10,1.0416482415503787
clean-calibration,2,341.0,342.0,342.0,7,13,0.721921905495599
clean-calibration,2,341.0,342.0,342.0,7,16,0.6738727204609355
clean-calibration,2,341.0,342.0,342.0,7,19,0.8939625755280123
clean-calibration,2,341.0,342.0,342.0,7,20,0.8003806494992756
clean-calibration,2,341.0,342.0,342.0,7,23,0.7212632862393751
clean-calibration,2,341.0,342.0,342.0,7,30,0.6246534377820411
clean-calibration,2,341.0,342.0,342.0,8,10,201766.41803006866
clean-calibration,2,341.0,342.0,342.0,8,13,201695.6598495033
clean-calibration,2,341.0,342.0,342.0,8,16,201410.02609583293
clean-calibration,2,341.0,342.0,342.0,8,19,201638.6383918464
clean-calibration,2,341.0,342.0,342.0,8,20,201329.59331387252
clean-calibration,2,341.0,342.0,342.0,8,23,201837.31753161128
clean-calibration,2,341.0,342.0,342.0,8,30,201307.5936891517
clean-calibration,2,341.0,342.0,342.0,10,13,2.046821076778966
clean-calibration,2,341.0,342.0,342.0,10,16,0.6472346191267977
clean-calibration,2,341.0,342.0,342.0,10,19,0.7514565974419612
clean-calibration,2,341.0,342.0,342.0,10,20,1.07527853900685
clean-calibration,2,341.0,342.0,342.0,10,23,0.46473976644510984
clean-calibration,2,341.0,342.0,342.0,10,30,0.9211828566721673
clean-calibration,2,341.0,342.0,342.0,13,16,0.839188825966187
clean-calibration,2,341.0,342.0,342.0,13,19,1.1853090867203886
clean-calibration,2,341.0,342.0,342.0,13,20,0.9549724092528669
clean-calibration,2,341.0,342.0,342.0,13,23,0.5575810742028526
clean-calibration,2,341.0,342.0,342.0,13,30,0.9532032357998812
clean-calibration,2,341.0,342.0,342.0,16,19,0.9349643255517979
clean-calibration,2,341.0,342.0,342.0,16,20,0.8975008649440388
clean-calibration,2,341.0,342.0,342.0,16,23,0.750498476107065
clean-calibration,2,341.0,342.0,342.0,16,30,1.1325158881262911
clean-calibration,2,341.0,342.0,342.0,19,20,0.2812174070305774
clean-calibration,2,341.0,342.0,342.0,19,23,0.3410258785595572
clean-calibration,2,341.0,342.0,342.0,19,30,0.5784868611314924
clean-calibration,2,341.0,342.0,342.0,20,23,0.6367167166635309
clean-calibration,2,341.0,342.0,342.0,20,30,1.4918405187886188
clean-calibration,2,341.0,342.0,342.0,23,30,0.43619406206852007
clean-calibration,3,341.5,342.5,342.5,3,6,0.5899111782566633
clean-calibration,3,341.5,342.5,342.5,3,7,0.9823853213046393
clean-calibration,3,341.5,342.5,342.5,3,8,201964.14325521345
clean-calibration,3,341.5,342.5,342.5,3,10,1.1866428195382621
clean-calibration,3,341.5,342.5,342.5,3,13,0.5642832000981473
clean-calibration,3,341.5,342.5,342.5,3,16,0.8597089333013944
clean-calibration,3,341.5,342.5,342.5,3,19,0.7673494924308694
clean-calibration,3,341.5,342.5,342.5,3,20,1.3954162234380187
clean-calibration,3,341.5,342.5,342.5,3,23,0.5213160034860792
clean-calibration,3,341.5,342.5,342.5,3,30,0.6624838564862281
clean-calibration,3,341.5,342.5,342.5,6,7,0.5815299118708455
clean-calibration,3,341.5,342.5,342.5,6,8,201899.57282197636
clean-calibration,3,341.5,342.5,342.5,6,10,0.5208298676115314
clean-calibration,3,341.5,342.5,342.5,6,13,0.8629239196607775
clean-calibration,3,341.5,342.5,342.5,6,16,2.092039210238472
clean-calibration,3,341.5,342.5,342.5,6,19,1.3139171741532634
clean-calibration,3,341.5,342.5,342.5,6,20,0.39065206223763727
clean-calibration,3,341.5,342.5,342.5,6,23,0.6740547041944208
clean-calibration,3,341.5,342.5,342.5,6,30,1.0189146561981581
clean-calibration,3,341.5,342.5,342.5,7,8,201325.2379214597
clean-calibration,3,341.5,342.5,342.5,7,10,0.6862160119492289
clean-calibration,3,341.5,342.5,342.5,7,13,0.7655421133048631
clean-calibration,3,341.5,342.5,342.5,7,16,0.8827283995409555
clean-calibration,3,341.5,342.5,342.5,7,19,1.414244075218824
clean-calibration,3,341.5,342.5,342.5,7,20,0.7498380686551911
clean-calibration,3,341.5,342.5,342.5,7,23,1.413075733446232
clean-calibration,3,341.5,342.5,342.5,7,30,0.8753305853089977
clean-calibration,3,341.5,342.5,342.5,8,10,201801.90902658796
clean-calibration,3,341.5,342.5,342.5,8,13,201743.40616156388
clean-calibration,3,341.5,342.5,342.5,8,16,201489.1875739268
clean-calibration,3,341.5,342.5,342.5,8,19,201694.3544392373
clean-calibration,3,341.5,342.5,342.5,8,20,201355.0092958575
clean-calibration,3,341.5,342.5,342.5,8,23,201898.66809124895
clean-calibration,3,341.5,342.5,342.5,8,30,201391.18559707797
clean-calibration,3,341.5,342.5,342.5,10,13,1.5105280419868214
clean-calibration,3,341.5,342.5,342.5,10,16,0.5785086221431042
clean-calibration,3,341.5,342.5,342.5,10,19,0.9644786375274836
clean-calibration,3,341.5,342.5,342.5,10,20,0.508063176386867
clean-calibration,3,341.5,342.5,342.5,10,23,0.8247576624918673
clean-calibration,3,341.5,342.5,342.5,10,30,0.7591026838316848
clean-calibration,3,341.5,342.5,342.5,13,16,0.8633396242990699
clean-calibration,3,341.5,342.5,342.5,13,19,1.5257090267065105
clean-calibration,3,341.5,342.5,342.5,13,20,0.48197160667157685
clean-calibration,3,341.5,342.5,342.5,13,23,0.6268049633717696
clean-calibration,3,341.5,342.5,342.5,13,30,1.138518703563895
clean-calibration,3,341.5,342.5,342.5,16,19,0.9976087242624256
clean-calibration,3,341.5,342.5,342.5,16,20,0.5894964360488198
clean-calibration,3,341.5,342.5,342.5,16,23,1.028400775985233
clean-calibration,3,341.5,342.5,342.5,16,30,1.5892192344190765
clean-calibration,3,341.5,342.5,342.5,19,20,0.5536086292800297
clean-calibration,3,341.5,342.5,342.5,19,23,0.9186533665221545
clean-calibration,3,341.5,342.5,342.5,19,30,0.9184742708803502
clean-calibration,3,341.5,342.5,342.5,20,23,0.7518691605739133
clean-calibration,3,341.5,342.5,342.5,20,30,0.9490605146307514
clean-calibration,3,341.5,342.5,342.5,23,30,0.3859630600456711
clean-calibration,4,342.0,343.0,343.0,3,6,0.4169442783636915
clean-calibration,4,342.0,343.0,343.0,3,7,1.0788459266906467
clean-calibration,4,342.0,343.0,343.0,3,8,202215.651369858
clean-calibration,4,342.0,343.0,343.0,3,10,0.9205154839098697
clean-calibration,4,342.0,343.0,343.0,3,13,1.1403868230197962
clean-calibration,4,342.0,343.0,343.0,3,16,0.9933139231848431
clean-calibration,4,342.0,343.0,343.0,3,19,0.5823241916070698
clean-calibration,4,342.0,343.0,343.0,3,20,0.43043252328176307
clean-calibration,4,342.0,343.0,343.0,3,23,0.550843879829808
clean-calibration,4,342.0,343.0,343.0,3,30,1.3453344167135284
clean-calibration,4,342.0,343.0,343.0,6,7,0.5285492989058802
clean-calibration,4,342.0,343.0,343.0,6,8,202118.18164892824
clean-calibration,4,342.0,343.0,343.0,6,10,1.17156106760482
clean-calibration,4,342.0,343.0,343.0,6,13,0.3621560167938322
clean-calibration,4,342.0,343.0,343.0,6,16,4.53225595417247
clean-calibration,4,342.0,343.0,343.0,6,19,0.837444668244794
clean-calibration,4,342.0,343.0,343.0,6,20,0.3650386589738341
clean-calibration,4,342.0,343.0,343.0,6,23,0.5046923670104585
clean-calibration,4,342.0,343.0,343.0,6,30,0.5443818143183287
clean-calibration,4,342.0,343.0,343.0,7,8,201585.15969707735
clean-calibration,4,342.0,343.0,343.0,7,10,0.6240691337423635
clean-calibration,4,342.0,343.0,343.0,7,13,0.6189756401957608
clean-calibration,4,342.0,343.0,343.0,7,16,0.5587504680318272
clean-calibration,4,342.0,343.0,343.0,7,19,0.9885620668491744
clean-calibration,4,342.0,343.0,343.0,7,20,2.1914873371157504
clean-calibration,4,342.0,343.0,343.0,7,23,1.276390600145279
clean-calibration,4,342.0,343.0,343.0,7,30,0.8031559119607141
clean-calibration,4,342.0,343.0,343.0,8,10,202078.13824286367
clean-calibration,4,342.0,343.0,343.0,8,13,202034.08257340436
clean-calibration,4,342.0,343.0,343.0,8,16,201718.63288286052
clean-calibration,4,342.0,343.0,343.0,8,19,201947.60881737646
clean-calibration,4,342.0,343.0,343.0,8,20,201576.67969682376
clean-calibration,4,342.0,343.0,343.0,8,23,202154.65209709108
clean-calibration,4,342.0,343.0,343.0,8,30,201607.26081257898
clean-calibration,4,342.0,343.0,343.0,10,13,0.6938040171348153
clean-calibration,4,342.0,343.0,343.0,10,16,0.5200085634343328
clean-calibration,4,342.0,343.0,343.0,10,19,0.6863953758953695
clean-calibration,4,342.0,343.0,343.0,10,20,0.48077485535901543
clean-calibration,4,342.0,343.0,343.0,10,23,0.666775645756334
clean-calibration,4,342.0,343.0,343.0,10,30,0.32678357937481384
clean-calibration,4,342.0,343.0,343.0,13,16,0.8230927212687462
clean-calibration,4,342.0,343.0,343.0,13,19,1.9674131464675302
clean-calibration,4,342.0,343.0,343.0,13,20,0.4975630570537824
clean-calibration,4,342.0,343.0,343.0,13,23,0.6349558642193103
clean-calibration,4,342.0,343.0,343.0,13,30,0.7900319164513852
clean-calibration,4,342.0,343.0,343.0,16,19,1.1545368001751048
clean-calibration,4,342.0,343.0,343.0,16,20,0.5018096293954851
clean-calibration,4,342.0,343.0,343.0,16,23,0.6822904919407442
clean-calibration,4,342.0,343.0,343.0,16,30,0.6345363348175262
clean-calibration,4,342.0,343.0,343.0,19,20,0.46043824459789795
clean-calibration,4,342.0,343.0,343.0,19,23,1.289455603458024
clean-calibration,4,342.0,343.0,343.0,19,30,1.0529770334899846
clean-calibration,4,342.0,343.0,343.0,20,23,1.2922025724811141
clean-calibration,4,342.0,343.0,343.0,20,30,1.1760382742548168
clean-calibration,4,342.0,343.0,343.0,23,30,1.5270843803535885
clean-calibration,5,342.5,343.5,343.5,3,6,0.39201464402346187
clean-calibration,5,342.5,343.5,343.5,3,7,2.531748241421313
clean-calibration,5,342.5,343.5,343.5,3,8,202701.37365775672
clean-calibration,5,342.5,343.5,343.5,3,10,0.9859988244780176
clean-calibration,5,342.5,343.5,343.5,3,13,0.9505373795145207
clean-calibration,5,342.5,343.5,343.5,3,16,0.9121704293923655
clean-calibration,5,342.5,343.5,343.5,3,19,1.4916527848275565
clean-calibration,5,342.5,343.5,343.5,3,20,0.3418778255154569
clean-calibration,5,342.5,343.5,343.5,3,23,0.7625370638754843
clean-calibration,5,342.5,343.5,343.5,3,30,0.8815997938788811
clean-calibration,5,342.5,343.5,343.5,6,7,0.4932688816724749
clean-calibration,5,342.5,343.5,343.5,6,8,202653.926112279
clean-calibration,5,342.5,343.5,343.5,6,10,0.5245759524619297
clean-calibration,5,342.5,343.5,343.5,6,13,0.4500256391627633
clean-calibration,5,342.5,343.5,343.5,6,16,0.8047877763572833
clean-calibration,5,342.5,343.5,343.5,6,19,0.5604603108817467
clean-calibration,5,342.5,343.5,343.5,6,20,0.43484469702190093
clean-calibration,5,342.5,343.5,343.5,6,23,0.7224788895649348
clean-calibration,5,342.5,343.5,343.5,6,30,1.463443317615549
clean-calibration,5,342.5,343.5,343.5,7,8,202096.07809019738
clean-calibration,5,342.5,343.5,343.5,7,10,0.564882317809478
clean-calibration,5,342.5,343.5,343.5,7,13,1.7428076808206119
clean-calibration,5,342.5,343.5,343.5,7,16,1.301187499850074
clean-calibration,5,342.5,343.5,343.5,7,19,1.0126620220892364
clean-calibration,5,342.5,343.5,343.5,7,20,0.5474425231128816
clean-calibration,5,342.5,343.5,343.5,7,23,1.2451893533907537
clean-calibration,5,342.5,343.5,343.5,7,30,0.6558014696324803
clean-calibration,5,342.5,343.5,343.5,8,10,202600.49642500095
clean-calibration,5,342.5,343.5,343.5,8,13,202519.7071216273
clean-calibration,5,342.5,343.5,343.5,8,16,202251.1887673848
clean-calibration,5,342.5,343.5,343.5,8,19,202448.38726016085
clean-calibration,5,342.5,343.5,343.5,8,20,202069.57899819984
clean-calibration,5,342.5,343.5,343.5,8,23,202648.67452901663
clean-calibration,5,342.5,343.5,343.5,8,30,202101.37443319467
clean-calibration,5,342.5,343.5,343.5,10,13,0.6251391666415671
clean-calibration,5,342.5,343.5,343.5,10,16,0.8620354954747343
clean-calibration,5,342.5,343.5,343.5,10,19,0.45822601011021336
clean-calibration,5,342.5,343.5,343.5,10,20,0.20446818725906626
clean-calibration,5,342.5,343.5,343.5,10,23,0.9997406561925205
clean-calibration,5,342.5,343.5,343.5,10,30,1.6505321340202457
clean-calibration,5,342.5,343.5,343.5,13,16,0.43649992757366307
clean-calibration,5,342.5,343.5,343.5,13,19,1.3121282939751597
clean-calibration,5,342.5,343.5,343.5,13,20,0.4792275072383883
clean-calibration,5,342.5,343.5,343.5,13,23,0.8040940486271744
clean-calibration,5,342.5,343.5,343.5,13,30,1.3724528457348228
clean-calibration,5,342.5,343.5,343.5,16,19,0.5998695033203966
clean-calibration,5,342.5,343.5,343.5,16,20,2.091463776356981
clean-calibration,5,342.5,343.5,343.5,16,23,0.32395921836651975
clean-calibration,5,342.5,343.5,343.5,16,30,0.8771778390500178
clean-calibration,5,342.5,343.5,343.5,19,20,0.4484903013049425
clean-calibration,5,342.5,343.5,343.5,19,23,0.27456236152186836
clean-calibration,5,342.5,343.5,343.5,19,30,1.7932974321935373
clean-calibration,5,342.5,343.5,343.5,20,23,0.5447276448047229
clean-calibration,5,342.5,343.5,343.5,20,30,1.006919996023927
clean-calibration,5,342.5,343.5,343.5,23,30,1.292840230248628
clean-calibration,6,343.0,344.0,344.0,3,6,0.9107920585139114
clean-calibration,6,343.0,344.0,344.0,3,7,1.1156027263379888
clean-calibration,6,343.0,344.0,344.0,3,8,203405.186430768
clean-calibration,6,343.0,344.0,344.0,3,10,0.8243799688138262
clean-calibration,6,343.0,344.0,344.0,3,13,0.9463917459487952
clean-calibration,6,343.0,344.0,344.0,3,16,1.832130206734502
clean-calibration,6,343.0,344.0,344.0,3,19,0.38512748137705605
clean-calibration,6,343.0,344.0,344.0,3,20,2.220672014023571
clean-calibration,6,343.0,344.0,344.0,3,23,1.0864275828001937
clean-calibration,6,343.0,344.0,344.0,3,30,1.0154281826944236
clean-calibration,6,343.0,344.0,344.0,6,7,0.8972432559469006
clean-calibration,6,343.0,344.0,344.0,6,8,203364.69303147934
clean-calibration,6,343.0,344.0,344.0,6,10,0.5462170573728302
clean-calibration,6,343.0,344.0,344.0,6,13,1.2588117663712235
clean-calibration,6,343.0,344.0,344.0,6,16,0.81283265701885
clean-calibration,6,343.0,344.0,344.0,6,19,1.0326873403042547
clean-calibration,6,343.0,344.0,344.0,6,20,0.5171784062379708
clean-calibration,6,343.0,344.0,344.0,6,23,2.144448388721382
clean-calibration,6,343.0,344.0,344.0,6,30,1.2334236629760515
clean-calibration,6,343.0,344.0,344.0,7,8,202810.72670611102
clean-calibration,6,343.0,344.0,344.0,7,10,1.1003428400209634
clean-calibration,6,343.0,344.0,344.0,7,13,1.4179868207812865
clean-calibration,6,343.0,344.0,344.0,7,16,1.2727559573878484
clean-calibration,6,343.0,344.0,344.0,7,19,0.27811311112452597
clean-calibration,6,343.0,344.0,344.0,7,20,0.9727588011281885
clean-calibration,6,343.0,344.0,344.0,7,23,1.5406893857750883
clean-calibration,6,343.0,344.0,344.0,7,30,0.3185641519048808
clean-calibration,6,343.0,344.0,344.0,8,10,203266.36830042908
clean-calibration,6,343.0,344.0,344.0,8,13,203226.0019488527
clean-calibration,6,343.0,344.0,344.0,8,16,202898.71415884857
clean-calibration,6,343.0,344.0,344.0,8,19,203151.2214391245
clean-calibration,6,343.0,344.0,344.0,8,20,202712.3505981198
clean-calibration,6,343.0,344.0,344.0,8,23,203332.99369641428
clean-calibration,6,343.0,344.0,344.0,8,30,202754.10332927093
clean-calibration,6,343.0,344.0,344.0,10,13,1.652894768707536
clean-calibration,6,343.0,344.0,344.0,10,16,0.20989132737211555
clean-calibration,6,343.0,344.0,344.0,10,19,0.21005476979475812
clean-calibration,6,343.0,344.0,344.0,10,20,0.323403097443119
clean-calibration,6,343.0,344.0,344.0,10,23,0.7956121377820161
clean-calibration,6,343.0,344.0,344.0,10,30,0.31072405087922156
clean-calibration,6,343.0,344.0,344.0,13,16,0.578255898374249
clean-calibration,6,343.0,344.0,344.0,13,19,0.8605363608153638
clean-calibration,6,343.0,344.0,344.0,13,20,0.564199379753865
clean-calibration,6,343.0,344.0,344.0,13,23,0.769328807670244
clean-calibration,6,343.0,344.0,344.0,13,30,0.8166708289418775
clean-calibration,6,343.0,344.0,344.0,16,19,0.43520800355381234
clean-calibration,6,343.0,344.0,344.0,16,20,0.8277629574140107
clean-calibration,6,343.0,344.0,344.0,16,23,0.6028380641960102
clean-calibration,6,343.0,344.0,344.0,16,30,1.213638485269128
clean-calibration,6,343.0,344.0,344.0,19,20,0.34278646308458904
clean-calibration,6,343.0,344.0,344.0,19,23,0.07681944900261282
clean-calibration,6,343.0,344.0,344.0,19,30,0.8946522837588768
clean-calibration,6,343.0,344.0,344.0,20,23,0.65568127247796
clean-calibration,6,343.0,344.0,344.0,20,30,1.5441351091500841
clean-calibration,6,343.0,344.0,344.0,23,30,0.8112198769718143
clean-calibration,7,343.5,344.5,344.5,3,6,0.9238443641910301
clean-calibration,7,343.5,344.5,344.5,3,7,0.992941911135366
clean-calibration,7,343.5,344.5,344.5,3,8,204135.280594897
clean-calibration,7,343.5,344.5,344.5,3,10,0.3885400050330697
clean-calibration,7,343.5,344.5,344.5,3,13,0.4086716219541218
clean-calibration,7,343.5,344.5,344.5,3,16,0.6985849044299155
clean-calibration,7,343.5,344.5,344.5,3,19,0.7218479766644368
clean-calibration,7,343.5,344.5,344.5,3,20,1.6174747687334143
clean-calibration,7,343.5,344.5,344.5,3,23,1.2107116343759357
clean-calibration,7,343.5,344.5,344.5,3,30,0.22771669280690382
clean-calibration,7,343.5,344.5,344.5,6,7,1.0546638197077705
clean-calibration,7,343.5,344.5,344.5,6,8,204006.44427143864
clean-calibration,7,343.5,344.5,344.5,6,10,0.5721946255042887
clean-calibration,7,343.5,344.5,344.5,6,13,0.45759487221655054
clean-calibration,7,343.5,344.5,344.5,6,16,0.8636158531609975
clean-calibration,7,343.5,344.5,344.5,6,19,0.2203786754458151
clean-calibration,7,343.5,344.5,344.5,6,20,0.7796451825671744
clean-calibration,7,343.5,344.5,344.5,6,23,1.1079254767475528
clean-calibration,7,343.5,344.5,344.5,6,30,0.6694179789738458
clean-calibration,7,343.5,344.5,344.5,7,8,203496.15328170994
clean-calibration,7,343.5,344.5,344.5,7,10,0.28143208149974697
clean-calibration,7,343.5,344.5,344.5,7,13,0.4075013622639001
clean-calibration,7,343.5,344.5,344.5,7,16,0.4707845500896344
clean-calibration,7,343.5,344.5,344.5,7,19,1.348057989086135
clean-calibration,7,343.5,344.5,344.5,7,20,1.2453088886517478
clean-calibration,7,343.5,344.5,344.5,7,23,0.5533788925345496
clean-calibration,7,343.5,344.5,344.5,7,30,0.25563784706796844
clean-calibration,7,343.5,344.5,344.5,8,10,203992.21436722315
