scenario,event_index,window_start_s,window_end_s,availability_s,prn_i,prn_j,e
DS4,4,2.0,3.0,3.0,6,13,3.0625993998876466
DS4,4,2.0,3.0,3.0,6,16,0.829992311322257
DS4,4,2.0,3.0,3.0,6,19,1.2102782553569786
DS4,4,2.0,3.0,3.0,6,23,2.577846522393778
DS4,4,2.0,3.0,3.0,6,30,1.6122396024420602
DS4,4,2.0,3.0,3.0,7,10,21.065862926124574
DS4,4,2.0,3.0,3.0,7,13,1.4947203890872645
DS4,4,2.0,3.0,3.0,7,16,1.3983749949109134
DS4,4,2.0,3.0,3.0,7,19,1.9043193961043294
DS4,4,2.0,3.0,3.0,7,23,1.5381967089489617
DS4,4,2.0,3.0,3.0,7,30,2.0914029403639915
DS4,4,2.0,3.0,3.0,10,13,22.456381668394197
DS4,4,2.0,3.0,3.0,10,16,19.210146916649883
DS4,4,2.0,3.0,3.0,10,19,22.286537608591132
DS4,4,2.0,3.0,3.0,10,23,20.017134396982463
DS4,4,2.0,3.0,3.0,10,30,23.437024401611566
DS4,4,2.0,3.0,3.0,13,16,1.5971228985609534
DS4,4,2.0,3.0,3.0,13,19,2.472216146416336
DS4,4,2.0,3.0,3.0,13,23,3.2143317898098167
DS4,4,2.0,3.0,3.0,13,30,1.5951685030279898
DS4,4,2.0,3.0,3.0,16,19,1.3233940825966575
DS4,4,2.0,3.0,3.0,16,23,0.7561757114490347
DS4,4,2.0,3.0,3.0,16,30,3.273649570718206
DS4,4,2.0,3.0,3.0,19,23,1.8190784762611691
DS4,4,2.0,3.0,3.0,19,30,1.9281889430100496
DS4,4,2.0,3.0,3.0,23,30,1.8869413751066233
DS4,5,2.5,3.5,3.5,3,6,0.5417514400840422
DS4,5,2.5,3.5,3.5,3,7,2.1723011533323815
DS4,5,2.5,3.5,3.5,3,10,4.76751759271707
DS4,5,2.5,3.5,3.5,3,13,2.3960800288596937
DS4,5,2.5,3.5,3.5,3,16,3.035421486379294
DS4,5,2.5,3.5,3.5,3,19,1.7941723409807018
DS4,5,2.5,3.5,3.5,3,20,4.666156733011306
DS4,5,2.5,3.5,3.5,3,23,0.8327398831821743
DS4,5,2.5,3.5,3.5,3,30,2.743528524538128
DS4,5,2.5,3.5,3.5,6,7,2.4486753741846456
DS4,5,2.5,3.5,3.5,6,10,3.1406866625493577
DS4,5,2.5,3.5,3.5,6,13,1.3784443523296857
DS4,5,2.5,3.5,3.5,6,16,3.439376938140202
DS4,5,2.5,3.5,3.5,6,19,1.1811550798453774
DS4,5,2.5,3.5,3.5,6,20,3.7758405645148003
DS4,5,2.5,3.5,3.5,6,23,1.4947077044854393
DS4,5,2.5,3.5,3.5,6,30,1.731365664346886
DS4,5,2.5,3.5,3.5,7,10,3.1484828008701675
DS4,5,2.5,3.5,3.5,7,13,1.388793940011274
DS4,5,2.5,3.5,3.5,7,16,1.428156971830639
DS4,5,2.5,3.5,3.5,7,19,0.8181299157159844
DS4,5,2.5,3.5,3.5,7,20,5.629692430223491
DS4,5,2.5,3.5,3.5,7,23,1.150758352936133
DS4,5,2.5,3.5,3.5,7,30,3.1668653696130664
DS4,5,2.5,3.5,3.5,10,13,5.016414053648288
DS4,5,2.5,3.5,3.5,10,16,3.2238462816006233
DS4,5,2.5,3.5,3.5,10,19,2.4229076294966583
DS4,5,2.5,3.5,3.5,10,20,4.8721857344185135
DS4,5,2.5,3.5,3.5,10,23,4.048894343916442
DS4,5,2.5,3.5,3.5,10,30,4.220976802569878
DS4,5,2.5,3.5,3.5,13,16,1.3505360808796385
DS4,5,2.5,3.5,3.5,13,19,2.615156236256889
DS4,5,2.5,3.5,3.5,13,20,4.665921851667422
DS4,5,2.5,3.5,3.5,13,23,2.0918305906292374
DS4,5,2.5,3.5,3.5,13,30,2.524994292309133
DS4,5,2.5,3.5,3.5,16,19,3.054197897592817
DS4,5,2.5,3.5,3.5,16,20,6.009996427304092
DS4,5,2.5,3.5,3.5,16,23,4.798044024935774
DS4,5,2.5,3.5,3.5,16,30,1.3456203926425219
DS4,5,2.5,3.5,3.5,19,20,3.5750769429971596
DS4,5,2.5,3.5,3.5,19,23,3.272790466554105
DS4,5,2.5,3.5,3.5,19,30,1.7111303594687084
DS4,5,2.5,3.5,3.5,20,23,4.022925964524205
DS4,5,2.5,3.5,3.5,20,30,5.8867470943847815
DS4,5,2.5,3.5,3.5,23,30,3.169552802491415
DS4,6,3.0,4.0,4.0,3,6,2.1053025183294922
DS4,6,3.0,4.0,4.0,3,7,2.518010523430067
DS4,6,3.0,4.0,4.0,3,10,8.642190926810335
DS4,6,3.0,4.0,4.0,3,13,3.5148217127041406
DS4,6,3.0,4.0,4.0,3,16,1.7874440569232075
DS4,6,3.0,4.0,4.0,3,19,2.1832484175316997
DS4,6,3.0,4.0,4.0,3,20,7.840647673715315
DS4,6,3.0,4.0,4.0,3,23,3.6782445525244434
DS4,6,3.0,4.0,4.0,3,30,2.515007682482108
DS4,6,3.0,4.0,4.0,6,7,4.169219724624666
DS4,6,3.0,4.0,4.0,6,10,5.906864051480212
DS4,6,3.0,4.0,4.0,6,13,2.151061483176662
DS4,6,3.0,4.0,4.0,6,16,3.335431841542463
DS4,6,3.0,4.0,4.0,6,19,2.076809571084502
DS4,6,3.0,4.0,4.0,6,20,6.061588990015608
DS4,6,3.0,4.0,4.0,6,23,1.8458238381220233
DS4,6,3.0,4.0,4.0,6,30,2.935498401534277
DS4,6,3.0,4.0,4.0,7,10,5.6527600620435265
DS4,6,3.0,4.0,4.0,7,13,1.8731835371505778
DS4,6,3.0,4.0,4.0,7,16,2.085600887779749
DS4,6,3.0,4.0,4.0,7,19,2.089441537661455
DS4,6,3.0,4.0,4.0,7,20,5.148413082778833
DS4,6,3.0,4.0,4.0,7,23,1.5061856523052264
DS4,6,3.0,4.0,4.0,7,30,3.4373753458733254
DS4,6,3.0,4.0,4.0,10,13,6.931947506755736
DS4,6,3.0,4.0,4.0,10,16,4.862114416032921
DS4,6,3.0,4.0,4.0,10,19,4.8595923135175525
DS4,6,3.0,4.0,4.0,10,20,7.754437016355466
DS4,6,3.0,4.0,4.0,10,23,7.336421430771142
DS4,6,3.0,4.0,4.0,10,30,3.9858629638692946
DS4,6,3.0,4.0,4.0,13,16,1.8818440355024841
DS4,6,3.0,4.0,4.0,13,19,2.8144010315633463
DS4,6,3.0,4.0,4.0,13,20,6.141038886675902
DS4,6,3.0,4.0,4.0,13,23,3.0268399836014153
DS4,6,3.0,4.0,4.0,13,30,4.269649192781187
DS4,6,3.0,4.0,4.0,16,19,3.486816916735304
DS4,6,3.0,4.0,4.0,16,20,5.866148230193563
DS4,6,3.0,4.0,4.0,16,23,2.879871970045374
DS4,6,3.0,4.0,4.0,16,30,2.613876535817079
DS4,6,3.0,4.0,4.0,19,20,5.516298983546596
DS4,6,3.0,4.0,4.0,19,23,1.80778221270714
DS4,6,3.0,4.0,4.0,19,30,2.9650400630582703
DS4,6,3.0,4.0,4.0,20,23,6.827375240752464
DS4,6,3.0,4.0,4.0,20,30,5.332021002581878
DS4,6,3.0,4.0,4.0,23,30,2.9350377914849837
DS4,7,3.5,4.5,4.5,3,6,3.209717990137288
DS4,7,3.5,4.5,4.5,3,7,2.5630322609010245
DS4,7,3.5,4.5,4.5,3,10,4.823580545078155
DS4,7,3.5,4.5,4.5,3,13,3.461420160785404
DS4,7,3.5,4.5,4.5,3,16,1.7101189623966717
DS4,7,3.5,4.5,4.5,3,19,1.3441328270513426
DS4,7,3.5,4.5,4.5,3,20,7.075084311778243
DS4,7,3.5,4.5,4.5,3,23,4.416102323688725
DS4,7,3.5,4.5,4.5,3,30,2.3563334000356657
DS4,7,3.5,4.5,4.5,6,7,2.6377047489735803
DS4,7,3.5,4.5,4.5,6,10,4.395829216580452
DS4,7,3.5,4.5,4.5,6,13,2.552102452265163
DS4,7,3.5,4.5,4.5,6,16,1.7636260309978504
DS4,7,3.5,4.5,4.5,6,19,2.5777039213653246
DS4,7,3.5,4.5,4.5,6,20,6.671798067140022
DS4,7,3.5,4.5,4.5,6,23,3.5703815202638474
DS4,7,3.5,4.5,4.5,6,30,2.62507729892147
DS4,7,3.5,4.5,4.5,7,10,3.8379330522943675
DS4,7,3.5,4.5,4.5,7,13,1.7964576592588823
DS4,7,3.5,4.5,4.5,7,16,2.1805097355598204
DS4,7,3.5,4.5,4.5,7,19,1.6045000362330515
DS4,7,3.5,4.5,4.5,7,20,3.6306503984897858
DS4,7,3.5,4.5,4.5,7,23,2.1608887697015784
DS4,7,3.5,4.5,4.5,7,30,2.8240687336243573
DS4,7,3.5,4.5,4.5,10,13,4.003503544418228
DS4,7,3.5,4.5,4.5,10,16,3.2454994897015164
DS4,7,3.5,4.5,4.5,10,19,4.347099611822464
DS4,7,3.5,4.5,4.5,10,20,5.6237001203275
DS4,7,3.5,4.5,4.5,10,23,5.144890325483223
DS4,7,3.5,4.5,4.5,10,30,2.817561763294973
DS4,7,3.5,4.5,4.5,13,16,1.7790183799759045
DS4,7,3.5,4.5,4.5,13,19,1.355841963209986
DS4,7,3.5,4.5,4.5,13,20,5.565276367429142
DS4,7,3.5,4.5,4.5,13,23,3.3744675486188727
DS4,7,3.5,4.5,4.5,13,30,2.745264576527258
DS4,7,3.5,4.5,4.5,16,19,2.1504989820853657
DS4,7,3.5,4.5,4.5,16,20,4.440973138841902
DS4,7,3.5,4.5,4.5,16,23,2.1203212298640954
DS4,7,3.5,4.5,4.5,16,30,2.198464205843645
DS4,7,3.5,4.5,4.5,19,20,4.324050059011567
DS4,7,3.5,4.5,4.5,19,23,1.8355410877868867
DS4,7,3.5,4.5,4.5,19,30,2.49260360238918
DS4,7,3.5,4.5,4.5,20,23,6.77483827560061
DS4,7,3.5,4.5,4.5,20,30,3.8576798705544717
DS4,7,3.5,4.5,4.5,23,30,2.7234769195375947
DS4,8,4.0,5.0,5.0,3,6,1.873270415764829
DS4,8,4.0,5.0,5.0,3,7,2.031303952326588
DS4,8,4.0,5.0,5.0,3,10,4.56415303421429
DS4,8,4.0,5.0,5.0,3,13,2.7578981618979603
DS4,8,4.0,5.0,5.0,3,16,1.7643939837245988
DS4,8,4.0,5.0,5.0,3,19,1.142255023564077
DS4,8,4.0,5.0,5.0,3,20,3.279208729883222
DS4,8,4.0,5.0,5.0,3,23,4.215701936720377
DS4,8,4.0,5.0,5.0,3,30,2.7992707750874652
DS4,8,4.0,5.0,5.0,6,7,2.4664548250962497
DS4,8,4.0,5.0,5.0,6,10,3.701901461932453
DS4,8,4.0,5.0,5.0,6,13,2.3591297560171487
DS4,8,4.0,5.0,5.0,6,16,1.3599455418503434
DS4,8,4.0,5.0,5.0,6,19,2.960990706482587
DS4,8,4.0,5.0,5.0,6,20,3.1787801850168913
DS4,8,4.0,5.0,5.0,6,23,3.635383112949703
DS4,8,4.0,5.0,5.0,6,30,2.295510191149206
DS4,8,4.0,5.0,5.0,7,10,3.5578096893144484
DS4,8,4.0,5.0,5.0,7,13,2.1320900584909745
DS4,8,4.0,5.0,5.0,7,16,2.5701364230747363
DS4,8,4.0,5.0,5.0,7,19,1.464869875332221
DS4,8,4.0,5.0,5.0,7,20,1.8405564963751062
DS4,8,4.0,5.0,5.0,7,23,1.903185559084467
DS4,8,4.0,5.0,5.0,7,30,2.9365365603512843
DS4,8,4.0,5.0,5.0,10,13,4.778675687800653
DS4,8,4.0,5.0,5.0,10,16,3.5709327093964673
DS4,8,4.0,5.0,5.0,10,19,5.609542456122031
DS4,8,4.0,5.0,5.0,10,20,6.300733255289508
DS4,8,4.0,5.0,5.0,10,23,5.037648460424573
DS4,8,4.0,5.0,5.0,10,30,3.0721178452339526
DS4,8,4.0,5.0,5.0,13,16,1.5469701442718988
DS4,8,4.0,5.0,5.0,13,19,1.4609016305780445
DS4,8,4.0,5.0,5.0,13,20,3.4911796555286494
DS4,8,4.0,5.0,5.0,13,23,2.876178373237444
DS4,8,4.0,5.0,5.0,13,30,2.179660887184715
DS4,8,4.0,5.0,5.0,16,19,1.7447178027206363
DS4,8,4.0,5.0,5.0,16,20,2.0639843285996338
DS4,8,4.0,5.0,5.0,16,23,1.725543601429879
DS4,8,4.0,5.0,5.0,16,30,2.021815444190448
DS4,8,4.0,5.0,5.0,19,20,2.2274805297460833
DS4,8,4.0,5.0,5.0,19,23,1.1523226305484422
DS4,8,4.0,5.0,5.0,19,30,2.009088787140155
DS4,8,4.0,5.0,5.0,20,23,4.735491935620287
DS4,8,4.0,5.0,5.0,20,30,1.8207225293763698
DS4,8,4.0,5.0,5.0,23,30,2.820354814085834
DS4,9,4.5,5.5,5.5,3,6,1.8870431663187701
DS4,9,4.5,5.5,5.5,3,7,1.275760332278984
DS4,9,4.5,5.5,5.5,3,10,4.030299725766557
DS4,9,4.5,5.5,5.5,3,13,1.5214239923229302
DS4,9,4.5,5.5,5.5,3,16,0.7866748601017114
DS4,9,4.5,5.5,5.5,3,19,1.176517333449107
DS4,9,4.5,5.5,5.5,3,20,3.9576174400781285
DS4,9,4.5,5.5,5.5,3,23,4.756207628747047
DS4,9,4.5,5.5,5.5,3,30,1.8815785545911783
DS4,9,4.5,5.5,5.5,6,7,1.25691178019155
DS4,9,4.5,5.5,5.5,6,10,3.8191158570460146
DS4,9,4.5,5.5,5.5,6,13,1.8535205196111213
DS4,9,4.5,5.5,5.5,6,16,0.9065538125858075
DS4,9,4.5,5.5,5.5,6,19,1.1179155770447895
DS4,9,4.5,5.5,5.5,6,20,3.0285260039362374
DS4,9,4.5,5.5,5.5,6,23,2.083908955547954
DS4,9,4.5,5.5,5.5,6,30,1.203877145264547
DS4,9,4.5,5.5,5.5,7,10,3.5979892655953853
DS4,9,4.5,5.5,5.5,7,13,1.7004819687954515
DS4,9,4.5,5.5,5.5,7,16,2.024588267350068
DS4,9,4.5,5.5,5.5,7,19,0.5934714490857271
DS4,9,4.5,5.5,5.5,7,20,2.993922332933995
DS4,9,4.5,5.5,5.5,7,23,0.8277465987590922
DS4,9,4.5,5.5,5.5,7,30,1.7614579103967518
DS4,9,4.5,5.5,5.5,10,13,4.119604053567718
DS4,9,4.5,5.5,5.5,10,16,3.1533583178416684
DS4,9,4.5,5.5,5.5,10,19,3.637411976074005
DS4,9,4.5,5.5,5.5,10,20,1.8356190363737952
DS4,9,4.5,5.5,5.5,10,23,4.768014515697013
DS4,9,4.5,5.5,5.5,10,30,2.8184484990783405
DS4,9,4.5,5.5,5.5,13,16,1.0349966171666496
DS4,9,4.5,5.5,5.5,13,19,2.6262638234694213
DS4,9,4.5,5.5,5.5,13,20,2.635410274412861
DS4,9,4.5,5.5,5.5,13,23,1.4071657747302515
DS4,9,4.5,5.5,5.5,13,30,1.5165354244893439
DS4,9,4.5,5.5,5.5,16,19,1.2552071089495793
DS4,9,4.5,5.5,5.5,16,20,2.5364687227232716
DS4,9,4.5,5.5,5.5,16,23,1.2852647362342793
DS4,9,4.5,5.5,5.5,16,30,1.5710150075686076
DS4,9,4.5,5.5,5.5,19,20,3.2808935237095818
DS4,9,4.5,5.5,5.5,19,23,0.8356986062191682
DS4,9,4.5,5.5,5.5,19,30,1.5534306952349595
DS4,9,4.5,5.5,5.5,20,23,4.168205066119897
DS4,9,4.5,5.5,5.5,20,30,2.1721997344133754
DS4,9,4.5,5.5,5.5,23,30,1.6375509948217908
DS4,10,5.0,6.0,6.0,3,6,2.1262448041792217
DS4,10,5.0,6.0,6.0,3,7,1.1615073935947664
DS4,10,5.0,6.0,6.0,3,10,3.5757893101919223
DS4,10,5.0,6.0,6.0,3,13,1.9457887009041404
DS4,10,5.0,6.0,6.0,3,16,1.1242014123199016
DS4,10,5.0,6.0,6.0,3,19,1.2463927478034043
DS4,10,5.0,6.0,6.0,3,20,2.8355031599418643
DS4,10,5.0,6.0,6.0,3,23,3.207605456532368
DS4,10,5.0,6.0,6.0,3,30,1.9335016529597422
DS4,10,5.0,6.0,6.0,6,7,0.7039661567166069
DS4,10,5.0,6.0,6.0,6,10,3.6090814056948117
DS4,10,5.0,6.0,6.0,6,13,1.213234230585679
DS4,10,5.0,6.0,6.0,6,16,2.107590012460659
DS4,10,5.0,6.0,6.0,6,19,0.7399695641167451
DS4,10,5.0,6.0,6.0,6,20,2.9970740649713266
DS4,10,5.0,6.0,6.0,6,23,1.3030794250362832
DS4,10,5.0,6.0,6.0,6,30,2.925982673003001
DS4,10,5.0,6.0,6.0,7,10,2.725595085869073
DS4,10,5.0,6.0,6.0,7,13,0.7717066479179457
DS4,10,5.0,6.0,6.0,7,16,1.5528427107227647
DS4,10,5.0,6.0,6.0,7,19,0.6800687508442117
DS4,10,5.0,6.0,6.0,7,20,3.526269791896295
DS4,10,5.0,6.0,6.0,7,23,0.3631368540755143
DS4,10,5.0,6.0,6.0,7,30,1.6047203463277715
DS4,10,5.0,6.0,6.0,10,13,4.509895474380652
DS4,10,5.0,6.0,6.0,10,16,2.861707895876686
DS4,10,5.0,6.0,6.0,10,19,3.576033316207357
DS4,10,5.0,6.0,6.0,10,20,2.0253058853538635
DS4,10,5.0,6.0,6.0,10,23,4.699403989851088
DS4,10,5.0,6.0,6.0,10,30,1.9911452785222177
DS4,10,5.0,6.0,6.0,13,16,0.9124675494482032
DS4,10,5.0,6.0,6.0,13,19,3.1043883870528437
DS4,10,5.0,6.0,6.0,13,20,2.927603548300735
DS4,10,5.0,6.0,6.0,13,23,1.7918055822557317
DS4,10,5.0,6.0,6.0,13,30,1.2924422956237878
DS4,10,5.0,6.0,6.0,16,19,0.9897840969326632
DS4,10,5.0,6.0,6.0,16,20,3.728961256848026
DS4,10,5.0,6.0,6.0,16,23,0.9597829192273759
DS4,10,5.0,6.0,6.0,16,30,1.4941327424552875
DS4,10,5.0,6.0,6.0,19,20,4.629444949850412
DS4,10,5.0,6.0,6.0,19,23,1.0356064240871174
DS4,10,5.0,6.0,6.0,19,30,1.2125619343243854
DS4,10,5.0,6.0,6.0,20,23,2.7386011177384235
DS4,10,5.0,6.0,6.0,20,30,3.8933789175162916
DS4,10,5.0,6.0,6.0,23,30,1.2594420316453552
DS4,11,5.5,6.5,6.5,3,6,1.690705357532952
DS4,11,5.5,6.5,6.5,3,7,1.2879819460826185
DS4,11,5.5,6.5,6.5,3,10,3.4857556308260778
DS4,11,5.5,6.5,6.5,3,13,2.1507160305346615
DS4,11,5.5,6.5,6.5,3,16,1.4432602690738157
DS4,11,5.5,6.5,6.5,3,19,1.6684717422951263
DS4,11,5.5,6.5,6.5,3,20,2.373108207095979
DS4,11,5.5,6.5,6.5,3,23,2.257782094706168
DS4,11,5.5,6.5,6.5,3,30,1.6132870840029263
DS4,11,5.5,6.5,6.5,6,7,1.1724428542315601
DS4,11,5.5,6.5,6.5,6,10,3.5458156062244313
DS4,11,5.5,6.5,6.5,6,13,0.8130150934050813
DS4,11,5.5,6.5,6.5,6,16,1.8920827287065145
DS4,11,5.5,6.5,6.5,6,19,1.5226762421864652
