scenario,physical_recording_id,event_id,target_index,availability_time_s,source_start_s,source_end_s,role,phase,label,valid,tracked_prn_count,predicted_TOPI_scale,clamped_TOPI_scale,predicted_B0_scale,clamped_B0_scale,predicted_total_scale,clamped_total_scale,B0,TOPI,NC_TOPI_original,IQ_LOW_ONLY,IQ_OOD_ONLY,NC_TOPI_clamped,NC_B0_clamped,NC_total_clamped,common_iq_scale_equal,original_implementation_denominator
cleanStatic,cleanStatic,cleanStatic@11.5,10,12.19125544,10.78039548,12.19125544,normal_train,normal,,True,10,1.1580645544440038,1.1580645544440038,0.07205231171036107,0.07205231171036107,1.5896749606404172,1.5896749606404172,0.025677484573176958,0.31958948791899155,0.27596862946248196,-0.14675012409443786,0.07585667879307516,0.27596862946248196,0.35637280697386087,0.2328645364451406,True,1.1580645544440038
cleanStatic,cleanStatic,cleanStatic@12,11,12.69125544,11.28039548,12.69125544,normal_train,normal,,True,10,1.1507744864150853,1.1507744864150853,0.07203308441598011,0.07203308441598011,1.5809319415846506,1.5809319415846506,0.02461304433227599,0.28435677844167073,0.24710035006728764,-0.1404351821462978,0.1472175362314349,0.24710035006728764,0.3416908290382153,0.18960767941596773,True,1.1507744864150853
cleanStatic,cleanStatic,cleanStatic@12.5,12,13.19125544,11.78039548,13.19125544,normal_train,normal,,True,10,1.12339646054083,1.12339646054083,0.07139985557735674,0.07139985557735674,1.537956415973097,1.537956415973097,0.021230321158702586,0.23609371801001658,0.2101606390110535,-0.11635665044435457,0.5888922482098686,0.2101606390110535,0.29734403504081347,0.17102786253712143,True,1.12339646054083
cleanStatic,cleanStatic,cleanStatic@13,13,13.69125544,12.28039548,13.69125544,normal_train,normal,,True,10,1.2210468960609588,1.2210468960609588,0.07375879058591642,0.07375879058591642,1.684737281247739,1.684737281247739,0.030315874710071574,0.21546258114317512,0.17645725306558457,-0.19970860230333584,0.5562451703732025,0.17645725306558457,0.4110137174057748,0.17223513737399543,True,1.2210468960609588
cleanStatic,cleanStatic,cleanStatic@13.5,14,14.19125544,12.78039548,14.19125544,normal_train,normal,,True,10,1.199070246522142,1.199070246522142,0.07342800548728651,0.07342800548728651,1.6517172706275909,1.6517172706275909,0.0750472690088228,1.0024834772263256,0.8360506651999675,-0.18154646192063573,0.39265614981558317,0.8360506651999673,1.0220523969130098,0.8197705193693539,True,1.199070246522142
cleanStatic,cleanStatic,cleanStatic@14,15,14.69125544,13.28039548,14.69125544,normal_train,normal,,True,10,1.238193173440478,1.238193173440478,0.07384516327130924,0.07384516327130924,1.6940111766997565,1.6940111766997565,0.054044186737814665,1.1525956511275661,0.9308690080441419,-0.213653198794692,0.7836805737689533,0.9308690080441421,0.7318581792453321,0.7968481325486476,True,1.238193173440478
cleanStatic,cleanStatic,cleanStatic@14.5,16,15.19125544,13.78039548,15.19125544,normal_train,normal,,True,10,1.2423361679647242,1.2423361679647242,0.07445120422411122,0.07445120422411122,1.7177592495867584,1.7177592495867584,0.06997949480984526,0.9320157586625339,0.7502122072075086,-0.21699361352594515,0.9627815158628656,0.7502122072075086,0.9399377154356654,0.7563052133562473,True,1.2423361679647242
cleanStatic,cleanStatic,cleanStatic@15,17,15.69125544,14.28039548,15.69125544,normal_train,normal,,True,10,1.2040849182862294,1.2040849182862294,0.07417791924579262,0.07417791924579262,1.671275688959391,1.671275688959391,0.048033447310476166,0.9926855233433216,0.8244314900615217,-0.18571987453756036,0.39265614981558317,0.8244314900615217,0.6475437407635376,0.7038229608097024,True,1.2040849182862294
cleanStatic,cleanStatic,cleanStatic@15.5,18,16.19125544,14.78039548,16.19125544,normal_train,normal,,True,11,1.2139912814042133,1.2139912814042133,0.07423089949608182,0.07423089949608182,1.6808931444851671,1.6808931444851671,0.08379967510180852,1.3922550477098765,1.1468410597640097,-0.1939135109016442,0.47012641149157713,1.14684105976401,1.1289055591496877,0.9247311841829349,True,1.2139912814042133
cleanStatic,cleanStatic,cleanStatic@16,19,16.69125544,15.28039548,16.69125544,normal_train,normal,,True,11,1.217379987656518,1.217379987656518,0.07501681609474703,0.07501681609474703,1.6967371329903826,1.6967371329903826,0.0531279510812128,1.6257958279475726,1.3354875588823039,-0.19670099834927293,0.5122590221889526,1.335487558882304,0.7082138891913466,1.0458254263286026,True,1.217379987656518
cleanStatic,cleanStatic,cleanStatic@16.5,20,17.19125544,15.78039548,17.19125544,normal_train,normal,,True,11,1.255203577850467,1.255203577850467,0.0752660310169221,0.0752660310169221,1.7353474542285965,1.7353474542285965,0.07511272204677129,1.430854334305347,1.139938062282838,-0.22729777285523894,1.0292511608706074,1.1399380622828381,0.9979631054264527,0.9740253521736263,True,1.255203577850467
cleanStatic,cleanStatic,cleanStatic@17,21,17.69125544,16.28039548,17.69125544,normal_train,normal,,True,11,1.2464190476084918,1.2464190476084918,0.07474719902716767,0.07474719902716767,1.7150217869723559,1.7150217869723559,0.08332467334324503,0.8257179509258272,0.662472185827178,-0.2202746781168159,1.0292511608706074,0.6624721858271782,1.1147531202200605,0.7356455502935629,True,1.2464190476084918
cleanStatic,cleanStatic,cleanStatic@17.5,22,18.19125544,16.78039548,18.19125544,normal_train,normal,,True,11,1.2641585737110912,1.2641585737110912,0.0749569927507415,0.0749569927507415,1.743315332855273,1.743315332855273,0.0700770670405912,1.085297445326254,0.8585136927404854,-0.23440674174134205,1.1771214889103159,0.8585136927404854,0.9348969918473414,0.819474176871461,True,1.2641585737110912
cleanStatic,cleanStatic,cleanStatic@18,23,18.69125544,17.28039548,18.69125544,normal_train,normal,,True,11,1.2995432319425722,1.2995432319425722,0.07551155141644093,0.07551155141644093,1.7990975763398025,1.7990975763398025,0.04861886231283475,0.7474003358747376,0.5751254113782078,-0.2620128426819127,2.169974934888844,0.5751254113782079,0.6438599313726865,0.5367381337749867,True,1.2995432319425722
cleanStatic,cleanStatic,cleanStatic@18.5,24,19.19125544,17.78039548,19.19125544,normal_train,normal,,True,11,1.2531845517543287,1.2531845517543287,0.07504698779789747,0.07504698779789747,1.7459516902251542,1.7459516902251542,0.0811536489754629,0.9124712603906963,0.7281220145215889,-0.22568795298060468,1.0292511608706074,0.7281220145215889,1.081371169673202,0.8246503566200051,True,1.2531845517543287
cleanStatic,cleanStatic,cleanStatic@19,25,19.69125544,18.28039548,19.69125544,normal_train,normal,,True,11,1.1906488375602682,1.1906488375602682,0.07401998218106522,0.07401998218106522,1.662765438534052,1.662765438534052,0.07022041899546107,1.0737856804897725,0.9018491822408718,-0.1744984001805045,0.3023169827332788,0.9018491822408718,0.948668412587431,0.8030056122773336,True,1.1906488375602682
cleanStatic,cleanStatic,cleanStatic@19.5,26,20.19125544,18.78039548,20.19125544,normal_train,normal,,True,11,1.1380378942458897,1.1380378942458897,0.07315833521444497,0.07315833521444497,1.5906106135895288,1.5906106135895288,0.08134622742699674,1.1593679336107925,1.0187428199647401,-0.12930563413558363,0.2907561603322028,1.0187428199647401,1.1119201549427151,0.9230730330251309,True,1.1380378942458897
cleanStatic,cleanStatic,cleanStatic@20,27,20.69125544,19.28039548,20.69125544,normal_train,normal,,True,11,1.0541912290319182,1.0541912290319182,0.0713969640280351,0.0713969640280351,1.4681895032734695,1.4681895032734695,0.0828177878362601,1.4428747794624128,1.3687030775122553,-0.0527738653815142,1.8742606907397987,1.3687030775122548,1.1599623172175844,1.0166468807982014,True,1.0541912290319182
cleanStatic,cleanStatic,cleanStatic@20.5,28,21.19125544,19.78039548,21.19125544,normal_train,normal,,True,11,1.0774498654406306,1.0774498654406306,0.07165073222592586,0.07165073222592586,1.4964230920246269,1.4964230920246269,0.057814462716285514,1.108458349473575,1.0287795145069354,-0.07459701331989495,1.5905866396855566,1.0287795145069354,0.8068928386382369,0.7743579040855566,True,1.0774498654406306
cleanStatic,cleanStatic,cleanStatic@21,29,21.69125544,20.28039548,21.69125544,normal_train,normal,,True,11,1.1729407992708978,1.1729407992708978,0.07370676183187319,0.07370676183187319,1.6323685811701978,1.6323685811701978,0.09040717976688106,1.1324648295160387,0.9654918903153347,-0.15951409889293414,0.1274985874424795,0.9654918903153347,1.22657918378102,0.9411607230296913,True,1.1729407992708978
cleanStatic,cleanStatic,cleanStatic@21.5,30,22.19125544,20.78039548,22.19125544,normal_train,normal,,True,11,1.2377483952979342,1.2377483952979342,0.07496490765233838,0.07496490765233838,1.7178898343590168,1.7178898343590168,0.09420491921022393,1.3402885975811307,1.0828441407581175,-0.21329391879152546,0.7836805737689533,1.0828441407581177,1.256653575124966,1.3216886782684165,True,1.2377483952979342
cleanStatic,cleanStatic,cleanStatic@22,31,22.69125544,21.28039548,22.69125544,normal_train,normal,,True,11,1.2820156780070515,1.2820156780070515,0.075478967721517,0.075478967721517,1.7748520714074938,1.7748520714074938,0.07461974956378065,0.8474344553515816,0.6610172323859211,-0.24843358775837415,1.621170063057637,0.6610172323859212,0.9886164558992582,0.712030198093829,True,1.2820156780070515
cleanStatic,cleanStatic,cleanStatic@22.5,32,23.19125544,21.78039548,23.19125544,normal_train,normal,,True,11,1.2449640413655234,1.2449640413655234,0.07492866311664612,0.07492866311664612,1.7216573222865736,1.7216573222865736,0.08815124641298004,1.4915011093587303,1.1980274608757338,-0.21910664706223473,0.9627815158628656,1.198027460875734,1.1764689605598528,0.9706128895559181,True,1.2449640413655234
cleanStatic,cleanStatic,cleanStatic@23,33,23.69125544,22.28039548,23.69125544,normal_train,normal,,True,11,1.183632449640798,1.183632449640798,0.0735620896616749,0.0735620896616749,1.6282093387790098,1.6282093387790098,0.07692418919257697,2.5632120074445623,2.1655472593898812,-0.16858805722149908,0.2194670765849012,2.1655472593898817,1.0457042417686195,2.210925717020239,True,1.183632449640798
cleanStatic,cleanStatic,cleanStatic@23.5,34,24.19125544,22.78039548,24.19125544,normal_train,normal,,True,11,1.1945708438528315,1.1945708438528315,0.07379637759476033,0.07379637759476033,1.650623667126001,1.650623667126001,0.10679329267323671,1.2003077427914466,1.0048024769465422,-0.1777869943991292,0.356938067213504,1.0048024769465425,1.447134617632224,0.8924913291710155,True,1.1945708438528315
cleanStatic,cleanStatic,cleanStatic@24,35,24.69125544,23.28039548,24.69125544,normal_train,normal,,True,11,1.2020080402634108,1.2020080402634108,0.07434133047833358,0.07434133047833358,1.6708650333717683,1.6708650333717683,0.07262220036807832,1.5267455765340434,1.2701625325230506,-0.18399352516170134,0.39265614981558317,1.270162532523051,0.9768751769817156,0.931482573524386,True,1.2020080402634108
cleanStatic,cleanStatic,cleanStatic@24.5,36,25.19125544,23.78039548,25.19125544,normal_train,normal,,True,10,1.212383666706238,1.212383666706238,0.07452336107433828,0.07452336107433828,1.6921407849566519,1.6921407849566519,0.08993773918057814,1.6807788121417868,1.3863423421960706,-0.19258839424194077,0.44874561646662675,1.386342342196071,1.206839545130872,1.3633098442279672,True,1.212383666706238
cleanStatic,cleanStatic,cleanStatic@25,37,25.69125544,24.28039548,25.69125544,normal_train,normal,,True,10,1.2103056051544665,1.2103056051544665,0.07410312178248363,0.07410312178248363,1.6892494285538198,1.6892494285538198,0.07887045416403374,1.1666793278773029,0.9639543293104094,-0.19087289396252619,0.4110052884837798,0.9639543293104095,1.064333759049231,0.9014704339693294,True,1.2103056051544665
cleanStatic,cleanStatic,cleanStatic@25.5,38,26.19125544,24.78039548,26.19125544,normal_train,normal,,True,10,1.1796751276734345,1.1796751276734345,0.07358793274271513,0.07358793274271513,1.6528019208972347,1.6528019208972347,0.07428326918879469,1.4102536660206577,1.195459353968047,-0.16523908504030727,0.15722476770768012,1.1954593539680474,1.009449055302459,1.0667736379616939,True,1.1796751276734345
cleanStatic,cleanStatic,cleanStatic@26,39,26.69125544,25.28039548,26.69125544,normal_train,normal,,True,10,1.1108998901893865,1.1108998901893865,0.07185441970139307,0.07185441970139307,1.5438994118721214,1.5438994118721214,0.06996037529893698,0.8730440132436051,0.7858890084999182,-0.10517039875720142,0.8164703965919442,0.7858890084999184,0.9736405302509268,0.8571782557012817,True,1.1108998901893865
cleanStatic,cleanStatic,cleanStatic@26.5,40,27.19125544,25.78039548,27.19125544,normal_train,normal,,True,10,1.128257596148051,1.128257596148051,0.07194278496059893,0.07194278496059893,1.5602316069911157,1.5602316069911157,0.0905829634818224,1.5471486848384872,1.3712725623302333,-0.12067449238394083,0.5413671063470235,1.3712725623302333,1.259097260850163,1.4495692149341664,True,1.128257596148051
cleanStatic,cleanStatic,cleanStatic@27,41,27.69125544,26.28039548,27.69125544,normal_train,normal,,True,10,1.1335085207720135,1.1335085207720135,0.07217938269907968,0.07217938269907968,1.5709779497179281,1.5709779497179281,0.10501022195004683,1.5743105496871537,1.3888828542858398,-0.1253177081599657,0.3962991410940844,1.3888828542858396,1.4548506515751312,1.28024265338704,True,1.1335085207720135
cleanStatic,cleanStatic,cleanStatic@27.5,42,28.19125544,26.78039548,28.19125544,normal_train,normal,,True,10,1.1170797176140461,1.1170797176140461,0.07192087496809581,0.07192087496809581,1.545798214769793,1.545798214769793,0.057140113105513896,1.0937051855775501,0.9790753232129028,-0.11071788514485585,0.7338668680567341,0.9790753232129026,0.7944857891517771,0.8687604190898925,True,1.1170797176140461
cleanStatic,cleanStatic,cleanStatic@28,43,28.69125544,27.28039548,28.69125544,normal_train,normal,,True,10,1.1438104682498873,1.1438104682498873,0.07264084371234951,0.07264084371234951,1.588980991279123,1.588980991279123,0.06635649002865485,1.0173530846856258,0.8894420124011014,-0.13436520462531062,0.24266997366456503,0.8894420124011013,0.9134873252769464,0.8168397581413085,True,1.1438104682498873
cleanStatic,cleanStatic,cleanStatic@28.5,44,29.19125544,27.78039548,29.19125544,normal_train,normal,,True,10,1.1376617008095413,1.1376617008095413,0.07276181772645089,0.07276181772645089,1.5893480199375198,1.5893480199375198,0.09310059525422285,1.0279310925592495,0.9035472424076427,-0.12897501629780525,0.2907561603322028,0.9035472424076425,1.27952541818342,0.899879088583152,True,1.1376617008095413
cleanStatic,cleanStatic,cleanStatic@29,45,29.69125544,28.28039548,29.69125544,normal_train,normal,,True,10,1.198869957335621,1.198869957335621,0.07432504477976855,0.07432504477976855,1.6763030420338259,1.6763030420338259,0.06822519132477789,0.9884158050873402,0.8244562298349724,-0.18137941089353798,0.39265614981558317,0.8244562298349722,0.9179300399607556,0.863945398475702,True,1.198869957335621
cleanStatic,cleanStatic,cleanStatic@29.5,46,30.19125544,28.78039548,30.19125544,normal_train,normal,,True,10,1.259199675422599,1.259199675422599,0.07536569737221524,0.07536569737221524,1.755446004124226,1.755446004124226,0.08767624284767842,1.2123634759758704,0.962804787548083,-0.23047634091619637,1.1771214889103159,0.962804787548083,1.1633441460066907,0.9442748173840447,True,1.259199675422599
cleanStatic,cleanStatic,cleanStatic@30,47,30.69125544,29.28039548,30.69125544,normal_train,normal,,True,10,1.2812142738497236,1.2812142738497236,0.07603354174967991,0.07603354174967991,1.7952918888411313,1.7952918888411313,0.06164133731238271,0.6457818097437267,0.5040388816488253,-0.24780827969121424,1.621170063057637,0.5040388816488254,0.8107124289345919,0.4504908341449248,True,1.2812142738497236
cleanStatic,cleanStatic,cleanStatic@30.5,48,31.19125544,29.78039548,31.19125544,normal_train,normal,,True,10,1.2376422558283853,1.2376422558283853,0.07524130489222139,0.07524130489222139,1.7317828640076978,1.7317828640076978,0.07061808370823175,1.228510788648231,0.9926218847674665,-0.2132081630587358,0.7836805737689533,0.9926218847674666,0.93855474475606,0.837627540264142,True,1.2376422558283853
cleanStatic,cleanStatic,cleanStatic@31,49,31.69125544,30.28039548,31.69125544,normal_train,normal,,True,10,1.2452035061463629,1.2452035061463629,0.07520930108485345,0.07520930108485345,1.749083949703349,1.749083949703349,0.07971918165125755,1.3948879256857465,1.1202088002487431,-0.21929897531084344,0.9627815158628656,1.1202088002487436,1.0599643993675185,0.8524755826246447,True,1.2452035061463629
cleanStatic,cleanStatic,cleanStatic@31.5,50,32.19125544,30.78039548,32.19125544,normal_train,normal,,True,10,1.2277251245482241,1.2277251245482241,0.07483298415035292,0.07483298415035292,1.721989520089513,1.721989520089513,0.06507779863168595,1.0238468668605791,0.8339381889226481,-0.2051629647246084,0.7036378660954168,0.8339381889226485,0.869640565194259,0.6657459993942672,True,1.2277251245482241
cleanStatic,cleanStatic,cleanStatic@32,51,32.69125544,31.28039548,32.69125544,normal_train,normal,,True,10,1.1948391587891145,1.1948391587891145,0.07363421892675885,0.07363421892675885,1.667047237364184,1.667047237364184,0.061199167973461484,1.2104431444783161,1.0130594863538076,-0.17801158116918048,0.356938067213504,1.0130594863538078,0.8311240190424776,0.9008141160338992,True,1.1948391587891145
cleanStatic,cleanStatic,cleanStatic@32.5,52,33.19125544,31.78039548,33.19125544,normal_train,normal,,True,10,1.1799308718474275,1.1799308718474275,0.07338649433957842,0.07338649433957842,1.6440551859774157,1.6440551859774157,0.07539092079200684,1.5657330473867055,1.3269701511709955,-0.1654558535813657,0.15722476770768012,1.3269701511709955,1.0273132879621338,1.1146327321072018,True,1.1799308718474275
cleanStatic,cleanStatic,cleanStatic@33,53,33.69125544,32.28039548,33.69125544,normal_train,normal,,True,10,1.1092403163984357,1.1092403163984357,0.07168386099203072,0.07168386099203072,1.5377727705750037,1.5377727705750037,0.061933960353149416,1.1069726072922965,0.9979556196501205,-0.10367538137484636,0.8736288104318928,0.9979556196501205,0.8639875070350183,0.8233086080480123,True,1.1092403163984357
cleanStatic,cleanStatic,cleanStatic@33.5,54,34.19125544,32.78039548,34.19125544,normal_train,normal,,True,10,1.0795521307750238,1.0795521307750238,0.07083648289631378,0.07083648289631378,1.495031450181488,1.495031450181488,0.06350861651699802,1.249453630210146,1.157381468288287,-0.0765462614000758,1.532090433003948,1.1573814682882873,0.8965523685013858,1.2084044665672171,True,1.0795521307750238
cleanStatic,cleanStatic,cleanStatic@34,55,34.69125544,33.28039548,34.69125544,normal_train,normal,,True,10,1.1120131848275936,1.1120131848275936,0.07191915269407419,0.07191915269407419,1.5472378067234402,1.5472378067234402,0.08898963067887607,1.2711577938979963,1.1431139587567716,-0.10617205261744539,0.7890714224038297,1.1431139587567718,1.2373564946936368,1.3032880508921871,True,1.1120131848275936
cleanStatic,cleanStatic,cleanStatic@34.5,56,35.19125544,33.78039548,35.19125544,normal_train,normal,,True,10,1.167496293275438,1.167496293275438,0.07311068970796372,0.07311068970796372,1.6219614116486623,1.6219614116486623,0.07821441169043594,1.3369131499716769,1.1451112587440733,-0.1548615356311969,0.08250122151174372,1.1451112587440737,1.0698081498459218,0.9126227413004329,True,1.167496293275438
cleanStatic,cleanStatic,cleanStatic@35,57,35.69125544,34.28039548,35.69125544,normal_train,normal,,True,10,1.162764819990644,1.162764819990644,0.07290980234097716,0.07290980234097716,1.6146372962658755,1.6146372962658755,0.07725340628090474,1.6946059565857734,1.4573935566776162,-0.15080063467889554,0.009250759772150998,1.4573935566776168,1.0595750338152592,1.1211090389971525,True,1.162764819990644
cleanStatic,cleanStatic,cleanStatic@35.5,58,36.19125544,34.78039548,36.19125544,normal_train,normal,,True,10,1.2409070509820141,1.2409070509820141,0.07471783416785595,0.07471783416785595,1.7320733305042195,1.7320733305042195,0.08626481025320196,1.1297297749486919,0.9104064434597738,-0.215842604933969,0.8417882045762339,0.910406443459774,1.1545410973691417,1.032961868308413,True,1.2409070509820141
cleanStatic,cleanStatic,cleanStatic@36,59,36.69125544,35.28039548,36.69125544,normal_train,normal,,True,10,1.223450660553942,1.223450660553942,0.0739476041943618,0.0739476041943618,1.6934309646921615,1.6934309646921615,0.0957974363769204,1.0026897498019274,0.8195587955691973,-0.20167527660927106,0.5800816185277137,0.8195587955691973,1.2954772155312715,1.0897193167814132,True,1.223450660553942
cleanStatic,cleanStatic,cleanStatic@36.5,60,37.19125544,35.78039548,37.19125544,normal_train,normal,,True,10,1.2090414016535562,1.2090414016535562,0.07347420703485605,0.07347420703485605,1.6751992071075226,1.6751992071075226,0.08247254671391256,0.9906525612689343,0.819370254744014,-0.189827815590209,0.4110052884837798,0.8193702547440143,1.1224693677168602,0.8418240593440964,True,1.2090414016535562
cleanStatic,cleanStatic,cleanStatic@37,61,37.69125544,36.28039548,37.69125544,normal_train,normal,,True,10,1.2700055138901176,1.2700055138901176,0.07508630620626006,0.07508630620626006,1.7685748211860917,1.7685748211860917,0.06243192719413301,0.6924812924572348,0.5452584928833224,-0.2390212421068369,1.399269519983024,0.5452584928833224,0.8314688835888955,0.5980619872368118,True,1.2700055138901176
cleanStatic,cleanStatic,cleanStatic@37.5,62,38.19125544,36.78039548,38.19125544,normal_train,normal,,True,10,1.193124352183831,1.193124352183831,0.07311750469461552,0.07311750469461552,1.6460127767605497,1.6460127767605497,0.0885275692201391,1.3396512352075378,1.1228093976587705,-0.17657537254022615,0.356938067213504,1.12280939765877,1.2107575277614528,1.072307253574777,True,1.193124352183831
cleanStatic,cleanStatic,cleanStatic@38,63,38.69125544,37.28039548,38.69125544,normal_train,normal,,True,10,1.2507379077400262,1.2507379077400262,0.07447914219004549,0.07447914219004549,1.7339481363031601,1.7339481363031601,0.057318731678278154,1.3213381583750656,1.056446878437232,-0.2237337033322672,1.0292511608706074,1.056446878437232,0.7695944125137775,0.8336631545233254,True,1.2507379077400262
cleanStatic,cleanStatic,cleanStatic@38.5,64,39.19125544,37.78039548,39.19125544,normal_train,normal,,True,10,1.261504786163298,1.261504786163298,0.07461273279663297,0.07461273279663297,1.7505770073479807,1.7505770073479807,0.06915251596419122,1.4339012107430686,1.1366593503811364,-0.2323052831173809,1.1771214889103159,1.1366593503811364,0.9268192354336584,0.9124755696550712,True,1.261504786163298
cleanStatic,cleanStatic,cleanStatic@39,65,39.69125544,38.28039548,39.69125544,normal_train,normal,,True,10,1.245185856181902,1.245185856181902,0.07429124193564168,0.07429124193564168,1.7254795834449101,1.7254795834449101,0.07883914507802094,1.3669667902602867,1.0978014113104368,-0.21928480084902785,0.9627815158628656,1.0978014113104368,1.0612172178561652,1.0471187538400408,True,1.245185856181902
cleanStatic,cleanStatic,cleanStatic@39.5,66,40.19125544,38.78039548,40.19125544,normal_train,normal,,True,10,1.248075181899797,1.248075181899797,0.07455534562175821,0.07455534562175821,1.7310333494566148,1.7310333494566148,0.07761300971879047,0.8417551304065102,0.6744426478581251,-0.22160251003965378,1.0292511608706074,0.6744426478581251,1.0410120035194352,0.682859377623745,True,1.248075181899797
cleanStatic,cleanStatic,cleanStatic@40,67,40.69125544,39.28039548,40.69125544,normal_train,normal,,True,10,1.214426269948297,1.214426269948297,0.07408248976856001,0.07408248976856001,1.6911078889340132,1.6911078889340132,0.07661976462702304,0.8479823884266111,0.6982576130066036,-0.19427175946437078,0.4899683322905812,0.6982576130066036,1.0342493194598303,1.0773899327601197,True,1.214426269948297
cleanStatic,cleanStatic,cleanStatic@40.5,68,41.19125544,39.78039548,41.19125544,normal_train,normal,,True,10,1.2243079485520387,1.2243079485520387,0.07409139497495347,0.07409139497495347,1.6964505070412643,1.6964505070412643,0.060854731753521435,1.3416822944194284,1.0958699533121594,-0.20237574440046607,0.6045001458758595,1.0958699533121594,0.821346821369652,0.8665994792927427,True,1.2243079485520387
cleanStatic,cleanStatic,cleanStatic@41,69,41.69125544,40.28039548,41.69125544,normal_train,normal,,True,10,1.2871344009478265,1.2871344009478265,0.0753222075688405,0.0753222075688405,1.781327505018393,1.781327505018393,0.06823678181580785,1.422917022760457,1.1054921861405012,-0.2524183528024851,1.812225299820346,1.1054921861405012,0.9059317831788593,0.8518422758220444,True,1.2871344009478265
